team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
PIT,16.0,428.0,656.0,65.2,4003.0,6.3,250.2,84.0,35.0,11.0,14.0,126.0,93.5,2020,373.0,1351.0,3.6,84.4,59.0,12.0,7.0,2.0,428.0,4129.0,9.6,258.1,84.0,35.0,8.0,3.0,322.0,81.0,206.0,35.0,97.0,230.0,42.2,10.0,19.0,52.6,81.0,691.0
SEA,16.0,388.0,563.0,68.9,3941.0,7.5,246.3,62.0,40.0,13.0,48.0,304.0,105.0,2020,411.0,1971.0,4.8,123.2,50.0,15.0,6.0,2.0,388.0,4245.0,10.9,265.3,62.0,40.0,3.0,1.0,356.0,111.0,216.0,29.0,76.0,189.0,40.2,8.0,14.0,57.1,84.0,662.0
ARI,16.0,387.0,575.0,67.3,3916.0,7.1,244.8,80.0,27.0,13.0,29.0,186.0,94.1,2020,479.0,2237.0,4.7,139.8,69.0,22.0,9.0,1.0,387.0,4102.0,10.6,256.4,80.0,27.0,6.0,3.0,381.0,136.0,211.0,34.0,80.0,202.0,39.6,17.0,25.0,68.0,113.0,868.0
CAR,16.0,373.0,550.0,67.8,3888.0,7.5,243.0,75.0,16.0,16.0,36.0,241.0,87.5,2020,407.0,1704.0,4.2,106.5,45.0,19.0,7.0,2.0,373.0,4129.0,11.1,258.1,75.0,16.0,3.0,1.0,335.0,110.0,192.0,33.0,76.0,195.0,39.0,15.0,27.0,55.6,95.0,752.0
NO,16.0,370.0,522.0,70.9,3758.0,7.6,234.9,52.0,28.0,8.0,29.0,187.0,104.1,2020,494.0,2265.0,4.6,141.6,49.0,30.0,9.0,3.0,370.0,3945.0,10.7,246.6,52.0,28.0,4.0,1.0,367.0,147.0,199.0,21.0,93.0,208.0,44.7,11.0,16.0,68.8,98.0,1005.0
MIA,16.0,370.0,559.0,66.2,3736.0,7.0,233.5,70.0,24.0,13.0,34.0,201.0,91.2,2020,428.0,1688.0,3.9,105.5,31.0,15.0,5.0,4.0,370.0,3937.0,10.6,246.1,70.0,24.0,3.0,1.0,345.0,100.0,207.0,38.0,78.0,202.0,38.6,8.0,10.0,80.0,74.0,635.0
JAC,16.0,387.0,616.0,62.8,3699.0,6.4,231.2,73.0,25.0,16.0,44.0,256.0,83.9,2020,337.0,1519.0,4.5,94.9,47.0,9.0,3.0,1.0,387.0,3955.0,10.2,247.2,73.0,25.0,2.0,1.0,310.0,80.0,205.0,25.0,84.0,207.0,40.6,7.0,26.0,26.9,107.0,1071.0
CHI,16.0,402.0,614.0,65.5,3655.0,6.4,228.4,53.0,26.0,16.0,36.0,270.0,86.5,2020,393.0,1647.0,4.2,102.9,80.0,12.0,1.0,0.0,402.0,3925.0,9.8,245.3,53.0,26.0,5.0,3.0,335.0,93.0,218.0,24.0,71.0,205.0,34.6,17.0,28.0,60.7,88.0,777.0
TEN,16.0,316.0,485.0,65.2,3653.0,7.9,228.3,75.0,33.0,7.0,25.0,173.0,105.9,2020,521.0,2690.0,5.2,168.1,94.0,26.0,5.0,2.0,316.0,3826.0,12.1,239.1,75.0,33.0,3.0,2.0,381.0,142.0,203.0,36.0,84.0,182.0,46.2,10.0,16.0,62.5,86.0,783.0
CLE,16.0,315.0,501.0,62.9,3539.0,7.4,221.2,75.0,27.0,8.0,26.0,162.0,96.6,2020,495.0,2374.0,4.8,148.4,59.0,21.0,7.0,3.0,315.0,3701.0,11.7,231.3,75.0,27.0,6.0,2.0,355.0,133.0,195.0,27.0,88.0,196.0,44.9,8.0,24.0,33.3,100.0,870.0
WAS,16.0,389.0,601.0,64.7,3465.0,6.3,216.6,68.0,16.0,16.0,50.0,331.0,80.1,2020,400.0,1611.0,4.0,100.7,40.0,18.0,3.0,0.0,389.0,3796.0,9.8,237.3,68.0,16.0,7.0,4.0,322.0,108.0,184.0,30.0,88.0,225.0,39.1,11.0,19.0,57.9,87.0,697.0
DEN,16.0,317.0,556.0,57.0,3451.0,6.6,215.7,92.0,21.0,23.0,32.0,222.0,72.5,2020,442.0,1918.0,4.3,119.9,65.0,13.0,7.0,2.0,317.0,3673.0,11.6,229.6,92.0,21.0,6.0,3.0,308.0,94.0,176.0,38.0,82.0,212.0,38.7,4.0,15.0,26.7,81.0,670.0
CIN,16.0,372.0,581.0,64.0,3448.0,6.5,215.5,72.0,19.0,11.0,48.0,345.0,85.7,2020,411.0,1668.0,4.1,104.3,55.0,13.0,8.0,5.0,372.0,3793.0,10.2,237.1,72.0,19.0,4.0,3.0,318.0,92.0,201.0,25.0,77.0,213.0,36.2,19.0,27.0,70.4,83.0,675.0
PHI,16.0,334.0,598.0,55.9,3327.0,6.2,207.9,81.0,22.0,20.0,65.0,401.0,72.9,2020,403.0,2027.0,5.0,126.7,82.0,16.0,15.0,6.0,334.0,3728.0,11.2,233.0,81.0,22.0,1.0,0.0,336.0,114.0,177.0,45.0,82.0,220.0,37.3,15.0,35.0,42.9,107.0,853.0
NYG,16.0,321.0,517.0,62.1,3026.0,6.5,189.1,53.0,12.0,11.0,50.0,310.0,79.6,2020,399.0,1768.0,4.4,110.5,80.0,13.0,5.0,3.0,321.0,3336.0,10.4,208.5,53.0,12.0,3.0,2.0,297.0,91.0,178.0,28.0,72.0,198.0,36.4,14.0,22.0,63.6,81.0,634.0
NE,16.0,283.0,440.0,64.3,2890.0,7.1,180.6,50.0,12.0,14.0,37.0,234.0,81.1,2020,502.0,2346.0,4.7,146.6,49.0,20.0,8.0,1.0,283.0,3124.0,11.0,195.3,50.0,12.0,6.0,3.0,332.0,143.0,157.0,32.0,76.0,186.0,40.9,9.0,17.0,52.9,62.0,534.0
NYJ,16.0,292.0,499.0,58.5,2796.0,6.2,174.8,69.0,16.0,14.0,43.0,319.0,75.9,2020,406.0,1683.0,4.1,105.2,46.0,9.0,2.0,1.0,292.0,3115.0,10.7,194.7,69.0,16.0,2.0,2.0,269.0,94.0,146.0,29.0,70.0,206.0,34.0,7.0,18.0,38.9,101.0,952.0
BAL,16.0,257.0,406.0,63.3,2739.0,7.2,171.2,70.0,27.0,11.0,32.0,180.0,95.7,2020,555.0,3071.0,5.5,191.9,72.0,24.0,11.0,5.0,257.0,2919.0,11.4,182.4,70.0,27.0,3.0,0.0,327.0,166.0,142.0,19.0,101.0,207.0,48.8,12.0,19.0,63.2,104.0,961.0
