team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
IND,16.0,350.0,582.0,60.1,3725.0,6.8,232.8,73.0,23.0,10.0,32.0,227.0,86.5,2013,409.0,1743.0,4.3,108.9,51.0,15.0,3.0,1.0,350.0,3952.0,11.3,247.0,73.0,23.0,2.0,0.0,318.0,88.0,191.0,39.0,80.0,213.0,37.6,3.0,10.0,30.0,66.0,576.0
BAL,16.0,363.0,619.0,58.6,3590.0,6.3,224.4,74.0,19.0,23.0,48.0,324.0,72.0,2013,423.0,1328.0,3.1,83.0,47.0,7.0,2.0,2.0,363.0,3914.0,10.8,244.6,74.0,19.0,1.0,0.0,295.0,68.0,189.0,38.0,92.0,253.0,36.4,6.0,16.0,37.5,112.0,942.0
NYG,16.0,325.0,567.0,57.3,3588.0,6.8,224.3,70.0,18.0,29.0,40.0,287.0,67.6,2013,381.0,1332.0,3.5,83.3,49.0,11.0,12.0,7.0,325.0,3875.0,11.9,242.2,70.0,18.0,4.0,3.0,280.0,77.0,176.0,27.0,69.0,211.0,32.7,6.0,12.0,50.0,91.0,786.0
MIA,16.0,357.0,594.0,60.1,3567.0,6.7,222.9,67.0,24.0,19.0,58.0,399.0,80.1,2013,349.0,1440.0,4.1,90.0,55.0,8.0,5.0,3.0,357.0,3966.0,11.1,247.9,67.0,24.0,0.0,0.0,278.0,61.0,205.0,12.0,76.0,217.0,35.0,3.0,12.0,25.0,70.0,598.0
TEN,16.0,328.0,533.0,61.5,3496.0,7.0,218.5,77.0,22.0,16.0,37.0,214.0,83.6,2013,462.0,1894.0,4.1,118.4,39.0,16.0,8.0,2.0,328.0,3710.0,11.3,231.9,77.0,22.0,4.0,1.0,311.0,103.0,172.0,36.0,94.0,227.0,41.4,11.0,17.0,64.7,101.0,900.0
JAC,16.0,349.0,592.0,59.0,3441.0,6.3,215.1,67.0,16.0,21.0,50.0,310.0,71.8,2013,378.0,1260.0,3.3,78.8,48.0,7.0,5.0,3.0,349.0,3751.0,10.7,234.4,67.0,16.0,6.0,3.0,271.0,71.0,176.0,24.0,70.0,225.0,31.1,13.0,30.0,43.3,96.0,797.0
MIN,16.0,325.0,546.0,59.5,3427.0,6.7,214.2,79.0,18.0,19.0,44.0,218.0,76.0,2013,423.0,2081.0,4.9,130.1,78.0,23.0,9.0,5.0,325.0,3645.0,11.2,227.8,79.0,18.0,3.0,1.0,309.0,106.0,173.0,30.0,78.0,214.0,36.5,10.0,19.0,52.6,70.0,695.0
KC,16.0,333.0,546.0,61.0,3340.0,6.5,208.8,71.0,24.0,8.0,41.0,221.0,88.6,2013,442.0,2056.0,4.7,128.5,46.0,17.0,8.0,3.0,333.0,3561.0,10.7,222.6,71.0,24.0,5.0,3.0,323.0,110.0,179.0,34.0,74.0,213.0,34.7,4.0,11.0,36.4,101.0,774.0
LV,16.0,298.0,519.0,57.4,3340.0,7.0,208.8,73.0,17.0,20.0,44.0,289.0,73.9,2013,437.0,2000.0,4.6,125.0,93.0,16.0,7.0,4.0,298.0,3629.0,12.2,226.8,73.0,17.0,2.0,2.0,275.0,90.0,168.0,17.0,78.0,223.0,35.0,7.0,12.0,58.3,116.0,912.0
SEA,16.0,267.0,420.0,63.6,3236.0,8.4,202.3,80.0,27.0,9.0,44.0,272.0,102.4,2013,509.0,2188.0,4.3,136.8,43.0,14.0,6.0,2.0,267.0,3508.0,13.1,219.3,80.0,27.0,4.0,1.0,307.0,116.0,160.0,31.0,76.0,204.0,37.3,6.0,11.0,54.6,128.0,1183.0
LAR,16.0,301.0,506.0,59.5,3125.0,6.6,195.3,81.0,22.0,11.0,36.0,235.0,84.8,2013,426.0,1752.0,4.1,109.5,65.0,10.0,6.0,4.0,301.0,3360.0,11.2,210.0,81.0,22.0,3.0,3.0,282.0,82.0,165.0,35.0,73.0,212.0,34.4,6.0,18.0,33.3,123.0,1009.0
BUF,16.0,299.0,522.0,57.3,3103.0,6.5,193.9,59.0,16.0,15.0,48.0,270.0,75.0,2013,546.0,2307.0,4.2,144.2,77.0,15.0,12.0,3.0,299.0,3373.0,11.3,210.8,59.0,16.0,5.0,4.0,301.0,113.0,149.0,39.0,83.0,244.0,34.0,4.0,14.0,28.6,110.0,952.0
CAR,16.0,292.0,473.0,61.7,3043.0,7.1,190.2,79.0,24.0,13.0,43.0,336.0,88.8,2013,483.0,2026.0,4.2,126.6,56.0,14.0,3.0,1.0,292.0,3379.0,11.6,211.2,79.0,24.0,3.0,1.0,319.0,122.0,169.0,28.0,91.0,208.0,43.8,10.0,13.0,76.9,80.0,671.0
SF,16.0,244.0,417.0,58.5,2979.0,7.7,186.2,64.0,21.0,8.0,39.0,231.0,91.7,2013,505.0,2201.0,4.4,137.6,51.0,18.0,7.0,5.0,244.0,3210.0,13.2,200.6,64.0,21.0,3.0,1.0,286.0,115.0,148.0,23.0,77.0,211.0,36.5,7.0,11.0,63.6,103.0,845.0
NYJ,16.0,266.0,480.0,55.4,2932.0,6.8,183.3,69.0,13.0,22.0,47.0,338.0,66.6,2013,493.0,2158.0,4.4,134.9,69.0,12.0,7.0,2.0,266.0,3270.0,12.3,204.4,69.0,13.0,1.0,1.0,280.0,105.0,154.0,21.0,90.0,231.0,39.0,1.0,8.0,12.5,108.0,837.0
TB,16.0,291.0,514.0,56.6,2820.0,6.2,176.3,85.0,22.0,12.0,47.0,361.0,79.6,2013,420.0,1612.0,3.8,100.8,80.0,6.0,6.0,2.0,291.0,3181.0,10.9,198.8,85.0,22.0,1.0,0.0,269.0,75.0,157.0,37.0,69.0,221.0,31.2,8.0,22.0,36.4,121.0,1136.0
