team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
LAC,17.0,357.0,559.0,63.9,3761.0,7.1,221.2,71.0,27.0,11.0,35.0,231.0,93.0,2021,509.0,2361.0,4.6,138.9,52.0,22.0,13.0,3.0,357.0,3992.0,11.2,234.8,71.0,27.0,16.0,6.0,383.0,144.0,199.0,40.0,107.0,216.0,49.5,7.0,22.0,31.8,99.0,835.0
LV,17.0,400.0,606.0,66.0,3789.0,6.6,222.9,52.0,29.0,6.0,35.0,207.0,96.4,2021,462.0,1943.0,4.2,114.3,51.0,18.0,13.0,3.0,400.0,3996.0,10.0,235.1,52.0,29.0,7.0,3.0,349.0,109.0,202.0,38.0,91.0,230.0,39.6,21.0,29.0,72.4,99.0,1021.0
NO,17.0,369.0,592.0,62.3,3821.0,7.0,224.8,84.0,20.0,18.0,46.0,310.0,81.7,2021,426.0,1589.0,3.7,93.5,58.0,12.0,9.0,2.0,369.0,4131.0,11.2,243.0,84.0,20.0,9.0,5.0,304.0,84.0,185.0,35.0,89.0,240.0,37.1,9.0,21.0,42.9,89.0,761.0
NYG,17.0,402.0,611.0,65.8,3839.0,6.6,225.8,59.0,27.0,15.0,34.0,205.0,89.0,2021,492.0,2193.0,4.5,129.0,70.0,15.0,5.0,1.0,402.0,4044.0,10.1,237.9,59.0,27.0,9.0,5.0,365.0,126.0,216.0,23.0,90.0,226.0,39.8,15.0,23.0,65.2,107.0,814.0
MIA,17.0,373.0,608.0,61.3,3871.0,7.0,227.7,64.0,23.0,14.0,48.0,380.0,85.4,2021,425.0,1867.0,4.4,109.8,46.0,16.0,13.0,2.0,373.0,4251.0,11.4,250.1,64.0,23.0,13.0,8.0,337.0,106.0,199.0,32.0,95.0,231.0,41.1,11.0,18.0,61.1,109.0,991.0
JAC,17.0,377.0,543.0,69.4,3875.0,7.6,227.9,55.0,24.0,7.0,32.0,236.0,100.8,2021,493.0,2127.0,4.3,125.1,52.0,22.0,12.0,1.0,377.0,4111.0,10.9,241.8,55.0,24.0,4.0,1.0,351.0,124.0,198.0,29.0,95.0,221.0,43.0,14.0,21.0,66.7,104.0,879.0
ATL,17.0,391.0,577.0,67.8,3952.0,7.1,232.5,38.0,31.0,12.0,18.0,152.0,97.4,2021,519.0,2242.0,4.3,131.9,27.0,19.0,7.0,3.0,391.0,4104.0,10.5,241.4,38.0,31.0,9.0,3.0,383.0,143.0,214.0,26.0,105.0,217.0,48.4,11.0,22.0,50.0,118.0,956.0
IND,17.0,390.0,597.0,65.3,3980.0,7.0,234.1,69.0,32.0,19.0,33.0,223.0,90.5,2021,420.0,1854.0,4.4,109.1,66.0,10.0,10.0,5.0,390.0,4203.0,10.8,247.2,69.0,32.0,8.0,7.0,334.0,101.0,213.0,20.0,85.0,210.0,40.5,12.0,21.0,57.1,109.0,978.0
DAL,17.0,364.0,612.0,59.5,4049.0,7.1,238.2,75.0,24.0,26.0,41.0,297.0,76.6,2021,429.0,1918.0,4.5,112.8,33.0,13.0,14.0,2.0,364.0,4346.0,11.9,255.6,75.0,24.0,11.0,6.0,327.0,99.0,191.0,37.0,76.0,223.0,34.1,16.0,26.0,61.5,121.0,973.0
TB,17.0,445.0,680.0,65.4,4062.0,6.4,238.9,75.0,26.0,17.0,47.0,285.0,85.6,2021,366.0,1573.0,4.3,92.5,55.0,11.0,11.0,1.0,445.0,4347.0,9.8,255.7,75.0,26.0,14.0,10.0,344.0,94.0,214.0,36.0,87.0,226.0,38.5,13.0,28.0,46.4,79.0,635.0
LAR,17.0,416.0,625.0,66.6,4109.0,7.2,241.7,63.0,17.0,19.0,50.0,367.0,83.8,2021,443.0,1754.0,4.0,103.2,54.0,18.0,4.0,2.0,416.0,4476.0,10.8,263.3,63.0,17.0,11.0,3.0,347.0,111.0,214.0,22.0,92.0,223.0,41.3,17.0,32.0,53.1,88.0,688.0
HOU,17.0,363.0,546.0,66.5,4117.0,8.0,242.2,68.0,27.0,17.0,32.0,225.0,94.1,2021,523.0,2418.0,4.6,142.2,83.0,25.0,9.0,4.0,363.0,4342.0,12.0,255.4,68.0,27.0,9.0,2.0,382.0,135.0,218.0,29.0,89.0,206.0,43.2,11.0,19.0,57.9,89.0,790.0
DET,17.0,359.0,544.0,66.0,4160.0,8.0,244.7,79.0,31.0,11.0,30.0,201.0,101.1,2021,518.0,2296.0,4.4,135.1,48.0,19.0,14.0,1.0,359.0,4361.0,12.1,256.5,79.0,31.0,9.0,6.0,372.0,135.0,211.0,26.0,92.0,204.0,45.1,9.0,14.0,64.3,87.0,818.0
TEN,17.0,395.0,628.0,62.9,4169.0,7.1,245.2,68.0,24.0,16.0,43.0,316.0,86.4,2021,368.0,1438.0,3.9,84.6,58.0,14.0,3.0,1.0,395.0,4485.0,11.4,263.8,68.0,24.0,10.0,3.0,331.0,90.0,204.0,37.0,77.0,210.0,36.7,14.0,24.0,58.3,118.0,1070.0
CIN,17.0,420.0,626.0,67.1,4222.0,7.2,248.4,60.0,26.0,13.0,42.0,276.0,93.1,2021,407.0,1742.0,4.3,102.5,70.0,15.0,8.0,2.0,420.0,4498.0,10.7,264.6,60.0,26.0,11.0,6.0,339.0,107.0,213.0,19.0,92.0,221.0,41.6,7.0,18.0,38.9,116.0,946.0
KC,17.0,401.0,610.0,65.7,4273.0,7.3,251.4,72.0,27.0,15.0,31.0,209.0,92.0,2021,419.0,1999.0,4.8,117.6,47.0,15.0,11.0,5.0,401.0,4482.0,11.2,263.6,72.0,27.0,11.0,7.0,363.0,121.0,209.0,33.0,80.0,199.0,40.2,19.0,31.0,61.3,116.0,911.0
MIN,17.0,401.0,626.0,64.1,4300.0,7.5,252.9,77.0,29.0,16.0,51.0,378.0,91.4,2021,475.0,2222.0,4.7,130.7,49.0,15.0,9.0,2.0,401.0,4678.0,11.7,275.2,77.0,29.0,10.0,5.0,391.0,131.0,224.0,36.0,78.0,214.0,36.5,15.0,30.0,50.0,93.0,786.0
WAS,17.0,400.0,597.0,67.0,4333.0,7.6,254.9,72.0,34.0,11.0,38.0,187.0,100.8,2021,430.0,1775.0,4.1,104.4,46.0,14.0,8.0,3.0,400.0,4520.0,11.3,265.9,72.0,34.0,9.0,5.0,346.0,101.0,220.0,25.0,111.0,229.0,48.5,12.0,20.0,60.0,96.0,803.0
NYJ,17.0,401.0,587.0,68.3,4409.0,8.0,259.4,65.0,28.0,7.0,33.0,273.0,103.2,2021,525.0,2351.0,4.5,138.3,78.0,28.0,16.0,3.0,401.0,4682.0,11.7,275.4,65.0,28.0,10.0,2.0,401.0,129.0,234.0,38.0,99.0,223.0,44.4,13.0,21.0,61.9,84.0,814.0
SEA,17.0,443.0,658.0,67.3,4513.0,7.2,265.5,76.0,24.0,11.0,34.0,253.0,93.6,2021,509.0,1932.0,3.8,113.6,60.0,16.0,8.0,0.0,443.0,4766.0,10.8,280.4,76.0,24.0,6.0,3.0,400.0,124.0,240.0,36.0,88.0,224.0,39.3,13.0,31.0,41.9,96.0,919.0
BAL,17.0,397.0,621.0,63.9,4742.0,8.0,278.9,82.0,31.0,9.0,34.0,244.0,99.4,2021,378.0,1436.0,3.8,84.5,66.0,13.0,7.0,1.0,397.0,4986.0,12.6,293.3,82.0,31.0,8.0,5.0,340.0,81.0,232.0,27.0,70.0,201.0,34.8,11.0,18.0,61.1,98.0,882.0
