team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
SF,16.0,344.0,542.0,63.5,3732.0,7.3,233.3,75.0,35.0,2.0,37.0,227.0,105.4,2018,444.0,1814.0,4.1,113.4,34.0,13.0,6.0,2.0,344.0,3959.0,11.5,247.4,75.0,35.0,4.0,2.0,337.0,104.0,195.0,38.0,87.0,216.0,40.3,10.0,17.0,58.8,117.0,1011.0
GB,16.0,336.0,527.0,63.8,3752.0,7.7,234.5,75.0,30.0,7.0,44.0,322.0,100.9,2018,446.0,1918.0,4.3,119.9,41.0,15.0,6.0,4.0,336.0,4074.0,12.1,254.6,75.0,30.0,3.0,1.0,331.0,100.0,199.0,32.0,79.0,212.0,37.3,12.0,18.0,66.7,97.0,792.0
DAL,16.0,367.0,542.0,67.7,3755.0,7.4,234.7,53.0,22.0,9.0,39.0,229.0,95.7,2018,400.0,1513.0,3.8,94.6,68.0,12.0,7.0,4.0,367.0,3984.0,10.9,249.0,53.0,22.0,5.0,2.0,309.0,89.0,193.0,27.0,85.0,201.0,42.3,6.0,14.0,42.9,89.0,681.0
LAR,16.0,347.0,533.0,65.1,3780.0,7.7,236.3,73.0,31.0,18.0,41.0,326.0,93.8,2018,386.0,1957.0,5.1,122.3,51.0,12.0,4.0,3.0,347.0,4106.0,11.8,256.6,73.0,31.0,2.0,2.0,322.0,101.0,185.0,36.0,70.0,188.0,37.2,9.0,15.0,60.0,99.0,852.0
WAS,16.0,362.0,537.0,67.4,3794.0,7.6,237.1,90.0,27.0,15.0,46.0,297.0,95.1,2018,413.0,1860.0,4.5,116.3,78.0,12.0,3.0,1.0,362.0,4091.0,11.3,255.7,90.0,27.0,9.0,5.0,330.0,109.0,197.0,24.0,86.0,196.0,43.9,5.0,13.0,38.5,102.0,791.0
IND,16.0,384.0,542.0,70.8,3805.0,7.4,237.8,80.0,21.0,15.0,38.0,228.0,93.5,2018,415.0,1626.0,3.9,101.6,34.0,12.0,5.0,2.0,384.0,4033.0,10.5,252.1,80.0,21.0,7.0,6.0,315.0,87.0,203.0,25.0,82.0,200.0,41.0,7.0,15.0,46.7,131.0,1115.0
SEA,16.0,355.0,546.0,65.0,3842.0,7.5,240.1,75.0,26.0,12.0,43.0,261.0,94.3,2018,366.0,1811.0,4.9,113.2,59.0,9.0,7.0,5.0,355.0,4103.0,11.6,256.4,75.0,26.0,5.0,1.0,323.0,91.0,201.0,31.0,64.0,183.0,35.0,6.0,13.0,46.2,108.0,981.0
CAR,16.0,353.0,529.0,66.7,3847.0,7.7,240.4,75.0,32.0,13.0,35.0,215.0,99.6,2018,384.0,1804.0,4.7,112.8,60.0,13.0,9.0,4.0,353.0,4062.0,11.5,253.9,75.0,32.0,2.0,2.0,315.0,110.0,185.0,20.0,73.0,183.0,39.9,10.0,17.0,58.8,91.0,805.0
LV,16.0,299.0,480.0,62.3,3853.0,8.2,240.8,89.0,36.0,14.0,13.0,80.0,101.0,2018,480.0,2249.0,4.7,140.6,63.0,16.0,6.0,1.0,299.0,3933.0,13.2,245.8,89.0,36.0,1.0,1.0,317.0,108.0,178.0,31.0,93.0,201.0,46.3,8.0,12.0,66.7,117.0,991.0
DEN,16.0,353.0,549.0,64.3,3929.0,7.7,245.6,97.0,26.0,17.0,44.0,311.0,90.7,2018,429.0,1913.0,4.5,119.6,77.0,11.0,6.0,2.0,353.0,4240.0,12.0,265.0,97.0,26.0,3.0,2.0,318.0,85.0,197.0,36.0,82.0,211.0,38.9,6.0,11.0,54.6,123.0,1006.0
MIA,16.0,335.0,508.0,65.9,3932.0,8.2,245.8,73.0,31.0,21.0,31.0,209.0,94.1,2018,485.0,2325.0,4.8,145.3,71.0,17.0,3.0,1.0,335.0,4141.0,12.4,258.8,73.0,31.0,7.0,3.0,350.0,116.0,195.0,39.0,84.0,196.0,42.9,6.0,15.0,40.0,107.0,856.0
NE,16.0,370.0,605.0,61.2,3943.0,6.9,246.4,75.0,29.0,18.0,30.0,238.0,85.4,2018,367.0,1803.0,4.9,112.7,54.0,7.0,8.0,5.0,370.0,4181.0,11.3,261.3,75.0,29.0,5.0,3.0,322.0,93.0,208.0,21.0,76.0,197.0,38.6,6.0,16.0,37.5,91.0,838.0
NYG,16.0,362.0,560.0,64.6,4044.0,7.6,252.8,79.0,24.0,16.0,30.0,185.0,89.8,2018,444.0,1898.0,4.3,118.6,64.0,18.0,7.0,1.0,362.0,4229.0,11.7,264.3,79.0,24.0,4.0,4.0,346.0,103.0,205.0,38.0,87.0,206.0,42.2,14.0,17.0,82.4,110.0,919.0
NYJ,16.0,367.0,582.0,63.1,4065.0,7.5,254.1,70.0,29.0,13.0,39.0,293.0,93.1,2018,440.0,2021.0,4.6,126.3,38.0,16.0,4.0,2.0,367.0,4358.0,11.9,272.4,70.0,29.0,3.0,1.0,343.0,104.0,201.0,38.0,72.0,213.0,33.8,9.0,14.0,64.3,95.0,817.0
CLE,16.0,393.0,626.0,62.8,4125.0,7.0,257.8,67.0,21.0,17.0,37.0,245.0,83.4,2018,459.0,2163.0,4.7,135.2,52.0,20.0,6.0,2.0,393.0,4370.0,11.1,273.1,67.0,21.0,8.0,7.0,377.0,130.0,216.0,31.0,75.0,210.0,35.7,13.0,20.0,65.0,119.0,990.0
TB,16.0,387.0,534.0,72.5,4151.0,8.2,259.4,75.0,34.0,9.0,38.0,232.0,110.9,2018,426.0,1983.0,4.7,123.9,53.0,19.0,5.0,2.0,387.0,4383.0,11.3,273.9,75.0,34.0,4.0,2.0,356.0,122.0,209.0,25.0,73.0,181.0,40.3,7.0,14.0,50.0,127.0,1156.0
ATL,16.0,398.0,585.0,68.0,4153.0,7.5,259.6,58.0,33.0,15.0,37.0,255.0,98.3,2018,409.0,1999.0,4.9,124.9,92.0,16.0,10.0,0.0,398.0,4408.0,11.1,275.5,58.0,33.0,1.0,1.0,375.0,115.0,226.0,34.0,95.0,195.0,48.7,10.0,13.0,76.9,108.0,1001.0
HOU,16.0,385.0,594.0,64.8,4167.0,7.5,260.4,83.0,28.0,15.0,43.0,310.0,92.7,2018,385.0,1323.0,3.4,82.7,39.0,8.0,6.0,4.0,385.0,4477.0,11.6,279.8,83.0,28.0,6.0,4.0,298.0,76.0,200.0,22.0,91.0,227.0,40.1,12.0,20.0,60.0,117.0,945.0
NO,16.0,384.0,573.0,67.0,4302.0,8.1,268.9,75.0,30.0,12.0,49.0,321.0,100.3,2018,356.0,1283.0,3.6,80.2,28.0,12.0,4.0,2.0,384.0,4623.0,12.0,288.9,75.0,30.0,9.0,6.0,333.0,72.0,224.0,37.0,78.0,189.0,41.3,14.0,29.0,48.3,85.0,814.0
PHI,16.0,417.0,626.0,66.6,4308.0,7.4,269.3,75.0,22.0,10.0,44.0,311.0,93.4,2018,332.0,1551.0,4.7,96.9,90.0,14.0,6.0,1.0,417.0,4619.0,11.1,288.7,75.0,22.0,3.0,2.0,308.0,71.0,215.0,22.0,71.0,201.0,35.3,11.0,19.0,57.9,115.0,995.0
KC,16.0,406.0,632.0,64.2,4374.0,7.5,273.4,49.0,30.0,15.0,52.0,347.0,92.7,2018,425.0,2114.0,5.0,132.1,30.0,19.0,6.0,4.0,406.0,4721.0,11.6,295.1,49.0,30.0,3.0,0.0,419.0,129.0,247.0,43.0,80.0,193.0,41.5,18.0,27.0,66.7,107.0,881.0
CIN,16.0,389.0,584.0,66.6,4414.0,7.9,275.9,72.0,32.0,12.0,34.0,173.0,100.0,2018,466.0,2204.0,4.7,137.8,65.0,17.0,3.0,2.0,389.0,4587.0,11.8,286.7,72.0,32.0,3.0,1.0,372.0,125.0,221.0,26.0,109.0,223.0,48.9,11.0,17.0,64.7,113.0,944.0
