team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
WAS,16.0,340.0,533.0,63.8,3490.0,7.1,218.1,84.0,21.0,16.0,46.0,307.0,85.6,2009,391.0,1508.0,3.9,94.3,78.0,8.0,6.0,1.0,340.0,3797.0,11.2,237.3,84.0,21.0,5.0,2.0,280.0,72.0,191.0,17.0,86.0,216.0,39.8,7.0,22.0,31.8,85.0,679.0
CHI,16.0,340.0,563.0,60.4,3473.0,6.5,217.1,71.0,27.0,27.0,35.0,204.0,75.6,2009,373.0,1492.0,4.0,93.3,72.0,6.0,10.0,3.0,340.0,3677.0,10.8,229.8,71.0,27.0,3.0,1.0,262.0,71.0,170.0,21.0,81.0,217.0,37.3,7.0,18.0,38.9,100.0,836.0
BAL,16.0,321.0,510.0,62.9,3419.0,7.1,213.7,72.0,21.0,13.0,36.0,218.0,87.4,2009,468.0,2200.0,4.7,137.5,77.0,22.0,6.0,3.0,321.0,3637.0,11.3,227.3,72.0,21.0,2.0,2.0,320.0,115.0,187.0,18.0,89.0,214.0,41.6,6.0,13.0,46.2,115.0,1094.0
JAC,16.0,315.0,519.0,60.7,3356.0,6.9,209.8,63.0,15.0,10.0,44.0,243.0,83.2,2009,447.0,2029.0,4.5,126.8,80.0,19.0,7.0,4.0,315.0,3599.0,11.4,224.9,63.0,15.0,5.0,3.0,300.0,114.0,170.0,16.0,102.0,226.0,45.1,12.0,21.0,57.1,70.0,542.0
MIA,16.0,331.0,545.0,60.7,3170.0,6.2,198.1,67.0,15.0,19.0,34.0,226.0,73.3,2009,509.0,2231.0,4.4,139.4,68.0,22.0,11.0,5.0,331.0,3396.0,10.3,212.3,67.0,15.0,6.0,3.0,333.0,129.0,188.0,16.0,120.0,245.0,49.0,13.0,18.0,72.2,78.0,640.0
DET,16.0,316.0,585.0,54.0,3168.0,5.9,198.0,75.0,16.0,32.0,43.0,303.0,58.1,2009,409.0,1616.0,4.0,101.0,64.0,9.0,7.0,2.0,316.0,3471.0,11.0,216.9,75.0,16.0,5.0,3.0,281.0,82.0,168.0,31.0,84.0,234.0,35.9,7.0,26.0,26.9,98.0,768.0
SF,16.0,312.0,528.0,59.1,3052.0,6.2,190.8,73.0,23.0,14.0,40.0,241.0,80.8,2009,371.0,1600.0,4.3,100.0,80.0,12.0,5.0,2.0,312.0,3293.0,10.6,205.8,73.0,23.0,2.0,2.0,238.0,77.0,137.0,24.0,65.0,218.0,29.8,12.0,21.0,57.1,98.0,758.0
TEN,16.0,271.0,476.0,56.9,3031.0,6.5,189.4,69.0,16.0,15.0,15.0,73.0,74.8,2009,499.0,2592.0,5.2,162.0,91.0,19.0,14.0,8.0,271.0,3104.0,11.5,194.0,69.0,16.0,5.0,4.0,288.0,115.0,154.0,19.0,89.0,214.0,41.6,12.0,22.0,54.6,98.0,821.0
TB,16.0,280.0,525.0,53.3,2975.0,6.0,185.9,47.0,18.0,29.0,33.0,161.0,59.8,2009,403.0,1625.0,4.0,101.6,35.0,5.0,12.0,3.0,280.0,3136.0,11.2,196.0,47.0,18.0,1.0,1.0,246.0,80.0,148.0,18.0,71.0,218.0,32.6,9.0,22.0,40.9,93.0,696.0
KC,16.0,296.0,536.0,55.2,2922.0,5.9,182.6,61.0,18.0,17.0,45.0,261.0,70.8,2009,438.0,1929.0,4.4,120.6,76.0,8.0,14.0,5.0,296.0,3183.0,10.8,198.9,61.0,18.0,1.0,0.0,256.0,91.0,139.0,26.0,62.0,227.0,27.3,14.0,29.0,48.3,84.0,667.0
CIN,16.0,286.0,477.0,60.0,2890.0,6.6,180.6,73.0,21.0,13.0,29.0,244.0,82.7,2009,505.0,2056.0,4.1,128.5,61.0,9.0,8.0,1.0,286.0,3134.0,11.0,195.9,73.0,21.0,7.0,5.0,295.0,109.0,159.0,27.0,93.0,229.0,40.6,10.0,14.0,71.4,114.0,863.0
CAR,16.0,264.0,465.0,56.8,2799.0,6.6,174.9,66.0,16.0,20.0,33.0,271.0,70.5,2009,525.0,2498.0,4.8,156.1,77.0,18.0,11.0,6.0,264.0,3070.0,11.6,191.9,66.0,16.0,3.0,0.0,289.0,123.0,152.0,14.0,82.0,220.0,37.3,9.0,20.0,45.0,88.0,698.0
LAR,16.0,312.0,543.0,57.5,2686.0,5.5,167.9,50.0,12.0,21.0,44.0,284.0,64.0,2009,411.0,1784.0,4.3,111.5,58.0,4.0,7.0,4.0,312.0,2970.0,9.5,185.6,50.0,12.0,5.0,3.0,259.0,79.0,159.0,21.0,73.0,226.0,32.3,10.0,28.0,35.7,100.0,834.0
LV,16.0,255.0,485.0,52.6,2557.0,5.9,159.8,86.0,10.0,18.0,49.0,318.0,62.0,2009,410.0,1701.0,4.1,106.3,60.0,7.0,8.0,5.0,255.0,2875.0,11.3,179.7,86.0,10.0,2.0,1.0,234.0,81.0,131.0,22.0,63.0,213.0,29.6,10.0,21.0,47.6,117.0,920.0
BUF,16.0,256.0,441.0,58.1,2515.0,6.3,157.2,98.0,17.0,19.0,46.0,274.0,71.7,2009,424.0,1867.0,4.4,116.7,47.0,6.0,6.0,3.0,256.0,2789.0,10.9,174.3,98.0,17.0,5.0,2.0,233.0,81.0,126.0,26.0,51.0,198.0,25.8,7.0,15.0,46.7,107.0,855.0
NYJ,16.0,210.0,393.0,53.4,2380.0,6.6,148.8,65.0,12.0,21.0,30.0,216.0,62.0,2009,607.0,2756.0,4.5,172.3,71.0,21.0,9.0,4.0,210.0,2596.0,12.4,162.3,65.0,12.0,3.0,2.0,280.0,132.0,131.0,17.0,86.0,232.0,37.1,15.0,20.0,75.0,88.0,677.0
CLE,16.0,219.0,443.0,49.4,2076.0,5.1,129.8,59.0,11.0,18.0,30.0,179.0,55.8,2009,498.0,2087.0,4.2,130.4,71.0,10.0,6.0,4.0,219.0,2255.0,10.3,140.9,59.0,11.0,5.0,4.0,237.0,102.0,118.0,17.0,76.0,233.0,32.6,10.0,15.0,66.7,77.0,678.0
