team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
NE,16.0,368.0,596.0,61.7,3806.0,6.8,237.9,66.0,21.0,13.0,34.0,227.0,84.4,2016,368.0,1417.0,3.9,88.6,45.0,6.0,11.0,2.0,368.0,4033.0,11.0,252.1,66.0,21.0,4.0,4.0,294.0,81.0,190.0,23.0,76.0,206.0,36.9,7.0,18.0,38.9,113.0,930.0
PHI,16.0,333.0,553.0,60.2,3832.0,7.3,239.5,80.0,25.0,16.0,34.0,207.0,85.7,2016,391.0,1652.0,4.2,103.3,72.0,10.0,2.0,1.0,333.0,4039.0,12.1,252.4,80.0,25.0,4.0,2.0,300.0,89.0,177.0,34.0,82.0,205.0,40.0,8.0,18.0,44.4,99.0,837.0
SF,16.0,322.0,521.0,61.8,3848.0,7.7,240.5,78.0,30.0,10.0,33.0,165.0,96.9,2016,548.0,2654.0,4.8,165.9,75.0,25.0,8.0,4.0,322.0,4013.0,12.5,250.8,78.0,30.0,3.0,2.0,358.0,140.0,187.0,31.0,102.0,226.0,45.1,4.0,7.0,57.1,93.0,795.0
MIA,16.0,368.0,591.0,62.3,3875.0,6.9,242.2,77.0,30.0,16.0,33.0,226.0,88.5,2016,464.0,2247.0,4.8,140.4,60.0,12.0,7.0,3.0,368.0,4101.0,11.1,256.3,77.0,30.0,6.0,4.0,349.0,109.0,199.0,41.0,77.0,213.0,36.2,9.0,16.0,56.3,109.0,919.0
PIT,16.0,381.0,590.0,64.6,3882.0,7.0,242.6,95.0,20.0,13.0,38.0,259.0,87.3,2016,369.0,1600.0,4.3,100.0,67.0,15.0,5.0,3.0,381.0,4141.0,10.9,258.8,95.0,20.0,4.0,3.0,313.0,95.0,184.0,34.0,88.0,214.0,41.1,11.0,21.0,52.4,109.0,920.0
NYJ,16.0,347.0,545.0,63.7,3898.0,7.5,243.6,84.0,30.0,8.0,27.0,179.0,98.5,2016,428.0,1581.0,3.7,98.8,58.0,11.0,12.0,2.0,347.0,4077.0,11.7,254.8,84.0,30.0,2.0,1.0,318.0,86.0,203.0,29.0,84.0,210.0,40.0,2.0,10.0,20.0,74.0,650.0
KC,16.0,350.0,598.0,58.5,3958.0,6.9,247.4,76.0,23.0,18.0,28.0,162.0,79.8,2016,437.0,1938.0,4.4,121.1,44.0,10.0,8.0,4.0,350.0,4120.0,11.8,257.5,76.0,23.0,6.0,4.0,342.0,102.0,209.0,31.0,96.0,222.0,43.2,10.0,20.0,50.0,109.0,797.0
DET,16.0,399.0,549.0,72.7,3975.0,7.5,248.4,64.0,33.0,10.0,26.0,161.0,106.5,2016,389.0,1701.0,4.4,106.3,67.0,8.0,5.0,4.0,399.0,4136.0,10.4,258.5,64.0,33.0,1.0,0.0,333.0,99.0,206.0,28.0,90.0,198.0,45.5,3.0,8.0,37.5,122.0,979.0
LAC,16.0,364.0,580.0,62.8,3987.0,7.3,249.2,64.0,21.0,18.0,35.0,230.0,83.8,2016,410.0,1567.0,3.8,97.9,40.0,20.0,6.0,3.0,364.0,4217.0,11.6,263.6,64.0,21.0,3.0,3.0,330.0,98.0,204.0,28.0,83.0,208.0,39.9,11.0,16.0,68.8,118.0,837.0
CLE,16.0,347.0,543.0,63.9,3996.0,7.7,249.8,63.0,36.0,10.0,26.0,177.0,101.8,2016,498.0,2283.0,4.6,142.7,74.0,18.0,3.0,0.0,347.0,4173.0,12.0,260.8,63.0,36.0,1.0,0.0,364.0,121.0,220.0,23.0,93.0,206.0,45.2,9.0,12.0,75.0,104.0,930.0
TB,16.0,347.0,548.0,63.3,4012.0,7.7,250.8,68.0,24.0,17.0,38.0,234.0,88.8,2016,427.0,1875.0,4.4,117.2,42.0,15.0,4.0,2.0,347.0,4246.0,12.2,265.4,68.0,24.0,7.0,4.0,326.0,102.0,203.0,21.0,67.0,195.0,34.4,8.0,10.0,80.0,121.0,1061.0
NYG,16.0,369.0,630.0,58.6,4018.0,6.8,251.1,71.0,15.0,17.0,35.0,242.0,75.8,2016,397.0,1417.0,3.6,88.6,33.0,10.0,5.0,3.0,369.0,4260.0,11.5,266.3,71.0,15.0,5.0,2.0,298.0,82.0,191.0,25.0,84.0,238.0,35.3,7.0,14.0,50.0,104.0,853.0
LV,16.0,328.0,541.0,60.6,4120.0,7.9,257.5,98.0,27.0,16.0,25.0,147.0,89.8,2016,421.0,1881.0,4.5,117.6,64.0,18.0,11.0,4.0,328.0,4267.0,13.0,266.7,98.0,27.0,5.0,1.0,318.0,94.0,188.0,36.0,78.0,198.0,39.4,4.0,15.0,26.7,115.0,1051.0
WAS,16.0,387.0,589.0,65.7,4130.0,7.4,258.1,54.0,22.0,13.0,38.0,253.0,91.1,2016,423.0,1916.0,4.5,119.8,35.0,19.0,10.0,4.0,387.0,4383.0,11.3,273.9,54.0,22.0,2.0,2.0,368.0,109.0,225.0,34.0,97.0,208.0,46.6,9.0,16.0,56.3,100.0,1023.0
DAL,16.0,425.0,633.0,67.1,4167.0,6.9,260.4,67.0,25.0,9.0,36.0,209.0,94.1,2016,340.0,1336.0,3.9,83.5,36.0,9.0,8.0,3.0,425.0,4376.0,10.3,273.5,67.0,25.0,6.0,2.0,330.0,79.0,226.0,25.0,77.0,197.0,39.1,9.0,14.0,64.3,90.0,784.0
IND,16.0,378.0,582.0,64.9,4200.0,7.6,262.5,49.0,27.0,8.0,33.0,211.0,97.5,2016,409.0,1926.0,4.7,120.4,57.0,12.0,4.0,1.0,378.0,4411.0,11.7,275.7,49.0,27.0,6.0,3.0,353.0,93.0,225.0,35.0,80.0,193.0,41.5,3.0,8.0,37.5,125.0,1159.0
ATL,16.0,422.0,655.0,64.4,4267.0,6.9,266.7,58.0,31.0,12.0,34.0,228.0,92.5,2016,370.0,1672.0,4.5,104.5,55.0,15.0,6.0,4.0,422.0,4495.0,10.7,280.9,58.0,31.0,6.0,0.0,358.0,95.0,232.0,31.0,89.0,213.0,41.8,18.0,25.0,72.0,113.0,974.0
CAR,16.0,409.0,612.0,66.8,4291.0,7.5,268.2,87.0,27.0,17.0,47.0,270.0,92.0,2016,376.0,1465.0,3.9,91.6,75.0,11.0,5.0,3.0,409.0,4561.0,11.2,285.1,87.0,27.0,4.0,1.0,329.0,90.0,223.0,16.0,80.0,211.0,37.9,9.0,13.0,69.2,112.0,907.0
TEN,16.0,388.0,635.0,61.1,4307.0,7.2,269.2,58.0,25.0,12.0,40.0,278.0,88.3,2016,356.0,1413.0,4.0,88.3,68.0,10.0,5.0,2.0,388.0,4585.0,11.8,286.6,58.0,25.0,1.0,1.0,324.0,70.0,227.0,27.0,77.0,210.0,36.7,12.0,22.0,54.6,137.0,1191.0
GB,16.0,370.0,571.0,64.8,4308.0,8.1,269.3,73.0,32.0,17.0,40.0,295.0,95.9,2016,376.0,1515.0,4.0,94.7,75.0,11.0,1.0,1.0,370.0,4603.0,12.4,287.7,73.0,32.0,3.0,1.0,329.0,80.0,227.0,22.0,82.0,199.0,41.2,12.0,18.0,66.7,109.0,964.0
NO,16.0,378.0,582.0,64.9,4380.0,7.9,273.8,66.0,27.0,9.0,30.0,213.0,98.1,2016,396.0,1626.0,4.1,101.6,75.0,19.0,5.0,4.0,378.0,4593.0,12.2,287.1,66.0,27.0,7.0,6.0,353.0,91.0,230.0,32.0,84.0,194.0,43.3,4.0,10.0,40.0,104.0,881.0
