team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
NYG,16.0,382.0,583.0,65.5,4047.0,7.6,252.9,58.0,23.0,12.0,47.0,358.0,92.7,2018,354.0,1650.0,4.7,103.1,78.0,13.0,0.0,0.0,382.0,4405.0,11.5,275.3,58.0,23.0,3.0,1.0,297.0,71.0,208.0,18.0,76.0,206.0,36.9,12.0,20.0,60.0,114.0,951.0
NO,16.0,381.0,519.0,73.4,4042.0,8.0,252.6,72.0,33.0,7.0,20.0,132.0,112.3,2018,471.0,2025.0,4.3,126.6,49.0,26.0,7.0,4.0,381.0,4174.0,11.0,260.9,72.0,33.0,6.0,4.0,377.0,134.0,210.0,33.0,82.0,184.0,44.6,13.0,16.0,81.3,94.0,939.0
MIN,16.0,425.0,606.0,70.1,4036.0,7.1,252.3,75.0,30.0,10.0,40.0,262.0,99.7,2018,357.0,1493.0,4.2,93.3,70.0,9.0,6.0,4.0,425.0,4298.0,10.1,268.6,75.0,30.0,1.0,1.0,310.0,66.0,218.0,26.0,73.0,204.0,35.8,9.0,21.0,42.9,92.0,779.0
CLE,16.0,353.0,574.0,61.5,4007.0,7.4,250.4,71.0,29.0,17.0,38.0,254.0,88.8,2018,411.0,1893.0,4.6,118.3,92.0,15.0,6.0,1.0,353.0,4261.0,12.1,266.3,71.0,29.0,6.0,3.0,314.0,93.0,189.0,32.0,73.0,208.0,35.1,9.0,21.0,42.9,112.0,894.0
SF,16.0,331.0,532.0,62.2,3867.0,8.0,241.7,85.0,26.0,20.0,48.0,380.0,87.8,2018,423.0,1902.0,4.5,118.9,66.0,7.0,13.0,6.0,331.0,4247.0,12.8,265.4,85.0,26.0,3.0,1.0,344.0,98.0,201.0,45.0,73.0,193.0,37.8,5.0,10.0,50.0,112.0,982.0
CAR,16.0,378.0,563.0,67.1,3836.0,7.2,239.8,82.0,28.0,16.0,32.0,235.0,92.9,2018,416.0,2136.0,5.1,133.5,59.0,17.0,7.0,2.0,378.0,4071.0,10.8,254.4,82.0,28.0,6.0,2.0,356.0,117.0,212.0,27.0,77.0,185.0,41.6,9.0,19.0,47.4,92.0,818.0
HOU,16.0,345.0,506.0,68.2,3781.0,8.2,236.3,73.0,26.0,9.0,62.0,384.0,102.9,2018,472.0,2021.0,4.3,126.3,97.0,12.0,4.0,1.0,345.0,4165.0,12.1,260.3,73.0,26.0,4.0,3.0,333.0,94.0,202.0,37.0,77.0,208.0,37.0,8.0,12.0,66.7,105.0,787.0
LV,16.0,382.0,556.0,68.7,3751.0,7.3,234.4,66.0,19.0,10.0,52.0,306.0,93.6,2018,387.0,1628.0,4.2,101.8,52.0,9.0,8.0,6.0,382.0,4057.0,10.6,253.6,66.0,19.0,2.0,1.0,300.0,86.0,197.0,17.0,73.0,197.0,37.1,7.0,16.0,43.8,110.0,965.0
DEN,16.0,367.0,588.0,62.4,3695.0,6.7,230.9,64.0,19.0,15.0,34.0,235.0,82.1,2018,393.0,1907.0,4.9,119.2,65.0,18.0,4.0,2.0,367.0,3930.0,10.7,245.6,64.0,19.0,4.0,2.0,320.0,107.0,181.0,32.0,69.0,207.0,33.3,15.0,25.0,60.0,125.0,985.0
DET,16.0,375.0,574.0,65.3,3576.0,6.7,223.5,67.0,22.0,12.0,41.0,268.0,88.5,2018,404.0,1660.0,4.1,103.8,71.0,11.0,3.0,2.0,375.0,3844.0,10.3,240.3,67.0,22.0,3.0,1.0,325.0,91.0,201.0,33.0,75.0,208.0,36.1,11.0,18.0,61.1,94.0,852.0
CHI,16.0,344.0,512.0,67.2,3564.0,7.3,222.8,70.0,28.0,14.0,33.0,183.0,95.4,2018,468.0,1938.0,4.1,121.1,42.0,16.0,9.0,4.0,344.0,3747.0,10.9,234.2,70.0,28.0,4.0,4.0,331.0,108.0,177.0,46.0,82.0,200.0,41.0,9.0,15.0,60.0,97.0,796.0
BAL,16.0,334.0,556.0,60.1,3558.0,6.7,222.4,74.0,18.0,9.0,32.0,150.0,84.0,2018,547.0,2441.0,4.5,152.6,43.0,19.0,16.0,6.0,334.0,3708.0,11.1,231.8,74.0,18.0,1.0,1.0,367.0,153.0,184.0,30.0,104.0,231.0,45.0,13.0,22.0,59.1,116.0,940.0
DAL,16.0,356.0,527.0,67.6,3538.0,7.4,221.1,90.0,22.0,8.0,56.0,347.0,96.7,2018,439.0,1963.0,4.5,122.7,41.0,13.0,10.0,2.0,356.0,3885.0,10.9,242.8,90.0,22.0,3.0,2.0,322.0,113.0,184.0,25.0,89.0,215.0,41.4,12.0,21.0,57.1,104.0,885.0
CIN,16.0,331.0,542.0,61.1,3290.0,6.6,205.6,49.0,27.0,13.0,37.0,279.0,87.0,2018,359.0,1682.0,4.7,105.1,51.0,13.0,2.0,0.0,331.0,3569.0,10.8,223.1,49.0,27.0,2.0,1.0,304.0,92.0,182.0,30.0,69.0,187.0,36.9,9.0,17.0,52.9,114.0,957.0
NYJ,16.0,299.0,524.0,57.1,3165.0,6.5,197.8,76.0,18.0,19.0,37.0,239.0,73.0,2018,410.0,1622.0,4.0,101.4,77.0,11.0,9.0,5.0,299.0,3404.0,11.4,212.8,76.0,18.0,5.0,3.0,258.0,84.0,157.0,17.0,69.0,214.0,32.2,11.0,22.0,50.0,114.0,948.0
JAC,16.0,329.0,536.0,61.4,3109.0,6.4,194.3,80.0,15.0,13.0,53.0,322.0,79.1,2018,416.0,1723.0,4.1,107.7,43.0,7.0,5.0,4.0,329.0,3431.0,10.4,214.4,80.0,15.0,8.0,6.0,277.0,92.0,164.0,21.0,93.0,230.0,40.4,8.0,17.0,47.1,121.0,1112.0
SEA,16.0,280.0,427.0,65.6,3093.0,8.1,193.3,66.0,35.0,7.0,51.0,355.0,110.9,2018,534.0,2560.0,4.8,160.0,61.0,15.0,6.0,2.0,280.0,3448.0,12.3,215.5,66.0,35.0,4.0,0.0,329.0,133.0,156.0,40.0,81.0,208.0,38.9,11.0,14.0,78.6,111.0,959.0
WAS,16.0,311.0,509.0,61.1,3021.0,6.5,188.8,79.0,16.0,15.0,44.0,266.0,78.1,2018,414.0,1774.0,4.3,110.9,90.0,12.0,6.0,1.0,311.0,3287.0,10.6,205.4,79.0,16.0,3.0,2.0,280.0,96.0,156.0,28.0,75.0,206.0,36.4,10.0,18.0,55.6,115.0,1008.0
TEN,16.0,293.0,437.0,67.0,2975.0,7.4,185.9,66.0,16.0,12.0,47.0,280.0,89.8,2018,454.0,2023.0,4.5,126.4,99.0,15.0,4.0,2.0,293.0,3255.0,11.1,203.4,66.0,16.0,4.0,2.0,289.0,106.0,156.0,27.0,82.0,205.0,40.0,7.0,12.0,58.3,82.0,727.0
MIA,16.0,292.0,455.0,64.2,2900.0,7.3,181.3,75.0,26.0,13.0,52.0,409.0,93.0,2018,371.0,1738.0,4.7,108.6,75.0,7.0,7.0,5.0,292.0,3309.0,11.3,206.8,75.0,26.0,1.0,1.0,252.0,75.0,153.0,24.0,56.0,186.0,30.1,8.0,13.0,61.5,108.0,978.0
BUF,16.0,271.0,499.0,54.3,2794.0,6.2,174.6,75.0,13.0,23.0,41.0,288.0,62.6,2018,468.0,1984.0,4.2,124.0,45.0,15.0,7.0,1.0,271.0,3082.0,11.4,192.6,75.0,13.0,4.0,3.0,283.0,108.0,137.0,38.0,68.0,215.0,31.6,7.0,18.0,38.9,116.0,992.0
ARI,16.0,283.0,495.0,57.2,2523.0,5.8,157.7,75.0,15.0,18.0,52.0,361.0,69.0,2018,355.0,1342.0,3.8,83.9,53.0,9.0,6.0,2.0,283.0,2884.0,10.2,180.3,75.0,15.0,2.0,1.0,239.0,76.0,137.0,26.0,58.0,199.0,29.2,6.0,16.0,37.5,101.0,786.0
