team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
BUF,16.0,369.0,573.0,64.4,3726.0,6.9,232.9,69.0,23.0,15.0,38.0,220.0,86.9,2020,414.0,1914.0,4.6,119.6,33.0,21.0,5.0,2.0,369.0,3946.0,10.7,246.6,69.0,23.0,5.0,4.0,351.0,125.0,199.0,27.0,76.0,191.0,39.8,11.0,19.0,57.9,86.0,728.0
KC,16.0,349.0,557.0,62.7,3779.0,7.1,236.2,72.0,29.0,16.0,32.0,189.0,89.4,2020,433.0,1954.0,4.5,122.1,65.0,14.0,1.0,1.0,349.0,3968.0,11.4,248.0,72.0,29.0,8.0,3.0,353.0,113.0,202.0,38.0,77.0,188.0,41.0,13.0,20.0,65.0,97.0,760.0
PHI,16.0,364.0,530.0,68.7,3798.0,7.8,237.4,69.0,27.0,8.0,49.0,324.0,102.4,2020,481.0,2012.0,4.2,125.8,80.0,20.0,5.0,1.0,364.0,4122.0,11.3,257.6,69.0,27.0,3.0,2.0,340.0,98.0,209.0,33.0,80.0,211.0,37.9,7.0,18.0,38.9,112.0,1036.0
DEN,16.0,374.0,567.0,66.0,3807.0,7.2,237.9,84.0,21.0,10.0,42.0,282.0,92.1,2020,434.0,2080.0,4.8,130.0,59.0,22.0,6.0,2.0,374.0,4089.0,10.9,255.6,84.0,21.0,4.0,3.0,333.0,106.0,201.0,26.0,88.0,219.0,40.2,7.0,14.0,50.0,106.0,952.0
NYG,16.0,388.0,574.0,67.6,3807.0,7.2,237.9,68.0,22.0,11.0,40.0,322.0,93.2,2020,432.0,1782.0,4.1,111.4,56.0,14.0,10.0,3.0,388.0,4129.0,10.6,258.1,68.0,22.0,8.0,4.0,353.0,115.0,215.0,23.0,91.0,204.0,44.6,11.0,18.0,61.1,88.0,681.0
CAR,16.0,398.0,585.0,68.0,3825.0,6.9,239.1,50.0,28.0,7.0,29.0,199.0,98.4,2020,408.0,1936.0,4.7,121.0,98.0,17.0,6.0,3.0,398.0,4024.0,10.1,251.5,50.0,28.0,3.0,3.0,360.0,114.0,211.0,35.0,98.0,199.0,49.3,6.0,10.0,60.0,85.0,713.0
CIN,16.0,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,2020,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
IND,16.0,369.0,562.0,65.7,3866.0,7.3,241.6,73.0,24.0,15.0,40.0,261.0,90.5,2020,390.0,1448.0,3.7,90.5,31.0,16.0,4.0,3.0,369.0,4127.0,11.2,257.9,73.0,24.0,6.0,3.0,329.0,94.0,203.0,32.0,86.0,203.0,42.4,6.0,14.0,42.9,86.0,755.0
TB,16.0,426.0,617.0,69.0,3945.0,7.0,246.6,75.0,29.0,15.0,48.0,366.0,94.3,2020,358.0,1289.0,3.6,80.6,62.0,10.0,5.0,3.0,426.0,4311.0,10.1,269.4,75.0,29.0,4.0,3.0,319.0,78.0,215.0,26.0,82.0,205.0,40.0,14.0,25.0,56.0,95.0,1015.0
CLE,16.0,371.0,585.0,63.4,3962.0,7.2,247.6,47.0,31.0,11.0,38.0,262.0,94.9,2020,412.0,1773.0,4.3,110.8,44.0,16.0,12.0,4.0,371.0,4224.0,11.4,264.0,47.0,31.0,4.0,2.0,352.0,116.0,214.0,22.0,90.0,205.0,43.9,22.0,27.0,81.5,84.0,690.0
MIA,16.0,343.0,545.0,62.9,4024.0,8.0,251.5,85.0,21.0,18.0,41.0,349.0,87.0,2020,412.0,1862.0,4.5,116.4,37.0,17.0,5.0,1.0,343.0,4373.0,12.7,273.3,85.0,21.0,5.0,4.0,336.0,113.0,193.0,30.0,58.0,186.0,31.2,12.0,26.0,46.2,85.0,805.0
HOU,16.0,377.0,541.0,69.7,4104.0,8.0,256.5,73.0,30.0,3.0,34.0,221.0,109.6,2020,493.0,2564.0,5.2,160.3,94.0,24.0,4.0,3.0,377.0,4325.0,11.5,270.3,73.0,30.0,1.0,0.0,390.0,145.0,222.0,23.0,96.0,202.0,47.5,11.0,21.0,52.4,76.0,678.0
MIN,16.0,358.0,541.0,66.2,4141.0,7.9,258.8,61.0,30.0,15.0,23.0,126.0,97.0,2020,472.0,2151.0,4.6,134.4,42.0,19.0,5.0,2.0,358.0,4267.0,11.9,266.7,61.0,30.0,2.0,1.0,366.0,136.0,208.0,22.0,73.0,185.0,39.5,17.0,24.0,70.8,83.0,723.0
LV,16.0,370.0,580.0,63.8,4212.0,7.5,263.3,92.0,28.0,10.0,21.0,129.0,95.3,2020,438.0,2013.0,4.6,125.8,62.0,24.0,2.0,0.0,370.0,4341.0,11.7,271.3,92.0,28.0,3.0,2.0,381.0,114.0,223.0,44.0,100.0,205.0,48.8,14.0,17.0,82.4,95.0,915.0
JAC,16.0,370.0,533.0,69.4,4231.0,8.1,264.4,78.0,34.0,12.0,18.0,91.0,105.6,2020,517.0,2452.0,4.7,153.3,56.0,23.0,4.0,2.0,370.0,4322.0,11.7,270.1,78.0,34.0,4.0,3.0,394.0,140.0,210.0,44.0,86.0,198.0,43.4,12.0,18.0,66.7,78.0,710.0
NYJ,16.0,418.0,605.0,69.1,4409.0,7.6,275.6,54.0,34.0,10.0,31.0,186.0,103.2,2020,445.0,1792.0,4.0,112.0,80.0,16.0,11.0,4.0,418.0,4595.0,11.0,287.2,54.0,34.0,4.0,2.0,381.0,100.0,235.0,46.0,90.0,202.0,44.6,5.0,12.0,41.7,99.0,899.0
TEN,16.0,423.0,630.0,67.1,4439.0,7.3,277.4,75.0,36.0,15.0,19.0,154.0,97.5,2020,427.0,1933.0,4.5,120.8,59.0,18.0,10.0,4.0,423.0,4593.0,10.9,287.1,75.0,36.0,5.0,3.0,391.0,113.0,247.0,31.0,111.0,214.0,51.9,15.0,26.0,57.7,103.0,840.0
DET,16.0,383.0,557.0,68.8,4558.0,8.5,284.9,75.0,38.0,7.0,24.0,195.0,112.4,2020,487.0,2158.0,4.4,134.9,75.0,27.0,5.0,1.0,383.0,4753.0,12.4,297.1,75.0,38.0,7.0,1.0,415.0,127.0,253.0,35.0,91.0,193.0,47.2,11.0,18.0,61.1,103.0,797.0
SEA,16.0,450.0,674.0,66.8,4560.0,7.1,285.0,52.0,23.0,14.0,46.0,251.0,90.2,2020,392.0,1529.0,3.9,95.6,60.0,18.0,6.0,2.0,450.0,4811.0,10.7,300.7,52.0,23.0,2.0,1.0,376.0,97.0,253.0,26.0,105.0,223.0,47.1,10.0,23.0,43.5,94.0,803.0
ATL,16.0,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,2020,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
