team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
WAS,16.0,291.0,442.0,65.8,3422.0,8.3,213.9,88.0,24.0,8.0,33.0,244.0,102.1,2012,519.0,2709.0,5.2,169.3,76.0,22.0,13.0,5.0,291.0,3666.0,12.6,229.1,88.0,24.0,4.0,1.0,341.0,144.0,171.0,26.0,68.0,190.0,35.8,12.0,17.0,70.6,116.0,985.0
JAC,16.0,328.0,586.0,56.0,3419.0,6.4,213.7,81.0,20.0,17.0,50.0,327.0,74.7,2012,358.0,1369.0,3.8,85.6,59.0,5.0,8.0,3.0,328.0,3746.0,11.4,234.1,81.0,20.0,3.0,2.0,269.0,76.0,157.0,36.0,64.0,216.0,29.6,8.0,26.0,30.8,101.0,955.0
TEN,16.0,318.0,540.0,58.9,3323.0,6.6,207.7,71.0,17.0,16.0,39.0,254.0,76.9,2012,378.0,1687.0,4.5,105.4,94.0,10.0,6.0,5.0,318.0,3577.0,11.2,223.6,71.0,17.0,9.0,4.0,260.0,70.0,166.0,24.0,83.0,217.0,38.3,5.0,15.0,33.3,106.0,847.0
SF,16.0,289.0,436.0,66.3,3298.0,8.1,206.1,57.0,23.0,8.0,41.0,253.0,101.2,2012,492.0,2491.0,5.1,155.7,50.0,17.0,11.0,3.0,289.0,3551.0,12.3,221.9,57.0,23.0,5.0,2.0,322.0,128.0,172.0,22.0,68.0,194.0,35.1,8.0,12.0,66.7,109.0,960.0
LAC,16.0,338.0,528.0,64.0,3295.0,6.8,205.9,80.0,26.0,15.0,49.0,311.0,88.5,2012,411.0,1461.0,3.6,91.3,52.0,4.0,5.0,2.0,338.0,3606.0,10.7,225.4,80.0,26.0,2.0,1.0,293.0,81.0,184.0,28.0,82.0,217.0,37.8,6.0,11.0,54.6,103.0,796.0
BUF,16.0,309.0,511.0,60.5,3269.0,6.7,204.3,68.0,24.0,17.0,30.0,161.0,82.2,2012,442.0,2217.0,5.0,138.6,62.0,12.0,7.0,6.0,309.0,3430.0,11.1,214.4,68.0,24.0,7.0,4.0,301.0,103.0,176.0,22.0,77.0,198.0,38.9,5.0,8.0,62.5,104.0,871.0
MIA,16.0,293.0,504.0,58.1,3182.0,6.8,198.9,80.0,13.0,13.0,37.0,243.0,76.7,2012,440.0,1802.0,4.1,112.6,65.0,15.0,13.0,6.0,293.0,3425.0,11.7,214.1,80.0,13.0,4.0,2.0,288.0,93.0,158.0,37.0,78.0,207.0,37.7,5.0,15.0,33.3,82.0,724.0
SEA,16.0,259.0,405.0,64.0,3031.0,8.0,189.4,67.0,27.0,10.0,33.0,203.0,100.6,2012,536.0,2579.0,4.8,161.2,77.0,16.0,7.0,3.0,259.0,3234.0,12.5,202.1,67.0,27.0,3.0,2.0,311.0,129.0,153.0,29.0,80.0,199.0,40.2,11.0,18.0,61.1,110.0,890.0
ARI,16.0,337.0,608.0,55.4,3005.0,5.6,187.8,53.0,11.0,21.0,58.0,378.0,63.1,2012,352.0,1204.0,3.4,75.3,52.0,10.0,6.0,3.0,337.0,3383.0,10.0,211.4,53.0,11.0,2.0,1.0,246.0,58.0,168.0,20.0,58.0,230.0,25.2,10.0,24.0,41.7,102.0,857.0
CHI,16.0,287.0,485.0,59.2,2999.0,6.8,187.4,60.0,21.0,16.0,44.0,299.0,80.4,2012,470.0,1970.0,4.2,123.1,46.0,11.0,4.0,2.0,287.0,3298.0,11.5,206.1,60.0,21.0,3.0,1.0,292.0,99.0,163.0,30.0,80.0,219.0,36.5,5.0,13.0,38.5,102.0,811.0
NYJ,16.0,272.0,493.0,55.2,2891.0,6.4,180.7,66.0,14.0,19.0,47.0,287.0,68.3,2012,494.0,1896.0,3.8,118.5,61.0,12.0,9.0,3.0,272.0,3178.0,11.7,198.6,66.0,14.0,7.0,5.0,299.0,102.0,162.0,35.0,80.0,217.0,36.9,7.0,14.0,50.0,83.0,708.0
MIN,16.0,300.0,483.0,62.1,2751.0,6.1,171.9,65.0,18.0,12.0,32.0,184.0,81.2,2012,486.0,2634.0,5.4,164.6,82.0,16.0,9.0,6.0,300.0,2935.0,9.8,183.4,65.0,18.0,3.0,1.0,306.0,113.0,163.0,30.0,78.0,210.0,37.1,7.0,11.0,63.6,90.0,830.0
KC,16.0,273.0,475.0,57.5,2713.0,6.2,169.6,57.0,8.0,20.0,40.0,224.0,63.8,2012,500.0,2395.0,4.8,149.7,91.0,9.0,11.0,9.0,273.0,2937.0,10.8,183.6,57.0,8.0,2.0,2.0,286.0,118.0,144.0,24.0,70.0,212.0,33.0,7.0,15.0,46.7,92.0,733.0
