team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
DET,16.0,346.0,544.0,63.6,3569.0,7.0,223.1,71.0,26.0,11.0,34.0,237.0,91.7,2012,420.0,1889.0,4.5,118.1,81.0,13.0,4.0,1.0,346.0,3806.0,11.0,237.9,71.0,26.0,3.0,2.0,305.0,107.0,167.0,31.0,76.0,208.0,36.5,5.0,6.0,83.3,93.0,789.0
LAR,16.0,362.0,547.0,66.2,3602.0,7.2,225.1,68.0,16.0,17.0,52.0,325.0,83.9,2012,442.0,1880.0,4.3,117.5,82.0,18.0,4.0,2.0,362.0,3927.0,10.8,245.4,68.0,16.0,2.0,0.0,327.0,107.0,197.0,23.0,80.0,213.0,37.6,6.0,16.0,37.5,90.0,758.0
HOU,16.0,308.0,581.0,53.0,3612.0,6.7,225.8,81.0,29.0,15.0,44.0,269.0,80.0,2012,390.0,1560.0,4.0,97.5,29.0,5.0,10.0,6.0,308.0,3881.0,12.6,242.6,81.0,29.0,4.0,3.0,292.0,94.0,167.0,31.0,71.0,215.0,33.0,5.0,16.0,31.3,90.0,863.0
BAL,16.0,335.0,557.0,60.1,3650.0,7.0,228.1,59.0,15.0,13.0,37.0,250.0,80.6,2012,492.0,1965.0,4.0,122.8,31.0,15.0,11.0,6.0,335.0,3900.0,11.6,243.8,59.0,15.0,3.0,3.0,326.0,105.0,187.0,34.0,83.0,232.0,35.8,6.0,12.0,50.0,107.0,929.0
LAC,16.0,347.0,568.0,61.1,3681.0,6.9,230.1,55.0,28.0,14.0,38.0,244.0,87.9,2012,406.0,1542.0,3.8,96.4,41.0,10.0,9.0,5.0,347.0,3925.0,11.3,245.3,55.0,28.0,6.0,4.0,316.0,85.0,201.0,30.0,90.0,214.0,42.1,4.0,10.0,40.0,102.0,798.0
DAL,16.0,320.0,511.0,62.6,3684.0,7.6,230.3,68.0,22.0,7.0,34.0,211.0,94.7,2012,441.0,2003.0,4.5,125.2,43.0,17.0,4.0,3.0,320.0,3895.0,12.2,243.4,68.0,22.0,3.0,1.0,317.0,92.0,195.0,30.0,81.0,202.0,40.1,6.0,11.0,54.6,89.0,726.0
LV,16.0,347.0,526.0,66.0,3775.0,7.5,235.9,64.0,28.0,11.0,25.0,185.0,97.5,2012,444.0,1897.0,4.3,118.6,70.0,18.0,3.0,3.0,347.0,3960.0,11.4,247.5,64.0,28.0,6.0,3.0,304.0,95.0,180.0,29.0,83.0,212.0,39.2,8.0,14.0,57.1,101.0,925.0
IND,16.0,334.0,535.0,62.4,3788.0,7.4,236.8,80.0,23.0,12.0,32.0,189.0,90.1,2012,428.0,2200.0,5.1,137.5,86.0,14.0,4.0,1.0,334.0,3977.0,11.9,248.6,80.0,23.0,3.0,1.0,325.0,102.0,190.0,33.0,75.0,197.0,38.1,3.0,7.0,42.9,128.0,1208.0
JAC,16.0,341.0,535.0,63.7,3832.0,7.4,239.5,59.0,21.0,12.0,20.0,128.0,89.8,2012,545.0,2256.0,4.1,141.0,53.0,19.0,4.0,2.0,341.0,3960.0,11.6,247.5,59.0,21.0,2.0,1.0,364.0,133.0,194.0,37.0,89.0,215.0,41.4,4.0,9.0,44.4,101.0,820.0
ATL,16.0,337.0,551.0,61.2,3878.0,7.4,242.4,77.0,14.0,20.0,29.0,182.0,77.1,2012,411.0,1971.0,4.8,123.2,72.0,16.0,8.0,6.0,337.0,4060.0,12.0,253.8,77.0,14.0,4.0,2.0,298.0,99.0,189.0,10.0,81.0,200.0,40.5,6.0,13.0,46.2,83.0,641.0
MIN,16.0,391.0,612.0,63.9,3908.0,6.9,244.3,73.0,28.0,10.0,44.0,284.0,92.3,2012,427.0,1692.0,4.0,105.8,76.0,10.0,8.0,6.0,391.0,4192.0,10.7,262.0,73.0,28.0,3.0,1.0,345.0,82.0,229.0,34.0,95.0,230.0,41.3,11.0,20.0,55.0,111.0,949.0
CLE,16.0,378.0,600.0,63.0,3923.0,6.9,245.2,64.0,27.0,17.0,38.0,233.0,86.6,2012,457.0,1898.0,4.2,118.6,80.0,14.0,9.0,6.0,378.0,4156.0,11.0,259.8,64.0,27.0,5.0,2.0,345.0,104.0,203.0,38.0,85.0,223.0,38.1,7.0,11.0,63.6,120.0,1008.0
TEN,16.0,374.0,564.0,66.3,3964.0,7.5,247.8,82.0,31.0,19.0,39.0,241.0,92.7,2012,483.0,2035.0,4.2,127.2,46.0,16.0,6.0,2.0,374.0,4205.0,11.2,262.8,82.0,31.0,4.0,1.0,358.0,122.0,210.0,26.0,85.0,214.0,39.7,6.0,14.0,42.9,86.0,717.0
MIA,16.0,353.0,600.0,58.8,3974.0,7.0,248.4,66.0,18.0,10.0,42.0,242.0,83.4,2012,431.0,1734.0,4.0,108.4,62.0,10.0,3.0,0.0,353.0,4216.0,11.9,263.5,66.0,18.0,6.0,3.0,320.0,79.0,215.0,26.0,87.0,238.0,36.6,12.0,17.0,70.6,121.0,1045.0
NYG,16.0,341.0,534.0,63.9,4068.0,8.1,254.3,62.0,26.0,21.0,33.0,231.0,88.7,2012,449.0,2066.0,4.6,129.1,78.0,9.0,8.0,4.0,341.0,4299.0,12.6,268.7,62.0,26.0,5.0,3.0,317.0,104.0,196.0,17.0,84.0,198.0,42.4,10.0,21.0,47.6,102.0,900.0
NE,16.0,369.0,594.0,62.1,4342.0,7.7,271.4,68.0,27.0,20.0,37.0,213.0,86.9,2012,415.0,1630.0,3.9,101.9,31.0,10.0,19.0,8.0,369.0,4555.0,12.3,284.7,68.0,27.0,9.0,4.0,340.0,100.0,207.0,33.0,82.0,205.0,40.0,9.0,23.0,39.1,101.0,932.0
WAS,16.0,393.0,636.0,61.8,4511.0,7.4,281.9,85.0,31.0,21.0,32.0,209.0,87.0,2012,363.0,1532.0,4.2,95.8,53.0,11.0,7.0,4.0,393.0,4720.0,12.0,295.0,85.0,31.0,3.0,3.0,340.0,89.0,223.0,28.0,95.0,215.0,44.2,8.0,14.0,57.1,100.0,811.0
NO,16.0,370.0,602.0,61.5,4681.0,8.1,292.6,95.0,31.0,15.0,30.0,194.0,93.8,2012,457.0,2361.0,5.2,147.6,91.0,18.0,6.0,5.0,370.0,4875.0,13.2,304.7,95.0,31.0,2.0,2.0,380.0,116.0,236.0,28.0,80.0,208.0,38.5,10.0,19.0,52.6,102.0,835.0
TB,16.0,410.0,627.0,65.4,4758.0,7.9,297.4,80.0,30.0,18.0,27.0,193.0,93.5,2012,377.0,1320.0,3.5,82.5,64.0,13.0,3.0,1.0,410.0,4951.0,12.1,309.4,80.0,30.0,4.0,2.0,329.0,75.0,226.0,28.0,88.0,219.0,40.2,6.0,14.0,42.9,103.0,851.0
