team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
SF,16.0,331.0,478.0,69.2,3792.0,8.4,237.0,75.0,28.0,13.0,36.0,237.0,103.1,2019,498.0,2305.0,4.6,144.1,83.0,23.0,8.0,3.0,331.0,4029.0,12.2,251.8,75.0,28.0,3.0,1.0,336.0,110.0,195.0,31.0,90.0,200.0,45.0,7.0,12.0,58.3,105.0,939.0
SEA,16.0,341.0,517.0,66.0,3791.0,8.0,236.9,60.0,31.0,6.0,48.0,319.0,105.3,2019,481.0,2200.0,4.6,137.5,59.0,15.0,11.0,7.0,341.0,4110.0,12.1,256.9,60.0,31.0,8.0,6.0,341.0,121.0,190.0,30.0,79.0,200.0,39.5,7.0,14.0,50.0,109.0,882.0
HOU,16.0,355.0,534.0,66.5,3783.0,7.6,236.4,54.0,27.0,14.0,49.0,300.0,95.3,2019,434.0,2009.0,4.6,125.6,58.0,17.0,11.0,4.0,355.0,4083.0,11.5,255.2,54.0,27.0,2.0,1.0,346.0,112.0,203.0,31.0,84.0,193.0,43.5,13.0,25.0,52.0,111.0,892.0
JAC,16.0,364.0,589.0,61.8,3760.0,6.8,235.0,70.0,24.0,8.0,42.0,263.0,90.0,2019,389.0,1708.0,4.4,106.8,81.0,3.0,3.0,2.0,364.0,4023.0,11.1,251.4,70.0,24.0,1.0,1.0,298.0,85.0,183.0,30.0,76.0,220.0,34.6,12.0,25.0,48.0,132.0,1165.0
GB,16.0,356.0,573.0,62.1,3733.0,7.0,233.3,74.0,26.0,4.0,36.0,284.0,95.3,2019,411.0,1795.0,4.4,112.2,56.0,18.0,3.0,2.0,356.0,4017.0,11.3,251.1,74.0,26.0,6.0,3.0,320.0,90.0,190.0,40.0,73.0,203.0,36.0,7.0,14.0,50.0,100.0,774.0
NYG,16.0,376.0,607.0,61.9,3731.0,6.7,233.2,75.0,30.0,17.0,43.0,339.0,86.4,2019,362.0,1685.0,4.7,105.3,68.0,11.0,9.0,5.0,376.0,4070.0,10.8,254.4,75.0,30.0,5.0,2.0,311.0,89.0,187.0,35.0,79.0,212.0,37.3,14.0,31.0,45.2,90.0,784.0
CIN,16.0,356.0,616.0,57.8,3652.0,6.5,228.3,66.0,18.0,16.0,48.0,342.0,76.2,2019,385.0,1517.0,3.9,94.8,41.0,9.0,3.0,0.0,356.0,3994.0,11.2,249.6,66.0,18.0,7.0,5.0,312.0,85.0,191.0,36.0,80.0,222.0,36.0,13.0,26.0,50.0,93.0,761.0
CAR,16.0,382.0,633.0,60.3,3650.0,6.5,228.1,52.0,17.0,21.0,58.0,484.0,74.7,2019,386.0,1819.0,4.7,113.7,84.0,20.0,7.0,4.0,382.0,4134.0,10.8,258.4,52.0,17.0,2.0,1.0,335.0,82.0,230.0,23.0,66.0,207.0,31.9,12.0,24.0,50.0,87.0,754.0
TEN,16.0,297.0,448.0,66.3,3582.0,8.8,223.9,91.0,29.0,8.0,56.0,374.0,108.3,2019,445.0,2223.0,5.0,138.9,74.0,21.0,8.0,4.0,297.0,3956.0,13.3,247.3,91.0,29.0,4.0,1.0,317.0,104.0,177.0,36.0,70.0,185.0,37.8,4.0,14.0,28.6,99.0,932.0
CLE,16.0,318.0,539.0,59.0,3554.0,7.1,222.1,89.0,22.0,21.0,41.0,293.0,78.4,2019,393.0,1901.0,4.8,118.8,88.0,15.0,5.0,2.0,318.0,3847.0,12.1,240.4,89.0,22.0,2.0,2.0,305.0,90.0,180.0,35.0,71.0,196.0,36.2,7.0,17.0,41.2,122.0,1106.0
MIN,16.0,319.0,466.0,68.5,3523.0,8.0,220.2,66.0,26.0,8.0,28.0,206.0,103.9,2019,476.0,2133.0,4.5,133.3,75.0,19.0,10.0,4.0,319.0,3729.0,11.7,233.1,66.0,26.0,6.0,3.0,314.0,106.0,171.0,37.0,83.0,194.0,42.8,8.0,15.0,53.3,96.0,895.0
ARI,16.0,355.0,554.0,64.1,3477.0,6.9,217.3,88.0,20.0,12.0,50.0,320.0,87.0,2019,396.0,1990.0,5.0,124.4,80.0,18.0,3.0,2.0,355.0,3797.0,10.7,237.3,88.0,20.0,4.0,4.0,314.0,109.0,176.0,29.0,71.0,197.0,36.0,13.0,20.0,65.0,121.0,956.0
CHI,16.0,371.0,580.0,64.0,3291.0,6.2,205.7,53.0,20.0,12.0,45.0,282.0,83.9,2019,395.0,1458.0,3.7,91.1,55.0,8.0,5.0,3.0,371.0,3573.0,9.6,223.3,53.0,20.0,1.0,0.0,297.0,85.0,178.0,34.0,77.0,216.0,35.7,7.0,21.0,33.3,103.0,838.0
BUF,16.0,299.0,513.0,58.3,3229.0,6.8,201.8,53.0,21.0,12.0,40.0,247.0,82.8,2019,465.0,2054.0,4.4,128.4,41.0,13.0,13.0,4.0,299.0,3476.0,11.6,217.3,53.0,21.0,0.0,0.0,314.0,120.0,162.0,32.0,76.0,212.0,35.9,8.0,18.0,44.4,117.0,927.0
BAL,16.0,289.0,440.0,65.7,3225.0,7.6,201.6,83.0,37.0,8.0,28.0,125.0,109.0,2019,596.0,3296.0,5.5,206.0,63.0,21.0,12.0,5.0,289.0,3350.0,11.6,209.4,83.0,37.0,2.0,1.0,386.0,188.0,171.0,27.0,88.0,187.0,47.1,17.0,24.0,70.8,109.0,867.0
DEN,16.0,312.0,504.0,61.9,3115.0,6.7,194.7,75.0,16.0,10.0,41.0,286.0,84.1,2019,409.0,1662.0,4.1,103.9,40.0,11.0,2.0,1.0,312.0,3401.0,10.9,212.6,75.0,16.0,4.0,2.0,279.0,77.0,162.0,40.0,64.0,202.0,31.7,11.0,16.0,68.8,110.0,912.0
NYJ,16.0,323.0,521.0,62.0,3111.0,6.6,194.4,92.0,19.0,16.0,52.0,332.0,80.6,2019,383.0,1257.0,3.3,78.6,24.0,6.0,5.0,0.0,323.0,3443.0,10.7,215.2,92.0,19.0,3.0,2.0,253.0,61.0,162.0,30.0,65.0,212.0,30.7,7.0,19.0,36.8,115.0,1105.0
IND,16.0,307.0,513.0,59.8,3108.0,6.5,194.3,50.0,22.0,10.0,32.0,206.0,85.0,2019,471.0,2130.0,4.5,133.1,63.0,17.0,3.0,2.0,307.0,3314.0,10.8,207.1,50.0,22.0,5.0,3.0,340.0,131.0,165.0,44.0,86.0,207.0,41.6,14.0,24.0,58.3,79.0,670.0
PIT,16.0,315.0,510.0,61.8,2981.0,6.3,186.3,79.0,18.0,19.0,32.0,233.0,76.1,2019,395.0,1447.0,3.7,90.4,45.0,7.0,7.0,5.0,315.0,3214.0,10.2,200.9,79.0,18.0,7.0,4.0,265.0,75.0,147.0,43.0,67.0,195.0,34.4,2.0,15.0,13.3,111.0,893.0
WAS,16.0,298.0,479.0,62.2,2812.0,6.7,175.8,75.0,18.0,13.0,50.0,393.0,83.0,2019,356.0,1583.0,4.4,98.9,65.0,9.0,7.0,2.0,298.0,3205.0,10.8,200.3,75.0,18.0,4.0,2.0,248.0,74.0,154.0,20.0,52.0,179.0,29.1,6.0,14.0,42.9,106.0,835.0
