team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
LAC,16.0,328.0,510.0,64.3,3786.0,7.9,236.6,72.0,22.0,11.0,32.0,222.0,93.8,2015,417.0,2005.0,4.8,125.3,65.0,17.0,7.0,3.0,328.0,4008.0,12.2,250.5,72.0,22.0,1.0,1.0,299.0,101.0,170.0,28.0,74.0,195.0,38.0,7.0,8.0,87.5,120.0,976.0
DET,16.0,360.0,528.0,68.2,3789.0,7.7,236.8,61.0,27.0,9.0,42.0,276.0,100.9,2015,429.0,1805.0,4.2,112.8,75.0,18.0,7.0,3.0,360.0,4065.0,11.3,254.1,61.0,27.0,5.0,1.0,319.0,96.0,191.0,32.0,82.0,200.0,41.0,5.0,8.0,62.5,96.0,785.0
TB,16.0,378.0,540.0,70.0,3840.0,7.5,240.0,60.0,31.0,11.0,38.0,232.0,102.5,2015,466.0,1606.0,3.4,100.4,21.0,12.0,9.0,5.0,378.0,4072.0,10.8,254.5,60.0,31.0,7.0,5.0,351.0,104.0,208.0,39.0,97.0,211.0,46.0,4.0,6.0,66.7,104.0,859.0
NE,16.0,361.0,596.0,60.6,3851.0,7.1,240.7,87.0,24.0,12.0,49.0,358.0,87.0,2015,397.0,1580.0,4.0,98.8,48.0,8.0,6.0,2.0,361.0,4209.0,11.7,263.1,87.0,24.0,6.0,1.0,303.0,77.0,204.0,22.0,84.0,225.0,37.3,8.0,18.0,44.4,112.0,1013.0
ATL,16.0,370.0,561.0,66.0,3882.0,7.1,242.6,74.0,19.0,15.0,19.0,117.0,86.9,2015,416.0,1680.0,4.0,105.0,44.0,20.0,7.0,4.0,370.0,3999.0,10.8,249.9,74.0,19.0,4.0,2.0,335.0,107.0,197.0,31.0,82.0,191.0,42.9,5.0,15.0,33.3,95.0,728.0
BUF,16.0,347.0,602.0,57.6,3972.0,6.8,248.3,77.0,30.0,17.0,21.0,125.0,83.3,2015,394.0,1730.0,4.4,108.1,58.0,10.0,4.0,1.0,347.0,4097.0,11.8,256.1,77.0,30.0,1.0,1.0,321.0,87.0,197.0,37.0,85.0,210.0,40.5,3.0,13.0,23.1,113.0,906.0
CIN,16.0,415.0,646.0,64.2,3976.0,6.6,248.5,64.0,18.0,21.0,42.0,288.0,78.9,2015,344.0,1477.0,4.3,92.3,69.0,8.0,4.0,2.0,415.0,4264.0,10.3,266.5,64.0,18.0,3.0,2.0,307.0,74.0,202.0,31.0,86.0,218.0,39.5,9.0,20.0,45.0,116.0,1063.0
MIA,16.0,350.0,542.0,64.6,4000.0,7.8,250.0,84.0,31.0,13.0,31.0,225.0,97.4,2015,502.0,2019.0,4.0,126.2,53.0,13.0,3.0,1.0,350.0,4225.0,12.1,264.1,84.0,31.0,1.0,0.0,351.0,112.0,203.0,36.0,96.0,221.0,43.4,4.0,12.0,33.3,121.0,1005.0
CLE,16.0,322.0,511.0,63.0,4012.0,8.2,250.8,75.0,34.0,11.0,29.0,157.0,101.8,2015,458.0,2055.0,4.5,128.4,54.0,11.0,6.0,3.0,322.0,4169.0,12.9,260.6,75.0,34.0,5.0,5.0,321.0,104.0,186.0,31.0,81.0,203.0,39.9,10.0,15.0,66.7,108.0,833.0
LAR,16.0,399.0,597.0,66.8,4065.0,7.2,254.1,87.0,21.0,13.0,41.0,236.0,90.4,2015,453.0,1820.0,4.0,113.8,47.0,7.0,9.0,5.0,399.0,4301.0,10.8,268.8,87.0,21.0,9.0,3.0,320.0,98.0,192.0,30.0,78.0,225.0,34.7,4.0,15.0,26.7,109.0,992.0
IND,16.0,354.0,585.0,60.5,4114.0,7.5,257.1,80.0,29.0,17.0,35.0,251.0,88.0,2015,452.0,1952.0,4.3,122.0,56.0,14.0,10.0,6.0,354.0,4365.0,12.3,272.8,80.0,29.0,3.0,0.0,331.0,89.0,210.0,32.0,89.0,227.0,39.2,10.0,14.0,71.4,133.0,1168.0
WAS,16.0,354.0,566.0,62.5,4128.0,7.8,258.0,62.0,30.0,11.0,38.0,264.0,96.1,2015,406.0,1962.0,4.8,122.6,70.0,10.0,13.0,6.0,354.0,4392.0,12.4,274.5,62.0,30.0,10.0,7.0,329.0,103.0,202.0,24.0,78.0,207.0,37.7,11.0,20.0,55.0,112.0,955.0
LV,16.0,404.0,641.0,63.0,4140.0,6.8,258.8,59.0,25.0,14.0,38.0,211.0,86.8,2015,406.0,1678.0,4.1,104.9,80.0,12.0,2.0,2.0,404.0,4351.0,10.8,271.9,59.0,25.0,8.0,5.0,344.0,94.0,206.0,44.0,84.0,224.0,37.5,9.0,17.0,52.9,104.0,943.0
SF,16.0,375.0,549.0,68.3,4179.0,8.0,261.2,66.0,21.0,9.0,28.0,196.0,98.1,2015,504.0,2020.0,4.0,126.3,71.0,20.0,4.0,2.0,375.0,4375.0,11.7,273.4,66.0,21.0,3.0,1.0,356.0,128.0,199.0,29.0,82.0,210.0,39.1,6.0,11.0,54.6,112.0,920.0
PHI,16.0,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,2015,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
JAC,16.0,390.0,602.0,64.8,4291.0,7.5,268.2,71.0,29.0,9.0,36.0,237.0,97.2,2015,464.0,1709.0,3.7,106.8,87.0,15.0,4.0,2.0,390.0,4528.0,11.6,283.0,71.0,29.0,2.0,2.0,362.0,102.0,222.0,38.0,105.0,227.0,46.3,6.0,12.0,50.0,114.0,989.0
PIT,16.0,402.0,625.0,64.3,4350.0,7.5,271.9,80.0,29.0,17.0,48.0,311.0,90.9,2015,382.0,1459.0,3.8,91.2,44.0,6.0,12.0,4.0,402.0,4661.0,11.6,291.3,80.0,29.0,6.0,2.0,327.0,71.0,231.0,25.0,90.0,225.0,40.0,7.0,24.0,29.2,121.0,1149.0
NO,16.0,372.0,544.0,68.4,4544.0,8.7,284.0,90.0,45.0,9.0,31.0,211.0,116.2,2015,421.0,2076.0,4.9,129.8,45.0,12.0,15.0,7.0,372.0,4755.0,12.8,297.2,90.0,45.0,2.0,2.0,380.0,103.0,223.0,54.0,71.0,176.0,40.3,10.0,13.0,76.9,114.0,887.0
NYG,16.0,423.0,638.0,66.3,4783.0,7.7,298.9,76.0,31.0,15.0,23.0,137.0,95.9,2015,444.0,1942.0,4.4,121.4,68.0,15.0,11.0,6.0,423.0,4920.0,11.6,307.5,76.0,31.0,8.0,5.0,367.0,104.0,236.0,27.0,108.0,230.0,47.0,8.0,14.0,57.1,120.0,1077.0
