team,games,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,year,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
SEA,16.0,324.0,543.0,59.7,3518.0,6.9,219.9,68.0,18.0,22.0,33.0,232.0,74.7,2011,473.0,1797.0,3.8,112.3,39.0,10.0,4.0,0.0,324.0,3750.0,11.6,234.4,68.0,18.0,5.0,4.0,310.0,96.0,174.0,40.0,77.0,221.0,34.8,7.0,11.0,63.6,96.0,907.0
WAS,16.0,308.0,509.0,60.5,3553.0,7.5,222.1,73.0,22.0,13.0,41.0,251.0,87.4,2011,438.0,1884.0,4.3,117.8,67.0,15.0,5.0,1.0,308.0,3804.0,12.4,237.8,73.0,22.0,5.0,3.0,295.0,95.0,180.0,20.0,77.0,206.0,37.4,4.0,10.0,40.0,123.0,1006.0
LAC,16.0,299.0,478.0,62.6,3591.0,7.9,224.4,78.0,29.0,17.0,32.0,187.0,92.5,2011,448.0,1955.0,4.4,122.2,46.0,8.0,3.0,1.0,299.0,3778.0,12.6,236.1,78.0,29.0,3.0,1.0,311.0,102.0,186.0,23.0,96.0,195.0,49.2,1.0,9.0,11.1,92.0,760.0
TEN,16.0,369.0,591.0,62.4,3629.0,6.4,226.8,78.0,21.0,11.0,28.0,180.0,85.1,2011,461.0,2053.0,4.5,128.3,80.0,10.0,9.0,5.0,369.0,3809.0,10.3,238.1,78.0,21.0,5.0,5.0,324.0,111.0,187.0,26.0,96.0,236.0,40.7,8.0,20.0,40.0,99.0,812.0
IND,16.0,351.0,493.0,71.2,3632.0,7.8,227.0,81.0,25.0,8.0,29.0,192.0,103.9,2011,540.0,2303.0,4.3,143.9,56.0,19.0,5.0,3.0,351.0,3824.0,10.9,239.0,81.0,25.0,4.0,2.0,343.0,136.0,193.0,14.0,98.0,216.0,45.4,3.0,6.0,50.0,84.0,804.0
SF,16.0,333.0,579.0,57.5,3695.0,6.9,230.9,77.0,20.0,23.0,42.0,283.0,73.6,2011,353.0,1236.0,3.5,77.3,34.0,3.0,10.0,3.0,333.0,3978.0,11.9,248.6,77.0,20.0,5.0,4.0,267.0,53.0,190.0,24.0,76.0,216.0,35.2,7.0,17.0,41.2,98.0,867.0
ARI,16.0,340.0,578.0,58.8,3696.0,6.9,231.0,95.0,17.0,10.0,42.0,304.0,82.5,2011,475.0,1986.0,4.2,124.1,48.0,15.0,3.0,2.0,340.0,4000.0,11.8,250.0,95.0,17.0,3.0,3.0,333.0,118.0,174.0,41.0,71.0,226.0,31.4,4.0,8.0,50.0,122.0,950.0
DEN,16.0,333.0,534.0,62.4,3704.0,7.5,231.5,84.0,24.0,9.0,41.0,283.0,93.1,2011,488.0,2021.0,4.1,126.3,47.0,11.0,5.0,1.0,333.0,3987.0,12.0,249.2,84.0,24.0,3.0,2.0,315.0,101.0,182.0,32.0,73.0,218.0,33.5,3.0,9.0,33.3,99.0,845.0
BUF,16.0,321.0,507.0,63.3,3714.0,7.7,232.1,65.0,30.0,20.0,29.0,210.0,90.4,2011,467.0,2224.0,4.8,139.0,76.0,19.0,9.0,4.0,321.0,3924.0,12.2,245.3,65.0,30.0,2.0,2.0,340.0,120.0,196.0,24.0,75.0,189.0,39.7,9.0,13.0,69.2,85.0,871.0
ATL,16.0,340.0,560.0,60.7,3786.0,7.2,236.6,70.0,25.0,19.0,33.0,231.0,83.3,2011,372.0,1552.0,4.2,97.0,74.0,10.0,5.0,4.0,340.0,4017.0,11.8,251.1,70.0,25.0,4.0,0.0,292.0,87.0,186.0,19.0,93.0,211.0,44.1,6.0,11.0,54.6,101.0,843.0
TB,16.0,301.0,481.0,62.6,3814.0,8.2,238.4,91.0,30.0,14.0,23.0,148.0,97.2,2011,498.0,2497.0,5.0,156.1,81.0,26.0,10.0,4.0,301.0,3962.0,13.2,247.6,91.0,30.0,3.0,2.0,356.0,135.0,188.0,33.0,73.0,185.0,39.5,9.0,13.0,69.2,95.0,786.0
DET,16.0,376.0,604.0,62.3,3831.0,6.8,239.4,80.0,26.0,21.0,41.0,271.0,82.1,2011,410.0,2050.0,5.0,128.1,65.0,10.0,5.0,2.0,376.0,4102.0,10.9,256.4,80.0,26.0,4.0,3.0,325.0,91.0,195.0,39.0,67.0,205.0,32.7,8.0,19.0,42.1,119.0,982.0
DAL,16.0,336.0,545.0,61.7,3906.0,7.6,244.1,74.0,24.0,15.0,42.0,243.0,88.4,2011,385.0,1585.0,4.1,99.1,40.0,10.0,6.0,3.0,336.0,4149.0,12.3,259.3,74.0,24.0,4.0,4.0,305.0,78.0,199.0,28.0,81.0,204.0,39.7,4.0,11.0,36.4,85.0,650.0
CAR,16.0,318.0,490.0,64.9,3949.0,8.4,246.8,84.0,28.0,14.0,31.0,170.0,98.3,2011,451.0,2093.0,4.6,130.8,46.0,18.0,10.0,4.0,318.0,4119.0,13.0,257.4,84.0,28.0,4.0,3.0,329.0,110.0,191.0,28.0,83.0,194.0,42.8,4.0,12.0,33.3,98.0,901.0
MIA,16.0,350.0,590.0,59.3,3992.0,7.2,249.5,99.0,24.0,16.0,41.0,241.0,83.7,2011,412.0,1530.0,3.7,95.6,24.0,8.0,9.0,1.0,350.0,4233.0,12.1,264.6,99.0,24.0,1.0,0.0,310.0,88.0,198.0,24.0,74.0,219.0,33.8,7.0,14.0,50.0,112.0,975.0
MIN,16.0,367.0,538.0,68.2,4019.0,8.1,251.2,79.0,34.0,8.0,50.0,342.0,107.6,2011,439.0,1712.0,3.9,107.0,28.0,10.0,5.0,4.0,367.0,4361.0,11.9,272.6,79.0,34.0,5.0,2.0,332.0,92.0,213.0,27.0,92.0,208.0,44.2,5.0,9.0,55.6,97.0,834.0
LV,16.0,324.0,601.0,53.9,4023.0,7.1,251.4,81.0,31.0,18.0,39.0,239.0,81.3,2011,430.0,2178.0,5.1,136.1,60.0,15.0,3.0,2.0,324.0,4262.0,13.2,266.4,81.0,31.0,3.0,1.0,369.0,105.0,206.0,58.0,92.0,219.0,42.0,4.0,14.0,28.6,120.0,982.0
CHI,16.0,383.0,631.0,60.7,4065.0,6.8,254.1,79.0,22.0,20.0,33.0,208.0,79.3,2011,384.0,1542.0,4.0,96.4,88.0,10.0,9.0,4.0,383.0,4273.0,11.2,267.1,79.0,22.0,3.0,2.0,291.0,75.0,199.0,17.0,80.0,229.0,34.9,7.0,17.0,41.2,98.0,719.0
NYG,16.0,361.0,589.0,61.3,4082.0,7.5,255.1,74.0,28.0,20.0,48.0,335.0,86.1,2011,435.0,1940.0,4.5,121.3,80.0,15.0,10.0,5.0,361.0,4417.0,12.2,276.1,74.0,28.0,1.0,0.0,338.0,103.0,210.0,25.0,84.0,220.0,38.2,10.0,18.0,55.6,110.0,933.0
NO,16.0,362.0,626.0,57.8,4157.0,7.1,259.8,72.0,24.0,9.0,33.0,256.0,86.4,2011,351.0,1738.0,5.0,108.6,69.0,11.0,7.0,3.0,362.0,4413.0,12.2,275.8,72.0,24.0,5.0,2.0,326.0,92.0,196.0,38.0,67.0,202.0,33.2,6.0,22.0,27.3,109.0,912.0
NE,16.0,386.0,619.0,62.4,4703.0,8.0,293.9,58.0,26.0,23.0,40.0,274.0,86.1,2011,405.0,1874.0,4.6,117.1,41.0,13.0,10.0,6.0,386.0,4977.0,12.9,311.1,58.0,26.0,0.0,0.0,370.0,101.0,245.0,24.0,87.0,202.0,43.1,8.0,19.0,42.1,115.0,907.0
GB,16.0,390.0,637.0,61.2,4796.0,7.8,299.8,72.0,29.0,31.0,29.0,192.0,80.6,2011,383.0,1789.0,4.7,111.8,54.0,10.0,6.0,0.0,390.0,4988.0,12.8,311.8,72.0,29.0,8.0,5.0,358.0,96.0,246.0,16.0,83.0,195.0,42.6,4.0,16.0,25.0,122.0,948.0
