team,games,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_yds_per_game,passing_longest,passing_td,passing_int,passing_sack,sack_yards_lost,passer_rating,year,rushing_att,rushing_yds,rushing_avg,rushing_yds_per_game,rushing_longest,rushing_td,rushing_fumbles,rushing_fumbles_lost,receiving_rec,receiving_yds,receiving_avg,receiving_yds_per_game,receiving_longest,receiving_td,receiving_fumbles,receiving_fumbles_lost,1st_total,1st_rush,1st_pass,1st_penalty,3rd_conv,3rd_att,3rd_pct,4th_conv,4th_att,4th_pct,offense_penalties,offense_yds_lost
PHI,16.0,341.0,564.0,60.5,3737.0,7.0,233.6,72.0,38.0,9.0,36.0,230.0,97.6,2017,473.0,2115.0,4.5,132.2,71.0,9.0,11.0,5.0,341.0,3967.0,11.6,247.9,72.0,38.0,2.0,2.0,338.0,108.0,193.0,37.0,96.0,230.0,41.7,17.0,26.0,65.4,116.0,962.0
SEA,16.0,340.0,555.0,61.3,3657.0,7.2,228.6,74.0,34.0,12.0,43.0,322.0,94.4,2017,409.0,1629.0,4.0,101.8,33.0,4.0,7.0,1.0,340.0,3979.0,11.7,248.7,74.0,34.0,1.0,1.0,299.0,85.0,183.0,31.0,79.0,212.0,37.3,5.0,9.0,55.6,148.0,1342.0
ARI,16.0,339.0,598.0,56.7,3640.0,6.7,227.5,52.0,21.0,18.0,52.0,339.0,76.2,2017,409.0,1386.0,3.4,86.6,33.0,6.0,9.0,3.0,339.0,3979.0,11.7,248.7,52.0,21.0,3.0,2.0,310.0,66.0,200.0,44.0,82.0,233.0,35.2,7.0,16.0,43.8,110.0,880.0
LV,16.0,347.0,558.0,62.2,3631.0,6.7,226.9,87.0,23.0,14.0,24.0,130.0,85.3,2017,370.0,1554.0,4.2,97.1,52.0,13.0,8.0,4.0,347.0,3761.0,10.8,235.1,87.0,23.0,9.0,7.0,287.0,78.0,178.0,31.0,82.0,204.0,40.2,8.0,24.0,33.3,114.0,1009.0
JAC,16.0,316.0,527.0,60.0,3593.0,7.1,224.6,75.0,21.0,13.0,24.0,123.0,84.4,2017,527.0,2262.0,4.3,141.4,90.0,18.0,9.0,3.0,316.0,3716.0,11.8,232.3,75.0,21.0,4.0,1.0,332.0,101.0,193.0,38.0,85.0,227.0,37.5,10.0,13.0,76.9,112.0,936.0
MIA,16.0,373.0,602.0,62.0,3535.0,6.3,220.9,65.0,24.0,21.0,33.0,257.0,78.7,2017,360.0,1388.0,3.9,86.8,69.0,4.0,5.0,3.0,373.0,3792.0,10.2,237.0,65.0,24.0,10.0,4.0,284.0,66.0,187.0,31.0,64.0,202.0,31.7,7.0,24.0,29.2,137.0,1154.0
NYG,16.0,373.0,608.0,61.3,3479.0,6.1,217.4,77.0,20.0,14.0,34.0,201.0,79.8,2017,394.0,1549.0,3.9,96.8,75.0,6.0,5.0,1.0,373.0,3680.0,9.9,230.0,77.0,20.0,1.0,0.0,271.0,66.0,178.0,27.0,74.0,227.0,32.6,8.0,21.0,38.1,91.0,895.0
DEN,16.0,332.0,566.0,58.7,3333.0,6.5,208.3,54.0,19.0,22.0,52.0,335.0,73.0,2017,457.0,1852.0,4.1,115.8,40.0,8.0,5.0,3.0,332.0,3668.0,11.0,229.3,54.0,19.0,3.0,3.0,297.0,92.0,180.0,25.0,94.0,241.0,39.0,7.0,20.0,35.0,113.0,885.0
HOU,16.0,299.0,525.0,57.0,3278.0,6.9,204.9,72.0,28.0,17.0,54.0,366.0,82.7,2017,448.0,1842.0,4.1,115.1,49.0,8.0,4.0,1.0,299.0,3644.0,12.2,227.8,72.0,28.0,2.0,1.0,313.0,86.0,180.0,47.0,76.0,209.0,36.4,5.0,10.0,50.0,124.0,1050.0
CLE,16.0,312.0,574.0,54.4,3228.0,6.2,201.8,56.0,15.0,28.0,50.0,309.0,61.4,2017,384.0,1714.0,4.5,107.1,59.0,11.0,5.0,2.0,312.0,3537.0,11.3,221.1,56.0,15.0,4.0,4.0,290.0,97.0,157.0,36.0,73.0,216.0,33.8,12.0,23.0,52.2,110.0,924.0
TEN,16.0,306.0,496.0,61.7,3191.0,6.8,199.4,75.0,14.0,17.0,35.0,203.0,77.1,2017,443.0,1833.0,4.1,114.6,75.0,18.0,4.0,2.0,306.0,3394.0,11.1,212.1,75.0,14.0,3.0,3.0,290.0,97.0,157.0,36.0,71.0,202.0,35.2,5.0,10.0,50.0,85.0,785.0
NYJ,16.0,323.0,510.0,63.3,3182.0,6.9,198.9,69.0,19.0,12.0,47.0,319.0,86.1,2017,427.0,1702.0,4.0,106.4,75.0,13.0,6.0,3.0,323.0,3501.0,10.8,218.8,69.0,19.0,5.0,4.0,269.0,77.0,157.0,35.0,81.0,228.0,35.5,7.0,13.0,53.9,119.0,1035.0
GB,16.0,352.0,562.0,62.6,3167.0,6.3,197.9,72.0,25.0,18.0,51.0,365.0,81.9,2017,386.0,1724.0,4.5,107.8,46.0,13.0,4.0,2.0,352.0,3532.0,10.0,220.8,72.0,25.0,2.0,1.0,307.0,99.0,176.0,32.0,83.0,211.0,39.3,15.0,28.0,53.6,96.0,789.0
DAL,16.0,309.0,493.0,62.7,3141.0,6.7,196.3,81.0,22.0,13.0,32.0,185.0,86.3,2017,480.0,2170.0,4.5,135.6,70.0,18.0,1.0,1.0,309.0,3326.0,10.8,207.9,81.0,22.0,2.0,2.0,314.0,127.0,162.0,25.0,87.0,203.0,42.9,10.0,19.0,52.6,97.0,939.0
CIN,16.0,304.0,510.0,59.6,3122.0,6.6,195.1,77.0,25.0,12.0,40.0,264.0,86.0,2017,377.0,1366.0,3.6,85.4,25.0,6.0,4.0,3.0,304.0,3386.0,11.1,211.6,77.0,25.0,6.0,3.0,267.0,72.0,165.0,30.0,67.0,199.0,33.7,5.0,12.0,41.7,110.0,1027.0
CAR,16.0,293.0,501.0,58.5,3077.0,6.6,192.3,64.0,22.0,16.0,35.0,242.0,79.8,2017,490.0,2102.0,4.3,131.4,69.0,15.0,10.0,5.0,293.0,3319.0,11.3,207.4,64.0,22.0,1.0,0.0,320.0,121.0,167.0,32.0,93.0,222.0,41.9,5.0,11.0,45.5,83.0,682.0
BAL,16.0,363.0,567.0,64.0,3030.0,5.7,189.4,66.0,20.0,13.0,27.0,205.0,81.4,2017,460.0,1856.0,4.0,116.0,50.0,14.0,5.0,3.0,363.0,3235.0,8.9,202.2,66.0,20.0,4.0,1.0,311.0,111.0,168.0,32.0,76.0,223.0,34.1,10.0,16.0,62.5,91.0,749.0
IND,16.0,285.0,487.0,58.5,2892.0,6.6,180.8,80.0,13.0,9.0,56.0,334.0,79.6,2017,451.0,1661.0,3.7,103.8,35.0,11.0,7.0,1.0,285.0,3226.0,11.3,201.6,80.0,13.0,4.0,3.0,267.0,94.0,148.0,25.0,87.0,228.0,38.2,8.0,17.0,47.1,92.0,779.0
BUF,16.0,289.0,476.0,60.7,2825.0,6.5,176.6,47.0,16.0,10.0,47.0,261.0,82.1,2017,487.0,2017.0,4.1,126.1,48.0,12.0,8.0,2.0,289.0,3086.0,10.7,192.9,47.0,16.0,3.0,2.0,278.0,105.0,149.0,24.0,101.0,241.0,41.9,2.0,15.0,13.3,98.0,872.0
CHI,16.0,291.0,473.0,61.5,2811.0,6.5,175.7,70.0,13.0,12.0,39.0,274.0,79.1,2017,422.0,1788.0,4.2,111.8,53.0,13.0,10.0,4.0,291.0,3085.0,10.6,192.8,70.0,13.0,1.0,1.0,267.0,93.0,144.0,30.0,71.0,205.0,34.6,7.0,18.0,38.9,115.0,943.0
