,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
24,Tim BoyleDET,33.6,21.1,226.9,1.0,1.0,2.0,11.3,0.1,0.2,13.3
25,Taysom HillNO,2.1,1.4,34.4,0.1,0.1,2.7,11.9,0.1,0.0,3.4
26,Case KeenumCLE,4.5,3.0,26.7,0.2,0.1,0.1,0.1,0.0,0.0,1.7
27,Trey LanceSF,1.6,1.0,13.5,0.1,0.0,1.8,4.8,0.1,0.0,1.7
28,P.J. WalkerCAR,4.5,2.8,26.1,0.1,0.1,0.2,0.7,0.0,0.0,1.5
29,Trace McSorleyARI,2.2,1.4,18.4,0.1,0.1,0.4,1.4,0.0,0.0,1.3
30,Geno SmithSEA,1.2,0.8,18.1,0.1,0.0,0.2,0.6,0.0,0.0,1.0
31,Sam EhlingerIND,0.0,0.0,14.2,0.1,0.2,0.0,1.2,0.0,0.0,1.0
32,Gardner Minshew IIPHI,1.3,0.8,14.4,0.1,0.0,0.3,0.6,0.0,0.0,1.0
33,Chase DanielLAC,1.5,0.9,10.8,0.1,0.0,0.2,1.0,0.0,0.0,0.9
34,Jacoby BrissettMIA,1.5,1.0,11.1,0.1,0.0,0.2,0.8,0.0,0.0,0.9
35,Brian HoyerNE,1.3,1.0,13.3,0.1,0.0,0.3,0.3,0.0,0.0,0.9
36,Brandon AllenCIN,1.4,0.9,14.1,0.1,0.0,0.2,0.5,0.0,0.0,0.9
37,Chad HenneKC,1.6,1.0,11.6,0.1,0.1,0.2,1.0,0.0,0.0,0.9
38,Blaine GabbertTB,1.6,1.0,13.5,0.1,0.0,0.2,0.2,0.0,0.0,0.9
39,Mason RudolphPIT,1.5,0.9,8.9,0.1,0.0,0.3,1.0,0.0,0.0,0.9
40,Kyle TraskTB,1.2,0.8,9.3,0.1,0.0,0.1,0.2,0.0,0.0,0.8
41,Mitchell TrubiskyBUF,1.5,1.0,10.3,0.1,0.0,0.3,0.7,0.0,0.0,0.8
42,Jordan LoveGB,1.3,0.8,11.3,0.1,0.0,0.3,0.6,0.0,0.0,0.8
43,Josh RosenATL,1.5,0.9,9.6,0.1,0.1,0.2,0.8,0.0,0.0,0.8
44,Marcus MariotaLV,0.8,0.5,10.2,0.1,0.0,0.4,1.4,0.0,0.0,0.8
45,Mike WhiteNYJ,1.4,0.9,10.7,0.1,0.1,0.2,0.2,0.0,0.0,0.7
46,Cooper RushDAL,1.5,0.8,11.7,0.1,0.1,0.3,0.2,0.0,0.0,0.7
47,Andy DaltonCHI,1.2,0.7,7.9,0.1,0.1,0.3,1.1,0.0,0.0,0.7
48,Kyle AllenWAS,1.4,0.9,8.2,0.1,0.1,0.1,0.5,0.0,0.0,0.7
49,Davis MillsHOU,1.3,0.8,15.3,0.0,0.1,0.2,0.4,0.0,0.0,0.7
50,Feleipe FranksATL,0.9,0.6,10.3,0.0,0.1,0.2,1.3,0.0,0.0,0.6
51,C.J. BeathardJAC,1.5,0.8,12.2,0.0,0.0,0.2,0.5,0.0,0.1,0.5
52,Logan WoodsideTEN,0.6,0.4,9.2,0.0,0.0,0.3,0.4,0.0,0.0,0.5
53,Sean MannionMIN,0.6,0.3,3.6,0.0,0.0,0.1,0.1,0.0,0.0,0.2
