,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
33,Drew LockDEN,1.4,0.8,12.8,0.1,0.1,0.3,0.6,0.0,0.0,0.8
34,P.J. WalkerCAR,1.4,0.9,10.5,0.1,0.0,0.3,0.2,0.0,0.0,0.8
35,Chase DanielLAC,1.6,1.0,10.8,0.1,0.1,0.3,1.0,0.0,0.0,0.8
36,Case KeenumCLE,1.2,0.8,8.7,0.1,0.0,0.1,0.8,0.0,0.0,0.8
37,Mason RudolphPIT,1.6,1.0,8.7,0.1,0.0,0.2,0.7,0.0,0.0,0.8
38,Brandon AllenCIN,1.3,0.9,11.2,0.1,0.0,0.3,0.6,0.0,0.0,0.8
39,C.J. BeathardJAC,1.5,0.8,10.6,0.1,0.0,0.2,0.5,0.0,0.0,0.8
40,Kyle AllenWAS,1.5,0.9,13.2,0.1,0.1,0.1,0.2,0.0,0.0,0.8
41,Colt McCoyARI,1.4,0.9,10.0,0.1,0.1,0.2,0.5,0.0,0.0,0.8
42,Andy DaltonCHI,1.8,1.2,12.3,0.1,0.1,0.1,0.4,0.0,0.0,0.7
43,Cooper RushDAL,1.1,0.7,11.0,0.1,0.0,0.1,0.2,0.0,0.0,0.7
44,Geno SmithSEA,1.2,0.8,10.8,0.1,0.0,0.2,0.1,0.0,0.0,0.7
45,Tyler HuntleyBAL,1.2,0.8,12.3,0.0,0.0,0.3,0.9,0.0,0.0,0.7
46,Trevor SiemianNO,0.0,0.0,15.4,0.0,0.1,0.0,0.0,0.0,0.0,0.7
47,Jeff DriskelHOU,0.0,0.0,13.7,0.0,0.1,0.0,0.1,0.0,0.0,0.6
48,John WolfordLAR,1.6,0.9,11.9,0.0,0.0,0.2,0.5,0.0,0.0,0.6
49,Reid SinnettPHI,1.1,0.7,11.5,0.0,0.0,0.1,0.2,0.0,0.0,0.6
50,Logan WoodsideTEN,0.8,0.6,6.2,0.0,0.0,0.3,0.8,0.0,0.0,0.3
51,Jacob EasonSEA,1.4,0.7,6.6,0.0,0.0,0.1,0.2,0.0,0.0,0.3
52,Sean MannionMIN,0.6,0.3,4.9,0.0,0.0,0.1,0.1,0.0,0.0,0.2
