,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
24,Taysom HillNO,2.2,1.3,13.3,0.1,0.0,3.3,14.9,0.1,0.1,2.6
25,Trey LanceSF,3.1,1.8,22.1,0.1,0.1,1.9,8.7,0.1,0.0,2.5
26,Feleipe FranksATL,1.2,0.8,14.2,0.1,0.1,0.1,0.5,0.0,0.0,1.0
27,Trevor SiemianNO,0.0,0.0,17.1,0.0,0.1,0.0,1.0,0.0,0.0,0.9
28,David BloughDET,1.5,0.9,10.5,0.1,0.0,0.2,0.9,0.0,0.0,0.9
29,Cooper RushDAL,1.2,0.8,11.2,0.1,0.0,0.1,0.1,0.0,0.0,0.7
30,Jordan LoveGB,0.7,0.4,12.0,0.1,0.1,0.2,0.1,0.0,0.0,0.7
31,Drew LockDEN,0.9,0.6,9.1,0.1,0.0,0.1,0.3,0.0,0.0,0.6
32,Kyle AllenWAS,0.8,0.5,10.4,0.1,0.0,0.1,0.2,0.0,0.0,0.6
33,Reid SinnettPHI,1.1,0.7,11.3,0.0,0.0,0.1,0.2,0.0,0.0,0.6
34,C.J. BeathardJAC,0.8,0.4,9.2,0.1,0.0,0.1,0.3,0.0,0.0,0.6
35,Brandon AllenCIN,0.7,0.5,9.9,0.1,0.0,0.2,0.4,0.0,0.0,0.6
36,Joe FlaccoNYJ,1.1,0.6,9.1,0.0,0.0,0.2,0.6,0.0,0.0,0.6
37,Mitchell TrubiskyBUF,0.8,0.6,7.9,0.0,0.0,0.2,0.5,0.0,0.0,0.6
38,Brian HoyerNE,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
39,Chase DanielLAC,0.9,0.6,6.3,0.1,0.0,0.2,0.6,0.0,0.0,0.5
40,Tyler HuntleyBAL,0.6,0.4,8.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5
41,Chad HenneKC,0.8,0.5,5.9,0.1,0.0,0.1,0.6,0.0,0.0,0.5
42,Case KeenumCLE,0.7,0.5,5.4,0.1,0.0,0.1,0.4,0.0,0.0,0.5
43,Blaine GabbertTB,0.8,0.5,6.1,0.1,0.0,0.1,0.1,0.0,0.0,0.5
44,Josh RosenATL,0.8,0.5,4.8,0.1,0.0,0.1,0.5,0.0,0.0,0.4
45,Colt McCoyARI,0.7,0.5,4.8,0.1,0.0,0.1,0.4,0.0,0.0,0.4
46,Mason RudolphPIT,0.8,0.5,4.8,0.1,0.0,0.1,0.4,0.0,0.0,0.4
47,P.J. WalkerCAR,0.7,0.5,5.3,0.1,0.0,0.2,0.1,0.0,0.0,0.4
48,John WolfordLAR,0.8,0.5,7.4,0.0,0.0,0.2,0.7,0.0,0.0,0.4
49,Geno SmithSEA,0.7,0.4,4.6,0.1,0.0,0.1,0.1,0.0,0.0,0.4
50,Sean MannionMIN,0.5,0.3,3.8,0.0,0.0,0.1,0.1,0.0,0.0,0.2
51,Logan WoodsideTEN,0.4,0.3,2.6,0.0,0.0,0.2,0.4,0.0,0.0,0.1
52,Tua TagovailoaMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Gardner Minshew IIPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Kellen MondMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Jacob EasonSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Andy DaltonCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Garrett GilbertWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tim BoyleDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Mike WhiteNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
