,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
43,Chad HenneKC,1.5,0.9,10.2,0.1,0.0,0.2,0.5,0.0,0.0,0.9
44,Chase DanielLAC,1.6,1.0,11.7,0.1,0.1,0.3,0.8,0.0,0.0,0.8
45,Geno SmithSEA,1.2,0.8,8.4,0.1,0.0,0.2,1.0,0.0,0.0,0.8
46,Blaine GabbertTB,1.6,0.9,11.9,0.1,0.0,0.2,0.4,0.0,0.0,0.8
47,Jordan LoveGB,1.5,0.9,12.7,0.1,0.0,0.2,0.5,0.0,0.0,0.8
48,Josh JohnsonBAL,1.3,0.8,8.7,0.1,0.1,0.3,1.5,0.0,0.0,0.8
49,Trevor SiemianNO,1.1,0.7,7.1,0.1,0.0,0.2,1.0,0.0,0.0,0.8
50,Cooper RushDAL,1.6,0.9,12.5,0.1,0.0,0.3,0.2,0.0,0.0,0.8
51,Brian HoyerNE,1.2,0.8,9.0,0.1,0.0,0.3,0.2,0.0,0.0,0.8
52,Kyle TraskTB,1.2,0.7,8.6,0.1,0.0,0.1,0.2,0.0,0.0,0.8
53,Brandon AllenCIN,1.3,0.8,12.7,0.1,0.1,0.2,0.5,0.0,0.0,0.8
54,Andy DaltonCHI,1.2,0.7,8.5,0.1,0.1,0.3,1.2,0.0,0.0,0.8
55,Tim BoyleDET,1.4,0.8,11.9,0.0,0.0,0.2,0.1,0.0,0.0,0.6
56,Sam EhlingerIND,0.7,0.4,9.9,0.0,0.1,0.2,0.5,0.0,0.0,0.6
57,John WolfordLAR,1.5,0.9,10.5,0.0,0.0,0.3,0.9,0.0,0.0,0.5
58,Logan WoodsideTEN,0.6,0.4,9.5,0.0,0.0,0.3,0.3,0.0,0.0,0.5
59,Feleipe FranksATL,0.9,0.6,5.4,0.0,0.1,0.2,0.9,0.0,0.0,0.2
60,Sean MannionMIN,0.6,0.3,4.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2
