player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,team,opponent,home
Todd Gurley II,RB,1.0,49.0,62.0,31.0,14.0,43.0,45.0,9.2,18.8,7,2016,15.0,57.0,3.8,8.0,0.0,0.0,6.0,7.0,35.0,5.8,0.0,0.0,LAR,NYG,True
Duke Johnson Jr.,RB,1.0,30.0,47.0,20.0,17.0,33.0,37.0,3.3,11.0,7,2016,6.0,15.0,2.5,5.0,0.0,0.0,4.0,5.0,18.0,4.5,0.0,0.0,CLE,CIN,False
Malcolm Johnson,RB,1.0,12.0,19.0,0.0,17.0,8.0,17.0,2.1,17.5,7,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,21.0,21.0,0.0,0.0,CLE,CIN,False
T.J. Yeldon,RB,1.0,39.0,57.0,15.0,5.0,18.0,21.0,2.8,7.2,7,2016,6.0,24.0,4.0,15.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,JAC,LV,True
Mike Davis,RB,1.0,21.0,30.0,33.0,0.0,33.0,33.0,8.1,38.6,7,2016,7.0,21.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,TB,True
David Johnson,RB,1.0,87.0,92.0,38.0,15.0,47.0,53.0,17.1,19.7,7,2016,33.0,113.0,3.4,14.0,0.0,0.0,8.0,13.0,58.0,7.3,0.0,0.0,ARI,SEA,True
Ty Montgomery,RB,1.0,60.0,68.0,15.0,22.0,32.0,37.0,12.6,21.0,7,2016,,,,,,,,,,,,,GB,CHI,True
Michael Burton,RB,1.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,WAS,True
Derrick Henry,RB,1.0,6.0,8.0,17.0,17.0,17.0,33.0,0.3,5.0,7,2016,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,IND,True
Alex Collins,RB,1.0,1.0,2.0,100.0,0.0,100.0,100.0,0.2,20.0,7,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ARI,False
C.J. Prosise,RB,1.0,16.0,25.0,6.0,19.0,19.0,25.0,1.7,10.6,7,2016,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,SEA,ARI,False
Nick Bellore,RB,1.0,,,,,,,0.0,,7,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ARI,False
Paul Perkins,RB,1.0,15.0,26.0,27.0,7.0,33.0,33.0,1.6,10.7,7,2016,4.0,12.0,3.0,10.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,NYG,LAR,False
Devontae Booker,RB,1.0,35.0,55.0,49.0,6.0,51.0,54.0,14.7,42.0,7,2016,17.0,83.0,4.9,12.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,DEN,HOU,True
Andy Janovich,RB,1.0,31.0,48.0,3.0,6.0,6.0,10.0,1.3,4.2,7,2016,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,DEN,HOU,True
Jordan Howard,RB,1.0,22.0,46.0,32.0,5.0,32.0,36.0,2.2,10.0,7,2016,7.0,22.0,3.1,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,GB,False
Peyton Barber,RB,1.0,17.0,23.0,71.0,0.0,71.0,71.0,14.4,84.7,7,2016,12.0,84.0,7.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,SF,False
Troymaine Pope,RB,1.0,2.0,3.0,50.0,0.0,50.0,50.0,0.1,5.0,7,2016,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,BAL,True
Darren Sproles,RB,1.0,61.0,80.0,25.0,11.0,33.0,36.0,10.3,16.9,8,2016,15.0,86.0,5.7,19.0,0.0,0.0,5.0,7.0,17.0,3.4,0.0,0.0,PHI,DAL,False
Kenjon Barner,RB,1.0,6.0,8.0,50.0,17.0,67.0,67.0,1.4,23.3,8,2016,3.0,9.0,3.0,4.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,PHI,DAL,False
Wendell Smallwood,RB,1.0,1.0,1.0,100.0,0.0,100.0,100.0,-2.5,-250.0,8,2016,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHI,DAL,False
Frank Gore,RB,1.0,32.0,48.0,28.0,9.0,34.0,38.0,12.2,38.1,8,2016,9.0,37.0,4.1,11.0,0.0,0.0,2.0,3.0,25.0,12.5,1.0,0.0,IND,KC,True
Josh Ferguson,RB,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,KC,True
Mark Ingram II,RB,1.0,6.0,8.0,50.0,0.0,50.0,50.0,-1.5,-25.0,8,2016,3.0,5.0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NO,SEA,True
Taiwan Jones,RB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,TB,False
Taiwan Jones,RB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,TB,False
Latavius Murray,RB,1.0,36.0,38.0,31.0,19.0,44.0,50.0,7.1,19.7,8,2016,11.0,48.0,4.4,19.0,0.0,0.0,5.0,7.0,23.0,4.6,0.0,0.0,LV,TB,False
DeAndre Washington,RB,1.0,28.0,30.0,18.0,0.0,18.0,18.0,3.2,11.4,8,2016,5.0,32.0,6.4,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,TB,False
Jalen Richard,RB,1.0,17.0,18.0,29.0,12.0,41.0,41.0,3.7,21.8,8,2016,5.0,34.0,6.8,20.0,1.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,LV,TB,False
Anthony Sherman,RB,1.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,IND,False
Lamar Miller,RB,1.0,33.0,49.0,52.0,9.0,58.0,61.0,12.3,37.3,8,2016,17.0,56.0,3.3,10.0,0.0,1.0,2.0,3.0,7.0,3.5,0.0,0.0,HOU,DET,True
Tyler Ervin,RB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,DET,True
Alfred Morris,RB,1.0,7.0,9.0,43.0,0.0,43.0,43.0,0.6,8.6,8,2016,3.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,PHI,True
Keith Smith,RB,1.0,6.0,8.0,0.0,17.0,17.0,17.0,0.1,1.7,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,DAL,PHI,True
Rod Smith,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,PHI,True
Ezekiel Elliott,RB,1.0,64.0,83.0,34.0,6.0,41.0,41.0,14.8,23.1,8,2016,22.0,96.0,4.4,16.0,0.0,0.0,4.0,4.0,52.0,13.0,0.0,0.0,DAL,PHI,True
Jamize Olawale,RB,1.0,,,,,,,6.8,,8,2016,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,69.0,34.5,0.0,0.0,DAL,PHI,True
Cordarrelle Patterson,RB,1.0,41.0,67.0,0.0,7.0,7.0,7.0,3.6,8.8,8,2016,,,,,,,,,,,,,MIN,CHI,False
Zach Line,RB,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,False
Giovani Bernard,RB,1.0,48.0,55.0,23.0,2.0,25.0,25.0,12.6,26.3,8,2016,11.0,52.0,4.7,12.0,0.0,1.0,1.0,1.0,14.0,14.0,0.0,0.0,CIN,WAS,True
Rex Burkhead,RB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,WAS,True
Theo Riddick,RB,1.0,52.0,85.0,21.0,21.0,37.0,42.0,19.3,37.1,8,2016,11.0,56.0,5.1,16.0,0.0,0.0,8.0,11.0,77.0,9.6,1.0,0.0,DET,HOU,False
Michael Burton,RB,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,HOU,False
Chris Thompson,RB,1.0,48.0,53.0,15.0,10.0,25.0,25.0,4.1,8.5,8,2016,7.0,14.0,2.0,6.0,0.0,0.0,5.0,5.0,27.0,5.4,0.0,0.0,WAS,CIN,False
James Develin,RB,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,BUF,False
James White,RB,1.0,33.0,49.0,6.0,15.0,12.0,21.0,2.9,8.8,8,2016,2.0,15.0,7.5,8.0,0.0,0.0,2.0,5.0,14.0,7.0,0.0,0.0,NE,BUF,False
Brandon Bolden,RB,1.0,,,,,,,0.0,,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,BUF,False
Patrick DiMarco,RB,1.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,GB,True
Devonta Freeman,RB,1.0,46.0,73.0,24.0,13.0,33.0,37.0,17.8,38.7,8,2016,11.0,35.0,3.2,17.0,0.0,1.0,4.0,6.0,23.0,5.8,1.0,0.0,ATL,GB,True
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,36.0,12.0,0.0,0.0,ATL,GB,True
Melvin Gordon III,RB,1.0,65.0,80.0,35.0,11.0,42.0,46.0,15.5,23.8,8,2016,23.0,111.0,4.8,20.0,1.0,0.0,4.0,7.0,44.0,11.0,0.0,0.0,LAC,DEN,False
Derek Watt,RB,1.0,17.0,21.0,0.0,6.0,6.0,6.0,5.3,31.2,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,53.0,0.0,0.0,LAC,DEN,False
Duke Johnson Jr.,RB,1.0,31.0,43.0,13.0,26.0,32.0,39.0,11.6,37.4,8,2016,4.0,29.0,7.3,16.0,0.0,0.0,6.0,8.0,87.0,14.5,0.0,0.0,CLE,NYJ,True
Danny Vitale,RB,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,NYJ,True
T.J. Yeldon,RB,1.0,41.0,57.0,7.0,10.0,17.0,17.0,5.6,13.7,8,2016,3.0,20.0,6.7,12.0,0.0,0.0,4.0,4.0,36.0,9.0,0.0,0.0,JAC,TEN,False
David Johnson,RB,1.0,61.0,86.0,16.0,15.0,28.0,31.0,10.8,17.7,8,2016,10.0,24.0,2.4,9.0,0.0,0.0,7.0,9.0,84.0,12.0,0.0,0.0,ARI,CAR,False
Derrick Henry,RB,1.0,32.0,48.0,50.0,16.0,63.0,66.0,15.7,49.1,8,2016,16.0,60.0,3.8,15.0,0.0,1.0,4.0,5.0,37.0,9.3,0.0,0.0,TEN,JAC,True
Devontae Booker,RB,1.0,54.0,83.0,35.0,11.0,44.0,46.0,12.4,23.0,8,2016,19.0,54.0,2.8,18.0,0.0,1.0,5.0,6.0,30.0,6.0,0.0,1.0,DEN,LAC,True
Andy Janovich,RB,1.0,27.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAC,True
Jordan Howard,RB,1.0,50.0,82.0,52.0,8.0,60.0,60.0,26.2,52.4,8,2016,26.0,153.0,5.9,69.0,1.0,1.0,4.0,4.0,49.0,12.3,0.0,0.0,CHI,MIN,True
Jonathan Williams,RB,1.0,19.0,25.0,26.0,0.0,26.0,26.0,7.2,37.9,8,2016,5.0,12.0,2.4,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,NE,True
C.J. Prosise,RB,1.0,23.0,43.0,17.0,17.0,35.0,35.0,10.3,44.8,8,2016,4.0,23.0,5.8,8.0,0.0,0.0,4.0,4.0,80.0,20.0,0.0,0.0,SEA,NO,False
Peyton Barber,RB,1.0,3.0,4.0,33.0,0.0,33.0,33.0,0.1,3.3,8,2016,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,LV,True
Darren Sproles,RB,1.0,60.0,80.0,22.0,15.0,27.0,37.0,7.1,11.8,9,2016,13.0,57.0,4.4,17.0,0.0,0.0,3.0,9.0,14.0,4.7,0.0,0.0,PHI,NYG,False
Kenjon Barner,RB,1.0,3.0,4.0,33.0,0.0,33.0,33.0,6.3,210.0,9,2016,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,False
Wendell Smallwood,RB,1.0,4.0,5.0,50.0,0.0,50.0,50.0,2.5,62.5,9,2016,2.0,25.0,12.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,False
Frank Gore,RB,1.0,47.0,69.0,40.0,4.0,45.0,45.0,19.1,40.6,9,2016,19.0,60.0,3.2,11.0,0.0,2.0,2.0,2.0,11.0,5.5,0.0,0.0,IND,GB,False
Josh Ferguson,RB,1.0,5.0,7.0,0.0,20.0,20.0,20.0,0.9,18.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,IND,GB,False
LeSean McCoy,RB,1.0,64.0,74.0,33.0,8.0,39.0,41.0,12.0,18.8,9,2016,21.0,85.0,4.0,15.0,0.0,0.0,4.0,5.0,35.0,8.8,0.0,0.0,BUF,SEA,False
Jonathan Williams,RB,1.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,SEA,False
Taiwan Jones,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,SEA,False
Mark Ingram II,RB,1.0,33.0,38.0,45.0,6.0,52.0,52.0,29.1,88.2,9,2016,15.0,158.0,10.5,75.0,1.0,1.0,2.0,2.0,13.0,6.5,1.0,0.0,NO,SF,False
Ty Montgomery,RB,1.0,,,,,,,0.0,,9,2016,7.0,53.0,7.6,24.0,1.0,0.0,3.0,3.0,38.0,12.7,0.0,0.0,NO,SF,False
Anthony Sherman,RB,1.0,11.0,19.0,0.0,9.0,9.0,9.0,0.6,5.5,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,KC,JAC,True
Alfred Morris,RB,1.0,24.0,33.0,71.0,0.0,71.0,71.0,5.6,23.3,9,2016,17.0,56.0,3.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,CLE,False
Keith Smith,RB,1.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,CLE,False
Ezekiel Elliott,RB,1.0,44.0,60.0,41.0,2.0,43.0,43.0,21.7,49.3,9,2016,18.0,92.0,5.1,15.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,DAL,CLE,False
Jamize Olawale,RB,1.0,,,,,,,0.4,,9,2016,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,CLE,False
Cordarrelle Patterson,RB,1.0,40.0,58.0,0.0,20.0,15.0,20.0,4.5,11.3,9,2016,,,,,,,,,,,,,MIN,DET,True
Zach Line,RB,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,DET,True
Jerick McKinnon,RB,1.0,26.0,38.0,27.0,0.0,27.0,27.0,0.8,3.1,9,2016,7.0,8.0,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,DET,True
Le'Veon Bell,RB,1.0,65.0,94.0,22.0,14.0,31.0,35.0,7.0,10.8,9,2016,14.0,32.0,2.3,13.0,0.0,0.0,6.0,9.0,38.0,6.3,0.0,0.0,PIT,BAL,False
Theo Riddick,RB,1.0,46.0,70.0,30.0,7.0,33.0,37.0,7.6,16.5,9,2016,14.0,70.0,5.0,42.0,1.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,DET,MIN,False
Michael Burton,RB,1.0,7.0,11.0,0.0,14.0,0.0,14.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,MIN,False
Dwayne Washington,RB,1.0,21.0,32.0,48.0,5.0,48.0,52.0,2.6,12.4,9,2016,10.0,26.0,2.6,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,MIN,False
Kyle Juszczyk,RB,1.0,34.0,49.0,3.0,0.0,3.0,3.0,0.2,0.6,9,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,PIT,True
Latavius Murray,RB,1.0,43.0,51.0,47.0,2.0,49.0,49.0,30.7,71.4,9,2016,20.0,114.0,5.7,42.0,1.0,3.0,1.0,1.0,13.0,13.0,0.0,0.0,LV,DEN,True
DeAndre Washington,RB,1.0,17.0,20.0,59.0,6.0,65.0,65.0,3.5,20.6,9,2016,10.0,35.0,3.5,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,LV,DEN,True
Jalen Richard,RB,1.0,19.0,22.0,42.0,16.0,53.0,58.0,7.2,37.9,9,2016,8.0,62.0,7.8,28.0,1.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,LV,DEN,True
Patrick DiMarco,RB,1.0,23.0,32.0,0.0,4.0,4.0,4.0,6.1,26.5,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,ATL,TB,False
Devonta Freeman,RB,1.0,46.0,63.0,37.0,4.0,41.0,41.0,10.5,22.8,9,2016,17.0,77.0,4.5,20.0,1.0,0.0,2.0,2.0,28.0,14.0,0.0,0.0,ATL,TB,False
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,45.0,7.5,0.0,0.0,ATL,TB,False
Damien Williams,RB,1.0,14.0,22.0,36.0,21.0,50.0,57.0,4.9,35.0,9,2016,5.0,29.0,5.8,23.0,1.0,0.0,2.0,3.0,20.0,10.0,0.0,0.0,MIA,NYJ,True
Jay Ajayi,RB,1.0,46.0,73.0,52.0,9.0,59.0,61.0,19.0,41.3,9,2016,24.0,111.0,4.6,20.0,2.0,1.0,3.0,4.0,19.0,6.3,0.0,0.0,MIA,NYJ,True
Kenyan Drake,RB,1.0,3.0,5.0,0.0,33.0,33.0,33.0,0.6,20.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,MIA,NYJ,True
Melvin Gordon III,RB,1.0,65.0,81.0,49.0,6.0,55.0,55.0,32.1,49.4,9,2016,32.0,196.0,6.1,47.0,2.0,1.0,4.0,4.0,65.0,16.3,0.0,0.0,LAC,TEN,True
Derek Watt,RB,1.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,TEN,True
Todd Gurley II,RB,1.0,43.0,63.0,28.0,12.0,37.0,40.0,7.4,17.2,9,2016,12.0,48.0,4.0,18.0,0.0,0.0,4.0,5.0,26.0,6.5,0.0,0.0,LAR,CAR,True
Malcolm Brown,RB,1.0,2.0,3.0,50.0,0.0,50.0,50.0,0.0,0.0,9,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,CAR,True
Duke Johnson Jr.,RB,1.0,22.0,50.0,23.0,9.0,32.0,32.0,4.6,20.9,9,2016,5.0,30.0,6.0,9.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,CLE,DAL,True
Danny Vitale,RB,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,DAL,True
T.J. Yeldon,RB,1.0,43.0,56.0,16.0,14.0,28.0,30.0,10.5,24.4,9,2016,7.0,33.0,4.7,16.0,0.0,0.0,5.0,6.0,32.0,6.4,1.0,1.0,JAC,KC,False
Mike Davis,RB,1.0,8.0,13.0,25.0,13.0,38.0,38.0,0.0,0.0,9,2016,2.0,11.0,5.5,7.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,1.0,SF,NO,True
Ty Montgomery,RB,1.0,31.0,45.0,23.0,10.0,32.0,32.0,9.1,29.4,9,2016,,,,,,,,,,,,,GB,IND,True
Alex Collins,RB,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,BUF,True
C.J. Prosise,RB,1.0,26.0,55.0,12.0,4.0,15.0,15.0,1.5,5.8,9,2016,3.0,9.0,3.0,4.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,SEA,BUF,True
Nick Bellore,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,BUF,True
Paul Perkins,RB,1.0,22.0,34.0,50.0,14.0,64.0,64.0,4.7,21.4,9,2016,11.0,32.0,2.9,14.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,NYG,PHI,True
Devontae Booker,RB,1.0,45.0,83.0,22.0,7.0,24.0,29.0,3.0,6.7,9,2016,10.0,22.0,2.2,5.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,0.0,DEN,LV,False
Andy Janovich,RB,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LV,False
Peyton Barber,RB,1.0,36.0,44.0,31.0,14.0,42.0,44.0,5.5,15.3,9,2016,11.0,31.0,2.8,8.0,0.0,0.0,4.0,5.0,24.0,6.0,0.0,0.0,TB,ATL,True
Darren Sproles,RB,1.0,31.0,39.0,6.0,32.0,32.0,39.0,7.6,24.5,10,2016,2.0,19.0,9.5,11.0,0.0,0.0,8.0,10.0,57.0,7.1,0.0,0.0,PHI,ATL,True
Kenjon Barner,RB,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,ATL,True
Wendell Smallwood,RB,1.0,19.0,24.0,68.0,5.0,68.0,74.0,7.0,36.8,10,2016,13.0,70.0,5.4,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,ATL,True
Mark Ingram II,RB,1.0,22.0,43.0,50.0,9.0,59.0,59.0,6.3,28.6,10,2016,11.0,50.0,4.5,10.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,NO,DEN,True
Ty Montgomery,RB,1.0,,,,,,,0.0,,10,2016,3.0,9.0,3.0,5.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,NO,DEN,True
Anthony Sherman,RB,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,CAR,False
Lamar Miller,RB,1.0,24.0,38.0,63.0,0.0,63.0,63.0,8.3,34.6,10,2016,15.0,83.0,5.5,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Tyler Ervin,RB,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Rex Burkhead,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Alfred Morris,RB,1.0,10.0,15.0,40.0,10.0,50.0,50.0,1.9,19.0,10,2016,4.0,13.0,3.3,6.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,DAL,PIT,False
Ezekiel Elliott,RB,1.0,43.0,66.0,49.0,5.0,53.0,53.0,38.9,90.5,10,2016,21.0,114.0,5.4,32.0,1.0,2.0,2.0,2.0,95.0,47.5,1.0,0.0,DAL,PIT,False
Cordarrelle Patterson,RB,1.0,43.0,64.0,0.0,9.0,7.0,9.0,1.7,4.0,10,2016,,,,,,,,,,,,,MIN,WAS,False
Zach Line,RB,1.0,11.0,16.0,9.0,9.0,9.0,18.0,0.5,4.5,10,2016,1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIN,WAS,False
Jerick McKinnon,RB,1.0,33.0,49.0,18.0,12.0,27.0,30.0,3.3,10.0,10,2016,6.0,16.0,2.7,13.0,0.0,0.0,3.0,4.0,17.0,5.7,0.0,0.0,MIN,WAS,False
Giovani Bernard,RB,1.0,31.0,53.0,23.0,16.0,32.0,39.0,3.6,11.6,10,2016,7.0,17.0,2.4,7.0,0.0,0.0,3.0,5.0,19.0,6.3,0.0,0.0,CIN,NYG,False
Le'Veon Bell,RB,1.0,74.0,100.0,23.0,14.0,35.0,36.0,25.4,34.3,10,2016,17.0,57.0,3.4,16.0,0.0,1.0,9.0,10.0,77.0,8.6,1.0,0.0,PIT,DAL,True
Roosevelt Nix,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,DAL,True
Chris Thompson,RB,1.0,21.0,33.0,19.0,14.0,33.0,33.0,1.6,7.6,10,2016,4.0,25.0,6.3,9.0,0.0,0.0,3.0,3.0,11.0,3.7,0.0,1.0,WAS,MIN,True
