player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Keiland Williams,2.0,14.0,7.0,14.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jeremiah Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Lance Ball,7.0,25.0,3.6,11.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Spencer Larsen,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
LeGarrette Blount,11.0,19.0,1.7,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Joe McKnight,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
James Starks,3.0,5.0,1.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Kendall Hunter,5.0,4.0,0.8,4.0,0.0,0.0,2.0,3.0,24.0,12.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Delone Carter,3.0,20.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,13,2011,,
DeMarco Murray,12.0,38.0,3.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jacquizz Rodgers,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Daniel Thomas,13.0,73.0,5.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Josh Vaughan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Anthony Dixon,3.0,2.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jacob Hester,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jackie Battle,11.0,15.0,1.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Felix Jones,6.0,36.0,6.0,11.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Donald Brown,14.0,41.0,2.9,7.0,0.0,1.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
DeAngelo Williams,11.0,29.0,2.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Justin Forsett,2.0,5.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jonathan Stewart,14.0,80.0,5.7,31.0,0.0,1.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
John Kuhn,2.0,7.0,3.5,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jason Snelling,2.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Darren Sproles,4.0,28.0,7.0,20.0,0.0,0.0,5.0,5.0,46.0,9.2,1.0,0.0,1.0,0.0,FA,RB,13,2011,,
Kevin Smith,6.0,34.0,5.7,17.0,0.0,1.0,6.0,7.0,46.0,7.7,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Brian Leonard,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,5.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Brandon Jacobs,8.0,59.0,7.4,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Bernard Scott,5.0,30.0,6.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
BenJarvus Green-Ellis,6.0,14.0,2.3,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Arian Foster,31.0,111.0,3.6,18.0,0.0,1.0,3.0,4.0,41.0,13.7,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ahmad Bradshaw,11.0,38.0,3.5,8.0,0.0,0.0,2.0,5.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Danny Woodhead,4.0,12.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Chris Ogbonnaya,1.0,2.0,2.0,2.0,0.0,0.0,5.0,6.0,28.0,5.6,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Chris Johnson,23.0,153.0,6.7,48.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Cedric Benson,13.0,52.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Toby Gerhart,21.0,91.0,4.3,16.0,0.0,0.0,8.0,8.0,42.0,5.3,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Stefan Logan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Shonn Greene,22.0,88.0,4.0,25.0,0.0,3.0,3.0,4.0,26.0,8.7,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ryan Grant,13.0,29.0,2.2,8.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ronnie Brown,2.0,11.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Reggie Bush,22.0,100.0,4.5,29.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Steven Jackson,10.0,19.0,1.9,9.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ray Rice,29.0,204.0,7.0,67.0,0.0,1.0,2.0,3.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Rashard Mendenhall,16.0,60.0,3.8,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Pierre Thomas,2.0,10.0,5.0,8.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Peyton Hillis,12.0,45.0,3.8,9.0,0.0,0.0,1.0,2.0,52.0,52.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Tashard Choice,5.0,20.0,4.0,7.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Montario Hardesty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ben Tate,11.0,41.0,3.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Dexter McCluster,9.0,61.0,6.8,32.0,0.0,0.0,4.0,5.0,46.0,11.5,1.0,0.0,1.0,0.0,FA,RB,13,2011,,
Ryan Mathews,13.0,112.0,8.6,31.0,0.0,1.0,3.0,3.0,2.0,0.7,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jonathan Dwyer,3.0,8.0,2.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
C.J. Spiller,14.0,83.0,5.9,35.0,0.0,1.0,3.0,6.0,19.0,6.3,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Willis McGahee,20.0,111.0,5.6,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,13,2011,,
Vonta Leach,4.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Lex Hilliard,3.0,10.0,3.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Leon Washington,6.0,9.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
LaRod Stephens-Howling,2.0,16.0,8.0,15.0,0.0,0.0,1.0,2.0,52.0,52.0,1.0,0.0,1.0,0.0,FA,RB,13,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Marcel Reece,1.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,38.0,38.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Montell Owens,2.0,11.0,5.5,9.0,0.0,0.0,1.0,2.0,-4.0,-4.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Mike Tolbert,6.0,24.0,4.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,41.0,10.3,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Michael Bush,10.0,18.0,1.8,3.0,0.0,0.0,3.0,6.0,27.0,9.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Maurice Jones-Drew,20.0,97.0,4.9,17.0,0.0,0.0,6.0,8.0,91.0,15.2,1.0,0.0,1.0,0.0,FA,RB,13,2011,,
Matt Forte,5.0,12.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Marshawn Lynch,22.0,148.0,6.7,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Mark Ingram II,16.0,54.0,3.4,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4,NO,RB,13,2011,DET,True
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,13,2011,PHI,True
LeSean McCoy,27.0,38.0,1.4,11.0,0.0,2.0,3.0,6.0,33.0,11.0,0.0,0.0,1.0,19.1,FA,RB,14,2011,,
Frank Gore,10.0,72.0,7.2,37.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.2,FA,RB,14,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Shaun Chapas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Evan Royster,6.0,44.0,7.3,15.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Bilal Powell,6.0,10.0,1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Roy Helu,27.0,126.0,4.7,26.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Stevan Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Henry Hynoski,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Alfonso Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
DuJuan Harris,1.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Isaac Redman,6.0,35.0,5.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
John Conner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Keiland Williams,12.0,43.0,3.6,8.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jeremiah Johnson,2.0,18.0,9.0,14.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Lance Ball,1.0,13.0,13.0,13.0,0.0,0.0,4.0,6.0,37.0,9.3,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Chris Ivory,13.0,53.0,4.1,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Spencer Larsen,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
LeGarrette Blount,18.0,74.0,4.1,11.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Kendall Hunter,8.0,20.0,2.5,6.0,0.0,0.0,2.0,3.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Delone Carter,5.0,6.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
DeMarco Murray,5.0,25.0,5.0,9.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jacquizz Rodgers,1.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,39.0,19.5,1.0,0.0,1.0,0.0,FA,RB,14,2011,,
Daniel Thomas,7.0,4.0,0.6,4.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Josh Vaughan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,22.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jacob Hester,3.0,7.0,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jackie Battle,10.0,33.0,3.3,11.0,0.0,0.0,2.0,2.0,26.0,13.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Felix Jones,16.0,106.0,6.6,26.0,0.0,0.0,6.0,7.0,31.0,5.2,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Donald Brown,9.0,28.0,3.1,8.0,0.0,0.0,1.0,1.0,-6.0,-6.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
DeAngelo Williams,7.0,87.0,12.4,74.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Justin Forsett,1.0,8.0,8.0,8.0,0.0,0.0,2.0,5.0,14.0,7.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jonathan Stewart,8.0,29.0,3.6,7.0,0.0,0.0,4.0,9.0,27.0,6.8,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
John Kuhn,10.0,46.0,4.6,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Jason Snelling,3.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Darren Sproles,5.0,33.0,6.6,14.0,0.0,0.0,7.0,8.0,58.0,8.3,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Brandon Jacobs,19.0,101.0,5.3,19.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Bernard Scott,6.0,4.0,0.7,4.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
BenJarvus Green-Ellis,5.0,19.0,3.8,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Arian Foster,15.0,41.0,2.7,9.0,0.0,0.0,4.0,5.0,33.0,8.3,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Ahmad Bradshaw,8.0,12.0,1.5,8.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Danny Woodhead,8.0,41.0,5.1,12.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Chris Ogbonnaya,2.0,31.0,15.5,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Chris Johnson,11.0,23.0,2.1,9.0,0.0,0.0,5.0,6.0,43.0,8.6,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Cedric Benson,21.0,91.0,4.3,42.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Toby Gerhart,19.0,90.0,4.7,15.0,0.0,0.0,3.0,3.0,19.0,6.3,1.0,0.0,1.0,0.0,FA,RB,14,2011,,
Stefan Logan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Shonn Greene,24.0,129.0,5.4,31.0,0.0,1.0,3.0,3.0,58.0,19.3,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Ryan Grant,10.0,85.0,8.5,47.0,0.0,2.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Ronnie Brown,3.0,4.0,1.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Reggie Bush,14.0,103.0,7.4,16.0,0.0,0.0,5.0,6.0,27.0,5.4,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Steven Jackson,20.0,63.0,3.2,11.0,0.0,1.0,3.0,5.0,60.0,20.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Ray Rice,26.0,103.0,4.0,19.0,0.0,1.0,6.0,6.0,46.0,7.7,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Rashard Mendenhall,18.0,76.0,4.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Pierre Thomas,6.0,22.0,3.7,10.0,0.0,0.0,6.0,7.0,35.0,5.8,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Peyton Hillis,10.0,25.0,2.5,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Tashard Choice,1.0,12.0,12.0,12.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Montario Hardesty,11.0,24.0,2.2,5.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Ben Tate,8.0,67.0,8.4,44.0,0.0,0.0,3.0,3.0,30.0,10.0,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Dexter McCluster,4.0,1.0,0.3,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Ryan Mathews,20.0,114.0,5.7,37.0,0.0,0.0,6.0,6.0,34.0,5.7,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
C.J. Spiller,12.0,46.0,3.8,16.0,0.0,0.0,3.0,4.0,10.0,3.3,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Willis McGahee,17.0,34.0,2.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Vonta Leach,3.0,14.0,4.7,6.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Tony Fiammetta,2.0,3.0,1.5,3.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Lex Hilliard,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Leon Washington,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
LaRod Stephens-Howling,2.0,3.0,1.5,5.0,0.0,0.0,2.0,2.0,22.0,11.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Marcel Reece,2.0,12.0,6.0,9.0,0.0,0.0,4.0,4.0,7.0,1.8,0.0,1.0,1.0,0.0,FA,RB,14,2011,,
Montell Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Mike Tolbert,6.0,21.0,3.5,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Michael Bush,23.0,78.0,3.4,9.0,0.0,1.0,3.0,4.0,19.0,6.3,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Maurice Jones-Drew,27.0,85.0,3.1,14.0,0.0,2.0,6.0,6.0,51.0,8.5,2.0,0.0,1.0,0.0,FA,RB,14,2011,,
Marshawn Lynch,23.0,115.0,5.0,16.0,0.0,1.0,2.0,2.0,8.0,4.0,0.0,0.0,1.0,0.0,FA,RB,14,2011,,
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,14,2011,LAR,True
LeSean McCoy,18.0,102.0,5.7,33.0,0.0,3.0,2.0,2.0,-5.0,-2.5,0.0,1.0,1.0,25.7,FA,RB,15,2011,,
Frank Gore,18.0,65.0,3.6,13.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,12.5,FA,RB,15,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.6,FA,RB,15,2011,,
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,15,2011,,
Shaun Chapas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,15,2011,,
Bruce Miller,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,15,2011,,
Evan Royster,10.0,36.0,3.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,15,2011,,
Roy Helu,23.0,53.0,2.3,8.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,1.0,0.0,FA,RB,15,2011,,
