player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Reggie Bush,10.0,71.0,7.1,36.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ray Rice,23.0,101.0,4.4,27.0,0.0,0.0,5.0,7.0,60.0,12.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Rashard Mendenhall,23.0,146.0,6.3,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Pierre Thomas,7.0,11.0,1.6,6.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,FA,RB,6,2011,,
Peyton Hillis,6.0,14.0,2.3,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Steven Jackson,18.0,96.0,5.3,13.0,0.0,0.0,4.0,5.0,29.0,7.3,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Toby Gerhart,1.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Montario Hardesty,11.0,35.0,3.2,7.0,0.0,0.0,2.0,4.0,18.0,9.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Ben Tate,9.0,41.0,4.6,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jahvid Best,12.0,37.0,3.1,13.0,0.0,0.0,6.0,8.0,73.0,12.2,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Jonathan Dwyer,2.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
C.J. Spiller,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,39.0,7.8,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Vonta Leach,2.0,5.0,2.5,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Michael Bush,10.0,28.0,2.8,10.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Maurice Jones-Drew,22.0,96.0,4.4,19.0,0.0,0.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Matt Forte,17.0,87.0,5.1,21.0,0.0,0.0,6.0,7.0,36.0,6.0,0.0,0.0,1.0,0.0,FA,RB,6,2011,,
Adrian Peterson,12.0,39.0,3.3,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.9,SEA,RB,6,2011,BYE,
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,6,2011,BYE,
Mark Ingram II,9.0,22.0,2.4,12.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,8.8,NO,RB,6,2011,TB,False
Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,6,2011,NYG,False
Adrian Peterson,24.0,175.0,7.3,54.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,23.5,SEA,RB,7,2011,CLE,False
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,7,2011,CLE,False
Mark Ingram II,14.0,91.0,6.5,20.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,9.7,NO,RB,7,2011,IND,True
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,1.5,FA,RB,7,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Roy Helu,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jed Collins,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Alfonso Smith,5.0,17.0,3.4,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Phillip Tanner,6.0,34.0,5.7,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Alex Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
John Conner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Keiland Williams,9.0,44.0,4.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Lance Ball,6.0,14.0,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Isaac Redman,6.0,29.0,4.8,14.0,0.0,0.0,3.0,3.0,10.0,3.3,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Spencer Larsen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Ryan Torain,2.0,-5.0,-2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Joe McKnight,3.0,11.0,3.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
James Starks,13.0,75.0,5.8,20.0,0.0,0.0,3.0,4.0,24.0,8.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Deji Karim,7.0,28.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Delone Carter,10.0,89.0,8.9,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
DeMarco Murray,25.0,253.0,10.1,91.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jacquizz Rodgers,1.0,5.0,5.0,5.0,0.0,0.0,3.0,4.0,12.0,4.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Daniel Thomas,19.0,53.0,2.8,14.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Chris Gronkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Toby Gerhart,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jacob Hester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jackie Battle,16.0,76.0,4.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Donald Brown,9.0,47.0,5.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Justin Forsett,8.0,23.0,2.9,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jonathan Stewart,14.0,68.0,4.9,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
John Kuhn,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jerome Felton,2.0,7.0,3.5,4.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Jason Snelling,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
DeAngelo Williams,10.0,35.0,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Arian Foster,25.0,115.0,4.6,17.0,0.0,2.0,5.0,5.0,119.0,23.8,1.0,0.0,1.0,0.0,FA,RB,7,2011,,
Darren Sproles,12.0,88.0,7.3,16.0,0.0,1.0,6.0,6.0,19.0,3.2,1.0,0.0,1.0,0.0,FA,RB,7,2011,,
Darren McFadden,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Chris Ogbonnaya,3.0,15.0,5.0,6.0,0.0,0.0,5.0,5.0,43.0,8.6,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Chris Johnson,10.0,18.0,1.8,3.0,0.0,0.0,6.0,6.0,27.0,4.5,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Knowshon Moreno,7.0,28.0,4.0,13.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Montario Hardesty,33.0,95.0,2.9,15.0,0.0,0.0,2.0,2.0,27.0,13.5,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Reggie Bush,10.0,42.0,4.2,12.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Shonn Greene,20.0,112.0,5.6,24.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Ryan Grant,9.0,29.0,3.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Ray Rice,8.0,28.0,3.5,12.0,0.0,0.0,5.0,8.0,35.0,7.0,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
Rashard Mendenhall,13.0,32.0,2.5,10.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Pierre Thomas,10.0,57.0,5.7,11.0,0.0,0.0,5.0,6.0,68.0,13.6,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Stefan Logan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
Steven Jackson,18.0,70.0,3.9,40.0,0.0,1.0,4.0,5.0,3.0,0.8,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Willis McGahee,18.0,76.0,4.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
Ben Tate,15.0,104.0,6.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Dexter McCluster,10.0,38.0,3.8,13.0,0.0,0.0,1.0,2.0,-3.0,-3.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Ryan Mathews,13.0,39.0,3.0,9.0,0.0,0.0,4.0,5.0,26.0,6.5,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Tashard Choice,2.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
Vonta Leach,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Tony Fiammetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Tim Hightower,17.0,88.0,5.2,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Le'Ron McClain,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Leon Washington,7.0,39.0,5.6,11.0,0.0,0.0,4.0,4.0,10.0,2.5,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Lawrence Vickers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
LaRod Stephens-Howling,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,76.0,38.0,1.0,0.0,1.0,0.0,FA,RB,7,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Montell Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Mike Tolbert,11.0,58.0,5.3,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Michael Bush,17.0,99.0,5.8,35.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Maurice Jones-Drew,30.0,105.0,3.5,12.0,0.0,0.0,2.0,3.0,-1.0,-0.5,0.0,1.0,1.0,0.0,FA,RB,7,2011,,
Matt Forte,25.0,145.0,5.8,32.0,0.0,1.0,2.0,4.0,38.0,19.0,0.0,0.0,1.0,0.0,FA,RB,7,2011,,
Taiwan Jones,3.0,18.0,6.0,14.0,0.0,0.0,1.0,2.0,30.0,30.0,0.0,0.0,1.0,0.0,BUF,RB,7,2011,BYE,
LeSean McCoy,30.0,185.0,6.2,34.0,0.0,2.0,2.0,3.0,15.0,7.5,0.0,0.0,1.0,32.0,FA,RB,8,2011,,
Frank Gore,31.0,134.0,4.3,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4,FA,RB,8,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Owen Marecic,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Alfonso Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Phillip Tanner,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Roy Helu,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,20.0,6.7,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Stevan Ridley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Lance Ball,6.0,63.0,10.5,34.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,FA,RB,8,2011,,
Keiland Williams,11.0,25.0,2.3,10.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Isaac Redman,7.0,11.0,1.6,5.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Chris Ivory,6.0,18.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Spencer Larsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Ryan Torain,8.0,14.0,1.8,6.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Kendall Hunter,3.0,26.0,8.7,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Delone Carter,9.0,46.0,5.1,14.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
DeMarco Murray,8.0,74.0,9.3,26.0,0.0,0.0,1.0,3.0,-2.0,-2.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Deji Karim,3.0,7.0,2.3,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Jacob Hester,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Jackie Battle,19.0,70.0,3.7,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Fred Jackson,26.0,120.0,4.6,43.0,1.0,0.0,3.0,4.0,74.0,24.7,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Donald Brown,10.0,33.0,3.3,9.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Justin Forsett,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Jonathan Stewart,13.0,49.0,3.8,8.0,0.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
DeAngelo Williams,7.0,26.0,3.7,12.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Knowshon Moreno,14.0,69.0,4.9,12.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Brian Leonard,2.0,7.0,3.5,4.0,0.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Brandon Jacobs,4.0,10.0,2.5,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Bernard Scott,22.0,76.0,3.5,16.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
BenJarvus Green-Ellis,5.0,9.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Arian Foster,33.0,112.0,3.4,14.0,0.0,1.0,1.0,4.0,12.0,12.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Ahmad Bradshaw,13.0,50.0,3.8,18.0,0.0,0.0,5.0,5.0,38.0,7.6,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Darren Sproles,6.0,16.0,2.7,6.0,0.0,0.0,6.0,7.0,60.0,10.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Danny Woodhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Chris Ogbonnaya,11.0,37.0,3.4,7.0,0.0,0.0,5.0,8.0,24.0,4.8,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Chris Johnson,14.0,34.0,2.4,11.0,0.0,0.0,3.0,5.0,17.0,5.7,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Stefan Logan,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Ronnie Brown,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Reggie Bush,15.0,103.0,6.9,35.0,0.0,0.0,4.0,5.0,17.0,4.3,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Ray Rice,18.0,63.0,3.5,12.0,0.0,3.0,7.0,9.0,36.0,5.1,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Rashard Mendenhall,13.0,70.0,5.4,18.0,0.0,0.0,3.0,4.0,22.0,7.3,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Pierre Thomas,7.0,23.0,3.3,9.0,0.0,1.0,4.0,4.0,11.0,2.8,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Steven Jackson,25.0,159.0,6.4,32.0,0.0,2.0,4.0,5.0,32.0,8.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Toby Gerhart,5.0,26.0,5.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Montario Hardesty,2.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Ben Tate,5.0,42.0,8.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,8,2011,,
Dexter McCluster,6.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,28.0,9.3,0.0,1.0,1.0,0.0,FA,RB,8,2011,,
Ryan Mathews,13.0,57.0,4.4,18.0,0.0,0.0,6.0,7.0,55.0,9.2,0.0,1.0,1.0,0.0,FA,RB,8,2011,,
Jonathan Dwyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
C.J. Spiller,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Vonta Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Tony Fiammetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Lex Hilliard,1.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Leon Washington,2.0,34.0,17.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Lawrence Vickers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
LaRod Stephens-Howling,5.0,17.0,3.4,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Montell Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Maurice Jones-Drew,18.0,63.0,3.5,10.0,0.0,1.0,1.0,3.0,11.0,11.0,0.0,0.0,1.0,0.0,FA,RB,8,2011,,
Marshawn Lynch,16.0,24.0,1.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,8,2011,,
Adrian Peterson,20.0,83.0,4.2,15.0,0.0,1.0,5.0,5.0,76.0,15.2,1.0,0.0,1.0,27.9,SEA,RB,8,2011,CIN,True
LeSean McCoy,16.0,71.0,4.4,33.0,0.0,1.0,5.0,5.0,46.0,9.2,0.0,0.0,1.0,17.7,FA,RB,9,2011,,
Frank Gore,19.0,107.0,5.6,27.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,0.0,1.0,11.4,FA,RB,9,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,1.0,0.0,1.0,0.0,FA,RB,9,2011,,
Da'Rel Scott,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Roy Helu,10.0,41.0,4.1,16.0,0.0,0.0,14.0,16.0,105.0,7.5,0.0,1.0,1.0,0.0,FA,RB,9,2011,,
Stevan Ridley,3.0,10.0,3.3,6.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,9,2011,,
