,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
60,Royce FreemanHOU,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.4
61,Kalen BallagePIT,1.9,5.7,0.1,0.6,3.9,0.0,0.0,1.4
62,Patrick RicardBAL,0.4,1.2,0.0,0.9,7.0,0.1,0.0,1.3
63,Eno BenjaminARI,1.5,6.8,0.1,0.3,2.1,0.0,0.0,1.2
64,Qadree OllisonATL,0.0,6.6,0.1,0.3,1.3,0.0,0.0,1.2
65,Deon JacksonIND,0.9,4.9,0.0,0.5,4.2,0.0,0.0,1.2
66,Anthony McFarland Jr.PIT,1.1,6.1,0.0,0.3,2.5,0.0,0.0,1.1
67,Ameer AbdullahCAR,1.0,4.8,0.0,0.6,4.8,0.0,0.0,1.1
68,Mike BooneDEN,1.1,6.5,0.1,0.2,1.2,0.0,0.0,1.1
69,Patrick LairdMIA,0.5,3.0,0.0,0.7,5.8,0.0,0.0,1.1
70,Buddy HowellLAR,1.0,5.9,0.0,0.2,1.8,0.0,0.0,1.0
71,Damien WilliamsCHI,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
72,C.J. HamMIN,0.7,2.7,0.0,0.7,5.5,0.0,0.0,1.0
73,Benny Snell Jr.PIT,1.2,4.1,0.1,0.2,1.7,0.0,0.0,0.9
74,Andy JanovichCLE,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9
75,Corey ClementDAL,1.0,4.0,0.0,0.2,1.4,0.0,0.0,0.8
76,John KellyCLE,0.6,3.6,0.0,0.3,2.6,0.0,0.0,0.7
77,Taiwan JonesBUF,0.6,2.7,0.0,0.2,3.0,0.0,0.0,0.6
78,Johnny StantonCLE,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6
79,Reggie GilliamBUF,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6
80,Gary BrightwellNYG,0.8,3.0,0.0,0.2,1.9,0.0,0.0,0.6
81,Kene NwangwuMIN,0.5,3.0,0.0,0.3,1.8,0.0,0.0,0.6
82,Michael BurtonKC,0.7,2.3,0.0,0.3,2.0,0.0,0.0,0.6
83,Dwayne WashingtonNO,0.7,2.0,0.0,0.2,2.4,0.0,0.0,0.5
84,Keith SmithATL,0.7,1.6,0.0,0.4,2.6,0.0,0.0,0.5
85,Ryan NallCHI,0.2,0.8,0.0,0.3,3.4,0.0,0.0,0.4
86,Trenton CannonSF,0.6,1.9,0.0,0.2,1.6,0.0,0.0,0.4
87,Jakob JohnsonNE,0.2,0.4,0.0,0.5,3.5,0.0,0.0,0.4
88,Tory CarterTEN,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4
89,Derek WattPIT,0.3,0.7,0.0,0.2,1.1,0.0,0.0,0.2
90,Cullen GillaspiaNYG,0.6,1.0,0.0,0.1,0.7,0.0,0.0,0.2
91,Giovanni RicciCAR,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2
