,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
65,Jalen RichardLV,2.4,8.0,0.0,1.4,11.3,0.0,0.0,2.3
66,Kyle JuszczykSF,0.4,1.0,0.0,1.5,15.2,0.1,0.0,2.2
67,Derrick GoreKC,1.4,11.7,0.1,0.4,2.7,0.0,0.0,2.2
68,Reggie BonnafonWAS,0.0,12.4,0.1,0.7,3.8,0.0,0.0,2.1
69,J.J. TaylorNE,4.2,14.1,0.1,0.4,2.8,0.0,0.2,2.1
70,Kene NwangwuMIN,2.8,10.3,0.1,0.7,5.0,0.0,0.0,2.1
71,Khalil HerbertCHI,2.5,11.7,0.1,0.6,4.6,0.0,0.1,1.9
72,Phillip LindsayMIA,2.2,9.5,0.1,0.6,3.7,0.0,0.0,1.9
73,Wayne Gallman Jr.MIN,1.6,10.7,0.1,0.6,3.6,0.0,0.0,1.9
74,Austin WalterNYJ,2.1,8.7,0.1,0.6,4.1,0.0,0.0,1.8
75,Mekhi SargentJAC,1.8,8.0,0.1,0.3,2.8,0.0,0.0,1.6
76,Joshua KelleyLAC,2.4,9.9,0.0,0.3,2.3,0.0,0.0,1.5
77,Ty'Son WilliamsBAL,2.2,7.8,0.1,0.3,2.2,0.0,0.0,1.5
78,Nathan CottrellJAC,0.0,5.6,0.1,0.4,5.0,0.0,0.0,1.5
79,Jake FunkLAR,1.8,6.8,0.1,0.1,1.2,0.0,0.0,1.4
80,Trey RagasLV,1.3,5.1,0.0,0.7,5.1,0.0,0.0,1.4
81,Benny Snell Jr.PIT,2.3,8.1,0.0,0.3,2.1,0.0,0.0,1.4
82,Elijhaa PennyNYG,1.9,7.3,0.1,0.2,0.9,0.0,0.0,1.4
83,C.J. HamMIN,0.6,2.4,0.0,0.9,7.4,0.0,0.0,1.2
84,Kalen BallagePIT,1.7,4.6,0.1,0.4,2.1,0.0,0.0,1.2
85,John KellyCLE,0.0,5.1,0.0,0.3,3.3,0.0,0.0,1.1
86,Patrick Taylor Jr.GB,1.6,5.6,0.1,0.2,1.6,0.0,0.0,1.1
87,Deon JacksonIND,0.0,4.7,0.0,0.3,3.0,0.0,0.0,1.1
88,La'Mical PerineNYJ,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
89,Gary BrightwellNYG,0.0,4.6,0.0,0.3,2.1,0.0,0.0,1.0
90,Andy JanovichCLE,0.5,0.8,0.0,0.7,5.0,0.0,0.0,1.0
91,Keith SmithATL,0.8,2.9,0.0,0.8,5.0,0.0,0.0,0.9
92,Tony Jones Jr.NO,1.4,4.4,0.0,0.5,3.7,0.0,0.0,0.9
93,Damarea CrockettDEN,0.0,2.6,0.0,0.3,2.5,0.0,0.0,0.8
94,Taiwan JonesBUF,0.3,2.4,0.0,0.3,3.1,0.0,0.0,0.7
95,Khari BlasingameTEN,0.0,4.7,0.0,0.2,0.0,0.0,0.0,0.7
96,Dwayne WashingtonNO,0.0,1.6,0.0,0.4,3.7,0.0,0.0,0.7
97,Nick BawdenNYJ,0.4,0.8,0.0,0.5,4.1,0.0,0.0,0.5
98,Gabe NabersLAC,0.0,0.7,0.0,0.3,2.2,0.0,0.0,0.5
99,Michael BurtonKC,0.6,1.3,0.0,0.2,1.0,0.0,0.0,0.3
100,Jakob JohnsonNE,0.0,0.1,0.0,0.4,2.1,0.0,0.0,0.2
101,Derek WattPIT,0.1,0.4,0.0,0.3,1.3,0.0,0.0,0.2
102,Nick BelloreSEA,0.0,0.1,0.0,0.3,1.2,0.0,0.0,0.2
103,Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.1
