,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
53,Jaret PattersonWAS,5.2,19.7,0.1,0.5,3.4,0.0,0.0,2.9
54,Royce FreemanHOU,5.3,18.8,0.1,0.6,3.8,0.0,0.0,2.8
55,Duke Johnson Jr.MIA,2.3,12.4,0.1,1.4,11.7,0.0,0.1,2.8
56,Ty MontgomeryNO,1.7,10.1,0.1,1.5,12.0,0.0,0.0,2.8
57,Khalil HerbertCHI,4.1,17.4,0.1,0.7,5.4,0.0,0.0,2.8
58,Derrick GoreKC,1.9,11.8,0.1,0.3,2.3,0.0,0.0,2.3
59,Jaylen SamuelsARI,1.6,7.0,0.0,1.3,9.6,0.1,0.0,2.2
60,Wayne Gallman Jr.MIN,4.8,17.3,0.1,0.2,1.4,0.0,0.0,2.2
61,Trayveon WilliamsCIN,2.3,11.8,0.1,0.4,2.6,0.0,0.0,2.0
62,Nate McCraryBAL,2.2,11.2,0.1,0.3,2.0,0.0,0.0,2.0
63,Ty'Son WilliamsBAL,2.2,11.4,0.1,0.2,1.6,0.0,0.0,1.9
64,Travis HomerSEA,1.8,7.1,0.0,0.8,7.1,0.0,0.0,1.8
65,Mekhi SargentJAC,1.9,9.3,0.1,0.4,3.0,0.0,0.0,1.7
66,Justin JacksonLAC,2.4,11.0,0.0,0.6,3.5,0.0,0.0,1.7
67,Joshua KelleyLAC,2.3,8.7,0.0,0.5,3.5,0.0,0.0,1.6
68,Giovani BernardTB,1.1,4.8,0.0,1.0,6.5,0.0,0.0,1.5
69,Adam PrenticeNO,0.7,2.6,0.0,0.9,9.0,0.1,0.0,1.5
70,Patrick RicardBAL,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.4
71,Kalen BallagePIT,2.0,6.5,0.0,0.6,3.9,0.0,0.0,1.4
72,C.J. HamMIN,0.9,3.3,0.0,0.9,7.8,0.0,0.0,1.4
73,Jalen RichardLV,1.8,6.8,0.0,0.9,6.9,0.0,0.0,1.4
74,Dwayne WashingtonNO,2.0,7.5,0.0,0.4,3.4,0.0,0.0,1.3
75,Damien WilliamsCHI,1.4,5.6,0.1,0.2,1.2,0.0,0.0,1.3
76,Pooka Williams Jr.CIN,0.0,0.4,0.0,0.7,7.9,0.1,0.0,1.2
77,Larry Rountree IIILAC,2.0,6.1,0.1,0.2,1.9,0.0,0.0,1.2
78,Damarea CrockettDEN,0.0,4.9,0.0,0.4,3.7,0.0,0.0,1.1
79,Tony Jones Jr.NO,3.1,11.1,0.0,0.1,0.2,0.0,0.0,1.1
80,Benny Snell Jr.PIT,1.7,6.3,0.0,0.2,2.0,0.0,0.0,1.0
81,Tavien FeasterARI,1.3,5.5,0.0,0.4,2.4,0.0,0.0,1.0
82,Patrick LairdMIA,0.8,2.7,0.0,0.6,4.8,0.0,0.0,0.9
83,Elijhaa PennyNYG,1.2,4.9,0.0,0.2,1.1,0.0,0.0,0.9
84,Corey ClementDAL,2.2,6.8,0.0,0.2,1.6,0.0,0.1,0.9
85,Deon JacksonIND,1.2,4.1,0.0,0.3,2.6,0.0,0.0,0.8
86,Keith SmithATL,0.7,2.1,0.0,0.7,4.3,0.0,0.0,0.8
87,Dare OgunbowaleJAC,0.8,2.7,0.0,0.5,3.6,0.0,0.0,0.8
88,Scottie PhillipsHOU,1.6,4.7,0.0,0.2,1.6,0.0,0.0,0.6
89,Ke'Shawn VaughnTB,1.2,5.0,0.0,0.1,1.0,0.0,0.0,0.6
90,Nick BawdenNYJ,0.4,0.7,0.0,0.5,4.3,0.0,0.0,0.6
91,Ryan NallCHI,0.2,1.4,0.0,0.3,2.7,0.0,0.0,0.5
92,Taiwan JonesBUF,0.2,1.4,0.0,0.2,2.5,0.0,0.0,0.5
93,Gary BrightwellNYG,0.4,1.7,0.0,0.1,1.0,0.0,0.0,0.3
94,Trenton CannonSF,1.0,1.0,0.0,0.2,2.0,0.0,0.0,0.3
95,Derek WattPIT,0.2,0.9,0.0,0.2,1.2,0.0,0.0,0.3
96,Michael BurtonKC,0.4,0.9,0.0,0.1,1.1,0.0,0.0,0.2
97,Gabe NabersLAC,0.2,0.6,0.0,0.3,1.7,0.0,0.0,0.2
98,Josh JohnsonBAL,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
99,Jakob JohnsonNE,0.0,0.0,0.0,0.2,1.3,0.0,0.0,0.2
100,Jake BargasMIN,0.0,0.2,0.0,0.3,0.6,0.0,0.0,0.1
101,Nick BelloreSEA,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.1
102,Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
103,Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.1
