,Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
48,A.J. GreenARI,2.9,40.5,0.2,0.0,0.0,0.0,0.0,5.2
49,Marquez CallawayNO,3.0,40.2,0.2,0.0,0.0,0.0,0.0,5.2
50,Nelson AgholorNE,3.3,39.8,0.2,0.1,0.6,0.0,0.0,5.1
51,Bryan EdwardsLV,2.4,39.4,0.2,0.0,0.1,0.0,0.0,5.0
52,DeSean JacksonLV,2.1,38.6,0.2,0.2,0.9,0.0,0.0,4.9
53,Jamison CrowderNYJ,3.6,38.1,0.2,0.0,0.1,0.0,0.0,4.9
54,Zach PascalIND,2.8,37.1,0.2,0.0,0.1,0.0,0.0,4.9
55,Kalif RaymondDET,2.8,37.3,0.2,0.1,0.5,0.0,0.0,4.8
56,Deonte HartyNO,2.9,36.5,0.2,0.3,1.8,0.0,0.0,4.8
57,Cedrick Wilson Jr.DAL,2.5,33.3,0.2,0.2,0.7,0.0,0.0,4.6
58,Olamide ZaccheausATL,2.5,32.7,0.2,0.0,0.1,0.0,0.0,4.5
59,Quez WatkinsPHI,2.8,35.3,0.2,0.0,0.1,0.0,0.0,4.5
60,Nico CollinsHOU,3.0,36.8,0.1,0.0,0.2,0.0,0.0,4.5
61,Mecole HardmanKC,2.6,32.3,0.2,0.4,2.4,0.0,0.0,4.4
62,DeAndre CarterWAS,2.6,32.3,0.2,0.3,2.0,0.0,0.0,4.3
63,K.J. OsbornMIN,2.7,32.4,0.2,0.0,0.3,0.0,0.0,4.3
64,Jauan JenningsSF,2.7,33.3,0.1,0.0,0.1,0.0,0.0,4.2
65,Tajae SharpeATL,2.7,32.8,0.1,0.0,0.0,0.0,0.0,4.0
66,Damiere ByrdCHI,3.0,33.4,0.1,0.0,0.0,0.0,0.0,3.9
67,Jalen ReagorPHI,2.4,26.6,0.1,0.3,1.8,0.0,0.0,3.7
68,Zay JonesLV,2.1,27.4,0.1,0.0,0.2,0.0,0.0,3.6
69,Laquon TreadwellJAC,2.4,28.2,0.1,0.0,0.0,0.0,0.0,3.6
70,Sammy WatkinsBAL,2.2,29.5,0.1,0.0,0.3,0.0,0.0,3.5
71,Ty MontgomeryNO,2.1,18.5,0.1,2.0,7.3,0.0,0.0,3.3
72,Byron PringleKC,2.0,25.9,0.1,0.0,0.0,0.0,0.0,3.3
73,Chris ConleyHOU,1.8,25.8,0.1,0.0,0.0,0.0,0.0,3.2
74,Jalen GuytonLAC,1.7,24.4,0.1,0.2,1.1,0.0,0.0,3.1
75,Gabriel DavisBUF,1.4,22.1,0.2,0.0,0.0,0.0,0.0,3.1
76,Tyler JohnsonTB,2.1,24.1,0.1,0.0,0.0,0.0,0.0,3.0
77,Marquise GoodwinCHI,1.5,24.1,0.1,0.2,0.1,0.0,0.0,3.0
78,Juwan JohnsonNO,1.5,17.4,0.2,0.0,0.0,0.0,0.0,2.9
79,Trinity BensonDET,1.8,22.2,0.1,0.1,0.3,0.0,0.0,2.9
80,Jakeem Grant Sr.CHI,1.9,20.5,0.1,0.4,2.5,0.0,0.0,2.8
81,Keelan Cole Sr.NYJ,1.5,21.9,0.1,0.0,0.1,0.0,0.0,2.8
82,Lil'Jordan HumphreyNO,1.4,19.1,0.1,0.0,0.0,0.0,0.0,2.6
83,Adam HumphriesWAS,1.9,19.4,0.1,0.0,0.0,0.0,0.0,2.5
84,Isaiah CoulterCHI,1.7,19.0,0.1,0.0,0.0,0.0,0.0,2.5
85,Devin DuvernayBAL,1.5,17.4,0.1,0.2,1.6,0.0,0.0,2.5
86,Trent SherfieldSF,1.4,18.3,0.1,0.0,0.0,0.0,0.0,2.5
87,Freddie SwainSEA,1.4,16.7,0.1,0.2,1.1,0.0,0.0,2.5
88,Joshua PalmerLAC,1.6,18.5,0.1,0.0,0.1,0.0,0.0,2.5
89,Demarcus RobinsonKC,1.4,17.6,0.1,0.0,0.0,0.0,0.0,2.4
90,Rodney AdamsNYJ,1.5,18.4,0.1,0.0,0.2,0.0,0.0,2.4
91,Albert WilsonMIA,1.5,16.4,0.1,0.3,1.5,0.0,0.0,2.3
92,Josh GordonKC,1.1,16.8,0.1,0.0,0.0,0.0,0.0,2.3
93,Denzel MimsNYJ,1.2,16.9,0.1,0.0,0.0,0.0,0.0,2.2
94,Noah BrownDAL,1.6,17.7,0.1,0.0,0.0,0.0,0.0,2.2
95,Tavon AustinJAC,1.4,14.9,0.1,0.0,0.2,0.0,0.1,2.1
96,Mohamed Sanu Sr.SF,1.3,14.9,0.1,0.1,0.2,0.0,0.0,1.9
97,Chris MooreHOU,1.3,15.0,0.1,0.0,0.0,0.0,0.0,1.9
98,Ray-Ray McCloudPIT,1.2,12.8,0.1,0.2,1.4,0.0,0.0,1.9
99,Anthony MillerPIT,1.2,14.2,0.1,0.0,0.3,0.0,0.0,1.9
100,D'Wayne EskridgeSEA,1.0,12.4,0.1,0.3,2.0,0.0,0.0,1.8
101,Ben SkowronekLAR,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.7
102,Antoine WesleyARI,1.0,11.7,0.1,0.0,0.0,0.0,0.0,1.6
103,Scotty MillerTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6
104,Breshad PerrimanTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6
105,Kenny StillsNO,0.7,12.2,0.1,0.0,0.2,0.0,0.0,1.6
106,Preston WilliamsMIA,0.9,12.2,0.1,0.0,0.1,0.0,0.0,1.5
107,Kendall HintonDEN,0.9,11.8,0.0,0.2,0.5,0.0,0.0,1.5
108,Dyami BrownWAS,0.9,11.7,0.0,0.0,0.1,0.0,0.0,1.5
109,Jaydon MickensJAC,0.9,11.1,0.0,0.0,0.1,0.0,0.0,1.4
110,Travis BenjaminSF,0.8,11.6,0.0,0.0,0.0,0.0,0.0,1.4
111,Mack HollinsMIA,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3
112,Ashton DulinIND,0.7,9.5,0.1,0.1,0.5,0.0,0.0,1.3
113,Collin JohnsonNYG,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3
114,KhaDarel HodgeDET,0.8,10.0,0.0,0.0,0.0,0.0,0.0,1.3
115,Andre RobertsLAC,0.6,9.6,0.0,0.2,1.0,0.0,0.1,1.0
116,Cam SimsWAS,0.6,7.8,0.0,0.0,0.3,0.0,0.0,1.0
117,N'Keal HarryNE,0.7,8.2,0.0,0.1,0.0,0.0,0.0,1.0
118,Stanley Morgan Jr.CIN,0.6,7.1,0.0,0.0,0.0,0.0,0.0,1.0
119,Malik TurnerDAL,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9
120,Isaiah FordMIA,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.8
121,Marcus KempKC,0.3,4.9,0.0,0.0,0.1,0.0,0.0,0.7
122,Frank DarbyATL,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.7
123,Isaiah McKenzieBUF,0.4,5.0,0.0,0.4,0.9,0.0,0.0,0.7
124,Dillon StonerLV,0.3,5.1,0.0,0.0,0.1,0.0,0.0,0.7
125,Dede WestbrookMIN,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7
126,Christian BlakeATL,0.5,4.9,0.0,0.0,0.0,0.0,0.0,0.6
127,Jeff SmithNYJ,0.3,4.8,0.0,0.0,0.2,0.0,0.0,0.6
128,Marquez StevensonBUF,0.3,4.9,0.0,0.0,0.0,0.0,0.0,0.6
129,Greg WardPHI,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6
130,James Proche IIBAL,0.4,4.7,0.0,0.0,0.1,0.0,0.0,0.5
131,Dezmon PatmonIND,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5
132,J.J. Arcega-WhitesidePHI,0.2,4.0,0.0,0.0,0.1,0.0,0.0,0.5
133,J.J. KoskiLAR,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5
134,Penny HartSEA,0.3,3.3,0.0,0.1,0.0,0.0,0.0,0.4
135,Simi FehokoDAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4
136,Dan ChisenaMIN,0.1,3.3,0.0,0.0,0.1,0.0,0.0,0.4
137,Gunner OlszewskiNE,0.1,2.7,0.0,0.1,0.2,0.0,0.0,0.4
138,Tom KennedyDET,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3
139,Tylan WallaceBAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
140,Davion DavisHOU,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
141,Trenton IrwinCIN,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
142,Matthew SlaterNE,0.1,2.0,0.0,0.0,0.2,0.0,0.0,0.2
143,Landen AkersLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
144,Jake KumerowBUF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
