player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,10,K,BYE,
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,10,K,BYE,
Chris Boswell,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,51.0,PIT,10,K,LAR,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,LAR,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,LAR,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,LAR,True
Greg Zuerlein,1,2,50.0,30,0,0,1,0,0,1,1,1,4.0,74.2,DAL,10,K,MIN,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,10,K,MIN,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,10,K,MIN,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,10,K,MIN,True
Ryan Succop,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,57.4,TB,10,K,ARI,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,10,K,ARI,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,10,K,ARI,True
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,0.2,NYJ,10,K,NYG,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,10,K,NYG,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,NYG,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,NYG,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,NYG,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,10,K,DAL,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,10,K,BYE,
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,10,K,BYE,
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,10,K,BYE,
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,10,K,LV,False
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.5,LAC,10,K,LV,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,10,K,BAL,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,10,K,BYE,
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,10,K,BYE,
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,10,K,CLE,False
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,10,K,SEA,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,SEA,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,SEA,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,SEA,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,10,K,NYJ,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,10,K,NYJ,False
Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,44.3,DEN,10,K,BYE,
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,10,K,DET,True
Stephen Hauschka,3,3,100.0,51,0,1,1,0,1,4,4,1,15.0,0.0,FA,11,K,,
Adam Vinatieri,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,0.2,FA,11,K,,
Dan Bailey,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.0,FA,11,K,,
Josh Lambo,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,3.2,FA,11,K,,
Brandon McManus,3,4,75.0,47,0,1,0,2,0,2,2,1,13.0,44.3,DEN,11,K,MIN,False
Justin Tucker,2,3,66.7,46,0,0,1,1,0,5,5,1,12.0,98.0,BAL,11,K,HOU,True
Younghoe Koo,3,4,75.0,38,0,2,1,0,0,2,2,1,11.0,40.9,ATL,11,K,CAR,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,11,K,CAR,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,11,K,CAR,False
Wil Lutz,2,2,100.0,44,0,1,0,1,0,4,4,1,11.0,3.3,NO,11,K,TB,False
Brett Maher,2,2,100.0,34,0,0,2,0,0,3,3,1,9.0,1.9,NO,11,K,TB,False
Michael Badgley,3,4,75.0,49,0,2,0,1,0,0,0,1,10.0,19.9,IND,11,K,JAC,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,11,K,JAC,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,11,K,JAC,True
Zane Gonzalez,2,2,100.0,43,0,1,0,1,0,2,3,1,9.0,2.6,CAR,11,K,ATL,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,11,K,ATL,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,11,K,ATL,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,11,K,ATL,True
Nick Folk,3,3,100.0,39,0,1,2,0,0,0,0,1,9.0,81.8,NE,11,K,PHI,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,11,K,PHI,False
Matt Gay,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,89.8,LAR,11,K,CHI,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,11,K,CHI,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,11,K,CHI,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,11,K,CHI,True
Harrison Butker,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,76.6,KC,11,K,LAC,False
Chase McLaughlin,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.1,CLE,11,K,PIT,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,11,K,PIT,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,11,K,PIT,True
Daniel Carlson,1,1,100.0,20,0,1,0,0,0,2,2,1,5.0,74.3,LV,11,K,CIN,True
Jake Elliott,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,22.5,PHI,11,K,NE,True
Greg Zuerlein,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,74.2,DAL,11,K,DET,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,11,K,DET,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,11,K,DET,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,11,K,DET,False
Randy Bullock,1,2,50.0,40,0,0,0,1,0,1,1,1,5.0,10.8,TEN,11,K,BYE,
Sam Ficken,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,0.1,TEN,11,K,BYE,
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,11,K,BYE,
Dustin Hopkins,1,2,50.0,44,0,0,0,1,0,0,0,1,4.0,14.5,LAC,11,K,KC,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,11,K,KC,True
Joey Slye,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,1.6,WAS,11,K,NYJ,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,11,K,NYJ,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,11,K,NYJ,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,11,K,NYJ,True
Austin Seibert,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,0.1,DET,11,K,DAL,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,11,K,DAL,True
Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,52.8,ARI,11,K,SF,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,22.6,MIA,11,K,BUF,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,11,K,BUF,True
Chris Boswell,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,51.0,PIT,11,K,CLE,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,11,K,CLE,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,11,K,CLE,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,11,K,CLE,False
Eddy Pineiro,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,0.2,NYJ,11,K,WAS,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,11,K,WAS,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,11,K,WAS,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,11,K,WAS,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,11,K,WAS,False
Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,0.8,HOU,11,K,BAL,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,11,K,IND,False
Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.1,SEA,11,K,BYE,
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,11,K,DEN,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,11,K,LV,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,11,K,NO,True
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,11,K,NO,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,11,K,NO,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,11,K,MIA,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,11,K,BYE,
Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.7,GB,11,K,BYE,
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,11,K,ARI,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,11,K,ARI,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,11,K,ARI,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,11,K,ARI,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,11,K,BYE,
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,11,K,BYE,
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,11,K,LAR,False
Dustin Hopkins,4,4,100.0,42,0,1,2,1,0,1,1,1,14.0,14.5,LAC,12,K,BYE,
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,12,K,BYE,
Chase McLaughlin,3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,7.1,CLE,12,K,MIA,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,12,K,MIA,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,12,K,MIA,True
Austin Seibert,2,3,66.7,40,0,1,0,1,0,5,5,1,12.0,0.1,DET,12,K,WAS,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,12,K,WAS,False
Chris Boswell,3,3,100.0,47,0,2,0,1,0,1,1,1,11.0,51.0,PIT,12,K,CIN,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,CIN,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,CIN,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,CIN,False
Wil Lutz,2,2,100.0,41,0,0,1,1,0,4,4,1,11.0,3.3,NO,12,K,CAR,True
Brett Maher,3,4,75.0,46,0,2,0,1,0,0,0,1,10.0,1.9,NO,12,K,CAR,True
Matt Prater,3,4,75.0,49,0,2,0,1,0,1,1,1,11.0,52.8,ARI,12,K,BYE,
Younghoe Koo,3,3,100.0,40,0,1,1,1,0,1,1,1,11.0,40.9,ATL,12,K,TB,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,12,K,TB,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,12,K,TB,True
Sam Ficken,2,3,66.7,35,0,1,1,0,0,4,4,1,10.0,0.1,TEN,12,K,JAC,True
Randy Bullock,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,10.8,TEN,12,K,JAC,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,12,K,JAC,True
Joey Slye,2,3,66.7,52,0,0,0,1,1,1,3,1,10.0,1.6,WAS,12,K,DET,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,12,K,DET,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,12,K,DET,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,12,K,DET,True
Josh Lambo,2,2,100.0,50,0,0,0,1,1,0,0,1,9.0,3.2,FA,12,K,,
Stephen Hauschka,2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,0.0,FA,12,K,,
Adam Vinatieri,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,0.2,FA,12,K,,
Aldrick Rosas,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,1.8,FA,12,K,,
Nick Folk,2,4,50.0,44,0,0,0,2,0,1,1,1,9.0,81.8,NE,12,K,DAL,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,12,K,DAL,True
Justin Tucker,1,1,100.0,34,0,0,1,0,0,6,6,1,9.0,98.0,BAL,12,K,LAR,False
Ka'imi Fairbairn,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,0.8,HOU,12,K,IND,True
Eddy Pineiro,2,2,100.0,26,0,2,0,0,0,1,2,1,7.0,0.2,NYJ,12,K,LV,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,12,K,LV,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,LV,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,LV,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,LV,True
Greg Zuerlein,2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,74.2,DAL,12,K,NE,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,12,K,NE,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,12,K,NE,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,12,K,NE,False
Jason Sanders,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,22.6,MIA,12,K,CLE,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,12,K,CLE,False
Ryan Succop,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,57.4,TB,12,K,ATL,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,12,K,ATL,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,12,K,ATL,False
Matt Gay,1,1,100.0,32,0,0,1,0,0,2,5,1,5.0,89.8,LAR,12,K,BAL,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,12,K,BAL,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,12,K,BAL,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,12,K,BAL,True
Jason Myers,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,22.1,SEA,12,K,PHI,False
Brandon McManus,1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,44.3,DEN,12,K,BUF,False
Daniel Carlson,1,2,50.0,48,0,0,0,1,0,0,0,1,4.0,74.3,LV,12,K,NYJ,False
Jake Elliott,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,22.5,PHI,12,K,SEA,True
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,12,K,HOU,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,12,K,HOU,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,12,K,HOU,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,12,K,TEN,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,12,K,BYE,
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,12,K,NO,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,12,K,NO,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,12,K,NO,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,12,K,NO,False
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,12,K,BYE,
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,12,K,PIT,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,12,K,DEN,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,12,K,SF,False
Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,40.7,GB,12,K,SF,False
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,12,K,GB,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,GB,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,GB,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,GB,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,12,K,CHI,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,12,K,CHI,False
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,12,K,NYG,True
Wil Lutz,4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,3.3,NO,13,K,ATL,False
Brett Maher,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.9,NO,13,K,ATL,False
Brandon McManus,3,3,100.0,53,0,0,1,0,2,2,2,1,15.0,44.3,DEN,13,K,LAC,True
Jason Sanders,1,1,100.0,51,0,0,0,0,1,2,3,1,13.1,22.6,MIA,13,K,PHI,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,13,K,PHI,True
Jason Myers,3,3,100.0,36,0,2,1,0,0,4,4,1,13.0,22.1,SEA,13,K,MIN,True
Jake Elliott,3,4,75.0,48,0,0,1,2,0,2,2,1,13.0,22.5,PHI,13,K,MIA,False
Dustin Hopkins,3,4,75.0,42,0,1,1,1,0,2,2,1,12.0,14.5,LAC,13,K,DEN,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,13,K,DEN,False
Harrison Butker,1,1,100.0,50,0,0,0,0,1,5,5,1,10.0,76.6,KC,13,K,LV,True
Greg Zuerlein,2,3,66.7,33,0,1,1,0,0,4,4,1,10.0,74.2,DAL,13,K,BUF,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,13,K,BUF,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,13,K,BUF,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,13,K,BUF,True
Stephen Hauschka,2,3,66.7,41,0,1,0,1,0,2,3,1,9.0,0.0,FA,13,K,,
Aldrick Rosas,2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,1.8,FA,13,K,,
Dan Bailey,1,1,100.0,47,0,0,0,1,0,3,4,1,7.0,0.0,FA,13,K,,
Josh Lambo,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,3.2,FA,13,K,,
Adam Vinatieri,1,4,25.0,28,0,1,0,0,0,2,2,1,5.0,0.2,FA,13,K,,
Michael Badgley,2,3,66.7,46,0,0,1,1,0,2,2,1,9.0,19.9,IND,13,K,TEN,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,13,K,TEN,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,13,K,TEN,True
Randy Bullock,2,3,66.7,47,0,1,0,1,0,2,2,1,9.0,10.8,TEN,13,K,IND,False
Sam Ficken,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,0.1,TEN,13,K,IND,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,13,K,IND,False
Justin Tucker,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,98.0,BAL,13,K,SF,True
Mason Crosby,1,1,100.0,47,0,0,0,1,0,4,4,1,8.0,40.7,GB,13,K,NYG,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,13,K,NYG,False
Younghoe Koo,2,3,66.7,45,0,0,0,2,0,0,1,1,8.0,40.9,ATL,13,K,NO,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,13,K,NO,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,13,K,NO,True
Chris Boswell,2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,51.0,PIT,13,K,CLE,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,CLE,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,CLE,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,CLE,True
Matt Gay,2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,89.8,LAR,13,K,ARI,False
Kai Forbath,1,1,100.0,23,0,1,0,0,0,1,2,1,4.0,3.0,LAR,13,K,ARI,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,LAR,13,K,ARI,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,13,K,ARI,False
Matt Prater,2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,52.8,ARI,13,K,LAR,True
Austin Seibert,2,2,100.0,34,0,0,2,0,0,1,1,1,7.0,0.1,DET,13,K,CHI,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,13,K,CHI,True
Ryan Succop,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,57.4,TB,13,K,JAC,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,13,K,JAC,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,13,K,JAC,False
Eddy Pineiro,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,0.2,NYJ,13,K,CIN,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,13,K,CIN,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,CIN,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,CIN,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,CIN,False
Robbie Gould,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,22.5,SF,13,K,BAL,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,BAL,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,BAL,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,BAL,False
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.8,HOU,13,K,NE,True
Joey Slye,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,1.6,WAS,13,K,CAR,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,13,K,CAR,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,13,K,CAR,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,13,K,CAR,False
Daniel Carlson,1,2,50.0,34,0,0,1,0,0,0,1,1,3.0,74.3,LV,13,K,KC,False
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,2.6,CAR,13,K,WAS,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,13,K,WAS,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,13,K,WAS,True
