player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Andrew Franks,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,0.0,FA,12,K,,
Cody Parkey,2,2,100.0,25,0,2,0,0,0,1,1,1,7.0,0.4,FA,12,K,,
Phil Dawson,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,0.1,FA,12,K,,
Mike Nugent,2,2,100.0,36,0,1,1,0,0,0,1,1,6.0,1.0,FA,12,K,,
Stephen Hauschka,1,1,100.0,43,0,0,0,1,0,0,0,1,4.0,0.0,FA,12,K,,
Connor Barth,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.0,FA,12,K,,
Josh Lambo,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.2,FA,12,K,,
Dan Carpenter,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,0.2,FA,12,K,,
Roberto Aguayo,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,0.1,FA,12,K,,
Adam Vinatieri,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,0.2,FA,12,K,,
Jordan Gay,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,12,K,,
Brandon McManus,2,3,66.7,44,0,0,1,1,0,3,3,1,10.0,44.3,DEN,12,K,KC,True
Ryan Succop,2,2,100.0,31,1,0,1,0,0,3,3,1,9.0,57.4,TB,12,K,SEA,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,12,K,SEA,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,12,K,SEA,True
Mason Crosby,2,2,100.0,33,0,0,2,0,0,3,3,1,9.0,40.7,GB,12,K,PHI,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,12,K,PHI,False
Dustin Hopkins,2,4,50.0,24,0,2,0,0,0,2,2,1,8.0,14.5,LAC,12,K,HOU,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,12,K,HOU,False
Cairo Santos,2,2,100.0,37,0,0,2,0,0,2,2,1,8.0,2.1,CHI,12,K,TEN,True
Wil Lutz,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,3.3,NO,12,K,LAR,True
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,12,K,LAR,True
Kai Forbath,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,3.0,LAR,12,K,NO,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,12,K,NO,False
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,12,K,NO,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,12,K,NO,False
Nick Folk,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,81.8,NE,12,K,NYJ,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,12,K,NYJ,False
Chris Boswell,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,51.0,PIT,12,K,IND,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,IND,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,IND,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,12,K,IND,False
Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,22.1,SEA,12,K,TB,False
Robbie Gould,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,22.5,SF,12,K,MIA,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,MIA,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,MIA,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,12,K,MIA,False
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,74.2,DAL,12,K,WAS,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,12,K,WAS,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,12,K,WAS,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,12,K,WAS,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,31.4,NYG,12,K,CLE,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,12,K,CLE,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,12,K,ARI,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,12,K,ARI,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,12,K,ARI,True
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,12,K,CAR,True
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,12,K,SF,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,12,K,SF,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,12,K,DAL,False
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,12,K,DAL,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,12,K,DAL,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,12,K,DAL,False
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,12,K,NE,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,12,K,NE,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,NE,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,NE,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,12,K,NE,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,12,K,DET,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,12,K,PIT,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,12,K,PIT,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,12,K,PIT,True
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,12,K,LV,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,12,K,LV,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,12,K,LV,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,12,K,LV,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,12,K,MIN,True
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,12,K,MIN,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,12,K,NYG,True
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,12,K,NYG,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,12,K,NYG,True
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,12,K,DEN,False
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,12,K,GB,True
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,12,K,LAC,True
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,12,K,CHI,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,12,K,CHI,False
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.8,TEN,12,K,CHI,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,12,K,BAL,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,12,K,BUF,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,12,K,JAC,True
Matt Prater,5,5,100.0,52,0,3,1,0,1,1,1,1,18.0,52.8,ARI,13,K,WAS,True
Stephen Gostkowski,4,4,100.0,48,0,1,0,3,0,2,2,1,17.0,0.1,FA,13,K,,
Stephen Hauschka,4,4,100.0,37,0,2,2,0,0,4,4,1,16.0,0.0,FA,13,K,,
Sebastian Janikowski,3,3,100.0,47,0,0,0,3,0,3,3,1,15.0,20.0,FA,13,K,,
Mike Nugent,4,4,100.0,38,0,1,3,0,0,2,3,1,14.0,1.0,FA,13,K,,
Adam Vinatieri,2,2,100.0,53,0,0,1,0,1,5,5,1,13.0,0.2,FA,13,K,,
Matt Bryant,3,3,100.0,59,0,2,0,0,1,1,1,1,12.0,1.1,FA,13,K,,
Roberto Aguayo,2,3,66.7,35,0,1,1,0,0,2,2,1,8.0,0.1,FA,13,K,,
Connor Barth,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,0.0,FA,13,K,,
Chandler Catanzaro,1,2,50.0,28,0,1,0,0,0,4,4,1,7.0,0.0,FA,13,K,,
Dan Carpenter,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,0.2,FA,13,K,,
Phil Dawson,2,2,100.0,31,0,1,1,0,0,0,0,1,6.0,0.1,FA,13,K,,
Dan Bailey,1,1,100.0,39,0,0,1,0,0,2,2,1,5.0,0.0,FA,13,K,,
Josh Lambo,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.2,FA,13,K,,
Caleb Sturgis,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,13,K,,
Nick Novak,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,0.1,FA,13,K,,
Andrew Franks,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,13,K,,
Dustin Hopkins,3,3,100.0,53,0,1,0,1,1,2,2,1,14.0,14.5,LAC,13,K,TB,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,13,K,TB,True
Randy Bullock,3,3,100.0,44,0,0,2,1,0,1,1,1,11.0,10.8,TEN,13,K,BYE,
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,13,K,BYE,
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,13,K,BYE,
Kai Forbath,3,3,100.0,48,0,0,2,1,0,0,0,1,10.0,3.0,LAR,13,K,NE,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,13,K,NE,False
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,13,K,NE,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,13,K,NE,False
Justin Tucker,1,1,100.0,55,0,0,0,0,1,5,5,1,10.0,98.0,BAL,13,K,MIA,True
Brandon McManus,2,2,100.0,41,0,0,1,1,0,2,2,1,9.0,44.3,DEN,13,K,JAC,False
Wil Lutz,2,2,100.0,40,0,0,1,1,0,1,1,1,8.0,3.3,NO,13,K,DET,True
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,13,K,DET,True
Jason Myers,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,22.1,SEA,13,K,CAR,True
Greg Zuerlein,1,1,100.0,44,0,0,0,1,0,1,1,1,5.0,74.2,DAL,13,K,MIN,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,13,K,MIN,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,13,K,MIN,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,13,K,MIN,False
Nick Folk,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,81.8,NE,13,K,LAR,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,13,K,LAR,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,2.1,CHI,13,K,SF,True
Mason Crosby,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,40.7,GB,13,K,HOU,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,13,K,HOU,True
Robbie Gould,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,22.5,SF,13,K,CHI,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,CHI,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,CHI,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,13,K,CHI,False
Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,31.4,NYG,13,K,PIT,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,13,K,PIT,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,13,K,NYJ,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,13,K,NYJ,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,13,K,NYJ,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,13,K,BYE,
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,13,K,BYE,
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,13,K,BYE,
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,13,K,NO,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,13,K,NO,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,13,K,DEN,True
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,13,K,ARI,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,13,K,ARI,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,13,K,ARI,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,13,K,ARI,False
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,13,K,CIN,False
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,13,K,SEA,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,13,K,SEA,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,13,K,SEA,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,13,K,SEA,False
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,13,K,ATL,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,13,K,KC,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,13,K,KC,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,13,K,KC,True
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,13,K,BUF,True
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,13,K,BAL,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,13,K,BAL,False
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,13,K,GB,False
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,13,K,IND,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,13,K,IND,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,IND,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,IND,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,13,K,IND,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,13,K,DAL,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,13,K,LV,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,NYG,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,NYG,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,13,K,NYG,True
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.0,PIT,13,K,NYG,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,13,K,PHI,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,13,K,LAC,False
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,13,K,LAC,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,13,K,LAC,False
Nick Novak,5,5,100.0,52,0,2,1,1,1,1,1,1,19.0,0.1,FA,14,K,,
Caleb Sturgis,3,3,100.0,45,0,0,1,2,0,1,1,1,12.0,0.0,FA,14,K,,
Roberto Aguayo,3,3,100.0,41,0,1,1,1,0,1,1,1,11.0,0.1,FA,14,K,,
Sebastian Janikowski,2,2,100.0,44,0,0,1,1,0,1,1,1,8.0,20.0,FA,14,K,,
Mike Nugent,1,2,50.0,44,0,0,0,1,0,2,3,1,6.0,1.0,FA,14,K,,
Phil Dawson,1,3,33.3,47,0,0,0,1,0,2,2,1,6.0,0.1,FA,14,K,,
Matt Bryant,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,1.1,FA,14,K,,
Andrew Franks,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,0.0,FA,14,K,,
Chandler Catanzaro,1,2,50.0,56,0,0,0,0,1,0,2,1,5.0,0.0,FA,14,K,,
Connor Barth,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,0.0,FA,14,K,,
Adam Vinatieri,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,0.2,FA,14,K,,
Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.1,FA,14,K,,
Stephen Hauschka,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,0.0,FA,14,K,,
Cody Parkey,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,0.4,FA,14,K,,
Josh Lambo,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,3.2,FA,14,K,,
Dan Carpenter,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,0.2,FA,14,K,,
Dan Bailey,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,0.0,FA,14,K,,
Graham Gano,4,4,100.0,45,0,1,0,3,0,2,2,1,17.0,31.4,NYG,14,K,DAL,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,14,K,DAL,True
Kai Forbath,4,4,100.0,46,0,0,1,3,0,1,2,1,16.0,3.0,LAR,14,K,ATL,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,14,K,ATL,True
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,14,K,ATL,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,14,K,ATL,True
Justin Tucker,3,4,75.0,50,0,0,2,0,1,2,2,1,13.0,98.0,BAL,14,K,NE,False
Jason Myers,3,5,60.0,55,0,1,0,1,1,1,1,1,13.0,22.1,SEA,14,K,GB,False
Nick Folk,3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,81.8,NE,14,K,BAL,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,14,K,BAL,True
Matt Prater,2,2,100.0,54,0,1,0,0,1,2,2,1,10.0,52.8,ARI,14,K,MIA,False
Ryan Succop,2,2,100.0,53,0,0,0,1,1,1,1,1,10.0,57.4,TB,14,K,NO,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,14,K,NO,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,14,K,NO,True
Wil Lutz,3,3,100.0,42,0,1,1,1,0,0,0,1,10.0,3.3,NO,14,K,TB,False
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,14,K,TB,False
Chris Boswell,2,2,100.0,39,0,0,2,0,0,3,3,1,9.0,51.0,PIT,14,K,BUF,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,BUF,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,BUF,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,14,K,BUF,False
Mason Crosby,1,2,50.0,38,0,0,1,0,0,5,5,1,8.0,40.7,GB,14,K,SEA,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,14,K,SEA,True
Brandon McManus,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,44.3,DEN,14,K,TEN,False
Robbie Gould,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,22.5,SF,14,K,NYJ,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NYJ,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NYJ,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,14,K,NYJ,True
Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,14.5,LAC,14,K,CAR,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,14,K,CAR,False
Cairo Santos,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,2.1,CHI,14,K,DET,False
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,74.2,DAL,14,K,NYG,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,14,K,NYG,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,14,K,NYG,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,14,K,NYG,False
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,14,K,KC,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,14,K,ARI,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,14,K,ARI,True
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,14,K,SF,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,14,K,SF,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,SF,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,SF,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,14,K,SF,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,14,K,JAC,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,14,K,HOU,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,14,K,HOU,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,14,K,HOU,True
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,14,K,LAR,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,14,K,LAR,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,14,K,LAR,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,14,K,PHI,False
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,14,K,PHI,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,14,K,PHI,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,14,K,PHI,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,14,K,CIN,True
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,14,K,CIN,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,14,K,CIN,True
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,14,K,LAC,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,14,K,LAC,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,14,K,LAC,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,14,K,LAC,True
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,14,K,LV,True
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,14,K,IND,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,14,K,MIN,True
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,14,K,DEN,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,14,K,DEN,True
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.8,TEN,14,K,DEN,True
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,14,K,WAS,True
