player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,1,K,ARI,True,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,1,K,ARI,True,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,1,K,ARI,True,2020
Dustin Hopkins,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,14.5,LAC,1,K,CIN,False,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,1,K,CIN,False,2020
Wil Lutz,2,2,100.0,29,0,2,0,0,0,4,4,1,10.0,3.3,NO,1,K,TB,True,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,1,K,TB,True,2020
Randy Bullock,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.8,TEN,1,K,DEN,False,2020
Sam Ficken,1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,0.1,TEN,1,K,DEN,False,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,1,K,DEN,False,2020
Tyler Bass,2,4,50.0,22,1,1,0,0,0,3,3,1,9.0,84.8,BUF,1,K,NYJ,True,2020
Younghoe Koo,2,2,100.0,49,0,0,0,2,0,1,2,1,9.0,40.9,ATL,1,K,SEA,True,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,1,K,SEA,True,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,1,K,SEA,True,2020
Chris Boswell,2,2,100.0,41,0,0,1,1,0,2,3,1,9.0,51.0,PIT,1,K,NYG,False,2020
Sam Sloman,2,3,66.7,35,0,0,2,0,0,2,2,1,8.0,0.0,PIT,1,K,NYG,False,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,1,K,NYG,False,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,1,K,NYG,False,2020
Jason Myers,1,1,100.0,42,0,0,0,1,0,5,5,1,9.0,22.1,SEA,1,K,ATL,False,2020
Justin Tucker,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,98.0,BAL,1,K,CLE,True,2020
Cairo Santos,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,2.1,CHI,1,K,DET,False,2020
Zane Gonzalez,1,3,33.3,56,0,0,0,0,1,3,3,1,8.0,2.6,CAR,1,K,LV,True,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,1,K,LV,True,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,1,K,LV,True,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,1,K,LV,True,2020
Greg Zuerlein,1,2,50.0,33,0,0,1,0,0,2,2,1,5.0,74.2,DAL,1,K,LAR,False,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,1,K,LAR,False,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,1,K,LAR,False,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,1,K,LAR,False,2020
Ryan Succop,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,57.4,TB,1,K,NO,False,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,1,K,NO,False,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,1,K,NO,False,2020
Jake Elliott,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,22.5,PHI,1,K,WAS,False,2020
Graham Gano,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,31.4,NYG,1,K,PIT,True,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,1,K,PIT,True,2020
Jason Sanders,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,22.6,MIA,1,K,NE,False,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,1,K,NE,False,2020
Nick Folk,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,81.8,NE,1,K,MIA,True,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,1,K,MIA,True,2020
Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,0.8,HOU,1,K,KC,False,2020
Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,44.3,DEN,1,K,TEN,True,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,1,K,DAL,True,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,1,K,DAL,True,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,1,K,DAL,True,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,1,K,DAL,True,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,1,K,IND,True,2020
Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.1,DET,1,K,CHI,True,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,1,K,CHI,True,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,1,K,BAL,False,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,1,K,BAL,False,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,1,K,BAL,False,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,1,K,GB,True,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,1,K,BUF,False,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,1,K,BUF,False,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,1,K,BUF,False,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,1,K,BUF,False,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,1,K,BUF,False,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,1,K,LAC,True,2020
Younghoe Koo,4,4,100.0,42,0,1,1,2,0,3,3,1,17.0,40.9,ATL,2,K,DAL,False,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,2,K,DAL,False,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,2,K,DAL,False,2020
Justin Tucker,4,4,100.0,47,0,1,2,1,0,3,3,1,16.0,98.0,BAL,2,K,HOU,False,2020
Rodrigo Blankenship,4,4,100.0,44,0,1,2,1,0,2,2,1,15.0,4.1,IND,2,K,MIN,True,2020
Michael Badgley,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,19.9,IND,2,K,MIN,True,2020
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,2,K,MIN,True,2020
Zane Gonzalez,3,3,100.0,49,0,1,1,1,0,3,3,1,13.0,2.6,CAR,2,K,TB,False,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,2,K,TB,False,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,2,K,TB,False,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,2,K,TB,False,2020
Harrison Butker,3,3,100.0,58,0,0,1,0,2,0,1,1,13.0,76.6,KC,2,K,LAC,False,2020
Randy Bullock,3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,10.8,TEN,2,K,JAC,True,2020
Sam Ficken,2,2,100.0,41,0,1,0,1,0,1,1,1,8.0,0.1,TEN,2,K,JAC,True,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,2,K,JAC,True,2020
Daniel Carlson,2,2,100.0,54,0,1,0,0,1,4,4,1,12.0,74.3,LV,2,K,NO,True,2020
Ka'imi Fairbairn,3,3,100.0,45,0,0,1,2,0,1,1,1,12.0,0.8,HOU,2,K,BAL,True,2020
Stephen Gostkowski,2,2,100.0,51,0,0,0,1,1,3,4,1,12.0,0.1,FA,2,K,,,2020
Josh Lambo,1,1,100.0,35,0,0,1,0,0,3,4,1,6.0,3.2,FA,2,K,,,2020
Cody Parkey,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,0.4,FA,2,K,,,2020
Dan Bailey,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,0.0,FA,2,K,,,2020
Greg Zuerlein,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,74.2,DAL,2,K,ATL,True,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,2,K,ATL,True,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,2,K,ATL,True,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,2,K,ATL,True,2020
Jason Sanders,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,22.6,MIA,2,K,BUF,True,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,2,K,BUF,True,2020
Mason Crosby,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,40.7,GB,2,K,DET,True,2020
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,2,K,DET,True,2020
Robbie Gould,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,22.5,SF,2,K,NYJ,False,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,2,K,NYJ,False,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,2,K,NYJ,False,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,2,K,NYJ,False,2020
Brandon McManus,2,3,66.7,49,0,1,0,1,0,1,1,1,8.0,44.3,DEN,2,K,PIT,False,2020
Ryan Succop,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,57.4,TB,2,K,CAR,True,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,2,K,CAR,True,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,2,K,CAR,True,2020
Graham Gano,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,31.4,NYG,2,K,CHI,False,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,2,K,CHI,False,2020
Sam Sloman,1,1,100.0,30,0,0,1,0,0,4,5,1,7.0,0.0,PIT,2,K,DEN,True,2020
Chris Boswell,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,51.0,PIT,2,K,DEN,True,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,2,K,DEN,True,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,2,K,DEN,True,2020
Tyler Bass,1,1,100.0,39,0,0,1,0,0,4,4,1,7.0,84.8,BUF,2,K,MIA,False,2020
Jake Elliott,2,2,100.0,38,0,0,2,0,0,1,1,1,7.0,22.5,PHI,2,K,LAR,True,2020
Wil Lutz,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,3.3,NO,2,K,LV,False,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,2,K,LV,False,2020
Nick Folk,1,2,50.0,25,0,1,0,0,0,3,3,1,6.0,81.8,NE,2,K,SEA,False,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,2,K,SEA,False,2020
Joey Slye,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,1.6,WAS,2,K,ARI,False,2020
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,2,K,ARI,False,2020
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,2,K,ARI,False,2020
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,2,K,ARI,False,2020
Cairo Santos,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,2.1,CHI,2,K,NYG,True,2020
Jason Myers,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,22.1,SEA,2,K,NE,True,2020
Matt Prater,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,52.8,ARI,2,K,WAS,True,2020
Dustin Hopkins,1,1,100.0,24,0,1,0,0,0,0,0,1,3.0,14.5,LAC,2,K,KC,True,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,2,K,KC,True,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,2,K,PHI,False,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,2,K,PHI,False,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,2,K,PHI,False,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,2,K,PHI,False,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,2,K,CIN,True,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,2,K,CIN,True,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,2,K,CIN,True,2020
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,2,K,GB,False,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,2,K,GB,False,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,2,K,TEN,False,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,2,K,IND,False,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,2,K,SF,True,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,2,K,SF,True,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,2,K,SF,True,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,2,K,SF,True,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,2,K,SF,True,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,2,K,CLE,False,2020
Stephen Gostkowski,6,6,100.0,55,0,0,3,0,3,1,1,1,25.0,0.1,FA,3,K,,,2020
Cody Parkey,2,2,100.0,42,0,0,1,1,0,4,4,1,11.0,0.4,FA,3,K,,,2020
Dan Bailey,1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,0.0,FA,3,K,,,2020
Brandon Wright,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,0.0,FA,3,K,,,2020
Mason Crosby,3,3,100.0,52,0,0,1,1,1,4,4,1,16.0,40.7,GB,3,K,NO,False,2020
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,3,K,NO,False,2020
Joey Slye,5,5,100.0,31,0,3,2,0,0,0,1,1,15.0,1.6,WAS,3,K,CLE,False,2020
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,3,K,CLE,False,2020
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,CLE,False,2020
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,CLE,False,2020
Robbie Gould,3,4,75.0,52,0,1,1,0,1,3,3,1,14.0,22.5,SF,3,K,NYG,False,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,3,K,NYG,False,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,3,K,NYG,False,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,3,K,NYG,False,2020
Jake Elliott,3,3,100.0,54,0,1,0,1,1,2,2,1,14.0,22.5,PHI,3,K,CIN,True,2020
Matt Prater,4,4,100.0,39,0,1,3,0,0,2,2,1,14.0,52.8,ARI,3,K,DET,True,2020
Graham Gano,3,3,100.0,52,0,0,0,2,1,0,0,1,13.0,31.4,NYG,3,K,SF,True,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,3,K,SF,True,2020
Wil Lutz,3,3,100.0,45,0,0,2,1,0,3,3,1,13.0,3.3,NO,3,K,GB,True,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,3,K,GB,True,2020
Rodrigo Blankenship,2,3,66.7,42,0,0,0,2,0,4,4,1,12.0,4.1,IND,3,K,NYJ,True,2020
Michael Badgley,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,19.9,IND,3,K,NYJ,True,2020
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,3,K,NYJ,True,2020
Randy Bullock,3,3,100.0,48,0,1,1,1,0,2,2,1,12.0,10.8,TEN,3,K,MIN,False,2020
Sam Ficken,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.1,TEN,3,K,MIN,False,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,3,K,MIN,False,2020
Nick Folk,3,3,100.0,33,0,1,2,0,0,3,4,1,12.0,81.8,NE,3,K,LV,True,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,3,K,LV,True,2020
Ryan Succop,2,2,100.0,43,0,0,1,1,0,2,3,1,9.0,57.4,TB,3,K,DEN,False,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,3,K,DEN,False,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,3,K,DEN,False,2020
Greg Zuerlein,2,2,100.0,43,0,0,0,2,0,1,3,1,9.0,74.2,DAL,3,K,SEA,False,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,3,K,SEA,False,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,3,K,SEA,False,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,3,K,SEA,False,2020
Justin Tucker,2,2,100.0,42,0,1,0,1,0,2,2,1,9.0,98.0,BAL,3,K,KC,True,2020
Chris Boswell,2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,51.0,PIT,3,K,HOU,True,2020
Sam Sloman,1,2,50.0,30,0,0,1,0,0,3,3,1,6.0,0.0,PIT,3,K,HOU,True,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,3,K,HOU,True,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,3,K,HOU,True,2020
Daniel Carlson,2,3,66.7,29,0,2,0,0,0,2,2,1,8.0,74.3,LV,3,K,NE,False,2020
Younghoe Koo,2,3,66.7,36,0,1,1,0,0,2,3,1,8.0,40.9,ATL,3,K,CHI,True,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,3,K,CHI,True,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,3,K,CHI,True,2020
Jason Sanders,1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,22.6,MIA,3,K,JAC,False,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,3,K,JAC,False,2020
Zane Gonzalez,1,1,100.0,54,0,0,0,0,1,2,3,1,7.0,2.6,CAR,3,K,LAC,False,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,3,K,LAC,False,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,3,K,LAC,False,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,3,K,LAC,False,2020
Cairo Santos,1,2,50.0,35,0,0,1,0,0,3,3,1,6.0,2.1,CHI,3,K,ATL,False,2020
Brandon McManus,1,1,100.0,56,0,0,0,0,1,1,1,1,6.0,44.3,DEN,3,K,TB,True,2020
Tyler Bass,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,84.8,BUF,3,K,LAR,True,2020
Jason Myers,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,22.1,SEA,3,K,DAL,True,2020
Harrison Butker,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,76.6,KC,3,K,BAL,False,2020
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.8,HOU,3,K,PIT,False,2020
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,14.5,LAC,3,K,CAR,True,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,3,K,CAR,True,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,3,K,MIA,True,2020
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,3,K,ARI,False,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,3,K,ARI,False,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,3,K,WAS,True,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,3,K,WAS,True,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,3,K,WAS,True,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,3,K,BUF,False,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,3,K,BUF,False,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,3,K,BUF,False,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,3,K,BUF,False,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,3,K,TEN,True,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,3,K,IND,False,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,3,K,IND,False,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,IND,False,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,IND,False,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,3,K,IND,False,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,3,K,PHI,False,2020
Sam Ficken,5,5,100.0,54,0,1,3,0,1,1,1,1,18.0,0.1,TEN,4,K,BYE,,2020
Randy Bullock,4,4,100.0,46,0,0,2,2,0,3,3,1,17.0,10.8,TEN,4,K,BYE,,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,4,K,BYE,,2020
Brandon McManus,3,3,100.0,54,0,0,0,1,2,4,4,1,18.0,44.3,DEN,4,K,NYJ,False,2020
Jason Sanders,5,5,100.0,45,0,2,0,3,0,0,0,1,18.0,22.6,MIA,4,K,SEA,True,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,4,K,SEA,True,2020
Aldrick Rosas,4,5,80.0,50,0,1,2,0,1,1,1,1,15.0,1.8,FA,4,K,,,2020
Cody Parkey,2,2,100.0,44,0,0,1,1,0,5,5,1,12.0,0.4,FA,4,K,,,2020
Dan Bailey,1,2,50.0,31,0,0,1,0,0,4,4,1,7.0,0.0,FA,4,K,,,2020
Elliott Fry,1,1,100.0,23,0,1,0,0,0,1,2,1,4.0,2.4,FA,4,K,,,2020
Rodrigo Blankenship,4,4,100.0,44,0,1,2,1,0,1,1,1,14.0,4.1,IND,4,K,CHI,False,2020
