player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,6,K,WAS,False,2018
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,WAS,False,2018
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,6,K,WAS,False,2018
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,WAS,False,2018
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,6,K,TB,True,2018
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,TB,True,2018
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,TB,True,2018
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,6,K,SEA,True,2018
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,6,K,IND,True,2018
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,6,K,IND,True,2018
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,IND,True,2018
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,IND,True,2018
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,IND,True,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,6,K,PIT,True,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,ATL,False,2018
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,57.4,TB,6,K,ATL,False,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,ATL,False,2018
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,6,K,KC,True,2018
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,6,K,KC,True,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,6,K,JAC,True,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,JAC,True,2018
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.2,DAL,6,K,JAC,True,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,JAC,True,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,6,K,HOU,False,2018
Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,52.8,ARI,6,K,MIN,False,2018
Matt Prater,4,4,100.0,50,0,2,1,0,1,2,2,1,16.0,52.8,ARI,7,K,DEN,True,2018
Giorgio Tavecchio,3,3,100.0,56,0,0,0,1,2,2,2,1,16.0,1.0,TEN,7,K,LAC,False,2018
Randy Bullock,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,10.8,TEN,7,K,LAC,False,2018
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,7,K,LAC,False,2018
Dan Bailey,3,4,75.0,43,0,2,0,1,0,4,4,1,14.0,0.0,FA,7,K,,,2018
Chandler Catanzaro,2,3,66.7,59,0,0,1,0,1,2,3,1,10.0,0.0,FA,7,K,,,2018
Cody Parkey,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,0.4,FA,7,K,,,2018
Stephen Gostkowski,1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,0.1,FA,7,K,,,2018
Aldrick Rosas,2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,1.8,FA,7,K,,,2018
Phil Dawson,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,0.1,FA,7,K,,,2018
Adam Vinatieri,1,1,100.0,36,0,0,1,0,0,2,4,1,5.0,0.2,FA,7,K,,,2018
Stephen Hauschka,1,1,100.0,34,0,0,1,0,0,0,0,1,3.0,0.0,FA,7,K,,,2018
Josh Lambo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,3.2,FA,7,K,,,2018
Greg Zuerlein,3,3,100.0,37,0,0,3,0,0,4,4,1,13.0,74.2,DAL,7,K,WAS,False,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,7,K,WAS,False,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,WAS,False,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,WAS,False,2018
Ka'imi Fairbairn,2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,0.8,HOU,7,K,JAC,False,2018
Brandon McManus,1,1,100.0,41,0,0,0,1,0,6,6,1,10.0,44.3,DEN,7,K,ARI,False,2018
Harrison Butker,1,2,50.0,26,0,1,0,0,0,6,6,1,9.0,76.6,KC,7,K,CIN,True,2018
Michael Badgley,2,2,100.0,29,0,2,0,0,0,2,2,1,8.0,19.9,IND,7,K,BUF,True,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,7,K,BUF,True,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,7,K,BUF,True,2018
Dustin Hopkins,2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,14.5,LAC,7,K,TEN,True,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,7,K,TEN,True,2018
Ryan Succop,2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,57.4,TB,7,K,CLE,True,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,CLE,True,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,CLE,True,2018
Jason Myers,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,22.1,SEA,7,K,BYE,,2018
Robbie Gould,1,1,100.0,51,0,0,0,0,1,1,1,1,6.0,22.5,SF,7,K,LAR,True,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,LAR,True,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,LAR,True,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,LAR,True,2018
Brett Maher,1,2,50.0,47,0,0,0,1,0,2,2,1,6.0,1.9,NO,7,K,BAL,False,2018
Wil Lutz,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,3.3,NO,7,K,BAL,False,2018
Jake Elliott,1,2,50.0,46,0,0,0,1,0,2,2,1,6.0,22.5,PHI,7,K,CAR,True,2018
Justin Tucker,1,1,100.0,31,0,0,1,0,0,2,3,1,5.0,98.0,BAL,7,K,NO,True,2018
Greg Joseph,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,69.1,MIN,7,K,NYJ,False,2018
Jason Sanders,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,22.6,MIA,7,K,DET,True,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,7,K,DET,True,2018
Graham Gano,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,31.4,NYG,7,K,ATL,False,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,7,K,ATL,False,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,7,K,SF,False,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,7,K,SF,False,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,7,K,SF,False,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,7,K,SF,False,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,7,K,TB,False,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,7,K,TB,False,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,7,K,TB,False,2018
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,7,K,MIA,False,2018
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,7,K,MIA,False,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,7,K,HOU,True,2018
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,7,K,MIN,True,2018
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,7,K,MIN,True,2018
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,MIN,True,2018
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,MIN,True,2018
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,MIN,True,2018
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,7,K,PHI,False,2018
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,PHI,False,2018
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,7,K,PHI,False,2018
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,PHI,False,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,7,K,DAL,True,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,7,K,DAL,True,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,DAL,True,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,DAL,True,2018
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,7,K,NYG,True,2018
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,NYG,True,2018
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,NYG,True,2018
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,7,K,,,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,7,K,KC,False,2018
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,7,K,CHI,False,2018
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,7,K,CHI,False,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2018
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.0,PIT,7,K,BYE,,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,7,K,IND,False,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,7,K,BYE,,2018
Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.7,GB,7,K,BYE,,2018
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,7,K,NE,True,2018
Wil Lutz,3,3,100.0,52,0,0,0,2,1,3,3,1,16.0,3.3,NO,8,K,MIN,False,2018
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,8,K,MIN,False,2018
Josh Lambo,4,4,100.0,57,0,1,1,0,2,0,0,1,16.0,3.2,FA,8,K,,,2018
Stephen Gostkowski,4,5,80.0,40,0,2,1,1,0,1,1,1,14.0,0.1,FA,8,K,,,2018
Adam Vinatieri,2,2,100.0,26,0,2,0,0,0,4,4,1,10.0,0.2,FA,8,K,,,2018
Stephen Hauschka,2,2,100.0,51,0,0,0,1,1,0,0,1,9.0,0.0,FA,8,K,,,2018
Chandler Catanzaro,2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,0.0,FA,8,K,,,2018
Aldrick Rosas,2,2,100.0,37,0,1,1,0,0,1,1,1,7.0,1.8,FA,8,K,,,2018
Cody Parkey,1,2,50.0,32,0,0,1,0,0,3,3,1,6.0,0.4,FA,8,K,,,2018
Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,20.0,FA,8,K,,,2018
Phil Dawson,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,0.1,FA,8,K,,,2018
Dan Bailey,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,0.0,FA,8,K,,,2018
Graham Gano,3,3,100.0,54,0,0,1,1,1,3,3,1,15.0,31.4,NYG,8,K,WAS,True,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,8,K,WAS,True,2018
Jason Sanders,3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,22.6,MIA,8,K,HOU,False,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,8,K,HOU,False,2018
Mason Crosby,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,40.7,GB,8,K,LAR,False,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,8,K,LAR,False,2018
Dustin Hopkins,2,3,66.7,53,0,0,1,0,1,2,2,1,10.0,14.5,LAC,8,K,BYE,,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,8,K,BYE,,2018
Chris Boswell,1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,51.0,PIT,8,K,CLE,True,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,True,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,True,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,True,2018
Randy Bullock,1,1,100.0,44,0,0,0,1,0,4,5,1,8.0,10.8,TEN,8,K,BYE,,2018
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,8,K,BYE,,2018
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,8,K,BYE,,2018
Greg Zuerlein,2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,74.2,DAL,8,K,BYE,,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,8,K,BYE,,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,BYE,,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,BYE,,2018
Greg Joseph,2,3,66.7,45,0,0,1,1,0,0,1,1,7.0,69.1,MIN,8,K,NO,True,2018
Robbie Gould,2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,22.5,SF,8,K,ARI,False,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,ARI,False,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,ARI,False,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,ARI,False,2018
Harrison Butker,1,1,100.0,24,0,1,0,0,0,3,4,1,6.0,76.6,KC,8,K,DEN,True,2018
Jake Elliott,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,22.5,PHI,8,K,JAC,False,2018
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,0.8,HOU,8,K,MIA,True,2018
Brandon McManus,1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,44.3,DEN,8,K,KC,False,2018
Jason Myers,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,22.1,SEA,8,K,DET,False,2018
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,74.3,LV,8,K,IND,True,2018
Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,98.0,BAL,8,K,CAR,False,2018
Matt Prater,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,52.8,ARI,8,K,SF,True,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,8,K,GB,True,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,8,K,GB,True,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,8,K,GB,True,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,8,K,GB,True,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,8,K,PIT,False,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,8,K,PIT,False,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,8,K,PIT,False,2018
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,8,K,SEA,True,2018
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,8,K,SEA,True,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,8,K,PHI,True,2018
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,8,K,LV,False,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,8,K,LV,False,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,8,K,LV,False,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,8,K,NYG,False,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,8,K,NYG,False,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,NYG,False,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,NYG,False,2018
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,8,K,BAL,True,2018
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,BAL,True,2018
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,8,K,BAL,True,2018
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,BAL,True,2018
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,8,K,BYE,,2018
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,BYE,,2018
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,BYE,,2018
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,8,K,CHI,False,2018
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,8,K,CHI,False,2018
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CHI,False,2018
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CHI,False,2018
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CHI,False,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,8,K,TB,True,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,CIN,False,2018
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,8,K,CIN,False,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,CIN,False,2018
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,8,K,BUF,False,2018
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,8,K,BUF,False,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,8,K,NE,True,2018
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,8,K,NYJ,True,2018
Cody Parkey,2,2,100.0,45,0,1,0,1,0,5,5,1,12.0,0.4,FA,9,K,,,2018
Stephen Gostkowski,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,0.1,FA,9,K,,,2018
Dan Bailey,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,0.0,FA,9,K,,,2018
Sebastian Janikowski,1,2,50.0,44,0,0,0,1,0,2,2,1,6.0,20.0,FA,9,K,,,2018
Stephen Hauschka,1,1,100.0,41,0,0,0,1,0,0,0,1,4.0,0.0,FA,9,K,,,2018
Chandler Catanzaro,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.0,FA,9,K,,,2018
Caleb Sturgis,0,1,0.0,0,0,0,0,0,0,1,3,1,1.0,0.0,FA,9,K,,,2018
Greg Zuerlein,2,3,66.7,56,0,0,1,0,1,3,3,1,11.0,74.2,DAL,9,K,TEN,True,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,9,K,TEN,True,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,TEN,True,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,TEN,True,2018
Wil Lutz,1,1,100.0,54,0,0,0,0,1,6,6,1,11.0,3.3,NO,9,K,LAR,True,2018
Brett Maher,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,1.9,NO,9,K,LAR,True,2018
Robbie Gould,2,2,100.0,39,0,1,1,0,0,4,4,1,10.0,22.5,SF,9,K,LV,True,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,LV,True,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,LV,True,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,LV,True,2018
Justin Tucker,3,3,100.0,37,0,2,1,0,0,1,1,1,10.0,98.0,BAL,9,K,PIT,True,2018
Jason Myers,2,3,66.7,56,0,0,0,1,1,0,0,1,9.0,22.1,SEA,9,K,LAC,True,2018
Matt Prater,3,3,100.0,37,0,0,3,0,0,0,0,1,9.0,52.8,ARI,9,K,BYE,,2018
Ka'imi Fairbairn,2,2,100.0,46,0,0,1,1,0,1,2,1,8.0,0.8,HOU,9,K,DEN,False,2018
Jason Sanders,2,2,100.0,43,0,1,0,1,0,1,1,1,8.0,22.6,MIA,9,K,NYJ,True,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,9,K,NYJ,True,2018
Giorgio Tavecchio,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,1.0,TEN,9,K,DAL,False,2018
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,9,K,DAL,False,2018
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.8,TEN,9,K,DAL,False,2018
Harrison Butker,1,1,100.0,39,0,0,1,0,0,4,5,1,7.0,76.6,KC,9,K,CLE,False,2018
Graham Gano,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,31.4,NYG,9,K,BYE,,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,9,K,BYE,,2018
Brandon McManus,1,3,33.3,44,0,0,0,1,0,2,2,1,6.0,44.3,DEN,9,K,HOU,True,2018
Chris Boswell,1,1,100.0,29,0,1,0,0,0,2,3,1,5.0,51.0,PIT,9,K,BAL,False,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,BAL,False,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,BAL,False,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,BAL,False,2018
Greg Joseph,1,1,100.0,51,0,0,0,0,1,0,0,1,5.0,69.1,MIN,9,K,DET,True,2018
Mason Crosby,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,40.7,GB,9,K,NE,False,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,9,K,NE,False,2018
Ryan Succop,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,57.4,TB,9,K,CAR,False,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,CAR,False,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,CAR,False,2018
Daniel Carlson,1,2,50.0,37,0,0,1,0,0,0,0,1,3.0,74.3,LV,9,K,SF,False,2018
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,14.5,LAC,9,K,SEA,False,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,9,K,SEA,False,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,9,K,NO,False,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,9,K,NO,False,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,9,K,NO,False,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,9,K,NO,False,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,9,K,BYE,,2018
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,9,K,BYE,,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,9,K,BYE,,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,9,K,BYE,,2018
