rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
12.0,Dan Bailey,27.0,32.0,84.4,56.0,0.0,9.0,8.0,7.0,3.0,46.0,46.0,16.0,140.0,8.8,0.0,FA,K,2016
13.0,Cairo Santos,31.0,35.0,88.6,54.0,0.0,8.0,15.0,6.0,2.0,36.0,39.0,16.0,139.0,8.7,2.1,CHI,K,2016
14.0,Stephen Hauschka,33.0,37.0,89.2,53.0,0.0,11.0,13.0,8.0,1.0,29.0,35.0,16.0,138.0,8.6,0.0,FA,K,2016
15.0,Jason Myers,27.0,34.0,79.4,56.0,0.0,7.0,3.0,10.0,7.0,29.0,32.0,16.0,134.0,8.4,22.1,SEA,K,2016
16.0,Brandon McManus,29.0,34.0,85.3,55.0,0.0,9.0,10.0,7.0,3.0,32.0,33.0,16.0,132.0,8.3,44.3,DEN,K,2016
17.0,Mason Crosby,26.0,30.0,86.7,53.0,1.0,6.0,13.0,5.0,1.0,44.0,47.0,16.0,129.0,8.1,40.7,GB,K,2016
18.0,Josh Lambo,26.0,32.0,81.3,47.0,0.0,7.0,13.0,6.0,0.0,42.0,46.0,16.0,126.0,7.9,3.2,FA,K,2016
19.0,Ryan Succop,22.0,24.0,91.7,53.0,1.0,4.0,6.0,8.0,3.0,39.0,41.0,16.0,119.0,7.4,57.4,TB,K,2016
20.0,Chandler Catanzaro,21.0,28.0,75.0,60.0,1.0,5.0,6.0,6.0,3.0,43.0,47.0,16.0,118.0,7.4,0.0,FA,K,2016
21.0,Nick Folk,27.0,31.0,87.1,51.0,0.0,12.0,10.0,3.0,2.0,24.0,26.0,16.0,112.0,7.0,81.8,NE,K,2016
22.0,Chris Boswell,21.0,25.0,84.0,49.0,0.0,2.0,8.0,11.0,0.0,36.0,36.0,15.0,110.0,7.3,51.0,PIT,K,2016
23.0,Dan Carpenter,19.0,25.0,76.0,54.0,1.0,8.0,5.0,4.0,1.0,40.0,45.0,16.0,103.0,6.4,0.2,FA,K,2016
24.0,Roberto Aguayo,22.0,31.0,71.0,43.0,0.0,5.0,13.0,4.0,0.0,32.0,34.0,16.0,101.0,6.3,0.1,FA,K,2016
25.0,Mike Nugent,23.0,29.0,79.3,47.0,0.0,9.0,9.0,5.0,0.0,23.0,29.0,13.0,97.0,7.5,1.0,FA,K,2016
26.0,Phil Dawson,18.0,21.0,85.7,53.0,0.0,4.0,6.0,7.0,1.0,33.0,34.0,16.0,96.0,6.0,0.1,FA,K,2016
27.0,Andrew Franks,16.0,21.0,76.2,55.0,0.0,8.0,6.0,1.0,1.0,41.0,42.0,16.0,92.0,5.8,0.0,FA,K,2016
28.0,Connor Barth,18.0,23.0,78.3,54.0,0.0,7.0,7.0,3.0,1.0,31.0,32.0,16.0,90.0,5.6,0.0,FA,K,2016
29.0,Cody Parkey,20.0,25.0,80.0,51.0,0.0,6.0,6.0,7.0,1.0,20.0,21.0,14.0,89.0,6.4,0.4,FA,K,2016
30.0,Greg Zuerlein,19.0,22.0,86.4,54.0,0.0,5.0,9.0,3.0,2.0,23.0,23.0,16.0,87.0,5.4,74.2,DAL,K,2016
31.0,Kai Forbath,15.0,15.0,100.0,51.0,0.0,5.0,5.0,4.0,1.0,11.0,14.0,7.0,62.0,8.9,3.0,LAR,K,2016
32.0,Blair Walsh,12.0,16.0,75.0,50.0,1.0,1.0,5.0,4.0,1.0,15.0,19.0,9.0,57.0,6.3,0.1,FA,K,2016
33.0,Robbie Gould,10.0,10.0,100.0,47.0,0.0,3.0,3.0,4.0,0.0,20.0,23.0,10.0,54.0,5.4,22.5,SF,K,2016
34.0,Josh Brown,11.0,12.0,91.7,48.0,1.0,3.0,3.0,4.0,0.0,9.0,9.0,5.0,46.0,9.2,0.0,FA,K,2016
35.0,Randy Bullock,8.0,9.0,88.9,44.0,0.0,4.0,2.0,2.0,0.0,9.0,10.0,5.0,35.0,7.0,10.8,TEN,K,2016
36.0,Patrick Murray,1.0,2.0,50.0,35.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,6.0,3.0,1.0,FA,K,2016
37.0,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DET,K,2016
38.0,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,WAS,K,2016
39.0,Chris Blewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,CLE,K,2016
40.0,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,LAR,K,2016
41.0,Matthew Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,JAC,K,2016
42.0,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,IND,K,2016
43.0,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,HOU,K,2016
44.0,Jonathan Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,FA,K,2016
45.0,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,TEN,K,2016
46.0,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,PHI,K,2016
47.0,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,CAR,K,2016
48.0,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,KC,K,2016
49.0,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,ATL,K,2016
50.0,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,CLE,K,2016
51.0,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,MIA,K,2016
52.0,Eddy Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,NYJ,K,2016
53.0,Greg Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1,MIN,K,2016
54.0,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,LV,K,2016
55.0,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,BUF,K,2016
56.0,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2016
57.0,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,CIN,K,2016
58.0,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,DET,K,2016
59.0,Jose Borregales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2016
60.0,Quinn Nordin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,K,2016
61.0,Chris Naggar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DAL,K,2016
62.0,Brian Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,WAS,K,2016
63.0,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2016
64.0,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,IND,K,2016
65.0,Jake Verity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,K,2016
66.0,JJ Molson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2016
67.0,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2016
68.0,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,K,2016
69.0,Lirim Hajrullahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,CAR,K,2016
70.0,Austin MacGinnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,K,2016
71.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2016
72.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2016
73.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2016
74.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2016
75.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2016
76.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2016
77.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2016
78.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2016
79.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2016
80.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2016
81.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2016
82.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2016
83.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2016
84.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,33.3,MIA,K,2016
85.0,Jordan Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,FA,K,2016
86.0,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,LAC,K,2016
87.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2016
88.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2016
89.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2016
90.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2016
91.0,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,K,2016
