player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Brycen Hopkins,TE,1.0,22.0,33.0,0.0,5.0,5.0,5.0,0.9,4.1,15,2021,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,True
Zach Gentry,TE,1.0,37.0,76.0,0.0,3.0,3.0,3.0,1.7,4.6,15,2021,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,TEN,True
Pat Freiermuth,TE,1.0,22.0,45.0,0.0,18.0,18.0,18.0,3.7,16.8,15,2021,4.0,4.0,37.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,TEN,True
Brock Wright,TE,1.0,49.0,75.0,0.0,2.0,0.0,2.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ARI,True
Shane Zylstra,TE,1.0,29.0,45.0,0.0,3.0,3.0,3.0,1.6,5.5,15,2021,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ARI,True
Rashod Berry,TE,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ARI,True
Jared Cook,TE,1.0,39.0,63.0,0.0,13.0,8.0,13.0,6.4,16.4,16,2021,3.0,5.0,44.0,14.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,HOU,False
Stephen Anderson,TE,1.0,22.0,35.0,0.0,9.0,9.0,9.0,3.4,15.5,16,2021,2.0,2.0,34.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,HOU,False
Tre' McKitty,TE,1.0,15.0,24.0,0.0,7.0,7.0,7.0,1.2,8.0,16,2021,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,HOU,False
Marcedes Lewis,TE,1.0,25.0,42.0,0.0,12.0,8.0,12.0,0.2,0.8,16,2021,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CLE,True
Josiah Deguara,TE,1.0,33.0,56.0,0.0,9.0,6.0,9.0,0.5,1.5,16,2021,2.0,3.0,5.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CLE,True
Jimmy Graham,TE,1.0,21.0,28.0,0.0,10.0,10.0,10.0,9.0,42.9,16,2021,2.0,2.0,30.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,SEA,False
J.P. Holtz,TE,1.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,SEA,False
Cole Kmet,TE,1.0,71.0,96.0,0.0,7.0,6.0,7.0,4.9,6.9,16,2021,4.0,5.0,49.0,12.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,SEA,False
Patrick Scales,TE,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,SEA,False
Rob Gronkowski,TE,1.0,60.0,87.0,0.0,3.0,2.0,3.0,2.3,3.8,16,2021,1.0,2.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,False
Cameron Brate,TE,1.0,31.0,45.0,0.0,13.0,6.0,13.0,7.1,22.9,16,2021,2.0,4.0,11.0,5.5,7.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,CAR,False
O.J. Howard,TE,1.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,False
Kyle Rudolph,TE,1.0,17.0,22.0,0.0,6.0,0.0,6.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,PHI,False
Evan Engram,TE,1.0,59.0,78.0,0.0,8.0,7.0,8.0,7.7,13.1,16,2021,4.0,5.0,17.0,4.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,NYG,PHI,False
Chris Myarick,TE,1.0,10.0,13.0,0.0,20.0,10.0,20.0,0.6,6.0,16,2021,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,PHI,False
Zach Ertz,TE,1.0,63.0,97.0,0.0,21.0,13.0,21.0,5.4,8.6,16,2021,8.0,13.0,54.0,6.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,IND,True
Demetrius Harris,TE,1.0,21.0,32.0,0.0,5.0,5.0,5.0,0.3,1.4,16,2021,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,IND,True
Tyler Kroft,TE,1.0,50.0,86.0,0.0,10.0,6.0,10.0,2.9,5.8,16,2021,3.0,5.0,29.0,9.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,JAC,True
Trevon Wesco,TE,1.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,JAC,True
MyCole Pruitt,TE,1.0,27.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,SF,True
Geoff Swaim,TE,1.0,39.0,63.0,0.0,8.0,8.0,8.0,1.0,2.6,16,2021,3.0,3.0,10.0,3.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,SF,True
Anthony Firkser,TE,1.0,16.0,26.0,0.0,6.0,6.0,6.0,1.3,8.1,16,2021,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,SF,True
Briley Moore-McKinney,TE,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,SF,True
Blake Bell,TE,1.0,25.0,36.0,0.0,4.0,4.0,4.0,1.1,4.4,16,2021,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PIT,True
Noah Gray,TE,1.0,50.0,72.0,0.0,4.0,4.0,4.0,1.2,2.4,16,2021,2.0,2.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PIT,True
James Winchester,TE,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PIT,True
C.J. Uzomah,TE,1.0,49.0,64.0,0.0,14.0,10.0,14.0,3.6,7.3,16,2021,5.0,7.0,36.0,7.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,BAL,True
Drew Sample,TE,1.0,32.0,42.0,0.0,6.0,6.0,6.0,0.9,2.8,16,2021,2.0,2.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,BAL,True
Mitchell Wilcox,TE,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,BAL,True
James O'Shaughnessy,TE,1.0,42.0,58.0,0.0,10.0,10.0,10.0,4.9,11.7,16,2021,4.0,4.0,49.0,12.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,NYJ,False
Jacob Hollister,TE,1.0,36.0,49.0,0.0,6.0,6.0,6.0,2.0,5.6,16,2021,2.0,2.0,20.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,NYJ,False
Eric Tomlinson,TE,1.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,CIN,False
Mark Andrews,TE,1.0,47.0,80.0,0.0,21.0,17.0,21.0,18.5,39.4,16,2021,8.0,10.0,125.0,15.6,28.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,CIN,False
Hunter Henry,TE,1.0,55.0,86.0,0.0,11.0,2.0,11.0,0.9,1.6,16,2021,1.0,6.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,BUF,True
Jonnu Smith,TE,1.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,BUF,True
Austin Hooper,TE,1.0,37.0,54.0,0.0,14.0,8.0,14.0,2.6,7.0,16,2021,3.0,5.0,26.0,8.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,GB,False
David Njoku,TE,1.0,39.0,57.0,0.0,5.0,0.0,5.0,0.0,0.0,16,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,GB,False
Harrison Bryant,TE,1.0,19.0,28.0,0.0,5.0,5.0,5.0,6.1,32.1,16,2021,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,GB,False
Tyler Higbee,TE,1.0,64.0,91.0,0.0,9.0,8.0,9.0,4.1,6.4,16,2021,5.0,6.0,41.0,8.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,MIN,False
Nick Vannett,TE,1.0,41.0,79.0,0.0,2.0,0.0,2.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,MIA,True
Ethan Wolf,TE,1.0,12.0,23.0,0.0,17.0,17.0,17.0,0.8,6.7,16,2021,2.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,MIA,True
Gerald Everett,TE,1.0,47.0,84.0,0.0,11.0,9.0,11.0,12.8,27.2,16,2021,4.0,5.0,68.0,17.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,SEA,CHI,True
Colby Parkinson,TE,1.0,22.0,39.0,0.0,5.0,0.0,5.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,CHI,True
Jeremy Sprinkle,TE,1.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,True
Dalton Schultz,TE,1.0,55.0,75.0,0.0,16.0,15.0,16.0,14.2,25.8,16,2021,8.0,9.0,82.0,10.3,16.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,WAS,True
Sean McKeon,TE,1.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,True
George Kittle,TE,1.0,59.0,100.0,0.0,5.0,3.0,5.0,2.1,3.6,16,2021,2.0,3.0,21.0,10.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,TEN,False
Mo Alie-Cox,TE,1.0,63.0,90.0,0.0,6.0,3.0,6.0,4.2,6.7,16,2021,2.0,4.0,42.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,ARI,False
Kylen Granson,TE,1.0,32.0,46.0,0.0,3.0,3.0,3.0,0.6,1.9,16,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,ARI,False
Farrod Green,TE,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,ARI,False
Ricky Seals-Jones,TE,1.0,27.0,45.0,0.0,4.0,4.0,4.0,-0.4,-1.5,16,2021,1.0,1.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,False
John Bates,TE,1.0,45.0,75.0,0.0,7.0,4.0,7.0,10.5,23.3,16,2021,2.0,3.0,45.0,22.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,DAL,False
Sammis Reyes,TE,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,False
Pharaoh Brown,TE,1.0,46.0,68.0,0.0,7.0,4.0,7.0,1.0,2.2,16,2021,2.0,3.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,LAC,True
Jordan Akins,TE,1.0,1.0,1.0,0.0,100.0,0.0,100.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,LAC,True
Brevin Jordan,TE,1.0,32.0,47.0,0.0,13.0,13.0,13.0,5.6,17.5,16,2021,4.0,4.0,56.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,LAC,True
Dallas Goedert,TE,1.0,53.0,84.0,0.0,8.0,4.0,8.0,2.8,5.3,16,2021,2.0,4.0,28.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Tyree Jackson,TE,1.0,14.0,22.0,0.0,7.0,0.0,7.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Jack Stoll,TE,1.0,26.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,True
Mike Gesicki,TE,1.0,49.0,75.0,0.0,8.0,6.0,8.0,2.2,4.5,16,2021,3.0,4.0,22.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NO,False
Durham Smythe,TE,1.0,51.0,78.0,0.0,6.0,6.0,6.0,3.1,6.1,16,2021,3.0,3.0,31.0,10.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NO,False
Hayden Hurst,TE,1.0,22.0,48.0,0.0,9.0,9.0,9.0,8.1,36.8,16,2021,2.0,2.0,21.0,10.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,DET,True
Kyle Pitts,TE,1.0,36.0,78.0,0.0,17.0,17.0,17.0,10.2,28.3,16,2021,6.0,6.0,102.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,DET,True
Ian Thomas,TE,1.0,24.0,34.0,0.0,4.0,4.0,4.0,0.4,1.7,16,2021,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,True
Stephen Sullivan,TE,1.0,17.0,24.0,0.0,6.0,0.0,6.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,True
Giovanni Ricci,TE,1.0,6.0,9.0,0.0,17.0,0.0,17.0,0.0,0.0,16,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,True
Tommy Tremble,TE,1.0,41.0,59.0,0.0,5.0,5.0,5.0,2.2,5.4,16,2021,2.0,2.0,22.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,True
Noah Fant,TE,1.0,38.0,90.0,0.0,11.0,8.0,11.0,3.0,7.9,16,2021,3.0,4.0,30.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LV,False
Albert Okwuegbunam,TE,1.0,14.0,33.0,0.0,14.0,0.0,14.0,0.0,0.0,16,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LV,False
Tyler Conklin,TE,1.0,61.0,97.0,0.0,8.0,7.0,8.0,4.4,7.2,16,2021,4.0,5.0,44.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,LAR,True
Kevin Rader,TE,1.0,17.0,24.0,0.0,12.0,6.0,12.0,0.7,4.1,16,2021,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,KC,False
Zach Gentry,TE,1.0,49.0,68.0,0.0,8.0,8.0,8.0,3.1,6.3,16,2021,4.0,4.0,31.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,KC,False
Foster Moreau,TE,1.0,65.0,94.0,0.0,6.0,6.0,6.0,6.7,10.3,16,2021,4.0,4.0,67.0,16.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,DEN,True
Dawson Knox,TE,1.0,79.0,100.0,0.0,4.0,3.0,4.0,7.1,9.0,16,2021,2.0,3.0,11.0,5.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,BUF,NE,False
Reggie Gilliam,TE,1.0,,,,,,,0.0,,16,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,NE,False
Brock Wright,TE,1.0,49.0,73.0,0.0,6.0,6.0,6.0,0.4,0.8,16,2021,3.0,3.0,4.0,1.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ATL,False
Shane Zylstra,TE,1.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ATL,False
Rashod Berry,TE,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ATL,False
Jimmy Graham,TE,1.0,17.0,26.0,0.0,6.0,0.0,6.0,0.0,0.0,17,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NYG,True
Jesse James,TE,1.0,28.0,42.0,0.0,4.0,4.0,4.0,0.4,1.4,17,2021,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NYG,True
Cole Kmet,TE,1.0,53.0,80.0,0.0,9.0,6.0,9.0,2.5,4.7,17,2021,3.0,5.0,25.0,8.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NYG,True
Patrick Scales,TE,1.0,,,,,,,0.0,,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NYG,True
Rob Gronkowski,TE,1.0,70.0,95.0,0.0,14.0,10.0,14.0,11.5,16.4,17,2021,7.0,10.0,115.0,16.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NYJ,False
Cameron Brate,TE,1.0,21.0,28.0,0.0,14.0,10.0,14.0,6.5,31.0,17,2021,2.0,3.0,5.0,2.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,NYJ,False
Kyle Rudolph,TE,1.0,26.0,46.0,0.0,4.0,0.0,4.0,0.0,0.0,17,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,CHI,False
Evan Engram,TE,1.0,36.0,64.0,0.0,6.0,3.0,6.0,1.2,3.3,17,2021,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,CHI,False
Travis Kelce,TE,1.0,48.0,79.0,2.0,15.0,13.0,17.0,8.4,17.5,17,2021,5.0,7.0,25.0,5.0,8.0,0.0,1.0,1.0,-1.0,0.0,0.0,KC,CIN,False
Blake Bell,TE,1.0,24.0,39.0,4.0,13.0,17.0,17.0,3.7,15.4,17,2021,3.0,3.0,35.0,11.7,24.0,0.0,0.0,1.0,2.0,0.0,0.0,KC,CIN,False
Noah Gray,TE,1.0,10.0,16.0,0.0,10.0,10.0,10.0,0.6,6.0,17,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,CIN,False
Zach Ertz,TE,1.0,70.0,91.0,0.0,13.0,10.0,13.0,4.1,5.9,17,2021,7.0,9.0,41.0,5.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DAL,False
Darrell Daniels,TE,1.0,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DAL,False
Nick Boyle,TE,1.0,16.0,23.0,0.0,6.0,6.0,6.0,0.2,1.3,17,2021,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,LAR,True
Mark Andrews,TE,1.0,58.0,82.0,0.0,10.0,10.0,10.0,8.9,15.3,17,2021,6.0,6.0,89.0,14.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,LAR,True
Chris Manhertz,TE,1.0,16.0,34.0,0.0,6.0,0.0,6.0,0.0,0.0,17,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,NE,False
Luke Farrell,TE,1.0,34.0,72.0,0.0,6.0,3.0,6.0,0.7,2.1,17,2021,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,NE,False
C.J. Uzomah,TE,1.0,63.0,90.0,0.0,10.0,6.0,10.0,3.2,5.1,17,2021,4.0,6.0,32.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,KC,True
Drew Sample,TE,1.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,KC,True
Geoff Swaim,TE,1.0,57.0,90.0,0.0,5.0,5.0,5.0,6.9,12.1,17,2021,3.0,3.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,MIA,True
Anthony Firkser,TE,1.0,29.0,46.0,0.0,10.0,10.0,10.0,8.4,29.0,17,2021,3.0,3.0,24.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,MIA,True
Daniel Brown,TE,1.0,12.0,20.0,0.0,17.0,17.0,17.0,2.9,24.2,17,2021,2.0,2.0,29.0,14.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,TB,True
Kenny Yeboah,TE,1.0,37.0,61.0,0.0,5.0,5.0,5.0,3.6,9.7,17,2021,2.0,2.0,36.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,TB,True
Hunter Henry,TE,1.0,39.0,53.0,0.0,13.0,8.0,13.0,3.7,9.5,17,2021,3.0,5.0,37.0,12.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,JAC,True
Jonnu Smith,TE,1.0,42.0,57.0,2.0,2.0,5.0,5.0,2.5,6.0,17,2021,1.0,1.0,20.0,20.0,20.0,0.0,0.0,1.0,5.0,0.0,0.0,NE,JAC,True
Austin Hooper,TE,1.0,35.0,49.0,0.0,14.0,6.0,14.0,2.8,8.0,17,2021,2.0,5.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,PIT,False
David Njoku,TE,1.0,51.0,72.0,0.0,8.0,8.0,8.0,8.8,17.3,17,2021,4.0,4.0,28.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,PIT,False
Harrison Bryant,TE,1.0,19.0,27.0,0.0,5.0,5.0,5.0,6.1,32.1,17,2021,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,PIT,False
Tyler Higbee,TE,1.0,56.0,97.0,0.0,16.0,11.0,16.0,6.9,12.3,17,2021,6.0,9.0,69.0,11.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,BAL,False
Stephen Anderson,TE,1.0,52.0,78.0,0.0,2.0,2.0,2.0,0.8,1.5,17,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,DEN,True
Tre' McKitty,TE,1.0,35.0,52.0,0.0,9.0,9.0,9.0,2.2,6.3,17,2021,3.0,3.0,22.0,7.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,DEN,True
Gerald Everett,TE,1.0,51.0,71.0,0.0,10.0,6.0,10.0,3.6,7.1,17,2021,3.0,5.0,36.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,DET,True
Will Dissly,TE,1.0,28.0,39.0,0.0,4.0,4.0,4.0,0.8,2.9,17,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,DET,True
Colby Parkinson,TE,1.0,20.0,28.0,0.0,5.0,5.0,5.0,1.2,6.0,17,2021,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,DET,True
George Kittle,TE,1.0,59.0,95.0,2.0,3.0,3.0,5.0,3.5,5.9,17,2021,1.0,2.0,29.0,29.0,29.0,0.0,0.0,1.0,6.0,0.0,0.0,SF,HOU,True
Charlie Woerner,TE,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,HOU,True
Mo Alie-Cox,TE,1.0,33.0,57.0,0.0,15.0,9.0,15.0,2.8,8.5,17,2021,3.0,5.0,28.0,9.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,LV,True
Eric Saubert,TE,1.0,19.0,32.0,0.0,5.0,0.0,5.0,0.0,0.0,17,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAC,False
Noah Fant,TE,1.0,53.0,90.0,0.0,13.0,11.0,13.0,15.2,28.7,17,2021,6.0,7.0,92.0,15.3,35.0,0.0,1.0,0.0,0.0,0.0,0.0,DEN,LAC,False
Albert Okwuegbunam,TE,1.0,30.0,51.0,0.0,7.0,7.0,7.0,0.5,1.7,17,2021,2.0,2.0,5.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAC,False
Ricky Seals-Jones,TE,1.0,13.0,21.0,0.0,15.0,8.0,15.0,0.8,6.2,17,2021,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,True
John Bates,TE,1.0,58.0,92.0,0.0,7.0,5.0,7.0,3.5,6.0,17,2021,3.0,4.0,35.0,11.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,True
Sammis Reyes,TE,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,True
Pharaoh Brown,TE,1.0,42.0,63.0,0.0,2.0,2.0,2.0,0.9,2.1,17,2021,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,SF,False
Brevin Jordan,TE,1.0,35.0,52.0,0.0,3.0,3.0,3.0,0.9,2.6,17,2021,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,SF,False
Dallas Goedert,TE,1.0,57.0,93.0,0.0,12.0,11.0,12.0,7.1,12.5,17,2021,6.0,7.0,71.0,11.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,WAS,False
Mike Gesicki,TE,1.0,47.0,76.0,0.0,15.0,11.0,17.0,5.1,10.9,17,2021,4.0,7.0,51.0,12.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,TEN,False
Durham Smythe,TE,1.0,41.0,66.0,0.0,7.0,7.0,7.0,3.7,9.0,17,2021,3.0,3.0,37.0,12.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,TEN,False
