player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,opponent,home
Gary Brightwell,RB,NYG,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Jordan Howard,RB,PHI,1.0,13.0,17.0,77.0,0.0,77.0,77.0,6.3,48.5,11,2021,10.0,63.0,6.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Boston Scott,RB,PHI,1.0,29.0,37.0,21.0,7.0,28.0,28.0,1.8,6.2,11,2021,6.0,16.0,2.7,5.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,NO,True
Miles Sanders,RB,PHI,1.0,36.0,46.0,44.0,3.0,44.0,47.0,7.4,20.6,11,2021,16.0,94.0,5.9,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,NO,True
Kenyan Drake,RB,LV,1.0,15.0,32.0,33.0,13.0,40.0,47.0,2.9,19.3,11,2021,5.0,23.0,4.6,7.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,CIN,True
Peyton Barber,RB,LV,1.0,1.0,2.0,100.0,0.0,100.0,100.0,0.3,30.0,11,2021,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Josh Jacobs,RB,LV,1.0,31.0,66.0,29.0,23.0,45.0,52.0,6.1,19.7,11,2021,9.0,37.0,4.1,18.0,0.0,0.0,5.0,7.0,24.0,4.8,0.0,0.0,CIN,True
C.J. Ham,RB,MIN,1.0,23.0,33.0,4.0,0.0,4.0,4.0,0.0,0.0,11,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Dalvin Cook,RB,MIN,1.0,53.0,76.0,42.0,8.0,47.0,49.0,19.5,36.8,11,2021,22.0,86.0,3.9,13.0,0.0,1.0,3.0,4.0,29.0,9.7,0.0,0.0,GB,True
Alexander Mattison,RB,MIN,1.0,12.0,17.0,25.0,8.0,25.0,33.0,0.5,4.2,11,2021,3.0,5.0,1.7,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,True
Kene Nwangwu,RB,MIN,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Wayne Gallman Jr.,RB,MIN,1.0,,,,,,,-0.3,,11,2021,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
J.D. McKissic,RB,WAS,1.0,31.0,46.0,23.0,6.0,26.0,29.0,5.0,16.1,11,2021,7.0,46.0,6.6,15.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,CAR,False
Antonio Gibson,RB,WAS,1.0,33.0,49.0,58.0,0.0,58.0,58.0,7.5,22.7,11,2021,19.0,95.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CAR,False
Jaret Patterson,RB,WAS,1.0,13.0,19.0,54.0,0.0,54.0,54.0,2.3,17.7,11,2021,7.0,23.0,3.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Alex Armah Jr.,RB,WAS,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Joe Mixon,RB,CIN,1.0,53.0,72.0,57.0,0.0,57.0,57.0,24.3,45.8,11,2021,30.0,123.0,4.1,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Samaje Perine,RB,CIN,1.0,11.0,15.0,18.0,27.0,45.0,45.0,2.1,19.1,11,2021,2.0,3.0,1.5,2.0,0.0,0.0,3.0,3.0,18.0,6.0,0.0,0.0,LV,False
Chris Evans,RB,CIN,1.0,10.0,14.0,0.0,10.0,10.0,10.0,0.7,7.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,LV,False
Jamaal Williams,RB,DET,1.0,13.0,27.0,54.0,0.0,54.0,54.0,1.1,8.5,11,2021,7.0,11.0,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Godwin Igwebuike,RB,DET,1.0,1.0,2.0,0.0,100.0,100.0,100.0,-0.4,-40.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,-4.0,0.0,0.0,CLE,False
D'Andre Swift,RB,DET,1.0,35.0,73.0,40.0,11.0,49.0,51.0,19.6,56.0,11,2021,14.0,136.0,9.7,57.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,CLE,False
Jason Cabinda,RB,DET,1.0,,,,,,,0.0,,11,2021,2.0,21.0,10.5,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,False
James Conner,RB,ARI,1.0,68.0,82.0,31.0,9.0,38.0,40.0,15.9,23.4,11,2021,21.0,62.0,3.0,8.0,0.0,1.0,5.0,6.0,37.0,7.4,0.0,0.0,SEA,False
Eno Benjamin,RB,ARI,1.0,18.0,22.0,33.0,6.0,39.0,39.0,2.0,11.1,11,2021,6.0,15.0,2.5,5.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,SEA,False
Austin Ekeler,RB,LAC,1.0,53.0,70.0,21.0,13.0,32.0,34.0,35.5,67.0,11,2021,11.0,50.0,4.5,12.0,0.0,2.0,6.0,7.0,65.0,10.8,2.0,0.0,PIT,True
Justin Jackson,RB,LAC,1.0,5.0,7.0,20.0,20.0,20.0,40.0,0.2,4.0,11,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,True
Larry Rountree III,RB,LAC,1.0,19.0,25.0,11.0,0.0,11.0,11.0,0.5,2.6,11,2021,2.0,5.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Matt Breida,RB,BUF,1.0,18.0,32.0,28.0,11.0,33.0,39.0,6.7,37.2,11,2021,5.0,51.0,10.2,28.0,0.0,0.0,1.0,2.0,16.0,16.0,0.0,0.0,IND,True
Devin Singletary,RB,BUF,1.0,21.0,38.0,14.0,19.0,29.0,33.0,4.3,20.5,11,2021,3.0,17.0,5.7,9.0,0.0,0.0,3.0,4.0,26.0,8.7,0.0,0.0,IND,True
Zack Moss,RB,BUF,1.0,16.0,29.0,19.0,6.0,19.0,25.0,0.5,3.1,11,2021,3.0,5.0,1.7,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,True
Reggie Gilliam,RB,BUF,1.0,7.0,13.0,0.0,14.0,14.0,14.0,0.7,10.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,IND,True
Nick Chubb,RB,CLE,1.0,42.0,57.0,52.0,5.0,57.0,57.0,20.4,48.6,11,2021,22.0,130.0,5.9,15.0,0.0,0.0,2.0,2.0,14.0,7.0,1.0,0.0,DET,True
D'Ernest Johnson,RB,CLE,1.0,26.0,35.0,19.0,0.0,19.0,19.0,2.6,10.0,11,2021,5.0,26.0,5.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Demetric Felton,RB,CLE,1.0,12.0,16.0,25.0,0.0,25.0,25.0,0.2,1.7,11,2021,3.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Kalen Ballage,RB,PIT,1.0,9.0,13.0,11.0,11.0,11.0,22.0,0.3,3.3,11,2021,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,False
Benny Snell Jr.,RB,PIT,1.0,8.0,12.0,25.0,0.0,25.0,25.0,0.7,8.8,11,2021,2.0,7.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Najee Harris,RB,PIT,1.0,52.0,75.0,23.0,12.0,33.0,35.0,11.9,22.9,11,2021,12.0,39.0,3.3,12.0,0.0,1.0,5.0,6.0,20.0,4.0,0.0,0.0,LAC,False
Anthony McFarland Jr.,RB,PIT,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Nyheim Hines,RB,IND,1.0,13.0,19.0,31.0,0.0,31.0,31.0,3.1,23.8,11,2021,4.0,31.0,7.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Jonathan Taylor,RB,IND,1.0,57.0,83.0,56.0,5.0,61.0,61.0,50.4,88.4,11,2021,32.0,185.0,5.8,40.0,0.0,4.0,3.0,3.0,19.0,6.3,1.0,0.0,BUF,False
Deon Jackson,RB,IND,1.0,7.0,10.0,86.0,0.0,86.0,86.0,1.2,17.1,11,2021,6.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Darrel Williams,RB,KC,1.0,36.0,53.0,14.0,8.0,17.0,22.0,2.6,7.2,11,2021,5.0,15.0,3.0,10.0,0.0,0.0,1.0,3.0,11.0,11.0,0.0,0.0,DAL,True
Clyde Edwards-Helaire,RB,KC,1.0,32.0,47.0,38.0,6.0,44.0,44.0,13.6,42.5,11,2021,12.0,63.0,5.3,14.0,0.0,1.0,2.0,2.0,13.0,6.5,0.0,0.0,DAL,True
Jerick McKinnon,RB,KC,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
David Montgomery,RB,CHI,1.0,56.0,95.0,25.0,2.0,27.0,27.0,6.7,12.0,11,2021,14.0,58.0,4.1,11.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,BAL,True
Khalil Herbert,RB,CHI,1.0,7.0,12.0,14.0,0.0,14.0,14.0,0.0,0.0,11,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Ryan Nall,RB,CHI,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
AJ Dillon,RB,GB,1.0,44.0,75.0,25.0,14.0,39.0,39.0,9.7,22.0,11,2021,11.0,53.0,4.8,11.0,0.0,0.0,6.0,6.0,44.0,7.3,0.0,0.0,MIN,False
Patrick Taylor Jr.,RB,GB,1.0,15.0,25.0,27.0,0.0,27.0,27.0,1.1,7.3,11,2021,4.0,11.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Brandon Bolden,RB,NE,1.0,19.0,32.0,0.0,21.0,21.0,21.0,5.4,28.4,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,54.0,13.5,0.0,0.0,TEN,True
Damien Harris,RB,NE,1.0,22.0,37.0,50.0,5.0,55.0,55.0,11.2,50.9,12,2021,11.0,40.0,3.6,14.0,0.0,1.0,1.0,1.0,12.0,12.0,0.0,0.0,TEN,True
Rhamondre Stevenson,RB,NE,1.0,20.0,34.0,45.0,5.0,45.0,50.0,4.6,23.0,12,2021,9.0,46.0,5.1,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,True
Cordarrelle Patterson,RB,ATL,1.0,29.0,48.0,55.0,10.0,62.0,66.0,25.5,87.9,12,2021,16.0,108.0,6.8,27.0,0.0,2.0,2.0,3.0,27.0,13.5,0.0,0.0,JAC,False
Keith Smith,RB,ATL,1.0,13.0,22.0,0.0,15.0,15.0,15.0,1.6,12.3,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,JAC,False
Mike Davis,RB,ATL,1.0,30.0,50.0,17.0,13.0,27.0,30.0,4.1,13.7,12,2021,5.0,16.0,3.2,6.0,0.0,0.0,3.0,4.0,25.0,8.3,0.0,0.0,JAC,False
Wayne Gallman Jr.,RB,ATL,1.0,5.0,8.0,80.0,0.0,80.0,80.0,1.9,38.0,12,2021,,,,,,,,,,,,,JAC,False
Rex Burkhead,RB,HOU,1.0,35.0,61.0,34.0,9.0,43.0,43.0,5.4,15.4,12,2021,12.0,27.0,2.3,10.0,0.0,0.0,3.0,3.0,27.0,9.0,0.0,0.0,NYJ,True
David Johnson,RB,HOU,1.0,22.0,39.0,45.0,14.0,55.0,59.0,5.5,25.0,12,2021,10.0,39.0,3.9,7.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,NYJ,True
Kyle Juszczyk,RB,SF,1.0,44.0,63.0,0.0,5.0,5.0,5.0,3.7,8.4,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,37.0,18.5,0.0,0.0,MIN,True
Jeff Wilson Jr.,RB,SF,1.0,10.0,14.0,20.0,10.0,30.0,30.0,0.7,7.0,12,2021,2.0,5.0,2.5,4.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,MIN,True
Elijah Mitchell,RB,SF,1.0,49.0,70.0,55.0,12.0,65.0,67.0,22.8,46.5,12,2021,27.0,133.0,4.9,15.0,0.0,1.0,5.0,6.0,35.0,7.0,0.0,0.0,MIN,True
Latavius Murray,RB,BAL,1.0,36.0,44.0,22.0,0.0,22.0,22.0,1.4,3.9,12,2021,8.0,14.0,1.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Devonta Freeman,RB,BAL,1.0,40.0,49.0,40.0,3.0,43.0,43.0,6.0,15.0,12,2021,16.0,52.0,3.3,8.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,CLE,True
Patrick Ricard,RB,BAL,1.0,60.0,74.0,0.0,3.0,2.0,3.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,CLE,True
Ty'Son Williams,RB,BAL,1.0,2.0,2.0,50.0,50.0,50.0,100.0,0.1,5.0,12,2021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,True
Carlos Hyde,RB,JAC,1.0,32.0,44.0,19.0,3.0,19.0,22.0,1.6,5.0,12,2021,6.0,16.0,2.7,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,True
Dare Ogunbowale,RB,JAC,1.0,1.0,1.0,0.0,100.0,0.0,100.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,True
James Robinson,RB,JAC,1.0,38.0,52.0,45.0,11.0,53.0,55.0,9.5,25.0,12,2021,17.0,86.0,5.1,12.0,0.0,0.0,3.0,4.0,29.0,9.7,0.0,1.0,ATL,True
Melvin Gordon III,RB,DEN,1.0,26.0,42.0,65.0,8.0,69.0,73.0,8.8,33.8,12,2021,17.0,83.0,4.9,16.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,LAC,True
Javonte Williams,RB,DEN,1.0,36.0,58.0,39.0,11.0,47.0,50.0,17.1,47.5,12,2021,14.0,54.0,3.9,12.0,0.0,1.0,3.0,4.0,57.0,19.0,0.0,0.0,LAC,True
Ameer Abdullah,RB,CAR,1.0,27.0,49.0,7.0,22.0,15.0,30.0,2.4,8.9,12,2021,2.0,4.0,2.0,5.0,0.0,0.0,2.0,6.0,20.0,10.0,0.0,0.0,MIA,False
Christian McCaffrey,RB,CAR,1.0,20.0,36.0,50.0,5.0,50.0,55.0,3.5,17.5,12,2021,10.0,35.0,3.5,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,False
Chuba Hubbard,RB,CAR,1.0,11.0,20.0,18.0,9.0,18.0,27.0,0.6,5.5,12,2021,2.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,False
Giovanni Ricci,RB,CAR,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Darius Bradwell,RB,CAR,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,False
Tevin Coleman,RB,NYJ,1.0,30.0,45.0,53.0,10.0,60.0,63.0,7.0,23.3,12,2021,16.0,67.0,4.2,19.0,0.0,0.0,2.0,3.0,3.0,1.5,0.0,0.0,HOU,False
Ty Johnson,RB,NYJ,1.0,23.0,34.0,26.0,4.0,26.0,30.0,4.2,18.3,12,2021,6.0,42.0,7.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
Austin Walter,RB,NYJ,1.0,16.0,24.0,56.0,6.0,56.0,63.0,9.8,61.3,12,2021,9.0,38.0,4.2,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
Trevon Wesco,RB,NYJ,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Ty Montgomery,RB,NO,1.0,29.0,51.0,21.0,24.0,38.0,45.0,4.5,15.5,12,2021,6.0,14.0,2.3,8.0,0.0,0.0,5.0,7.0,31.0,6.2,0.0,0.0,BUF,True
Tony Jones Jr.,RB,NO,1.0,21.0,37.0,76.0,0.0,76.0,76.0,2.7,12.9,12,2021,16.0,27.0,1.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Adam Prentice,RB,NO,1.0,15.0,26.0,0.0,7.0,7.0,7.0,1.0,6.7,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,BUF,True
Dwayne Washington,RB,NO,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Ezekiel Elliott,RB,DAL,1.0,47.0,64.0,19.0,17.0,32.0,36.0,10.9,23.2,12,2021,9.0,25.0,2.8,8.0,0.0,1.0,6.0,8.0,24.0,4.0,0.0,0.0,LV,True
Tony Pollard,RB,DAL,1.0,31.0,42.0,32.0,13.0,45.0,45.0,12.8,41.3,12,2021,10.0,36.0,3.6,12.0,0.0,0.0,4.0,4.0,32.0,8.0,0.0,0.0,LV,True
Alex Collins,RB,SEA,1.0,19.0,40.0,37.0,5.0,42.0,42.0,0.7,3.7,12,2021,7.0,14.0,2.0,7.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,1.0,WAS,False
DeeJay Dallas,RB,SEA,1.0,28.0,60.0,11.0,18.0,29.0,29.0,3.1,11.1,12,2021,3.0,4.0,1.3,3.0,0.0,0.0,5.0,5.0,27.0,5.4,0.0,0.0,WAS,False
Nick Bellore,RB,SEA,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Devontae Booker,RB,NYG,1.0,10.0,17.0,30.0,10.0,40.0,40.0,2.7,27.0,12,2021,3.0,10.0,3.3,6.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,PHI,True
Elijhaa Penny,RB,NYG,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Saquon Barkley,RB,NYG,1.0,52.0,87.0,25.0,10.0,33.0,35.0,5.3,10.2,12,2021,13.0,40.0,3.1,32.0,0.0,0.0,4.0,5.0,13.0,3.3,0.0,0.0,PHI,True
Gary Brightwell,RB,NYG,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Kenyan Drake,RB,LV,1.0,16.0,18.0,44.0,13.0,56.0,56.0,3.0,18.8,12,2021,7.0,25.0,3.6,4.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,DAL,False
Josh Jacobs,RB,LV,1.0,57.0,66.0,39.0,7.0,42.0,46.0,17.2,30.2,12,2021,22.0,87.0,4.0,21.0,0.0,1.0,2.0,4.0,25.0,12.5,0.0,0.0,DAL,False
Derek Watt,RB,PIT,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Kalen Ballage,RB,PIT,1.0,8.0,13.0,38.0,25.0,50.0,63.0,2.7,33.8,12,2021,3.0,21.0,7.0,13.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,CIN,False
Benny Snell Jr.,RB,PIT,1.0,7.0,11.0,29.0,0.0,29.0,29.0,0.5,7.1,12,2021,2.0,5.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Najee Harris,RB,PIT,1.0,36.0,58.0,22.0,14.0,31.0,36.0,3.7,10.3,12,2021,8.0,23.0,2.9,5.0,0.0,0.0,3.0,5.0,14.0,4.7,0.0,0.0,CIN,False
Anthony McFarland Jr.,RB,PIT,1.0,12.0,19.0,17.0,8.0,25.0,25.0,1.3,10.8,12,2021,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,CIN,False
C.J. Ham,RB,MIN,1.0,20.0,36.0,0.0,5.0,5.0,5.0,1.6,8.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,SF,False
Dalvin Cook,RB,MIN,1.0,29.0,53.0,34.0,24.0,55.0,59.0,8.3,28.6,12,2021,10.0,39.0,3.9,30.0,0.0,0.0,6.0,7.0,64.0,10.7,0.0,1.0,SF,False
Alexander Mattison,RB,MIN,1.0,22.0,40.0,32.0,14.0,41.0,45.0,8.8,40.0,12,2021,7.0,21.0,3.0,7.0,0.0,1.0,2.0,3.0,7.0,3.5,0.0,0.0,SF,False
Kene Nwangwu,RB,MIN,1.0,2.0,4.0,50.0,0.0,50.0,50.0,6.7,335.0,12,2021,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Wayne Gallman Jr.,RB,MIN,1.0,,,,,,,1.9,,12,2021,4.0,19.0,4.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
J.D. McKissic,RB,WAS,1.0,33.0,39.0,21.0,15.0,36.0,36.0,17.6,53.3,12,2021,7.0,30.0,4.3,10.0,0.0,1.0,5.0,5.0,26.0,5.2,1.0,0.0,SEA,True
Antonio Gibson,RB,WAS,1.0,57.0,68.0,51.0,12.0,63.0,63.0,16.6,29.1,12,2021,29.0,111.0,3.8,17.0,0.0,0.0,7.0,7.0,35.0,5.0,0.0,0.0,SEA,True
Jaret Patterson,RB,WAS,1.0,3.0,4.0,33.0,0.0,33.0,33.0,0.0,0.0,12,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Leonard Fournette,RB,TB,1.0,54.0,81.0,31.0,15.0,44.0,46.0,37.1,68.7,12,2021,17.0,100.0,5.9,28.0,0.0,3.0,7.0,8.0,31.0,4.4,1.0,0.0,IND,False
Ronald Jones II,RB,TB,1.0,12.0,18.0,58.0,0.0,58.0,58.0,9.7,80.8,12,2021,7.0,37.0,5.3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
D'Onta Foreman,RB,TEN,1.0,31.0,49.0,61.0,3.0,65.0,65.0,9.2,29.7,12,2021,19.0,109.0,5.7,30.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,NE,False
Dontrell Hilliard,RB,TEN,1.0,32.0,51.0,38.0,6.0,41.0,44.0,17.3,54.1,12,2021,12.0,131.0,10.9,68.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,NE,False
Khari Blasingame,RB,TEN,1.0,5.0,8.0,60.0,0.0,60.0,60.0,-1.4,-28.0,12,2021,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NE,False
Tory Carter,RB,TEN,1.0,20.0,32.0,0.0,5.0,0.0,5.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NE,False
Joe Mixon,RB,CIN,1.0,49.0,72.0,57.0,8.0,65.0,65.0,28.3,57.8,12,2021,28.0,165.0,5.9,32.0,0.0,2.0,4.0,4.0,-2.0,-0.5,0.0,0.0,PIT,True
Samaje Perine,RB,CIN,1.0,10.0,15.0,30.0,10.0,40.0,40.0,1.5,15.0,12,2021,3.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,PIT,True
Chris Evans,RB,CIN,1.0,9.0,13.0,56.0,11.0,67.0,67.0,2.8,31.1,12,2021,5.0,23.0,4.6,13.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,PIT,True
Jamaal Williams,RB,DET,1.0,31.0,63.0,48.0,16.0,65.0,65.0,8.3,26.8,12,2021,15.0,65.0,4.3,19.0,0.0,0.0,5.0,5.0,18.0,3.6,0.0,0.0,CHI,True
Godwin Igwebuike,RB,DET,1.0,4.0,8.0,25.0,25.0,25.0,50.0,1.1,27.5,12,2021,1.0,11.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,True
D'Andre Swift,RB,DET,1.0,10.0,20.0,30.0,30.0,60.0,60.0,0.9,9.0,12,2021,3.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,9.0,3.0,0.0,0.0,CHI,True
Jermar Jefferson,RB,DET,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Jason Cabinda,RB,DET,1.0,,,,,,,0.0,,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Kareem Hunt,RB,CLE,1.0,23.0,38.0,30.0,4.0,30.0,35.0,2.0,8.7,12,2021,7.0,20.0,2.9,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,False
Nick Chubb,RB,CLE,1.0,30.0,50.0,27.0,13.0,33.0,40.0,3.9,13.0,12,2021,8.0,16.0,2.0,5.0,0.0,0.0,2.0,4.0,23.0,11.5,0.0,0.0,BAL,False
Demetric Felton,RB,CLE,1.0,1.0,2.0,0.0,100.0,0.0,100.0,0.0,0.0,12,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,False
Austin Ekeler,RB,LAC,1.0,48.0,68.0,25.0,17.0,38.0,42.0,15.9,33.1,12,2021,12.0,31.0,2.6,6.0,0.0,0.0,6.0,8.0,68.0,11.3,1.0,0.0,DEN,False
Joshua Kelley,RB,LAC,1.0,16.0,23.0,6.0,19.0,19.0,25.0,2.0,12.5,12,2021,1.0,5.0,5.0,5.0,0.0,0.0,2.0,3.0,15.0,7.5,0.0,0.0,DEN,False
Darius Bradwell,RB,LAC,1.0,7.0,10.0,0.0,14.0,0.0,14.0,0.0,0.0,12,2021,,,,,,,,,,,,,DEN,False
