player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,opponent,home
Leonard Fournette,RB,TB,1.0,31.0,65.0,35.0,29.0,61.0,65.0,9.2,29.7,10,2021,11.0,47.0,4.3,8.0,0.0,0.0,8.0,9.0,45.0,5.6,0.0,0.0,WAS,False
Le'Veon Bell,RB,BAL,1.0,31.0,42.0,10.0,0.0,10.0,10.0,0.1,0.3,10,2021,,,,,,,,,,,,,MIA,False
Devonta Freeman,RB,BAL,1.0,42.0,58.0,24.0,10.0,31.0,33.0,5.8,13.8,10,2021,10.0,35.0,3.5,12.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,MIA,False
Kyle Juszczyk,RB,SF,1.0,40.0,59.0,0.0,3.0,3.0,3.0,0.6,1.5,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,LAR,True
Jeff Wilson Jr.,RB,SF,1.0,22.0,32.0,45.0,0.0,45.0,45.0,2.8,12.7,10,2021,10.0,28.0,2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Elijah Mitchell,RB,SF,1.0,36.0,53.0,75.0,0.0,75.0,75.0,9.1,25.3,10,2021,27.0,91.0,3.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Trenton Cannon,RB,SF,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Trey Sermon,RB,SF,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Carlos Hyde,RB,JAC,1.0,18.0,27.0,11.0,11.0,17.0,22.0,0.4,2.2,10,2021,2.0,4.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,IND,False
James Robinson,RB,JAC,1.0,39.0,59.0,31.0,13.0,41.0,44.0,14.4,36.9,10,2021,12.0,57.0,4.8,18.0,0.0,1.0,4.0,5.0,27.0,6.8,0.0,0.0,IND,False
Jerick McKinnon,RB,KC,1.0,20.0,26.0,15.0,15.0,20.0,30.0,3.2,16.0,10,2021,3.0,26.0,8.7,18.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,LV,False
Darrel Williams,RB,KC,1.0,45.0,59.0,24.0,20.0,44.0,44.0,20.4,45.3,10,2021,11.0,43.0,3.9,21.0,0.0,0.0,9.0,9.0,101.0,11.2,1.0,0.0,LV,False
Derrick Gore,RB,KC,1.0,11.0,14.0,55.0,0.0,55.0,55.0,1.9,17.3,10,2021,6.0,19.0,3.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Melvin Gordon III,RB,DEN,1.0,25.0,43.0,36.0,16.0,40.0,52.0,8.3,33.2,10,2021,9.0,45.0,5.0,15.0,0.0,1.0,1.0,4.0,-2.0,-2.0,0.0,1.0,PHI,True
Javonte Williams,RB,DEN,1.0,33.0,57.0,24.0,9.0,30.0,33.0,4.9,14.8,10,2021,8.0,48.0,6.0,20.0,0.0,0.0,2.0,3.0,1.0,0.5,0.0,0.0,PHI,True
Ameer Abdullah,RB,CAR,1.0,16.0,21.0,56.0,25.0,81.0,81.0,5.1,31.9,10,2021,9.0,24.0,2.7,15.0,0.0,0.0,4.0,4.0,27.0,6.8,0.0,0.0,ARI,False
Christian McCaffrey,RB,CAR,1.0,44.0,59.0,30.0,23.0,52.0,52.0,16.1,36.6,10,2021,13.0,95.0,7.3,15.0,0.0,0.0,10.0,10.0,66.0,6.6,0.0,0.0,ARI,False
Chuba Hubbard,RB,CAR,1.0,16.0,21.0,56.0,0.0,56.0,56.0,8.7,54.4,10,2021,9.0,27.0,3.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Giovanni Ricci,RB,CAR,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Tevin Coleman,RB,NYJ,1.0,17.0,22.0,24.0,18.0,35.0,41.0,3.3,19.4,10,2021,4.0,29.0,7.3,15.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,BUF,True
Ty Johnson,RB,NYJ,1.0,25.0,32.0,8.0,32.0,28.0,40.0,3.8,15.2,10,2021,2.0,2.0,1.0,2.0,0.0,0.0,5.0,8.0,36.0,7.2,0.0,0.0,BUF,True
Michael Carter,RB,NYJ,1.0,40.0,52.0,40.0,15.0,50.0,55.0,14.2,35.5,10,2021,16.0,39.0,2.4,8.0,0.0,1.0,4.0,6.0,43.0,10.8,0.0,0.0,BUF,True
Trevon Wesco,RB,NYJ,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Ezekiel Elliott,RB,DAL,1.0,38.0,49.0,37.0,8.0,47.0,47.0,17.8,46.8,10,2021,14.0,41.0,2.9,9.0,0.0,2.0,3.0,3.0,15.0,5.0,0.0,1.0,ATL,True
Corey Clement,RB,DAL,1.0,13.0,17.0,46.0,8.0,54.0,54.0,2.5,19.2,10,2021,6.0,20.0,3.3,6.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,ATL,True
Tony Pollard,RB,DAL,1.0,32.0,42.0,34.0,22.0,53.0,56.0,9.8,30.6,10,2021,11.0,42.0,3.8,15.0,0.0,0.0,6.0,7.0,56.0,9.3,0.0,0.0,ATL,True
Alex Collins,RB,SEA,1.0,30.0,49.0,33.0,3.0,37.0,37.0,4.9,16.3,10,2021,10.0,41.0,4.1,10.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,GB,False
Travis Homer,RB,SEA,1.0,31.0,51.0,3.0,13.0,13.0,16.0,2.5,8.1,10,2021,1.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,GB,False
Adrian Peterson,RB,SEA,1.0,,,,,,,2.0,,10,2021,8.0,21.0,2.6,6.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,GB,False
DeeJay Dallas,RB,SEA,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Jordan Howard,RB,PHI,1.0,24.0,38.0,50.0,0.0,50.0,50.0,8.3,34.6,10,2021,12.0,83.0,6.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Boston Scott,RB,PHI,1.0,20.0,31.0,55.0,10.0,65.0,65.0,10.5,52.5,10,2021,11.0,81.0,7.4,23.0,0.0,0.0,2.0,2.0,24.0,12.0,0.0,0.0,DEN,False
Kenneth Gainwell,RB,PHI,1.0,20.0,31.0,10.0,5.0,15.0,15.0,1.4,7.0,10,2021,2.0,5.0,2.5,5.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,DEN,False
Kenyan Drake,RB,LV,1.0,17.0,31.0,24.0,18.0,35.0,41.0,3.1,18.2,10,2021,4.0,16.0,4.0,12.0,0.0,0.0,2.0,3.0,15.0,7.5,0.0,0.0,KC,True
Jalen Richard,RB,LV,1.0,6.0,11.0,0.0,17.0,17.0,17.0,0.3,5.0,10,2021,,,,,,,,,,,,,KC,True
Josh Jacobs,RB,LV,1.0,31.0,57.0,23.0,16.0,39.0,39.0,3.6,11.6,10,2021,7.0,16.0,2.3,5.0,0.0,0.0,5.0,5.0,20.0,4.0,0.0,0.0,KC,True
Alec Ingold,RB,LV,1.0,2.0,4.0,0.0,50.0,50.0,50.0,0.5,25.0,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,KC,True
Peyton Barber,RB,LV,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Derek Watt,RB,PIT,1.0,6.0,7.0,0.0,17.0,17.0,17.0,0.9,15.0,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,DET,True
Kalen Ballage,RB,PIT,1.0,5.0,6.0,0.0,40.0,0.0,40.0,0.0,0.0,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,DET,True
Benny Snell Jr.,RB,PIT,1.0,6.0,7.0,17.0,0.0,17.0,17.0,0.4,6.7,10,2021,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Najee Harris,RB,PIT,1.0,76.0,87.0,34.0,5.0,39.0,39.0,13.3,17.5,10,2021,26.0,105.0,4.0,12.0,0.0,0.0,4.0,4.0,28.0,7.0,0.0,0.0,DET,True
C.J. Ham,RB,MIN,1.0,27.0,34.0,0.0,11.0,11.0,11.0,1.3,4.8,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,4.3,0.0,0.0,LAC,False
Dalvin Cook,RB,MIN,1.0,65.0,82.0,37.0,8.0,42.0,45.0,17.8,27.4,10,2021,24.0,94.0,3.9,12.0,0.0,1.0,3.0,5.0,24.0,8.0,0.0,0.0,LAC,False
Alexander Mattison,RB,MIN,1.0,12.0,15.0,33.0,8.0,42.0,42.0,4.0,33.3,10,2021,4.0,16.0,4.0,7.0,0.0,0.0,1.0,1.0,24.0,24.0,0.0,0.0,LAC,False
Wayne Gallman Jr.,RB,MIN,1.0,,,,,,,7.6,,10,2021,15.0,55.0,3.7,17.0,0.0,0.0,1.0,2.0,21.0,21.0,0.0,0.0,LAC,False
Kene Nwangwu,RB,MIN,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
J.D. McKissic,RB,WAS,1.0,28.0,38.0,7.0,14.0,21.0,21.0,3.9,13.9,10,2021,2.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,35.0,8.8,0.0,0.0,TB,True
Antonio Gibson,RB,WAS,1.0,46.0,63.0,52.0,4.0,57.0,57.0,19.8,43.0,10,2021,24.0,64.0,2.7,15.0,0.0,2.0,2.0,2.0,14.0,7.0,0.0,0.0,TB,True
Jaret Patterson,RB,WAS,1.0,5.0,7.0,80.0,0.0,80.0,80.0,0.7,14.0,10,2021,4.0,7.0,1.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,True
James Conner,RB,ARI,1.0,45.0,82.0,22.0,9.0,29.0,31.0,12.4,27.6,10,2021,10.0,39.0,3.9,11.0,0.0,1.0,3.0,4.0,25.0,8.3,0.0,0.0,CAR,True
Eno Benjamin,RB,ARI,1.0,15.0,27.0,40.0,7.0,40.0,47.0,2.2,14.7,10,2021,6.0,22.0,3.7,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,True
Austin Ekeler,RB,LAC,1.0,42.0,71.0,26.0,14.0,33.0,40.0,11.9,28.3,10,2021,11.0,44.0,4.0,9.0,0.0,0.0,3.0,6.0,15.0,5.0,1.0,0.0,MIN,True
Joshua Kelley,RB,LAC,1.0,8.0,14.0,13.0,0.0,13.0,13.0,0.6,7.5,10,2021,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Larry Rountree III,RB,LAC,1.0,9.0,15.0,56.0,0.0,56.0,56.0,7.0,77.8,10,2021,5.0,10.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Aaron Jones,RB,GB,1.0,34.0,46.0,21.0,18.0,32.0,38.0,8.6,25.3,10,2021,7.0,25.0,3.6,6.0,0.0,0.0,4.0,6.0,61.0,15.3,0.0,0.0,SEA,True
AJ Dillon,RB,GB,1.0,36.0,49.0,58.0,6.0,64.0,64.0,24.8,68.9,10,2021,21.0,66.0,3.1,11.0,0.0,2.0,2.0,2.0,62.0,31.0,0.0,0.0,SEA,True
Patrick Taylor Jr.,RB,GB,1.0,3.0,4.0,67.0,0.0,67.0,67.0,0.7,23.3,10,2021,2.0,7.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Matt Breida,RB,BUF,1.0,8.0,14.0,38.0,38.0,75.0,75.0,15.0,187.5,10,2021,3.0,28.0,9.3,15.0,0.0,1.0,3.0,3.0,22.0,7.3,1.0,1.0,NYJ,False
Devin Singletary,RB,BUF,1.0,22.0,38.0,32.0,5.0,36.0,36.0,10.9,49.5,10,2021,7.0,43.0,6.1,15.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,NYJ,False
Zack Moss,RB,BUF,1.0,28.0,48.0,25.0,0.0,25.0,25.0,8.7,31.1,10,2021,7.0,27.0,3.9,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Reggie Gilliam,RB,BUF,1.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Taiwan Jones,RB,BUF,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Myles Gaskin,RB,MIA,1.0,42.0,61.0,33.0,5.0,36.0,38.0,4.5,10.7,10,2021,14.0,31.0,2.2,11.0,0.0,0.0,1.0,2.0,14.0,14.0,0.0,0.0,BAL,True
Patrick Laird,RB,MIA,1.0,16.0,23.0,0.0,6.0,6.0,6.0,0.2,1.3,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,BAL,True
Salvon Ahmed,RB,MIA,1.0,9.0,13.0,22.0,11.0,33.0,33.0,1.5,16.7,10,2021,2.0,6.0,3.0,4.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,BAL,True
Nyheim Hines,RB,IND,1.0,18.0,28.0,11.0,22.0,22.0,33.0,2.9,16.1,10,2021,2.0,12.0,6.0,9.0,0.0,0.0,2.0,4.0,17.0,8.5,0.0,0.0,JAC,True
Jonathan Taylor,RB,IND,1.0,54.0,84.0,39.0,15.0,50.0,54.0,18.6,34.4,10,2021,21.0,116.0,5.5,34.0,0.0,1.0,6.0,8.0,10.0,1.7,0.0,0.0,JAC,True
Deon Jackson,RB,IND,1.0,,,,,,,0.0,,10,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Sony Michel,RB,LAR,1.0,14.0,25.0,29.0,14.0,43.0,43.0,3.1,22.1,10,2021,4.0,20.0,5.0,7.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,SF,False
Darrell Henderson Jr.,RB,LAR,1.0,41.0,75.0,12.0,15.0,22.0,27.0,4.1,10.0,10,2021,5.0,31.0,6.2,11.0,0.0,0.0,4.0,6.0,10.0,2.5,0.0,0.0,SF,False
Godwin Igwebuike,RB,DET,1.0,4.0,6.0,50.0,0.0,50.0,50.0,11.6,290.0,10,2021,2.0,56.0,28.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
D'Andre Swift,RB,DET,1.0,66.0,93.0,50.0,9.0,55.0,59.0,13.5,20.5,10,2021,33.0,130.0,3.9,21.0,0.0,0.0,3.0,6.0,5.0,1.7,0.0,0.0,PIT,False
Jermar Jefferson,RB,DET,1.0,3.0,4.0,100.0,0.0,100.0,100.0,10.1,336.7,10,2021,3.0,41.0,13.7,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Jason Cabinda,RB,DET,1.0,,,,,,,0.0,,10,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Johnny Stanton,RB,CLE,1.0,1.0,2.0,100.0,0.0,100.0,100.0,0.0,0.0,10,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
D'Ernest Johnson,RB,CLE,1.0,52.0,90.0,37.0,15.0,50.0,52.0,15.7,30.2,10,2021,19.0,99.0,5.2,24.0,0.0,0.0,7.0,8.0,58.0,8.3,0.0,0.0,NE,False
Adrian Peterson,RB,TEN,1.0,15.0,19.0,60.0,13.0,73.0,73.0,4.4,29.3,11,2021,,,,,,,,,,,,,HOU,True
D'Onta Foreman,RB,TEN,1.0,15.0,19.0,47.0,7.0,53.0,53.0,4.0,26.7,11,2021,7.0,25.0,3.6,9.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,HOU,True
Dontrell Hilliard,RB,TEN,1.0,51.0,63.0,14.0,20.0,29.0,33.0,8.2,16.1,11,2021,7.0,35.0,5.0,16.0,0.0,0.0,8.0,10.0,47.0,5.9,0.0,0.0,HOU,True
Tory Carter,RB,TEN,1.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Mark Ingram II,RB,NO,1.0,47.0,72.0,34.0,17.0,47.0,51.0,9.3,19.8,11,2021,16.0,88.0,5.5,28.0,0.0,0.0,6.0,8.0,25.0,4.2,0.0,1.0,PHI,False
Dwayne Washington,RB,NO,1.0,4.0,6.0,25.0,25.0,50.0,50.0,0.9,22.5,11,2021,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,PHI,False
Alex Armah Jr.,RB,NO,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2021,,,,,,,,,,,,,PHI,False
Tony Jones Jr.,RB,NO,1.0,10.0,15.0,30.0,0.0,30.0,30.0,0.2,2.0,11,2021,3.0,2.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Brandon Bolden,RB,NE,1.0,17.0,27.0,6.0,12.0,18.0,18.0,1.6,9.4,11,2021,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,ATL,False
Damien Harris,RB,NE,1.0,25.0,39.0,40.0,4.0,44.0,44.0,6.5,26.0,11,2021,10.0,56.0,5.6,17.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,ATL,False
Jakob Johnson,RB,NE,1.0,26.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
Rhamondre Stevenson,RB,NE,1.0,22.0,34.0,55.0,5.0,59.0,59.0,7.5,34.1,11,2021,12.0,69.0,5.8,21.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,ATL,False
Giovani Bernard,RB,TB,1.0,8.0,10.0,0.0,13.0,13.0,13.0,0.3,3.8,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,NYG,True
Leonard Fournette,RB,TB,1.0,46.0,59.0,22.0,13.0,35.0,35.0,7.4,16.1,11,2021,10.0,35.0,3.5,7.0,0.0,0.0,6.0,6.0,39.0,6.5,0.0,0.0,NYG,True
Ronald Jones II,RB,TB,1.0,15.0,19.0,53.0,0.0,53.0,53.0,9.3,62.0,11,2021,8.0,33.0,4.1,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Ke'Shawn Vaughn,RB,TB,1.0,9.0,12.0,33.0,0.0,33.0,33.0,0.4,4.4,11,2021,3.0,4.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Rex Burkhead,RB,HOU,1.0,27.0,42.0,67.0,0.0,67.0,67.0,4.0,14.8,11,2021,18.0,40.0,2.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
David Johnson,RB,HOU,1.0,35.0,55.0,37.0,11.0,46.0,49.0,3.4,9.7,11,2021,13.0,18.0,1.4,5.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,TEN,False
Phillip Lindsay,RB,HOU,1.0,2.0,3.0,50.0,0.0,50.0,50.0,-0.3,-15.0,11,2021,,,,,,,,,,,,,TEN,False
Kyle Juszczyk,RB,SF,1.0,38.0,55.0,0.0,5.0,3.0,5.0,0.7,1.8,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,JAC,False
Jeff Wilson Jr.,RB,SF,1.0,40.0,58.0,48.0,5.0,50.0,53.0,5.8,14.5,11,2021,19.0,50.0,2.6,11.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,JAC,False
Trey Sermon,RB,SF,1.0,24.0,35.0,42.0,4.0,46.0,46.0,5.5,22.9,11,2021,10.0,32.0,3.2,12.0,0.0,0.0,1.0,1.0,23.0,23.0,0.0,0.0,JAC,False
Trenton Cannon,RB,SF,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Latavius Murray,RB,BAL,1.0,30.0,37.0,33.0,7.0,40.0,40.0,3.3,11.0,11,2021,10.0,32.0,3.2,8.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,CHI,False
Devonta Freeman,RB,BAL,1.0,47.0,58.0,34.0,13.0,47.0,47.0,14.0,29.8,11,2021,16.0,49.0,3.1,10.0,0.0,1.0,6.0,6.0,31.0,5.2,0.0,0.0,CHI,False
Patrick Ricard,RB,BAL,1.0,48.0,59.0,2.0,2.0,2.0,4.0,0.2,0.4,11,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,False
Carlos Hyde,RB,JAC,1.0,14.0,30.0,0.0,7.0,0.0,7.0,0.0,0.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,True
James Robinson,RB,JAC,1.0,29.0,63.0,41.0,10.0,48.0,52.0,9.8,33.8,11,2021,12.0,29.0,2.4,7.0,0.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,SF,True
Keith Smith,RB,ATL,1.0,19.0,35.0,16.0,5.0,21.0,21.0,1.9,10.0,11,2021,3.0,8.0,2.7,5.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,NE,True
Mike Davis,RB,ATL,1.0,26.0,48.0,12.0,15.0,23.0,27.0,2.1,8.1,11,2021,3.0,1.0,0.3,1.0,0.0,0.0,3.0,4.0,20.0,6.7,0.0,0.0,NE,True
Wayne Gallman Jr.,RB,ATL,1.0,2.0,4.0,50.0,0.0,50.0,50.0,-0.3,-15.0,11,2021,,,,,,,,,,,,,NE,True
Qadree Ollison,RB,ATL,1.0,26.0,48.0,35.0,12.0,42.0,46.0,3.4,13.1,11,2021,9.0,34.0,3.8,12.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,NE,True
Ameer Abdullah,RB,CAR,1.0,8.0,16.0,13.0,0.0,13.0,13.0,0.6,7.5,11,2021,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Christian McCaffrey,RB,CAR,1.0,46.0,90.0,22.0,17.0,37.0,39.0,17.9,38.9,11,2021,10.0,59.0,5.9,15.0,0.0,0.0,7.0,8.0,60.0,8.6,1.0,0.0,WAS,True
Tevin Coleman,RB,NYJ,1.0,20.0,33.0,25.0,5.0,30.0,30.0,1.8,9.0,11,2021,5.0,16.0,3.2,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,MIA,True
Nick Bawden,RB,NYJ,1.0,8.0,13.0,0.0,13.0,13.0,13.0,2.0,25.0,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,MIA,True
Ty Johnson,RB,NYJ,1.0,20.0,33.0,5.0,5.0,10.0,10.0,1.3,6.5,11,2021,1.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,MIA,True
Michael Carter,RB,NYJ,1.0,20.0,33.0,45.0,5.0,50.0,50.0,6.5,32.5,11,2021,9.0,63.0,7.0,39.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,MIA,True
Duke Johnson Jr.,RB,MIA,1.0,6.0,8.0,67.0,0.0,67.0,67.0,1.8,30.0,11,2021,4.0,18.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Myles Gaskin,RB,MIA,1.0,53.0,74.0,43.0,8.0,49.0,51.0,15.6,29.4,11,2021,23.0,89.0,3.9,20.0,0.0,0.0,3.0,4.0,7.0,2.3,1.0,0.0,NYJ,False
Patrick Laird,RB,MIA,1.0,11.0,15.0,9.0,9.0,18.0,18.0,0.9,8.2,11,2021,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,NYJ,False
Gerrid Doaks,RB,MIA,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Phillip Lindsay,RB,MIA,1.0,,,,,,,-0.3,,11,2021,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Ezekiel Elliott,RB,DAL,1.0,46.0,69.0,20.0,13.0,33.0,33.0,6.8,14.8,11,2021,9.0,32.0,3.6,8.0,0.0,0.0,6.0,6.0,36.0,6.0,0.0,0.0,KC,False
Tony Pollard,RB,DAL,1.0,22.0,33.0,32.0,9.0,41.0,41.0,7.0,31.8,11,2021,7.0,50.0,7.1,31.0,0.0,0.0,2.0,2.0,20.0,10.0,0.0,0.0,KC,False
Corey Clement,RB,DAL,1.0,,,,,,,0.0,,11,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Alex Collins,RB,SEA,1.0,18.0,37.0,56.0,0.0,56.0,56.0,3.6,20.0,11,2021,10.0,36.0,3.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Rashaad Penny,RB,SEA,1.0,8.0,16.0,25.0,0.0,25.0,25.0,1.9,23.8,11,2021,2.0,19.0,9.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Travis Homer,RB,SEA,1.0,5.0,10.0,20.0,0.0,20.0,20.0,0.4,8.0,11,2021,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
DeeJay Dallas,RB,SEA,1.0,18.0,37.0,22.0,11.0,28.0,33.0,8.7,48.3,11,2021,4.0,25.0,6.3,15.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,ARI,True
Adrian Peterson,RB,SEA,1.0,,,,,,,4.4,,11,2021,9.0,40.0,4.4,16.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,ARI,True
Devontae Booker,RB,NYG,1.0,21.0,36.0,14.0,5.0,19.0,19.0,2.0,9.5,11,2021,3.0,15.0,5.0,9.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,TB,False
Saquon Barkley,RB,NYG,1.0,36.0,62.0,17.0,17.0,33.0,33.0,5.6,15.6,11,2021,6.0,25.0,4.2,12.0,0.0,0.0,6.0,6.0,31.0,5.2,0.0,0.0,TB,False
