player,passing_att,passing_cmp,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Nick FolesCHI,35.2,22.6,239.7,1.0,1.0,2.3,7.1,0.1,0.2,13.4,CHI,16,QB
Jake FrommNYG,33.8,21.1,227.4,1.0,1.0,1.7,7.8,0.0,0.2,13.0,NYG,16,QB
Ian BookNO,30.4,18.2,202.1,1.0,1.0,5.0,22.2,0.1,0.6,12.9,NO,16,QB
Cam NewtonCAR,20.8,12.9,143.7,0.6,0.7,5.8,28.8,0.5,0.1,12.8,CAR,16,QB
Sam DarnoldCAR,13.7,8.5,81.7,0.3,0.3,1.1,4.8,0.0,0.1,4.6,CAR,16,QB
Blaine GabbertTB,1.6,1.0,20.0,0.1,0.1,0.2,4.0,0.0,0.0,1.5,TB,16,QB
Trey LanceSF,0.6,0.4,5.0,0.0,0.0,1.6,7.2,0.1,0.0,1.5,SF,16,QB
Easton StickLAC,0.0,0.0,21.8,0.1,0.1,0.0,0.1,0.0,0.0,1.3,LAC,16,QB
Colt McCoyARI,1.4,1.0,22.8,0.1,0.1,0.2,0.6,0.0,0.0,1.3,CoyARI,16,QB
Mike GlennonNYG,3.8,2.5,23.1,0.1,0.1,0.1,0.2,0.0,0.0,1.2,NYG,16,QB
Cooper RushDAL,1.5,0.9,18.7,0.1,0.1,0.3,0.2,0.0,0.0,1.2,DAL,16,QB
David BloughDET,2.3,1.5,15.5,0.1,0.0,0.2,0.8,0.0,0.0,1.2,DET,16,QB
Jordan LoveGB,1.4,0.8,15.8,0.1,0.1,0.3,0.7,0.0,0.0,1.0,GB,16,QB
John WolfordLAR,1.4,0.9,17.9,0.1,0.1,0.3,0.9,0.0,0.0,1.0,LAR,16,QB
Chase DanielLAC,1.5,1.0,12.0,0.1,0.0,0.2,0.8,0.0,0.0,1.0,LAC,16,QB
Gardner Minshew IIPHI,1.1,0.7,11.1,0.1,0.0,0.3,1.3,0.0,0.0,0.9,IPHI,16,QB
Brandon AllenCIN,1.3,0.8,14.7,0.1,0.0,0.3,0.5,0.0,0.0,0.9,CIN,16,QB
Brett RypienDEN,1.3,0.8,13.2,0.1,0.0,0.3,0.1,0.0,0.0,0.9,DEN,16,QB
C.J. BeathardJAC,1.5,0.9,14.4,0.1,0.0,0.2,0.5,0.0,0.0,0.9,JAC,16,QB
Geno SmithSEA,1.2,0.8,12.4,0.1,0.0,0.2,1.3,0.0,0.0,0.9,SEA,16,QB
Mason RudolphPIT,1.6,1.0,9.7,0.1,0.0,0.2,0.8,0.0,0.0,0.9,PIT,16,QB
Chad HenneKC,1.5,0.9,10.4,0.1,0.0,0.2,0.4,0.0,0.0,0.9,KC,16,QB
Mitchell TrubiskyBUF,1.5,0.9,10.1,0.1,0.1,0.3,1.2,0.0,0.0,0.8,BUF,16,QB
Case KeenumCLE,1.2,0.8,8.6,0.1,0.0,0.1,0.7,0.0,0.0,0.8,CLE,16,QB
Tyrod TaylorHOU,1.3,0.8,9.0,0.1,0.1,0.2,0.9,0.0,0.0,0.8,HOU,16,QB
Kyle AllenWAS,1.3,0.8,9.0,0.1,0.1,0.1,0.6,0.0,0.0,0.7,WAS,16,QB
Mike WhiteNYJ,1.4,0.9,9.7,0.1,0.1,0.2,0.2,0.0,0.0,0.7,NYJ,16,QB
Kellen MondMIN,0.6,0.4,12.6,0.0,0.1,0.0,0.2,0.0,0.0,0.7,MIN,16,QB
Sam EhlingerIND,0.7,0.4,10.6,0.0,0.0,0.2,0.7,0.0,0.0,0.7,IND,16,QB
Brian HoyerNE,1.2,0.8,7.8,0.1,0.1,0.3,0.2,0.0,0.0,0.6,NE,16,QB
Marcus MariotaLV,0.8,0.5,5.6,0.1,0.0,0.2,1.5,0.0,0.0,0.6,LV,16,QB
Jacoby BrissettMIA,0.8,0.5,9.7,0.0,0.0,0.6,0.9,0.0,0.0,0.6,MIA,16,QB
Blake BortlesNO,0.7,0.4,10.3,0.0,0.0,0.3,0.2,0.0,0.0,0.5,NO,16,QB
Logan WoodsideTEN,0.6,0.4,9.3,0.0,0.0,0.3,0.3,0.0,0.0,0.5,TEN,16,QB
Feleipe FranksATL,0.9,0.6,6.6,0.0,0.1,0.2,0.9,0.0,0.0,0.3,ATL,16,QB
Sean MannionMIN,0.5,0.3,3.3,0.0,0.0,0.1,0.1,0.0,0.0,0.1,MIN,16,QB
Josh AllenBUF,35.9,23.2,271.5,2.4,0.8,7.8,41.5,0.3,0.2,25.2,BUF,17,QB
Patrick Mahomes IIKC,39.5,25.7,301.3,2.0,0.6,3.8,19.9,0.1,0.1,21.8,IKC,17,QB
Jalen HurtsPHI,30.0,18.3,222.9,1.3,0.6,8.1,47.1,0.6,0.2,21.4,PHI,17,QB
Aaron RodgersGB,34.6,22.5,270.7,2.3,0.4,2.2,11.5,0.1,0.1,21.0,GB,17,QB
Trey LanceSF,28.2,17.5,210.5,1.4,0.6,9.3,47.8,0.5,0.2,20.8,SF,17,QB
Kyler MurrayARI,36.2,24.0,269.2,1.6,0.7,5.8,29.5,0.2,0.2,20.4,ARI,17,QB
Justin HerbertLAC,36.4,24.0,269.9,1.9,0.9,4.1,21.3,0.2,0.1,20.2,LAC,17,QB
Dak PrescottDAL,36.4,24.5,272.8,2.0,0.6,3.4,14.5,0.1,0.2,20.1,DAL,17,QB
Matthew StaffordLAR,34.8,23.0,290.1,2.1,0.6,1.6,5.5,0.1,0.1,20.0,LAR,17,QB
Taysom HillNO,28.1,17.8,199.7,1.1,0.8,9.6,51.0,0.5,0.3,19.2,NO,17,QB
Joe BurrowCIN,34.5,23.0,275.3,1.8,0.9,2.3,10.4,0.1,0.2,18.7,CIN,17,QB
Tyler HuntleyBAL,35.5,23.3,241.2,1.2,0.8,6.9,34.9,0.2,0.3,17.8,BAL,17,QB
Russell WilsonSEA,29.4,19.6,235.9,1.7,0.6,3.2,17.3,0.1,0.2,17.7,SEA,17,QB
Mac JonesNE,30.9,20.9,228.1,1.7,0.6,3.2,14.0,0.1,0.1,17.1,NE,17,QB
Tua TagovailoaMIA,35.9,24.2,254.2,1.3,0.7,3.0,12.0,0.1,0.2,16.2,MIA,17,QB
Derek CarrLV,35.8,23.8,272.8,1.3,0.8,2.4,8.7,0.1,0.2,16.1,LV,17,QB
Carson WentzIND,30.4,19.2,218.1,1.5,0.7,3.8,16.6,0.1,0.2,16.1,IND,17,QB
Ryan TannehillTEN,32.1,21.1,231.1,1.2,0.7,3.7,19.0,0.2,0.2,16.0,TEN,17,QB
Andy DaltonCHI,33.0,20.7,233.6,1.2,0.7,2.9,12.8,0.1,0.2,15.0,CHI,17,QB
Baker MayfieldCLE,32.6,20.5,239.3,1.2,0.9,3.0,12.4,0.1,0.2,14.9,CLE,17,QB
Taylor HeinickeWAS,33.3,21.5,224.3,1.2,1.0,3.4,16.8,0.1,0.2,14.8,WAS,17,QB
Matt RyanATL,35.9,23.8,241.1,1.0,0.8,2.2,8.1,0.1,0.2,13.6,ATL,17,QB
Drew LockDEN,32.5,20.1,216.8,1.1,1.0,2.4,11.5,0.1,0.2,13.5,DEN,17,QB
Zach WilsonNYJ,34.5,20.4,214.7,1.1,1.3,3.1,15.3,0.1,0.2,13.2,NYJ,17,QB
Davis MillsHOU,33.9,21.8,231.1,1.1,0.8,1.3,5.4,0.0,0.2,13.2,HOU,17,QB
Sean MannionMIN,36.0,22.1,228.7,1.0,1.1,2.3,10.3,0.1,0.2,13.1,MIN,17,QB
Tim BoyleDET,34.8,22.8,233.1,1.0,1.0,1.3,6.5,0.0,0.2,12.9,DET,17,QB
Sam DarnoldCAR,30.5,18.4,203.1,0.8,0.7,2.9,15.6,0.1,0.2,12.5,CAR,17,QB
Trevor LawrenceJAC,34.0,20.9,210.1,0.6,1.1,3.9,20.3,0.1,0.1,11.8,JAC,17,QB
Mike GlennonNYG,24.9,14.8,165.0,0.9,0.9,1.4,5.4,0.0,0.1,9.7,NYG,17,QB
Cam NewtonCAR,5.1,3.1,34.5,0.1,0.1,5.4,18.7,0.3,0.0,5.3,CAR,17,QB
Jake FrommNYG,10.9,6.9,61.1,0.2,0.2,0.7,2.3,0.0,0.0,3.4,NYG,17,QB
Blaine GabbertTB,0.0,0.0,30.2,0.1,0.1,0.0,2.7,0.0,0.0,2.0,TB,17,QB
Kyle AllenWAS,3.4,2.1,22.0,0.1,0.1,0.4,1.5,0.0,0.0,1.5,WAS,17,QB
Cooper RushDAL,0.0,0.0,25.9,0.1,0.2,0.0,0.4,0.0,0.0,1.5,DAL,17,QB
Chad HenneKC,0.0,0.0,25.5,0.1,0.1,0.0,1.4,0.0,0.0,1.4,KC,17,QB
Jordan LoveGB,0.0,0.0,25.6,0.1,0.2,0.0,0.2,0.0,0.0,1.3,GB,17,QB
Trace McSorleyARI,0.0,0.0,26.3,0.1,0.3,0.0,0.9,0.0,0.0,1.2,SorleyARI,17,QB
Kellen MondMIN,0.0,0.0,18.5,0.1,0.2,0.0,1.1,0.0,0.0,1.2,MIN,17,QB
Brett RypienDEN,3.1,1.9,20.0,0.1,0.1,0.1,0.2,0.0,0.0,1.1,DEN,17,QB
Nate SudfeldSF,0.0,0.0,18.8,0.1,0.1,0.0,0.2,0.0,0.0,1.1,SF,17,QB
Sam EhlingerIND,0.0,0.0,14.8,0.1,0.1,0.0,0.2,0.0,0.0,1.0,IND,17,QB
Nick FolesCHI,0.0,0.0,18.3,0.1,0.1,0.0,0.1,0.0,0.0,0.9,CHI,17,QB
Gardner Minshew IIPHI,0.0,0.0,13.9,0.1,0.1,0.0,0.0,0.0,0.0,0.8,IPHI,17,QB
Geno SmithSEA,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,SEA,17,QB
Brian HoyerNE,0.0,0.0,12.8,0.1,0.1,0.0,0.0,0.0,0.0,0.8,NE,17,QB
John WolfordLAR,0.0,0.0,16.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,LAR,17,QB
Case KeenumCLE,0.0,0.0,10.8,0.1,0.1,0.0,0.0,0.0,0.0,0.7,CLE,17,QB
Jacoby BrissettMIA,0.0,0.0,7.5,0.0,0.0,0.2,0.8,0.0,0.0,0.5,MIA,17,QB
Lamar JacksonBAL,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,BAL,17,QB
Jimmy GaroppoloSF,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,SF,17,QB
Marcus MariotaLV,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,LV,17,QB
Josh AllenBUF,35.1,22.7,267.0,2.1,0.8,8.2,45.0,0.4,0.2,24.6,BUF,18,QB
Kyler MurrayARI,36.4,24.4,280.3,1.7,0.6,7.5,35.1,0.2,0.2,22.0,ARI,18,QB
Patrick Mahomes IIKC,36.5,23.5,276.3,1.9,0.6,3.8,21.0,0.1,0.1,20.7,IKC,18,QB
Justin HerbertLAC,35.7,23.8,269.5,1.9,0.8,3.8,18.9,0.1,0.1,20.3,LAC,18,QB
Taysom HillNO,30.5,19.1,216.0,1.1,0.9,9.6,51.4,0.5,0.3,19.9,NO,18,QB
Matthew StaffordLAR,33.6,22.4,273.0,1.9,0.8,1.5,5.1,0.1,0.2,18.4,LAR,18,QB
Derek CarrLV,35.1,23.5,269.4,1.7,0.8,2.3,8.4,0.1,0.2,17.7,LV,18,QB
Kirk CousinsMIN,34.0,22.5,254.4,1.8,0.7,2.6,8.6,0.0,0.2,17.4,MIN,18,QB
Ryan TannehillTEN,30.7,20.2,233.2,1.4,0.5,3.9,19.9,0.2,0.2,17.2,TEN,18,QB
Carson WentzIND,30.9,19.6,222.7,1.7,0.6,3.8,17.3,0.1,0.2,17.1,IND,18,QB
Russell WilsonSEA,30.1,19.8,233.4,1.6,0.6,2.9,15.5,0.1,0.2,16.9,SEA,18,QB
Dak PrescottDAL,27.3,18.4,221.9,1.6,0.4,3.2,13.0,0.1,0.1,16.4,DAL,18,QB
Justin FieldsCHI,0.0,0.0,181.5,1.0,0.8,0.0,44.1,0.2,0.1,15.9,CHI,18,QB
Jimmy GaroppoloSF,34.0,22.7,270.4,1.3,0.9,2.0,6.3,0.1,0.2,15.7,SF,18,QB
Gardner Minshew IIPHI,33.1,20.7,237.2,1.1,0.4,4.2,22.8,0.1,0.4,15.6,IPHI,18,QB
Tyler HuntleyBAL,32.5,21.4,193.8,0.9,0.6,7.6,37.6,0.2,0.2,15.3,BAL,18,QB
Mac JonesNE,32.0,21.5,228.6,1.3,0.7,2.7,12.2,0.1,0.1,15.0,NE,18,QB
Taylor HeinickeWAS,33.2,21.9,229.2,1.2,1.0,3.7,17.4,0.1,0.2,14.9,WAS,18,QB
Tua TagovailoaMIA,34.9,22.6,234.9,1.1,0.7,3.0,11.5,0.1,0.2,14.5,MIA,18,QB
Case KeenumCLE,32.4,20.2,223.0,1.2,0.7,2.7,10.7,0.1,0.2,14.3,CLE,18,QB
Tim BoyleDET,33.3,21.2,219.4,1.3,1.0,1.6,8.6,0.1,0.1,14.0,DET,18,QB
Brandon AllenCIN,34.9,21.1,235.9,1.1,1.0,2.7,10.9,0.1,0.2,13.8,CIN,18,QB
Matt RyanATL,32.8,21.4,231.2,1.1,0.6,2.4,8.5,0.1,0.2,13.6,ATL,18,QB
Sam DarnoldCAR,34.7,20.9,225.6,0.9,0.8,2.8,13.2,0.1,0.3,13.2,CAR,18,QB
Davis MillsHOU,34.5,22.2,232.2,1.1,0.9,1.3,5.7,0.0,0.2,13.1,HOU,18,QB
Jared GoffDET,32.5,20.4,220.8,1.2,0.8,0.6,2.6,0.0,0.2,13.1,DET,18,QB
Sean MannionMIN,0.0,0.0,189.2,1.1,1.1,0.0,12.4,0.1,0.1,12.6,MIN,18,QB
Zach WilsonNYJ,33.6,19.9,205.9,0.9,1.0,2.8,14.9,0.1,0.2,12.4,NYJ,18,QB
Aaron RodgersGB,17.5,11.6,176.7,1.2,0.2,1.0,5.5,0.0,0.1,12.4,GB,18,QB
Trevor LawrenceJAC,32.8,20.2,210.8,0.7,1.2,3.8,19.3,0.1,0.1,12.4,JAC,18,QB
Andy DaltonCHI,33.4,20.7,189.6,0.9,0.8,2.9,10.6,0.1,0.1,11.8,CHI,18,QB
Jake FrommNYG,30.2,18.3,207.8,0.8,0.9,2.3,11.7,0.1,0.2,11.8,NYG,18,QB
Drew LockDEN,33.6,20.9,194.7,0.8,0.8,2.6,9.2,0.1,0.2,11.3,DEN,18,QB
Jordan LoveGB,17.1,10.8,125.6,0.6,0.4,1.9,9.4,0.1,0.1,8.3,GB,18,QB
Cam NewtonCAR,1.1,0.6,49.4,0.2,0.2,2.3,19.4,0.1,0.0,5.2,CAR,18,QB
Cooper RushDAL,11.6,7.2,62.7,0.4,0.2,1.2,3.8,0.0,0.0,4.5,DAL,18,QB
Bryce PerkinsLAR,0.0,0.0,24.3,0.1,0.1,0.0,0.8,0.0,0.0,1.6,LAR,18,QB
Colt McCoyARI,0.0,0.0,24.3,0.0,0.1,0.0,0.1,0.0,0.0,1.1,CoyARI,18,QB
Trevor SiemianNO,0.0,0.0,21.9,0.1,0.1,0.0,0.0,0.0,0.0,1.1,NO,18,QB
Jacob EasonSEA,0.0,0.0,17.0,0.1,0.1,0.0,0.3,0.0,0.0,1.0,SEA,18,QB
Logan WoodsideTEN,0.0,0.0,17.9,0.1,0.1,0.0,0.3,0.0,0.0,0.9,TEN,18,QB
Sam EhlingerIND,0.0,0.0,13.4,0.1,0.1,0.0,0.1,0.0,0.0,0.9,IND,18,QB
Chase DanielLAC,0.0,0.0,13.8,0.1,0.0,0.0,0.0,0.0,0.0,0.8,LAC,18,QB
Blaine GabbertTB,0.0,0.0,14.4,0.0,0.1,0.0,0.3,0.0,0.0,0.8,TB,18,QB
Marcus MariotaLV,0.0,0.0,7.6,0.0,0.0,0.2,0.7,0.0,0.0,0.5,LV,18,QB
Jacoby BrissettMIA,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,MIA,18,QB
