player,passing_att,passing_cmp,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Trevor SiemianNO,19.2,11.8,96.4,0.7,0.4,1.7,6.7,0.1,0.1,6.9,NO,8,QB
Case KeenumCLE,16.1,10.4,116.8,0.6,1.0,1.6,3.9,0.0,0.0,6.3,CLE,8,QB
Trey LanceSF,2.8,1.7,23.4,0.1,0.1,2.2,17.0,0.1,0.0,3.5,SF,8,QB
P.J. WalkerCAR,9.2,5.5,46.7,0.2,0.2,1.1,3.2,0.0,0.0,3.0,CAR,8,QB
Gardner Minshew IIPHI,1.4,0.9,17.6,0.1,0.0,0.3,0.8,0.0,0.0,1.3,IPHI,8,QB
Jacob EasonSEA,0.0,0.0,20.7,0.1,0.1,0.0,0.0,0.0,0.0,1.1,SEA,8,QB
Mitchell TrubiskyBUF,1.6,1.1,16.1,0.1,0.1,0.3,0.6,0.0,0.0,1.0,BUF,8,QB
Mike GlennonNYG,1.5,0.9,10.1,0.1,0.0,0.2,1.1,0.0,0.0,0.9,NYG,8,QB
Drew LockDEN,1.4,0.9,12.7,0.1,0.1,0.3,0.6,0.0,0.0,0.9,DEN,8,QB
Mason RudolphPIT,1.5,0.9,9.7,0.1,0.0,0.3,0.9,0.0,0.0,0.9,PIT,8,QB
Jeff DriskelHOU,0.0,0.0,17.6,0.1,0.1,0.0,0.1,0.0,0.0,0.9,HOU,8,QB
Dwayne HaskinsPIT,1.5,0.9,9.5,0.1,0.0,0.2,0.6,0.0,0.0,0.8,PIT,8,QB
Brandon AllenCIN,1.3,0.9,13.2,0.1,0.0,0.3,0.5,0.0,0.0,0.8,CIN,8,QB
Chase DanielLAC,1.5,1.0,12.1,0.1,0.1,0.2,0.5,0.0,0.0,0.8,LAC,8,QB
Josh RosenATL,1.6,0.9,10.0,0.1,0.1,0.2,0.7,0.0,0.0,0.8,ATL,8,QB
Chad HenneKC,1.6,1.0,11.2,0.1,0.0,0.2,0.6,0.0,0.0,0.8,KC,8,QB
Brian HoyerNE,1.4,0.9,11.2,0.1,0.0,0.3,0.1,0.0,0.0,0.8,NE,8,QB
C.J. BeathardJAC,1.6,0.8,14.7,0.0,0.0,0.2,0.5,0.0,0.0,0.7,JAC,8,QB
Will GrierDAL,0.0,0.0,16.4,0.1,0.3,0.0,0.0,0.0,0.0,0.7,DAL,8,QB
Colt McCoyARI,1.6,1.1,11.1,0.1,0.1,0.1,0.1,0.0,0.0,0.7,CoyARI,8,QB
Jacoby BrissettMIA,0.8,0.5,5.5,0.1,0.0,0.5,1.5,0.0,0.0,0.6,MIA,8,QB
John WolfordLAR,1.4,0.9,9.6,0.0,0.0,0.3,0.6,0.0,0.0,0.5,LAR,8,QB
Andy DaltonCHI,1.5,0.9,10.3,0.0,0.1,0.1,0.3,0.0,0.0,0.5,CHI,8,QB
Feleipe FranksATL,1.1,0.7,7.3,0.0,0.0,0.1,0.3,0.0,0.0,0.3,ATL,8,QB
Blake BortlesNO,0.9,0.6,5.6,0.0,0.0,0.2,0.3,0.0,0.0,0.3,NO,8,QB
Joe FlaccoNYJ,1.0,0.7,7.8,0.0,0.1,0.0,0.1,0.0,0.0,0.2,NYJ,8,QB
Logan WoodsideTEN,0.7,0.4,4.7,0.0,0.0,0.3,0.2,0.0,0.0,0.2,TEN,8,QB
Kellen MondMIN,0.6,0.4,4.6,0.0,0.0,0.0,0.1,0.0,0.0,0.2,MIN,8,QB
Sean MannionMIN,0.6,0.3,4.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,MIN,8,QB
Josh AllenBUF,37.0,25.3,304.2,2.5,0.6,8.0,38.1,0.4,0.2,27.4,BUF,9,QB
Lamar JacksonBAL,32.5,20.5,256.1,1.8,0.7,10.0,65.1,0.5,0.3,25.8,BAL,9,QB
Aaron RodgersGB,32.0,22.0,271.0,3.0,1.0,3.0,15.0,0.0,0.0,23.3,GB,9,QB
Patrick Mahomes IIKC,38.8,25.7,294.3,2.2,0.9,4.6,26.9,0.2,0.2,23.1,IKC,9,QB
Matthew StaffordLAR,35.2,23.7,301.4,2.5,0.8,1.8,6.8,0.1,0.1,22.2,LAR,9,QB
Dak PrescottDAL,35.7,23.8,287.7,2.2,0.7,4.0,17.3,0.1,0.2,22.0,DAL,9,QB
Kyler MurrayARI,31.0,22.0,258.5,2.0,0.5,5.0,29.5,0.2,0.0,21.7,ARI,9,QB
Jalen HurtsPHI,31.8,19.5,216.0,1.3,0.8,8.7,52.4,0.5,0.2,21.0,PHI,9,QB
Justin HerbertLAC,39.2,26.1,285.4,1.9,0.8,3.6,15.3,0.1,0.1,20.4,LAC,9,QB
Joe BurrowCIN,31.4,20.3,258.9,2.1,0.9,2.8,10.5,0.1,0.1,19.5,CIN,9,QB
Kirk CousinsMIN,38.3,26.0,303.1,1.8,0.6,2.2,6.6,0.0,0.2,19.2,MIN,9,QB
Derek CarrLV,35.5,24.3,288.1,1.8,0.6,2.2,6.9,0.1,0.2,19.0,LV,9,QB
Daniel JonesNYG,36.5,22.8,246.3,1.5,0.9,5.5,30.0,0.2,0.3,18.7,NYG,9,QB
Carson WentzIND,33.0,21.1,238.6,1.9,0.6,3.3,13.1,0.1,0.2,17.9,IND,9,QB
Ryan TannehillTEN,35.8,23.5,266.4,1.5,1.1,3.3,16.6,0.1,0.2,17.8,TEN,9,QB
Jacoby BrissettMIA,36.3,22.8,248.4,1.6,0.7,3.3,14.0,0.2,0.3,17.6,MIA,9,QB
Teddy BridgewaterDEN,35.8,24.1,265.6,1.5,0.9,2.6,10.8,0.1,0.1,16.8,DEN,9,QB
Tyrod TaylorHOU,33.6,21.5,243.0,1.3,0.8,3.5,17.3,0.1,0.1,16.4,HOU,9,QB
Jordan LoveGB,32.3,20.6,243.9,1.5,0.9,2.8,13.7,0.1,0.2,16.1,GB,9,QB
Baker MayfieldCLE,33.2,21.6,248.9,1.3,0.8,2.6,10.5,0.1,0.2,15.6,CLE,9,QB
Sam DarnoldCAR,34.5,20.6,231.2,1.2,1.2,4.1,19.3,0.2,0.2,15.6,CAR,9,QB
Matt RyanATL,39.0,25.5,263.9,1.4,1.1,1.8,5.8,0.0,0.2,15.5,ATL,9,QB
Mac JonesNE,33.6,22.6,237.5,1.4,0.9,2.2,9.2,0.1,0.1,15.4,NE,9,QB
Mike WhiteNYJ,34.1,22.6,255.0,1.3,1.3,2.1,7.3,0.0,0.1,15.0,NYJ,9,QB
Jimmy GaroppoloSF,29.9,19.4,226.0,1.4,0.8,2.3,7.6,0.1,0.2,14.7,SF,9,QB
Trevor LawrenceJAC,37.4,22.4,220.5,1.0,1.3,3.7,17.6,0.2,0.2,14.1,JAC,9,QB
Colt McCoyARI,33.6,21.6,212.5,1.2,0.9,3.0,13.5,0.1,0.2,14.1,CoyARI,9,QB
Justin FieldsCHI,29.2,18.3,190.8,0.9,1.2,7.2,34.7,0.2,0.3,14.0,CHI,9,QB
Trevor SiemianNO,26.8,16.8,191.8,1.3,0.8,2.1,9.8,0.1,0.1,13.5,NO,9,QB
Tua TagovailoaMIA,33.0,22.0,129.0,1.0,0.5,4.0,7.5,0.0,0.0,9.6,MIA,9,QB
Taysom HillNO,8.7,5.5,68.3,0.5,0.3,3.9,17.0,0.2,0.0,7.2,NO,9,QB
Davis MillsHOU,18.3,12.6,98.7,0.4,0.8,1.6,1.4,0.0,0.0,5.1,HOU,9,QB
Trey LanceSF,2.8,1.7,19.6,0.1,0.1,1.6,10.0,0.1,0.0,2.6,SF,9,QB
Mitchell TrubiskyBUF,3.0,2.0,25.0,0.2,0.1,0.2,1.0,0.0,0.0,1.8,BUF,9,QB
Sam EhlingerIND,0.0,0.0,26.2,0.1,0.1,0.0,1.4,0.0,0.0,1.8,IND,9,QB
Davis WebbNYG,0.0,0.0,28.8,0.1,0.1,0.0,0.0,0.0,0.0,1.5,NYG,9,QB
Gardner Minshew IIPHI,1.4,0.9,14.8,0.1,0.0,0.3,0.8,0.0,0.0,1.2,IPHI,9,QB
Chad HenneKC,1.6,1.0,11.0,0.1,0.0,0.2,1.2,0.0,0.0,1.0,KC,9,QB
Tyler HuntleyBAL,1.3,0.8,14.7,0.0,0.1,0.3,1.7,0.0,0.0,0.9,BAL,9,QB
Mason RudolphPIT,1.5,0.9,9.8,0.1,0.0,0.3,0.9,0.0,0.0,0.9,PIT,9,QB
Case KeenumCLE,1.2,0.8,9.7,0.1,0.0,0.1,0.7,0.0,0.0,0.9,CLE,9,QB
Chase DanielLAC,1.5,1.0,13.1,0.1,0.0,0.2,0.5,0.0,0.0,0.8,LAC,9,QB
Dwayne HaskinsPIT,1.5,0.9,9.6,0.1,0.0,0.2,0.6,0.0,0.0,0.8,PIT,9,QB
Brandon AllenCIN,1.3,0.9,12.8,0.1,0.0,0.3,0.5,0.0,0.0,0.8,CIN,9,QB
Cooper RushDAL,1.4,0.8,12.4,0.1,0.0,0.2,0.3,0.0,0.0,0.8,DAL,9,QB
Josh RosenATL,1.6,0.9,10.1,0.1,0.1,0.2,0.7,0.0,0.0,0.8,ATL,9,QB
P.J. WalkerCAR,1.7,1.0,14.5,0.1,0.1,0.1,0.2,0.0,0.0,0.8,CAR,9,QB
Mike GlennonNYG,1.5,0.9,9.4,0.1,0.0,0.2,0.6,0.0,0.0,0.7,NYG,9,QB
Josh JohnsonBAL,0.0,0.0,12.0,0.1,0.1,0.0,0.4,0.0,0.0,0.7,BAL,9,QB
Marcus MariotaLV,0.7,0.5,9.3,0.0,0.0,0.4,1.4,0.0,0.0,0.7,LV,9,QB
Brian HoyerNE,1.4,0.9,11.2,0.1,0.0,0.3,0.1,0.0,0.0,0.7,NE,9,QB
Feleipe FranksATL,1.1,0.7,12.1,0.0,0.0,0.1,0.8,0.0,0.0,0.6,ATL,9,QB
Andy DaltonCHI,1.5,0.9,10.7,0.1,0.1,0.1,0.3,0.0,0.0,0.6,CHI,9,QB
Blake BortlesNO,0.9,0.6,11.7,0.0,0.0,0.2,0.2,0.0,0.0,0.6,NO,9,QB
John WolfordLAR,1.4,0.9,11.0,0.0,0.0,0.3,0.6,0.0,0.0,0.6,LAR,9,QB
C.J. BeathardJAC,1.5,0.8,7.9,0.0,0.0,0.2,0.9,0.0,0.0,0.4,JAC,9,QB
Logan WoodsideTEN,0.7,0.4,6.9,0.0,0.0,0.3,0.2,0.0,0.0,0.4,TEN,9,QB
Sean MannionMIN,0.6,0.3,4.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,MIN,9,QB
Josh AllenBUF,36.6,24.3,286.0,2.2,0.6,7.9,40.0,0.6,0.2,26.5,BUF,10,QB
Lamar JacksonBAL,31.7,20.2,251.6,1.9,0.7,10.6,64.0,0.3,0.2,24.7,BAL,10,QB
Dak PrescottDAL,36.8,25.2,297.9,2.3,0.6,3.7,16.3,0.1,0.2,22.4,DAL,10,QB
Patrick Mahomes IIKC,38.4,25.4,289.0,2.0,0.8,4.5,26.0,0.2,0.2,22.1,IKC,10,QB
Justin HerbertLAC,38.7,25.0,290.5,2.0,0.8,3.5,17.4,0.2,0.1,21.5,LAC,10,QB
Jalen HurtsPHI,31.3,18.7,215.2,1.2,0.8,8.7,51.8,0.5,0.2,20.1,PHI,10,QB
Matthew StaffordLAR,35.6,24.1,292.0,2.1,0.7,1.8,6.9,0.1,0.2,20.0,LAR,10,QB
Aaron RodgersGB,34.4,22.8,267.8,2.0,0.4,2.3,10.7,0.1,0.1,20.0,GB,10,QB
Derek CarrLV,36.3,24.3,287.9,1.9,0.6,2.0,7.2,0.1,0.2,19.3,LV,10,QB
Russell WilsonSEA,32.3,21.9,256.0,1.8,0.6,3.9,21.3,0.1,0.2,19.0,SEA,10,QB
Carson WentzIND,33.0,21.4,248.0,1.9,0.5,3.5,15.2,0.1,0.2,18.8,IND,10,QB
Matt RyanATL,39.7,26.7,292.1,1.8,0.9,1.7,5.8,0.1,0.2,18.7,ATL,10,QB
Kirk CousinsMIN,35.9,24.3,273.0,1.9,0.7,2.6,8.1,0.1,0.2,18.6,MIN,10,QB
Ryan TannehillTEN,33.3,21.4,251.4,1.6,0.9,3.5,16.5,0.2,0.2,17.9,TEN,10,QB
Teddy BridgewaterDEN,34.2,23.4,257.4,1.5,0.7,2.8,11.0,0.1,0.2,17.0,DEN,10,QB
Taylor HeinickeWAS,37.2,24.0,244.6,1.3,1.2,4.5,22.7,0.1,0.2,16.6,WAS,10,QB
Trevor LawrenceJAC,36.2,23.1,248.9,1.2,1.0,3.7,16.7,0.1,0.1,16.0,JAC,10,QB
Jimmy GaroppoloSF,33.5,21.8,247.0,1.5,0.9,2.3,7.4,0.1,0.3,15.9,SF,10,QB
Colt McCoyARI,31.3,20.7,214.9,1.5,0.9,3.4,15.7,0.1,0.1,15.6,CoyARI,10,QB
Mac JonesNE,34.0,22.7,245.8,1.4,0.9,2.1,8.7,0.1,0.2,15.6,NE,10,QB
Jacoby BrissettMIA,37.1,23.1,243.3,1.3,0.8,3.1,12.3,0.1,0.3,15.4,MIA,10,QB
Mason RudolphPIT,32.0,20.2,229.7,1.6,0.8,1.5,6.0,0.0,0.1,15.2,PIT,10,QB
Baker MayfieldCLE,31.3,20.0,240.5,1.3,0.8,2.2,9.8,0.1,0.2,15.1,CLE,10,QB
Jared GoffDET,34.8,22.4,248.5,1.2,0.9,1.7,6.5,0.1,0.2,14.5,DET,10,QB
Mike WhiteNYJ,37.5,24.1,247.1,1.2,1.3,1.4,5.6,0.0,0.2,13.8,NYJ,10,QB
Trevor SiemianNO,30.0,18.5,207.5,1.2,0.8,1.2,5.4,0.0,0.2,12.7,NO,10,QB
P.J. WalkerCAR,31.5,19.7,210.8,0.9,0.9,3.0,13.3,0.1,0.1,12.6,CAR,10,QB
Taysom HillNO,3.7,2.4,36.4,0.2,0.2,2.8,11.9,0.1,0.0,3.7,NO,10,QB
Cam NewtonCAR,10.3,6.4,39.9,0.2,0.2,2.0,5.0,0.1,0.0,3.0,CAR,10,QB
Trey LanceSF,2.5,1.5,18.2,0.1,0.1,2.1,9.2,0.1,0.0,2.4,SF,10,QB
Sam EhlingerIND,0.0,0.0,25.1,0.1,0.1,0.0,1.5,0.0,0.0,1.8,IND,10,QB
Dwayne HaskinsPIT,3.5,2.2,32.5,0.1,0.1,0.2,0.3,0.0,0.0,1.7,PIT,10,QB
Brett RypienDEN,0.0,0.0,19.5,0.1,0.1,0.0,0.0,0.0,0.0,1.2,DEN,10,QB
Gardner Minshew IIPHI,1.3,0.8,15.3,0.1,0.0,0.3,0.7,0.0,0.0,1.1,IPHI,10,QB
Mitchell TrubiskyBUF,1.6,1.1,11.9,0.1,0.0,0.3,1.1,0.0,0.0,1.0,BUF,10,QB
Joe FlaccoNYJ,0.0,0.0,18.0,0.1,0.2,0.0,0.0,0.0,0.0,1.0,NYJ,10,QB
Chase DanielLAC,1.6,1.0,11.5,0.1,0.0,0.2,1.1,0.0,0.0,1.0,LAC,10,QB
Blaine GabbertTB,1.6,1.0,14.9,0.1,0.0,0.2,0.3,0.0,0.0,1.0,TB,10,QB
Drew LockDEN,1.4,1.0,10.5,0.1,0.0,0.3,1.2,0.0,0.0,0.9,DEN,10,QB
Geno SmithSEA,1.2,0.8,14.6,0.1,0.0,0.2,0.7,0.0,0.0,0.9,SEA,10,QB
Feleipe FranksATL,1.0,0.7,12.8,0.1,0.1,0.2,1.1,0.0,0.0,0.9,ATL,10,QB
Cooper RushDAL,1.5,0.9,13.0,0.1,0.0,0.2,0.3,0.0,0.0,0.9,DAL,10,QB
Case KeenumCLE,1.2,0.8,9.5,0.1,0.0,0.1,0.7,0.0,0.0,0.9,CLE,10,QB
Jordan LoveGB,1.4,0.9,12.7,0.1,0.0,0.3,0.6,0.0,0.0,0.8,GB,10,QB
Josh RosenATL,1.6,1.0,11.3,0.1,0.1,0.2,0.9,0.0,0.0,0.8,ATL,10,QB
Chad HenneKC,1.6,1.0,11.7,0.1,0.0,0.2,0.6,0.0,0.0,0.8,KC,10,QB
Marcus MariotaLV,0.8,0.5,9.4,0.1,0.0,0.5,1.8,0.0,0.0,0.8,LV,10,QB
Tua TagovailoaMIA,1.8,1.2,10.4,0.1,0.1,0.2,0.5,0.0,0.0,0.8,MIA,10,QB
Tyler HuntleyBAL,1.3,0.8,13.0,0.0,0.0,0.3,1.2,0.0,0.0,0.7,BAL,10,QB
Brian HoyerNE,1.3,0.8,9.5,0.1,0.1,0.3,0.2,0.0,0.0,0.7,NE,10,QB
Kyle AllenWAS,1.4,0.9,8.7,0.1,0.1,0.1,0.4,0.0,0.0,0.7,WAS,10,QB
C.J. BeathardJAC,1.6,0.9,11.4,0.1,0.0,0.2,0.5,0.0,0.1,0.7,JAC,10,QB
John WolfordLAR,1.4,0.8,11.0,0.0,0.0,0.3,0.5,0.0,0.0,0.6,LAR,10,QB
David BloughDET,1.5,0.9,10.6,0.0,0.0,0.2,0.9,0.0,0.0,0.5,DET,10,QB
Josh JohnsonBAL,1.4,0.8,8.5,0.0,0.1,0.2,0.9,0.0,0.0,0.3,BAL,10,QB
Logan WoodsideTEN,0.7,0.4,5.0,0.0,0.0,0.3,0.2,0.0,0.0,0.2,TEN,10,QB
Sean MannionMIN,0.6,0.3,3.7,0.0,0.0,0.1,0.1,0.0,0.0,0.2,MIN,10,QB
Josh AllenBUF,37.4,25.0,291.6,2.0,0.8,7.0,33.4,0.3,0.2,23.9,BUF,11,QB
Patrick Mahomes IIKC,41.0,26.7,310.6,2.3,0.9,3.8,22.2,0.1,0.2,23.6,IKC,11,QB
Dak PrescottDAL,38.4,25.8,299.6,2.2,0.6,3.4,14.5,0.1,0.2,21.9,DAL,11,QB
Justin HerbertLAC,37.8,24.7,284.6,1.9,0.8,3.6,16.7,0.2,0.1,20.7,LAC,11,QB
Jalen HurtsPHI,30.8,18.3,219.4,1.3,0.9,9.4,50.6,0.5,0.2,20.6,PHI,11,QB
Ryan TannehillTEN,30.9,20.7,252.1,1.9,0.7,4.1,19.6,0.2,0.2,20.0,TEN,11,QB
Derek CarrLV,36.9,25.0,299.2,1.8,0.6,2.2,7.8,0.1,0.2,19.6,LV,11,QB
Aaron RodgersGB,34.1,22.0,262.5,1.9,0.4,2.6,12.0,0.1,0.1,19.1,GB,11,QB
Joe BurrowCIN,33.1,22.0,265.2,1.9,0.9,2.4,10.1,0.1,0.1,18.7,CIN,11,QB
Tua TagovailoaMIA,36.1,23.7,255.2,1.7,0.9,3.3,14.0,0.2,0.1,18.6,MIA,11,QB
Russell WilsonSEA,31.2,20.8,238.6,1.7,0.6,4.4,25.3,0.1,0.2,18.5,SEA,11,QB
Kirk CousinsMIN,35.8,24.2,270.9,1.8,0.7,1.7,7.6,0.1,0.2,17.9,MIN,11,QB
Mac JonesNE,33.1,22.9,252.7,1.8,0.6,1.9,8.2,0.1,0.1,17.6,NE,11,QB
Jimmy GaroppoloSF,32.3,21.8,263.8,1.7,0.8,2.2,6.8,0.1,0.2,17.4,SF,11,QB
Cam NewtonCAR,30.7,19.9,219.6,1.2,0.8,5.7,28.7,0.3,0.2,16.9,CAR,11,QB
Tyler HuntleyBAL,31.7,19.8,223.5,1.2,0.9,6.0,31.3,0.2,0.2,16.5,BAL,11,QB
Daniel JonesNYG,36.2,23.0,242.6,1.2,0.9,4.3,23.5,0.1,0.3,16.4,NYG,11,QB
Justin FieldsCHI,30.6,18.7,207.8,1.1,1.0,7.4,38.3,0.2,0.3,16.1,CHI,11,QB
Baker MayfieldCLE,27.5,17.7,228.5,1.5,0.7,2.1,9.7,0.1,0.2,15.8,CLE,11,QB
Taylor HeinickeWAS,34.0,22.1,229.3,1.1,1.0,4.9,25.5,0.1,0.1,15.7,WAS,11,QB
Matt RyanATL,36.8,24.1,258.8,1.3,0.9,1.6,5.1,0.1,0.2,15.3,ATL,11,QB
Carson WentzIND,35.1,21.7,225.8,1.4,0.8,3.2,13.3,0.1,0.2,15.3,IND,11,QB
Tyrod TaylorHOU,34.6,21.7,239.0,1.1,0.9,3.6,17.6,0.1,0.1,15.2,HOU,11,QB
Trevor LawrenceJAC,34.6,21.4,220.0,1.1,1.0,3.9,18.9,0.1,0.2,14.8,JAC,11,QB
Colt McCoyARI,34.3,22.4,232.0,1.2,0.9,2.9,11.6,0.1,0.2,14.5,CoyARI,11,QB
Joe FlaccoNYJ,35.3,22.0,246.4,1.3,1.0,1.2,4.3,0.0,0.2,14.4,NYJ,11,QB
Trevor SiemianNO,32.1,20.0,226.2,1.3,0.7,1.2,5.2,0.0,0.2,14.0,NO,11,QB
Tim BoyleDET,33.6,21.1,226.9,1.0,1.0,2.0,11.3,0.1,0.2,13.3,DET,11,QB
Taysom HillNO,2.1,1.4,34.4,0.1,0.1,2.7,11.9,0.1,0.0,3.4,NO,11,QB
Case KeenumCLE,4.5,3.0,26.7,0.2,0.1,0.1,0.1,0.0,0.0,1.7,CLE,11,QB
Trey LanceSF,1.6,1.0,13.5,0.1,0.0,1.8,4.8,0.1,0.0,1.7,SF,11,QB
P.J. WalkerCAR,4.5,2.8,26.1,0.1,0.1,0.2,0.7,0.0,0.0,1.5,CAR,11,QB
Trace McSorleyARI,2.2,1.4,18.4,0.1,0.1,0.4,1.4,0.0,0.0,1.3,SorleyARI,11,QB
Geno SmithSEA,1.2,0.8,18.1,0.1,0.0,0.2,0.6,0.0,0.0,1.0,SEA,11,QB
Sam EhlingerIND,0.0,0.0,14.2,0.1,0.2,0.0,1.2,0.0,0.0,1.0,IND,11,QB
Gardner Minshew IIPHI,1.3,0.8,14.4,0.1,0.0,0.3,0.6,0.0,0.0,1.0,IPHI,11,QB
Chase DanielLAC,1.5,0.9,10.8,0.1,0.0,0.2,1.0,0.0,0.0,0.9,LAC,11,QB
Jacoby BrissettMIA,1.5,1.0,11.1,0.1,0.0,0.2,0.8,0.0,0.0,0.9,MIA,11,QB
Brian HoyerNE,1.3,1.0,13.3,0.1,0.0,0.3,0.3,0.0,0.0,0.9,NE,11,QB
Brandon AllenCIN,1.4,0.9,14.1,0.1,0.0,0.2,0.5,0.0,0.0,0.9,CIN,11,QB
Chad HenneKC,1.6,1.0,11.6,0.1,0.1,0.2,1.0,0.0,0.0,0.9,KC,11,QB
Blaine GabbertTB,1.6,1.0,13.5,0.1,0.0,0.2,0.2,0.0,0.0,0.9,TB,11,QB
Mason RudolphPIT,1.5,0.9,8.9,0.1,0.0,0.3,1.0,0.0,0.0,0.9,PIT,11,QB
Mike GlennonNYG,1.4,0.9,9.0,0.1,0.0,0.2,0.9,0.0,0.0,0.9,NYG,11,QB
Mitchell TrubiskyBUF,1.5,1.0,10.3,0.1,0.0,0.3,0.7,0.0,0.0,0.8,BUF,11,QB
Jordan LoveGB,1.3,0.8,11.3,0.1,0.0,0.3,0.6,0.0,0.0,0.8,GB,11,QB
Josh RosenATL,1.5,0.9,9.6,0.1,0.1,0.2,0.8,0.0,0.0,0.8,ATL,11,QB
Marcus MariotaLV,0.8,0.5,10.2,0.1,0.0,0.4,1.4,0.0,0.0,0.8,LV,11,QB
Mike WhiteNYJ,1.4,0.9,10.7,0.1,0.1,0.2,0.2,0.0,0.0,0.7,NYJ,11,QB
Cooper RushDAL,1.5,0.8,11.7,0.1,0.1,0.3,0.2,0.0,0.0,0.7,DAL,11,QB
Andy DaltonCHI,1.2,0.7,7.9,0.1,0.1,0.3,1.1,0.0,0.0,0.7,CHI,11,QB
Kyle AllenWAS,1.4,0.9,8.2,0.1,0.1,0.1,0.5,0.0,0.0,0.7,WAS,11,QB
Davis MillsHOU,1.3,0.8,15.3,0.0,0.1,0.2,0.4,0.0,0.0,0.7,HOU,11,QB
Feleipe FranksATL,0.9,0.6,10.3,0.0,0.1,0.2,1.3,0.0,0.0,0.6,ATL,11,QB
C.J. BeathardJAC,1.5,0.8,12.2,0.0,0.0,0.2,0.5,0.0,0.1,0.5,JAC,11,QB
Logan WoodsideTEN,0.6,0.4,9.2,0.0,0.0,0.3,0.4,0.0,0.0,0.5,TEN,11,QB
Sean MannionMIN,0.6,0.3,3.6,0.0,0.0,0.1,0.1,0.0,0.0,0.2,MIN,11,QB
Lamar JacksonBAL,32.3,20.6,246.2,1.7,0.9,9.7,60.9,0.4,0.2,23.9,BAL,12,QB
Josh AllenBUF,37.6,24.3,284.5,1.9,0.9,6.7,30.9,0.3,0.2,22.4,BUF,12,QB
Jalen HurtsPHI,29.7,18.4,213.5,1.3,0.7,10.8,59.7,0.6,0.2,22.2,PHI,12,QB
Justin HerbertLAC,38.3,24.6,286.5,1.9,0.9,4.4,22.9,0.2,0.1,21.1,LAC,12,QB
Dak PrescottDAL,36.2,24.1,269.3,2.0,0.6,3.4,14.4,0.2,0.2,20.2,DAL,12,QB
Aaron RodgersGB,34.5,22.6,263.7,1.9,0.4,2.3,10.0,0.1,0.1,18.9,GB,12,QB
Russell WilsonSEA,32.5,21.5,248.5,1.8,0.6,4.2,22.7,0.1,0.2,18.8,SEA,12,QB
Matthew StaffordLAR,36.3,24.1,287.6,1.9,0.7,1.7,5.9,0.0,0.1,18.8,LAR,12,QB
Derek CarrLV,37.1,24.8,293.5,1.7,0.7,1.8,6.3,0.1,0.2,18.2,LV,12,QB
Kirk CousinsMIN,35.8,24.3,273.4,1.8,0.7,1.5,6.2,0.1,0.2,18.0,MIN,12,QB
Tyrod TaylorHOU,33.6,21.5,235.3,1.6,0.7,4.1,20.6,0.2,0.1,17.9,HOU,12,QB
Cam NewtonCAR,32.1,20.7,227.2,1.1,0.9,7.5,35.8,0.3,0.2,17.8,CAR,12,QB
Joe BurrowCIN,32.2,21.1,255.2,1.7,0.9,2.3,10.1,0.1,0.1,17.6,CIN,12,QB
Jimmy GaroppoloSF,31.5,20.6,248.2,1.7,0.7,2.0,7.2,0.1,0.2,17.2,SF,12,QB
Taylor HeinickeWAS,34.2,22.5,241.0,1.4,0.9,4.8,24.7,0.1,0.2,17.1,WAS,12,QB
Carson WentzIND,34.9,22.3,236.0,1.7,0.8,3.2,13.0,0.1,0.2,17.1,IND,12,QB
Matt RyanATL,36.8,25.1,273.2,1.5,0.8,1.4,5.0,0.1,0.2,16.7,ATL,12,QB
Daniel JonesNYG,34.9,22.2,237.0,1.3,0.8,4.5,24.9,0.2,0.3,16.6,NYG,12,QB
Mac JonesNE,32.7,22.7,245.7,1.5,0.7,2.5,10.1,0.1,0.1,16.4,NE,12,QB
Tua TagovailoaMIA,35.8,23.6,239.2,1.4,0.9,3.2,13.7,0.2,0.1,16.3,MIA,12,QB
Andy DaltonCHI,31.6,19.9,236.5,1.4,0.6,2.6,12.3,0.1,0.2,16.1,CHI,12,QB
Teddy BridgewaterDEN,33.9,22.7,246.3,1.4,0.7,2.4,9.9,0.1,0.1,16.0,DEN,12,QB
Trevor LawrenceJAC,34.4,21.9,229.3,1.2,0.9,4.1,20.3,0.2,0.1,15.9,JAC,12,QB
Ryan TannehillTEN,33.0,21.6,242.0,1.2,0.9,3.1,15.1,0.1,0.2,15.4,TEN,12,QB
Baker MayfieldCLE,31.6,20.0,240.9,1.3,0.8,1.9,8.4,0.1,0.2,15.0,CLE,12,QB
Zach WilsonNYJ,33.7,20.9,238.0,1.3,1.3,1.9,8.6,0.1,0.1,14.4,NYJ,12,QB
Jared GoffDET,33.4,21.3,229.4,1.2,0.8,1.3,5.0,0.1,0.2,13.4,DET,12,QB
Trevor SiemianNO,31.6,18.5,198.5,1.4,0.8,1.2,5.6,0.0,0.2,13.0,NO,12,QB
Taysom HillNO,2.5,1.6,28.6,0.1,0.2,2.5,10.4,0.1,0.0,2.8,NO,12,QB
Trey LanceSF,1.6,0.9,13.4,0.1,0.1,1.6,5.2,0.1,0.0,1.6,SF,12,QB
Josh JohnsonBAL,3.6,2.3,22.3,0.1,0.1,0.2,0.7,0.0,0.0,1.2,BAL,12,QB
