player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Myles GaskinMIA,6.2,25.1,0.1,2.6,17.4,0.1,0.1,5.2,MIA,17,RB
Jamaal WilliamsDET,8.4,33.3,0.1,1.5,10.2,0.0,0.0,5.1,DET,17,RB
Jonathan WilliamsWAS,7.5,26.0,0.1,1.6,13.9,0.1,0.1,5.0,WAS,17,RB
Latavius MurrayBAL,8.1,29.0,0.2,1.1,7.9,0.0,0.0,4.9,BAL,17,RB
Dontrell HilliardTEN,5.5,24.1,0.1,2.0,16.2,0.1,0.1,4.9,TEN,17,RB
Brandon BoldenNE,3.3,12.5,0.1,2.7,23.8,0.1,0.0,4.8,NE,17,RB
Ameer AbdullahCAR,5.1,18.8,0.1,2.5,18.8,0.1,0.1,4.5,CAR,17,RB
Ke'Shawn VaughnTB,4.9,21.7,0.1,1.4,11.1,0.1,0.0,4.4,TB,17,RB
Zack MossBUF,5.7,23.2,0.1,1.1,9.2,0.1,0.0,4.4,BUF,17,RB
Jeff Wilson Jr.SF,5.9,25.5,0.1,0.8,6.8,0.0,0.1,4.1,SF,17,RB
Royce FreemanHOU,7.2,25.6,0.1,1.0,7.3,0.0,0.0,3.9,HOU,17,RB
D'Ernest JohnsonCLE,4.6,18.8,0.1,1.3,11.5,0.0,0.0,3.8,CLE,17,RB
Nyheim HinesIND,3.2,13.3,0.1,1.8,15.1,0.1,0.0,3.8,IND,17,RB
Derrick GoreKC,5.1,19.8,0.1,0.9,7.8,0.0,0.0,3.7,KC,17,RB
Craig ReynoldsDET,4.7,19.0,0.1,1.3,11.6,0.0,0.0,3.6,DET,17,RB
Kenneth GainwellPHI,2.1,9.8,0.1,1.7,16.3,0.1,0.0,3.6,PHI,17,RB
Alexander MattisonMIN,4.3,18.9,0.1,1.1,8.8,0.0,0.0,3.4,MIN,17,RB
Ty JohnsonNYJ,4.3,16.0,0.1,1.0,8.1,0.1,0.0,3.3,NYJ,17,RB
Phillip LindsayMIA,5.7,22.4,0.1,0.3,1.8,0.0,0.0,3.2,MIA,17,RB
Peyton BarberLV,4.3,17.0,0.1,1.0,8.3,0.0,0.0,3.1,LV,17,RB
Samaje PerineCIN,3.1,13.2,0.1,1.3,10.1,0.0,0.0,2.9,CIN,17,RB
Tony Jones Jr.NO,4.5,14.3,0.1,0.7,5.6,0.0,0.0,2.7,NO,17,RB
Ty MontgomeryNO,0.0,5.2,0.1,1.1,15.4,0.0,0.0,2.6,NO,17,RB
Eno BenjaminARI,2.4,14.3,0.1,0.5,4.0,0.0,0.0,2.6,ARI,17,RB
Nathan CottrellJAC,4.4,14.8,0.1,0.6,4.6,0.0,0.0,2.4,JAC,17,RB
Khalil HerbertCHI,3.1,12.1,0.1,0.8,6.5,0.0,0.0,2.3,CHI,17,RB
Austin WalterNYJ,2.8,11.5,0.1,0.5,3.5,0.0,0.0,2.2,NYJ,17,RB
Jake FunkLAR,3.0,11.0,0.1,0.5,4.0,0.0,0.0,2.1,LAR,17,RB
Travis HomerSEA,1.9,8.4,0.1,0.8,7.5,0.0,0.0,2.1,SEA,17,RB
Ryquell ArmsteadJAC,3.1,11.3,0.1,0.6,5.2,0.0,0.0,2.1,JAC,17,RB
Spencer BrownBUF,0.0,12.7,0.1,0.6,2.9,0.0,0.0,2.1,BUF,17,RB
Joshua KelleyLAC,2.6,11.6,0.1,0.6,4.9,0.0,0.0,2.1,LAC,17,RB
Jerick McKinnonKC,1.2,5.9,0.1,1.0,7.9,0.1,0.0,2.0,KinnonKC,17,RB
Buddy HowellLAR,2.9,10.1,0.1,0.5,3.7,0.0,0.0,2.0,LAR,17,RB
Damien WilliamsCHI,1.7,7.8,0.1,0.7,5.3,0.0,0.0,1.9,CHI,17,RB
Benny Snell Jr.PIT,2.8,11.1,0.1,0.4,2.8,0.0,0.0,1.8,PIT,17,RB
Kyle JuszczykSF,0.6,1.7,0.0,1.1,10.7,0.1,0.0,1.8,SF,17,RB
Corey ClementDAL,1.8,8.5,0.1,0.5,3.3,0.0,0.0,1.8,DAL,17,RB
JaMycal HastySF,1.1,5.4,0.0,1.1,8.5,0.0,0.0,1.6,SF,17,RB
Alex CollinsSEA,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.6,SEA,17,RB
Qadree OllisonATL,2.0,8.6,0.1,0.4,2.5,0.0,0.0,1.4,ATL,17,RB
Jaylen SamuelsARI,1.3,6.3,0.0,0.8,5.2,0.0,0.0,1.4,ARI,17,RB
Dwayne WashingtonNO,3.0,8.6,0.0,0.2,2.2,0.0,0.0,1.3,NO,17,RB
Patrick Taylor Jr.GB,1.1,7.3,0.0,0.4,2.3,0.0,0.0,1.3,GB,17,RB
Demetric FeltonCLE,2.1,4.7,0.0,0.5,6.7,0.0,0.0,1.2,CLE,17,RB
Mike BooneDEN,0.7,6.1,0.0,0.3,1.8,0.0,0.0,1.0,DEN,17,RB
David JohnsonHOU,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,HOU,17,RB
Elijhaa PennyNYG,1.6,5.1,0.0,0.5,2.5,0.0,0.0,1.0,NYG,17,RB
Chris EvansCIN,0.6,2.6,0.0,0.6,4.9,0.0,0.0,1.0,CIN,17,RB
Godwin IgwebuikeDET,0.6,4.0,0.0,0.5,4.2,0.0,0.0,0.9,DET,17,RB
Adam PrenticeNO,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,NO,17,RB
Kene NwangwuMIN,0.5,3.6,0.0,0.4,2.2,0.0,0.0,0.7,MIN,17,RB
Kalen BallagePIT,1.0,3.9,0.0,0.3,1.5,0.0,0.0,0.7,PIT,17,RB
C.J. HamMIN,0.3,1.4,0.0,0.6,3.9,0.0,0.0,0.7,MIN,17,RB
Keith SmithATL,0.4,1.8,0.0,0.6,4.3,0.0,0.0,0.7,ATL,17,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.7,5.7,0.0,0.0,0.6,CAR,17,RB
Deon JacksonIND,1.2,2.8,0.0,0.2,1.6,0.0,0.0,0.6,IND,17,RB
Patrick RicardBAL,0.1,0.0,0.0,0.8,5.1,0.0,0.0,0.5,BAL,17,RB
Ty'Son WilliamsBAL,0.1,2.3,0.0,0.2,1.6,0.0,0.0,0.5,BAL,17,RB
Damarea CrockettDEN,0.7,2.7,0.0,0.2,1.4,0.0,0.0,0.5,DEN,17,RB
Larry Rountree IIILAC,1.2,4.0,0.0,0.1,1.0,0.0,0.0,0.5,IILAC,17,RB
Kenjon BarnerTB,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.4,TB,17,RB
Gabe NabersLAC,0.0,0.4,0.0,0.3,2.6,0.0,0.0,0.4,LAC,17,RB
Taiwan JonesBUF,0.0,0.7,0.0,0.2,2.3,0.0,0.0,0.4,BUF,17,RB
Nick BawdenNYJ,0.0,0.1,0.0,0.3,1.5,0.0,0.0,0.3,NYJ,17,RB
Derek WattPIT,0.0,1.3,0.0,0.2,1.0,0.0,0.0,0.3,PIT,17,RB
Khari BlasingameTEN,0.1,1.4,0.0,0.2,1.1,0.0,0.0,0.3,TEN,17,RB
Michael BurtonKC,0.3,1.4,0.0,0.2,1.0,0.0,0.0,0.3,KC,17,RB
Nick BelloreSEA,0.0,0.4,0.0,0.2,1.5,0.0,0.0,0.3,SEA,17,RB
Jakob JohnsonNE,0.0,0.4,0.0,0.2,1.2,0.0,0.0,0.2,NE,17,RB
Wayne Gallman Jr.MIN,0.4,1.0,0.0,0.1,1.0,0.0,0.0,0.2,MIN,17,RB
Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,NYG,17,RB
Andy JanovichCLE,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.1,CLE,17,RB
Reggie GilliamBUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,17,RB
Jonathan TaylorIND,24.5,118.5,1.0,1.8,15.1,0.1,0.1,19.9,IND,18,RB
Dalvin CookMIN,20.2,86.2,0.7,2.8,20.6,0.1,0.2,14.9,MIN,18,RB
Alvin KamaraNO,15.3,62.7,0.5,4.4,38.5,0.2,0.1,14.2,NO,18,RB
Austin EkelerLAC,13.7,57.9,0.6,4.1,34.5,0.2,0.1,13.9,LAC,18,RB
Joe MixonCIN,0.0,77.5,0.5,2.5,22.2,0.1,0.1,13.8,CIN,18,RB
David MontgomeryCHI,18.1,72.5,0.6,3.2,23.4,0.1,0.1,13.7,CHI,18,RB
Nick ChubbCLE,16.1,79.6,0.6,2.2,16.2,0.1,0.1,13.7,CLE,18,RB
Najee HarrisPIT,17.7,69.6,0.5,3.5,26.7,0.1,0.0,13.4,PIT,18,RB
James ConnerARI,17.0,60.0,0.6,3.5,28.4,0.1,0.1,13.3,ARI,18,RB
Josh JacobsLV,16.0,64.4,0.6,3.3,23.7,0.1,0.1,12.8,LV,18,RB
Elijah MitchellSF,18.1,75.5,0.6,1.9,14.2,0.1,0.0,12.6,SF,18,RB
D'Onta ForemanTEN,18.5,77.4,0.6,1.1,10.7,0.0,0.1,12.6,TEN,18,RB
Antonio GibsonWAS,16.0,63.6,0.6,3.0,21.1,0.1,0.1,12.5,WAS,18,RB
Devin SingletaryBUF,15.9,66.7,0.6,2.5,18.3,0.1,0.1,12.2,BUF,18,RB
Darrel WilliamsKC,14.3,51.2,0.5,2.9,24.9,0.1,0.0,11.4,KC,18,RB
Sony MichelLAR,16.0,60.6,0.5,1.6,13.4,0.1,0.1,10.8,LAR,18,RB
AJ DillonGB,12.3,53.1,0.5,2.0,17.9,0.1,0.1,10.5,GB,18,RB
Boston ScottPHI,10.5,54.2,0.4,2.1,17.5,0.1,0.1,9.8,PHI,18,RB
Rashaad PennySEA,13.7,56.7,0.5,1.0,8.3,0.0,0.1,9.5,SEA,18,RB
Damien HarrisNE,12.0,55.9,0.6,0.5,4.3,0.0,0.1,9.5,NE,18,RB
Saquon BarkleyNYG,13.2,57.9,0.2,2.4,18.5,0.1,0.1,9.2,NYG,18,RB
Javonte WilliamsDEN,11.7,54.3,0.3,2.2,18.1,0.1,0.1,9.1,DEN,18,RB
Kenneth GainwellPHI,14.0,49.0,0.3,2.4,20.9,0.1,0.1,9.0,PHI,18,RB
Samaje PerineCIN,13.9,49.6,0.4,2.2,15.8,0.1,0.1,9.0,CIN,18,RB
Devonta FreemanBAL,13.0,55.1,0.3,2.0,13.0,0.1,0.1,9.0,BAL,18,RB
Michael CarterNYJ,11.6,51.7,0.2,2.5,19.9,0.1,0.1,8.9,NYJ,18,RB
Melvin Gordon IIIDEN,11.2,49.0,0.5,1.8,12.4,0.0,0.1,8.9,IIDEN,18,RB
Ezekiel ElliottDAL,9.8,44.1,0.4,1.9,14.8,0.1,0.1,8.8,DAL,18,RB
Cordarrelle PattersonATL,11.0,40.1,0.2,2.8,27.0,0.1,0.1,8.7,ATL,18,RB
Ke'Shawn VaughnTB,12.8,56.7,0.3,1.4,10.5,0.0,0.1,8.5,TB,18,RB
Rhamondre StevensonNE,12.0,47.8,0.4,1.0,7.8,0.0,0.1,8.2,NE,18,RB
Duke Johnson Jr.MIA,11.7,48.2,0.4,1.3,10.9,0.0,0.1,8.2,MIA,18,RB
D'Andre SwiftDET,8.0,37.8,0.2,3.3,24.3,0.1,0.1,8.1,DET,18,RB
Rex BurkheadHOU,11.6,47.9,0.2,2.0,15.9,0.1,0.1,8.1,HOU,18,RB
Dontrell HilliardTEN,9.2,43.3,0.2,2.5,19.5,0.1,0.1,8.0,TEN,18,RB
Chuba HubbardCAR,11.0,43.7,0.3,1.5,11.0,0.0,0.1,7.1,CAR,18,RB
Dare OgunbowaleJAC,8.8,37.7,0.3,1.8,14.4,0.0,0.0,7.0,JAC,18,RB
Jason HuntleyPHI,8.9,37.4,0.3,1.4,10.0,0.0,0.1,6.6,PHI,18,RB
Jamaal WilliamsDET,11.2,42.4,0.2,1.4,9.3,0.0,0.0,6.4,DET,18,RB
Mike DavisATL,8.7,35.8,0.1,2.5,16.9,0.1,0.1,6.4,ATL,18,RB
Devontae BookerNYG,9.3,37.8,0.1,1.8,12.6,0.0,0.0,6.1,NYG,18,RB
Patrick Taylor Jr.GB,11.8,39.3,0.2,1.2,9.2,0.0,0.1,6.1,GB,18,RB
Justin JacksonLAC,7.4,33.0,0.2,1.4,11.5,0.0,0.0,5.7,LAC,18,RB
Latavius MurrayBAL,8.6,32.9,0.2,0.9,6.4,0.0,0.0,5.3,BAL,18,RB
D'Ernest JohnsonCLE,6.7,25.7,0.1,1.6,12.2,0.1,0.0,4.8,CLE,18,RB
Cam AkersLAR,4.2,27.3,0.2,1.1,9.2,0.0,0.0,4.8,LAR,18,RB
Ameer AbdullahCAR,4.5,17.1,0.1,2.9,22.0,0.1,0.0,4.8,CAR,18,RB
Tevin ColemanNYJ,6.8,28.5,0.2,0.9,7.4,0.0,0.1,4.6,NYJ,18,RB
Corey ClementDAL,7.4,26.3,0.1,1.2,7.9,0.0,0.0,4.4,DAL,18,RB
David JohnsonHOU,5.4,20.3,0.1,1.8,14.6,0.1,0.0,4.4,HOU,18,RB
Myles GaskinMIA,5.7,23.8,0.1,1.6,11.4,0.0,0.0,4.4,MIA,18,RB
Matt BreidaBUF,0.0,25.0,0.2,1.1,9.6,0.0,0.1,4.3,BUF,18,RB
Jaret PattersonWAS,7.0,28.0,0.1,1.1,7.0,0.0,0.0,4.3,WAS,18,RB
Ryquell ArmsteadJAC,7.4,26.1,0.1,0.9,8.3,0.0,0.0,4.2,JAC,18,RB
Derrick GoreKC,5.7,24.2,0.2,0.9,7.5,0.0,0.1,4.1,KC,18,RB
Brandon BoldenNE,2.0,8.3,0.0,2.6,22.2,0.1,0.0,3.9,NE,18,RB
Alexander MattisonMIN,4.7,20.0,0.1,1.2,9.8,0.1,0.0,3.9,MIN,18,RB
Mark Ingram IINO,4.7,20.7,0.1,1.0,9.3,0.0,0.0,3.9,INO,18,RB
Nyheim HinesIND,3.0,12.7,0.1,1.9,16.4,0.1,0.0,3.9,IND,18,RB
Zack MossBUF,4.9,18.9,0.1,0.9,7.3,0.1,0.0,3.7,BUF,18,RB
Peyton BarberLV,4.9,19.3,0.1,1.0,8.0,0.0,0.0,3.6,LV,18,RB
Ty JohnsonNYJ,3.6,14.6,0.0,2.0,16.5,0.1,0.0,3.6,NYJ,18,RB
JaQuan HardyDAL,3.8,15.6,0.1,1.0,8.6,0.1,0.0,3.4,DAL,18,RB
Craig ReynoldsDET,5.0,19.7,0.1,0.9,6.7,0.0,0.0,3.3,DET,18,RB
Chris EvansCIN,5.4,18.2,0.1,1.1,8.3,0.0,0.0,3.3,CIN,18,RB
DeeJay DallasSEA,2.6,10.8,0.1,1.1,8.4,0.1,0.0,2.8,SEA,18,RB
La'Mical PerineNYJ,0.0,16.3,0.1,0.5,2.3,0.0,0.0,2.7,NYJ,18,RB
Salvon AhmedMIA,0.0,16.2,0.1,0.6,3.7,0.0,0.0,2.6,MIA,18,RB
Trayveon WilliamsCIN,3.9,17.5,0.1,0.4,3.2,0.0,0.0,2.6,CIN,18,RB
Phillip LindsayMIA,4.0,16.6,0.1,0.4,2.8,0.0,0.0,2.6,MIA,18,RB
Austin WalterNYJ,2.9,14.9,0.1,0.5,3.4,0.0,0.0,2.5,NYJ,18,RB
Royce FreemanHOU,3.8,15.5,0.0,0.7,5.1,0.0,0.0,2.4,HOU,18,RB
Alex CollinsSEA,3.3,13.7,0.1,0.5,3.7,0.0,0.0,2.4,SEA,18,RB
Jonathan WilliamsWAS,1.6,9.2,0.1,1.0,8.7,0.0,0.0,2.4,WAS,18,RB
Kyle JuszczykSF,0.5,1.6,0.0,1.5,14.8,0.1,0.0,2.2,SF,18,RB
Khalil HerbertCHI,2.9,12.0,0.1,0.6,4.8,0.0,0.0,2.2,CHI,18,RB
Jeff Wilson Jr.SF,2.2,11.2,0.1,0.6,5.5,0.0,0.0,2.1,SF,18,RB
J.J. TaylorNE,0.0,12.8,0.1,0.4,1.6,0.0,0.0,2.1,NE,18,RB
Travis HomerSEA,2.6,11.0,0.1,0.7,5.4,0.0,0.0,2.1,SEA,18,RB
Eno BenjaminARI,3.0,10.5,0.1,0.4,3.7,0.0,0.0,2.0,ARI,18,RB
Qadree OllisonATL,2.4,11.0,0.1,0.4,3.1,0.0,0.0,1.9,ATL,18,RB
JaMycal HastySF,1.4,5.7,0.0,1.3,9.8,0.0,0.0,1.8,SF,18,RB
Jerick McKinnonKC,1.3,6.5,0.1,0.9,6.4,0.0,0.0,1.8,KinnonKC,18,RB
Damien WilliamsCHI,1.5,6.8,0.1,0.8,5.4,0.0,0.0,1.7,CHI,18,RB
Demetric FeltonCLE,1.9,6.1,0.1,0.6,5.5,0.0,0.0,1.6,CLE,18,RB
Kenjon BarnerTB,1.7,6.9,0.1,0.6,3.9,0.0,0.0,1.6,TB,18,RB
Joshua KelleyLAC,1.8,9.3,0.1,0.4,2.5,0.0,0.0,1.6,LAC,18,RB
Ito SmithDAL,1.8,7.3,0.1,0.7,4.3,0.0,0.0,1.6,DAL,18,RB
Benny Snell Jr.PIT,2.4,9.3,0.0,0.4,2.6,0.0,0.0,1.5,PIT,18,RB
Buddy HowellLAR,1.8,7.5,0.1,0.2,1.2,0.0,0.0,1.4,LAR,18,RB
Ty MontgomeryNO,0.0,3.8,0.1,0.5,6.6,0.0,0.0,1.3,NO,18,RB
Jake FunkLAR,1.8,5.3,0.1,0.2,1.4,0.0,0.0,1.1,LAR,18,RB
Kene NwangwuMIN,1.8,7.2,0.0,0.2,2.5,0.0,0.0,1.1,MIN,18,RB
Adam PrenticeNO,0.1,0.0,0.0,0.9,10.0,0.0,0.0,1.0,NO,18,RB
Reggie BonnafonWAS,0.9,5.0,0.0,0.5,5.0,0.0,0.0,1.0,WAS,18,RB
C.J. HamMIN,0.4,1.7,0.0,0.7,5.8,0.0,0.0,1.0,MIN,18,RB
Elijhaa PennyNYG,1.6,5.4,0.0,0.3,2.2,0.0,0.0,0.9,NYG,18,RB
Mekhi SargentJAC,0.7,5.2,0.0,0.2,1.8,0.0,0.0,0.9,JAC,18,RB
Tony Jones Jr.NO,0.8,5.0,0.0,0.3,2.2,0.0,0.0,0.9,NO,18,RB
Josh JohnsonBAL,1.2,5.0,0.0,0.3,3.0,0.0,0.0,0.8,BAL,18,RB
Mike BooneDEN,0.7,4.8,0.0,0.2,1.3,0.0,0.0,0.8,DEN,18,RB
Trey EdmundsPIT,0.0,5.1,0.0,0.2,0.7,0.0,0.0,0.7,PIT,18,RB
Patrick RicardBAL,0.0,1.5,0.0,0.5,2.8,0.0,0.0,0.6,BAL,18,RB
Ty'Son WilliamsBAL,0.2,2.5,0.0,0.2,1.6,0.0,0.0,0.6,BAL,18,RB
Taiwan JonesBUF,0.0,1.7,0.0,0.3,2.9,0.0,0.0,0.6,BUF,18,RB
Deon JacksonIND,1.1,3.0,0.0,0.2,1.2,0.0,0.0,0.5,IND,18,RB
Nathan CottrellJAC,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5,JAC,18,RB
Kalen BallagePIT,0.8,3.1,0.0,0.2,0.8,0.0,0.0,0.5,PIT,18,RB
Keith SmithATL,0.3,1.8,0.0,0.3,2.2,0.0,0.0,0.5,ATL,18,RB
Godwin IgwebuikeDET,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4,DET,18,RB
Michael BurtonKC,0.4,2.4,0.0,0.2,0.6,0.0,0.0,0.4,KC,18,RB
Damarea CrockettDEN,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.3,DEN,18,RB
Larry Rountree IIILAC,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,IILAC,18,RB
Khari BlasingameTEN,0.1,1.5,0.0,0.1,0.5,0.0,0.0,0.3,TEN,18,RB
Andy JanovichCLE,0.1,0.3,0.0,0.2,1.5,0.0,0.0,0.3,CLE,18,RB
Nick BawdenNYJ,0.0,1.0,0.0,0.3,0.7,0.0,0.0,0.2,NYJ,18,RB
Gabe NabersLAC,0.0,0.7,0.0,0.2,1.1,0.0,0.0,0.2,LAC,18,RB
Jakob JohnsonNE,0.0,0.8,0.0,0.2,0.6,0.0,0.0,0.2,NE,18,RB
Derek WattPIT,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.2,PIT,18,RB
Cullen GillaspiaNYG,0.0,0.6,0.0,0.1,0.3,0.0,0.0,0.2,NYG,18,RB
Dwayne WashingtonNO,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1,NO,18,RB
Nick BelloreSEA,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1,SEA,18,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,18,RB
Reggie GilliamBUF,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,18,RB
