player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Adrian Killins Jr.DEN,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,DEN,2,RB
Austin WalterNYJ,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,NYJ,2,RB
Alfred MorrisNYG,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1,NYG,2,RB
Dontrell HilliardTEN,0.0,0.2,0.0,0.1,0.4,0.0,0.0,0.1,TEN,2,RB
Antonio WilliamsNYG,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,NYG,2,RB
Jonathan WilliamsWAS,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,WAS,2,RB
Mike BooneDEN,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,DEN,2,RB
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,2,RB
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,2,RB
Josh JacobsLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2,RB
Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CraryBAL,2,RB
Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,2,RB
Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,2,RB
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,2,RB
La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,2,RB
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,2,RB
Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,2,RB
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,2,RB
Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,2,RB
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,2,RB
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,2,RB
Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,2,RB
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,2,RB
Ke'Shawn VaughnTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,2,RB
Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,2,RB
Travis Etienne Jr.JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,2,RB
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,2,RB
Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,2,RB
Christian McCaffreyCAR,19.7,88.9,0.9,5.9,50.2,0.2,0.2,19.8,CaffreyCAR,3,RB
Derrick HenryTEN,23.5,107.2,0.9,2.3,18.4,0.1,0.2,18.2,TEN,3,RB
Alvin KamaraNO,14.7,66.4,0.6,5.3,45.9,0.2,0.1,16.1,NO,3,RB
Nick ChubbCLE,17.5,87.1,0.9,1.8,14.7,0.1,0.1,15.6,CLE,3,RB
Aaron JonesGB,15.0,72.1,0.7,3.8,31.4,0.2,0.1,15.5,GB,3,RB
Jonathan TaylorIND,17.1,76.4,0.7,2.7,23.1,0.1,0.1,14.5,IND,3,RB
Najee HarrisPIT,17.0,70.7,0.6,3.5,29.3,0.2,0.1,14.1,PIT,3,RB
Austin EkelerLAC,12.9,57.3,0.5,5.3,42.8,0.2,0.1,14.1,LAC,3,RB
Ezekiel ElliottDAL,15.4,66.7,0.7,2.8,22.0,0.1,0.1,13.4,DAL,3,RB
Joe MixonCIN,18.1,73.6,0.5,3.3,24.4,0.1,0.1,13.3,CIN,3,RB
Chris CarsonSEA,15.1,68.7,0.6,2.7,21.1,0.1,0.1,13.2,SEA,3,RB
Saquon BarkleyNYG,15.8,66.8,0.6,3.0,22.9,0.1,0.1,13.0,NYG,3,RB
Antonio GibsonWAS,17.0,72.4,0.6,2.7,19.6,0.1,0.1,12.9,WAS,3,RB
David MontgomeryCHI,17.3,70.4,0.5,2.8,21.3,0.1,0.1,12.8,CHI,3,RB
D'Andre SwiftDET,10.2,43.6,0.3,4.8,40.9,0.3,0.1,12.0,DET,3,RB
Damien HarrisNE,17.9,75.2,0.6,1.0,8.3,0.0,0.1,11.9,NE,3,RB
Miles SandersPHI,13.1,60.1,0.5,2.8,23.6,0.1,0.1,11.6,PHI,3,RB
Alexander MattisonMIN,15.3,66.1,0.5,2.0,17.7,0.1,0.1,11.4,MIN,3,RB
Elijah MitchellSF,14.0,59.0,0.7,1.0,12.0,0.0,0.0,11.3,SF,3,RB
Clyde Edwards-HelaireKC,14.8,62.2,0.4,2.6,20.7,0.1,0.1,10.8,HelaireKC,3,RB
James RobinsonJAC,13.2,56.8,0.3,3.4,25.1,0.1,0.1,10.6,JAC,3,RB
Ty'Son WilliamsBAL,11.7,53.4,0.5,2.0,16.2,0.1,0.1,10.3,BAL,3,RB
Dalvin CookMIN,11.0,51.0,0.4,2.0,19.5,0.1,0.0,10.1,MIN,3,RB
Melvin Gordon IIIDEN,12.1,53.4,0.4,2.2,15.8,0.1,0.1,9.7,IIDEN,3,RB
Trey SermonSF,12.4,57.4,0.4,1.6,13.6,0.1,0.1,9.6,SF,3,RB
Kenyan DrakeLV,10.7,44.4,0.3,3.5,25.6,0.1,0.1,9.5,LV,3,RB
Myles GaskinMIA,10.7,47.1,0.3,3.4,26.5,0.1,0.1,9.4,MIA,3,RB
Chase EdmondsARI,10.3,43.9,0.2,3.5,28.7,0.2,0.1,9.4,ARI,3,RB
Mike DavisATL,12.3,47.8,0.3,3.8,24.6,0.1,0.1,9.3,ATL,3,RB
Sony MichelLAR,14.3,58.7,0.3,1.5,13.0,0.1,0.1,9.3,LAR,3,RB
Kareem HuntCLE,9.5,41.3,0.4,2.4,21.2,0.1,0.1,9.2,CLE,3,RB
Devin SingletaryBUF,12.4,52.0,0.4,2.0,14.8,0.1,0.1,9.0,BUF,3,RB
Leonard FournetteTB,11.2,44.0,0.3,3.3,22.9,0.1,0.1,8.9,TB,3,RB
Javonte WilliamsDEN,12.1,49.3,0.4,1.4,10.9,0.1,0.1,8.7,DEN,3,RB
James ConnerARI,11.9,48.1,0.3,1.0,7.3,0.0,0.1,7.2,ARI,3,RB
Mark Ingram IINO,11.5,47.8,0.3,0.9,6.7,0.0,0.1,7.2,INO,3,RB
James WhiteNE,4.4,17.2,0.2,4.3,34.2,0.2,0.1,6.9,NE,3,RB
Jamaal WilliamsDET,8.7,33.5,0.2,2.8,20.2,0.1,0.1,6.7,DET,3,RB
Tevin ColemanNYJ,11.0,42.0,0.3,1.0,7.0,0.0,0.0,6.7,NYJ,3,RB
Tony PollardDAL,7.0,32.5,0.2,2.0,16.3,0.1,0.1,6.4,DAL,3,RB
Nyheim HinesIND,4.8,19.6,0.1,3.5,27.7,0.1,0.1,6.3,IND,3,RB
Cordarrelle PattersonATL,7.3,30.8,0.2,1.6,14.7,0.1,0.1,6.2,ATL,3,RB
Michael CarterNYJ,9.5,36.4,0.2,1.6,12.9,0.0,0.1,6.0,NYJ,3,RB
Ronald Jones IITB,8.8,34.9,0.3,0.8,5.6,0.0,0.1,5.7,ITB,3,RB
Darrell Henderson Jr.LAR,9.0,36.0,0.3,0.5,5.5,0.0,0.0,5.7,LAR,3,RB
Latavius MurrayBAL,8.2,34.3,0.2,0.8,6.1,0.0,0.1,5.6,BAL,3,RB
Ty JohnsonNYJ,7.9,35.2,0.1,1.4,10.3,0.0,0.1,5.5,NYJ,3,RB
Peyton BarberLV,10.7,36.6,0.3,0.4,2.9,0.0,0.1,5.5,LV,3,RB
Kenneth GainwellPHI,6.1,24.8,0.2,1.6,14.5,0.1,0.0,5.4,PHI,3,RB
J.D. McKissicWAS,3.9,15.7,0.1,3.5,25.9,0.1,0.1,5.0,KissicWAS,3,RB
David JohnsonHOU,4.9,19.3,0.1,2.3,18.3,0.1,0.0,4.8,HOU,3,RB
AJ DillonGB,6.5,28.3,0.2,0.9,7.5,0.0,0.0,4.7,GB,3,RB
Zack MossBUF,6.3,26.2,0.2,0.7,5.7,0.0,0.1,4.4,BUF,3,RB
Damien WilliamsCHI,3.9,16.4,0.1,2.0,14.6,0.1,0.0,4.1,CHI,3,RB
Tony Jones Jr.NO,5.8,23.5,0.1,0.9,7.6,0.0,0.0,4.0,NO,3,RB
Carlos HydeJAC,6.0,24.1,0.1,1.0,7.4,0.0,0.0,3.8,JAC,3,RB
Ameer AbdullahCAR,5.2,19.9,0.1,1.0,8.0,0.1,0.1,3.6,CAR,3,RB
Salvon AhmedMIA,4.5,19.1,0.1,1.0,8.1,0.0,0.0,3.5,MIA,3,RB
Justin JacksonLAC,3.8,18.4,0.1,1.0,7.1,0.1,0.0,3.5,LAC,3,RB
Phillip LindsayMIA,5.2,22.3,0.1,0.8,5.2,0.0,0.0,3.4,MIA,3,RB
Malcolm BrownMIA,5.6,21.1,0.2,0.5,3.4,0.0,0.0,3.4,MIA,3,RB
Darrel WilliamsKC,3.9,15.0,0.1,0.9,7.6,0.0,0.0,3.3,KC,3,RB
Devontae BookerNYG,6.5,24.5,0.0,1.0,6.0,0.0,0.0,3.1,NYG,3,RB
Trenton CannonSF,4.5,12.9,0.1,0.9,7.7,0.1,0.1,2.9,SF,3,RB
Larry Rountree IIILAC,4.1,16.7,0.1,0.6,5.1,0.0,0.0,2.8,IILAC,3,RB
Jake FunkLAR,3.2,11.8,0.1,1.1,9.0,0.1,0.0,2.8,LAR,3,RB
Devonta FreemanBAL,2.8,11.7,0.1,0.7,5.3,0.1,0.0,2.5,BAL,3,RB
Giovani BernardTB,1.3,5.5,0.0,1.7,12.3,0.1,0.0,2.4,TB,3,RB
Kyle JuszczykSF,0.8,3.2,0.0,1.4,12.9,0.1,0.0,2.3,SF,3,RB
Chuba HubbardCAR,3.0,11.3,0.1,0.7,5.5,0.0,0.0,2.3,CAR,3,RB
Samaje PerineCIN,2.8,12.0,0.1,0.8,5.7,0.0,0.0,2.3,CIN,3,RB
Travis HomerSEA,2.1,8.3,0.0,1.0,8.2,0.0,0.0,2.0,SEA,3,RB
Gary BrightwellNYG,2.2,9.1,0.1,0.6,5.2,0.0,0.0,2.0,NYG,3,RB
Ty MontgomeryNO,1.0,6.5,0.0,1.0,9.3,0.0,0.0,2.0,NO,3,RB
Josh AdamsNO,1.5,11.1,0.1,0.6,4.1,0.0,0.0,1.9,NO,3,RB
DeeJay DallasSEA,1.8,7.4,0.0,0.7,5.4,0.0,0.0,1.8,SEA,3,RB
Benny Snell Jr.PIT,3.0,11.6,0.1,0.3,2.0,0.0,0.0,1.7,PIT,3,RB
Demetric FeltonCLE,1.4,5.0,0.0,0.6,6.6,0.1,0.0,1.7,CLE,3,RB
Alex CollinsSEA,1.8,9.5,0.1,0.3,2.9,0.0,0.0,1.6,SEA,3,RB
J.J. TaylorNE,2.1,9.4,0.1,0.3,2.0,0.0,0.0,1.6,NE,3,RB
C.J. HamMIN,1.0,3.3,0.0,0.9,7.7,0.1,0.0,1.6,MIN,3,RB
Matt BreidaBUF,3.0,12.0,0.0,0.5,3.5,0.0,0.0,1.6,BUF,3,RB
Wayne Gallman Jr.MIN,2.0,9.0,0.1,0.0,0.0,0.0,0.0,1.5,MIN,3,RB
Buddy HowellLAR,1.0,7.1,0.1,0.4,3.6,0.0,0.0,1.5,LAR,3,RB
Keith SmithATL,1.3,5.1,0.0,0.9,6.5,0.0,0.0,1.4,ATL,3,RB
Rex BurkheadHOU,0.8,4.3,0.0,0.6,5.1,0.0,0.0,1.3,HOU,3,RB
Kylin HillGB,1.8,9.2,0.0,0.2,1.7,0.0,0.0,1.2,GB,3,RB
Patrick RicardBAL,0.2,0.4,0.0,1.0,7.8,0.1,0.0,1.2,BAL,3,RB
Brandon BoldenNE,0.9,4.1,0.1,0.3,3.3,0.0,0.0,1.2,NE,3,RB
Alec IngoldLV,0.4,1.2,0.0,0.8,7.0,0.0,0.0,1.1,LV,3,RB
Kalen BallagePIT,1.1,5.6,0.0,0.4,2.2,0.0,0.0,1.1,PIT,3,RB
Jerick McKinnonKC,1.0,4.1,0.0,0.5,4.0,0.0,0.0,1.0,KinnonKC,3,RB
Trey RagasLV,1.3,5.4,0.0,0.3,2.0,0.0,0.0,0.9,LV,3,RB
Rhamondre StevensonNE,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9,NE,3,RB
Chris EvansCIN,0.9,3.7,0.0,0.3,2.5,0.0,0.0,0.9,CIN,3,RB
Jaret PattersonWAS,0.9,4.5,0.0,0.2,1.6,0.0,0.0,0.8,WAS,3,RB
La'Mical PerineNYJ,1.3,5.2,0.0,0.1,0.9,0.0,0.0,0.8,NYJ,3,RB
Dare OgunbowaleJAC,0.4,3.7,0.0,0.2,2.4,0.0,0.0,0.8,JAC,3,RB
Marlon MackIND,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.8,IND,3,RB
Boston ScottPHI,0.6,3.3,0.0,0.2,1.9,0.0,0.0,0.7,PHI,3,RB
Andy JanovichCLE,0.6,1.2,0.0,0.3,3.1,0.0,0.0,0.7,CLE,3,RB
Damarea CrockettDEN,0.5,3.7,0.0,0.2,1.5,0.0,0.0,0.7,DEN,3,RB
Royce FreemanHOU,0.7,3.7,0.0,0.2,1.0,0.0,0.0,0.6,HOU,3,RB
Elijhaa PennyNYG,0.7,3.5,0.0,0.2,1.2,0.0,0.0,0.6,NYG,3,RB
Godwin IgwebuikeDET,0.3,2.2,0.0,0.2,2.0,0.0,0.0,0.5,DET,3,RB
Mekhi SargentJAC,0.6,3.1,0.0,0.1,1.1,0.0,0.0,0.5,JAC,3,RB
Alex Armah Jr.WAS,0.5,1.5,0.0,0.3,2.8,0.0,0.0,0.5,WAS,3,RB
Michael BurtonKC,0.4,1.5,0.0,0.3,2.5,0.0,0.0,0.5,KC,3,RB
Scottie PhillipsHOU,0.1,2.2,0.0,0.1,1.3,0.0,0.0,0.5,HOU,3,RB
Gabe NabersLAC,0.7,2.0,0.0,0.2,1.2,0.0,0.0,0.5,LAC,3,RB
Corey ClementDAL,0.6,2.6,0.0,0.1,1.0,0.0,0.0,0.5,DAL,3,RB
Derek WattPIT,0.4,1.2,0.0,0.1,1.2,0.0,0.0,0.4,PIT,3,RB
Khalil HerbertCHI,0.7,2.6,0.0,0.2,1.3,0.0,0.0,0.4,CHI,3,RB
Taiwan JonesBUF,0.5,1.9,0.0,0.1,1.6,0.0,0.0,0.4,BUF,3,RB
Jason CabindaDET,0.9,2.4,0.0,0.1,1.3,0.0,0.0,0.4,DET,3,RB
Jakob JohnsonNE,0.0,0.1,0.0,0.2,1.2,0.0,0.0,0.3,NE,3,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.3,CAR,3,RB
Cullen GillaspiaNYG,0.4,1.1,0.0,0.2,1.3,0.0,0.0,0.3,NYG,3,RB
Dwayne WashingtonNO,0.2,0.6,0.0,0.2,1.7,0.0,0.0,0.3,NO,3,RB
D'Ernest JohnsonCLE,0.3,0.8,0.0,0.1,1.3,0.0,0.0,0.2,CLE,3,RB
Nick BelloreSEA,0.3,0.6,0.0,0.1,1.0,0.0,0.0,0.2,SEA,3,RB
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,3,RB
Andrew BeckDEN,0.1,0.3,0.0,0.1,0.3,0.0,0.0,0.1,DEN,3,RB
Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,PIT,3,RB
Jonathan WilliamsWAS,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,WAS,3,RB
Mike BooneDEN,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,DEN,3,RB
Ke'Shawn VaughnTB,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,TB,3,RB
Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,3,RB
Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,3,RB
Josh JacobsLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,3,RB
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,3,RB
Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,3,RB
Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,3,RB
Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,3,RB
Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CraryBAL,3,RB
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,3,RB
Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,3,RB
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,3,RB
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,3,RB
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,3,RB
Darrynton EvansTEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,3,RB
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,3,RB
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,3,RB
Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,3,RB
Travis Etienne Jr.JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,3,RB
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,3,RB
JaMycal HastySF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,3,RB
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,3,RB
Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,3,RB
Derrick HenryTEN,25.7,114.6,0.9,2.7,24.1,0.1,0.2,19.3,TEN,4,RB
Alvin KamaraNO,16.7,75.2,0.8,5.1,45.2,0.3,0.1,18.0,NO,4,RB
Joe MixonCIN,21.2,89.4,0.7,3.1,23.2,0.1,0.1,16.3,CIN,4,RB
Dalvin CookMIN,18.1,81.5,0.7,3.4,29.1,0.1,0.1,16.0,MIN,4,RB
Austin EkelerLAC,13.0,59.1,0.5,5.3,44.9,0.3,0.1,15.1,LAC,4,RB
Aaron JonesGB,15.7,71.8,0.7,3.4,27.3,0.2,0.1,14.9,GB,4,RB
Nick ChubbCLE,16.3,82.2,0.7,1.9,14.5,0.1,0.1,14.3,CLE,4,RB
David MontgomeryCHI,17.3,70.8,0.6,2.9,24.6,0.1,0.1,13.7,CHI,4,RB
Antonio GibsonWAS,17.0,71.3,0.6,2.2,19.7,0.1,0.1,13.1,WAS,4,RB
Jonathan TaylorIND,16.2,72.2,0.6,2.5,21.1,0.1,0.1,13.1,IND,4,RB
Ezekiel ElliottDAL,15.8,65.6,0.6,2.6,20.1,0.1,0.1,12.7,DAL,4,RB
Najee HarrisPIT,15.0,59.2,0.3,5.0,40.8,0.2,0.1,12.7,PIT,4,RB
Chris CarsonSEA,15.5,68.1,0.6,2.4,17.7,0.1,0.1,12.7,SEA,4,RB
Saquon BarkleyNYG,15.8,62.1,0.5,3.8,28.5,0.1,0.1,12.6,NYG,4,RB
D'Andre SwiftDET,12.4,49.4,0.4,4.8,41.3,0.2,0.1,12.6,DET,4,RB
Miles SandersPHI,12.7,61.2,0.5,2.7,23.6,0.1,0.1,12.1,PHI,4,RB
James RobinsonJAC,15.5,65.5,0.3,3.8,28.0,0.1,0.1,11.8,JAC,4,RB
Trey SermonSF,14.0,58.1,0.7,1.5,13.7,0.1,0.1,11.4,SF,4,RB
Clyde Edwards-HelaireKC,15.3,63.2,0.4,2.2,17.8,0.1,0.1,10.6,HelaireKC,4,RB
Melvin Gordon IIIDEN,12.4,53.2,0.5,2.3,16.7,0.1,0.1,10.5,IIDEN,4,RB
Chuba HubbardCAR,14.0,54.3,0.4,3.1,24.2,0.1,0.1,10.3,CAR,4,RB
Elijah MitchellSF,11.0,50.0,0.6,1.0,10.0,0.1,0.0,10.2,SF,4,RB
Zack MossBUF,11.8,49.5,0.6,1.4,11.1,0.1,0.1,9.9,BUF,4,RB
Leonard FournetteTB,11.7,46.8,0.3,3.7,25.8,0.1,0.1,9.7,TB,4,RB
Myles GaskinMIA,11.9,51.1,0.3,3.3,24.9,0.1,0.1,9.6,MIA,4,RB
Darrell Henderson Jr.LAR,12.5,54.9,0.4,1.7,14.9,0.1,0.1,9.6,LAR,4,RB
Kareem HuntCLE,9.0,39.9,0.3,3.1,25.3,0.2,0.1,9.3,CLE,4,RB
Mike DavisATL,13.0,50.2,0.3,3.7,23.2,0.1,0.1,9.3,ATL,4,RB
Damien HarrisNE,14.0,59.3,0.4,1.2,9.3,0.0,0.1,9.1,NE,4,RB
Chase EdmondsARI,9.0,36.6,0.2,4.3,33.0,0.2,0.1,9.0,ARI,4,RB
Cordarrelle PattersonATL,7.9,33.4,0.2,2.9,26.0,0.1,0.1,8.1,ATL,4,RB
Devin SingletaryBUF,10.5,47.8,0.3,1.9,14.0,0.1,0.1,8.0,BUF,4,RB
Michael CarterNYJ,10.4,45.2,0.3,1.8,15.6,0.1,0.1,7.9,NYJ,4,RB
Kenyan DrakeLV,7.6,32.6,0.2,3.4,25.5,0.1,0.1,7.6,LV,4,RB
Ty'Son WilliamsBAL,12.0,50.0,0.3,2.5,11.0,0.0,0.0,7.6,BAL,4,RB
Jamaal WilliamsDET,9.9,38.3,0.2,2.8,20.7,0.1,0.1,7.3,DET,4,RB
Nyheim HinesIND,6.3,25.4,0.2,3.7,30.3,0.1,0.1,7.3,IND,4,RB
Sony MichelLAR,9.2,39.2,0.4,1.0,7.9,0.1,0.1,7.2,LAR,4,RB
Javonte WilliamsDEN,10.4,41.0,0.2,1.8,14.6,0.1,0.1,7.2,DEN,4,RB
Tony PollardDAL,7.8,36.1,0.2,2.2,16.6,0.1,0.1,7.1,DAL,4,RB
Josh JacobsLV,8.2,38.2,0.3,1.1,8.7,0.0,0.1,6.7,LV,4,RB
James ConnerARI,9.5,38.3,0.3,0.8,5.6,0.0,0.1,6.2,ARI,4,RB
Latavius MurrayBAL,9.7,40.5,0.3,0.7,5.0,0.0,0.1,6.2,BAL,4,RB
Ronald Jones IITB,8.7,37.2,0.3,0.7,5.6,0.0,0.1,5.8,ITB,4,RB
Peyton BarberLV,9.9,35.8,0.2,0.6,4.5,0.0,0.1,5.4,LV,4,RB
J.D. McKissicWAS,4.2,17.4,0.1,3.2,24.4,0.1,0.0,5.4,KissicWAS,4,RB
Mark Ingram IINO,8.9,37.6,0.2,0.7,5.2,0.0,0.1,5.3,INO,4,RB
Ty JohnsonNYJ,6.8,28.4,0.1,1.6,12.5,0.1,0.1,5.2,NYJ,4,RB
Kenneth GainwellPHI,4.9,21.1,0.1,2.0,17.7,0.1,0.0,5.1,PHI,4,RB
Kyle JuszczykSF,2.6,9.1,0.1,2.2,21.7,0.2,0.0,4.5,SF,4,RB
David JohnsonHOU,4.1,17.0,0.1,2.2,18.3,0.1,0.0,4.3,HOU,4,RB
AJ DillonGB,6.4,27.1,0.1,0.9,7.4,0.0,0.0,4.2,GB,4,RB
Brandon BoldenNE,3.6,13.2,0.2,1.8,15.8,0.0,0.0,4.1,NE,4,RB
Tony Jones Jr.NO,4.9,20.9,0.1,1.0,9.2,0.0,0.0,4.1,NO,4,RB
Darrel WilliamsKC,4.8,18.5,0.2,1.0,7.6,0.1,0.0,4.0,KC,4,RB
Alexander MattisonMIN,5.4,22.3,0.1,1.0,8.5,0.0,0.0,4.0,MIN,4,RB
Malcolm BrownMIA,6.4,24.0,0.2,0.4,3.1,0.0,0.1,3.8,MIA,4,RB
Damien WilliamsCHI,3.4,14.2,0.1,1.7,13.3,0.1,0.0,3.7,CHI,4,RB
Royce FreemanHOU,5.5,19.5,0.1,1.3,8.2,0.0,0.0,3.7,HOU,4,RB
Phillip LindsayMIA,5.2,21.9,0.1,0.8,6.2,0.0,0.0,3.6,MIA,4,RB
J.J. TaylorNE,3.1,13.0,0.1,1.6,11.1,0.1,0.0,3.3,NE,4,RB
Justin JacksonLAC,3.9,17.9,0.1,0.8,6.2,0.0,0.0,3.1,LAC,4,RB
Carlos HydeJAC,5.0,18.0,0.1,1.0,5.0,0.0,0.0,2.9,JAC,4,RB
Rhamondre StevensonNE,3.1,11.9,0.2,1.0,7.0,0.0,0.0,2.9,NE,4,RB
Larry Rountree IIILAC,4.0,16.6,0.1,0.7,5.2,0.0,0.0,2.8,IILAC,4,RB
Salvon AhmedMIA,3.7,14.8,0.1,0.8,6.2,0.0,0.0,2.8,MIA,4,RB
Tevin ColemanNYJ,4.1,16.1,0.1,0.4,3.0,0.0,0.0,2.6,NYJ,4,RB
Samaje PerineCIN,2.7,11.7,0.1,0.8,5.7,0.0,0.0,2.4,CIN,4,RB
Devonta FreemanBAL,3.0,12.7,0.0,0.6,4.3,0.0,0.0,2.2,BAL,4,RB
Trenton CannonSF,2.5,8.3,0.1,0.8,6.7,0.0,0.0,2.1,SF,4,RB
Alex CollinsSEA,2.5,11.5,0.1,0.4,3.6,0.0,0.0,2.1,SEA,4,RB
Buddy HowellLAR,0.0,12.6,0.1,0.4,2.9,0.0,0.0,2.1,LAR,4,RB
Travis HomerSEA,1.5,6.6,0.0,1.1,9.6,0.0,0.0,1.9,SEA,4,RB
Dare OgunbowaleJAC,2.6,10.5,0.1,0.7,5.4,0.0,0.1,1.9,JAC,4,RB
Demetric FeltonCLE,1.3,5.1,0.0,0.8,8.5,0.1,0.0,1.8,CLE,4,RB
Ty MontgomeryNO,2.0,7.1,0.0,0.8,7.7,0.0,0.0,1.8,NO,4,RB
Chris EvansCIN,0.8,4.1,0.0,0.7,5.6,0.0,0.0,1.3,CIN,4,RB
Gary BrightwellNYG,2.2,6.4,0.1,0.4,3.2,0.0,0.0,1.3,NYG,4,RB
Jake FunkLAR,1.0,5.2,0.0,0.4,3.7,0.0,0.0,1.3,LAR,4,RB
Patrick RicardBAL,0.2,0.4,0.0,1.0,7.7,0.1,0.0,1.2,BAL,4,RB
Benny Snell Jr.PIT,1.8,7.4,0.0,0.2,1.6,0.0,0.0,1.2,PIT,4,RB
Keith SmithATL,1.0,3.5,0.0,0.8,6.4,0.0,0.0,1.2,ATL,4,RB
DeeJay DallasSEA,1.2,4.9,0.1,0.4,2.8,0.0,0.0,1.1,SEA,4,RB
Rex BurkheadHOU,0.7,3.7,0.0,0.7,5.6,0.0,0.0,1.1,HOU,4,RB
Alec IngoldLV,0.3,0.8,0.0,0.7,6.1,0.1,0.0,1.1,LV,4,RB
Ameer AbdullahCAR,1.4,5.8,0.0,0.4,3.2,0.0,0.1,1.0,CAR,4,RB
Kylin HillGB,1.4,6.7,0.0,0.2,1.6,0.0,0.0,1.0,GB,4,RB
Boston ScottPHI,0.8,4.4,0.0,0.3,2.8,0.0,0.0,1.0,PHI,4,RB
