index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
248,M.Brown,BAL,6.0,5.961656017478143,19.0,22.0,-0.038343982521857,3.0,False
39,B.Perriman,TB,1.0,0.9059196957448006,257.0,116.0,-0.09408030425519942,-141.0,False
127,D.Smith,PHI,5.0,4.898401491715599,38.0,35.0,-0.10159850828440131,-3.0,False
136,E.Sanders,BUF,4.0,3.889178772769511,68.0,48.0,-0.11082122723048915,-20.0,False
97,D.Eskridge,SEA,1.0,0.8879640197044806,261.0,116.0,-0.11203598029551942,-145.0,False
25,A.Schwartz,CLE,1.0,0.8018441126834731,274.0,116.0,-0.1981558873165269,-158.0,False
310,R.Gage,ATL,4.0,3.76726546738349,71.0,48.0,-0.23273453261650978,-23.0,False
46,B.Zylstra,CAR,1.0,0.7610854870696735,277.0,116.0,-0.2389145129303265,-161.0,False
299,Q.Cephus,DET,2.0,1.740587006272768,175.0,84.5,-0.25941299372723203,-90.5,False
47,C.Batson,TEN,1.0,0.7341905613411153,282.0,116.0,-0.26580943865888473,-166.0,False
321,S.Diggs,BUF,10.0,9.728206933908448,2.0,6.0,-0.2717930660915524,4.0,False
120,D.Pettis,NYG,1.0,0.7126302672455361,285.0,116.0,-0.28736973275446387,-169.0,False
234,K.Stills,NO,1.0,0.6883429408581151,287.0,116.0,-0.3116570591418849,-171.0,False
201,J.Ross,NYG,1.0,0.6249464553903128,301.0,116.0,-0.3750535446096872,-185.0,False
99,D.Fitzpatrick,TEN,1.0,0.5361697099691971,317.0,116.0,-0.4638302900308029,-201.0,False
306,R.Cobb,GB,5.0,4.532752271162688,44.0,35.0,-0.4672477288373118,-9.0,False
31,A.Wesley,ARI,3.0,2.501200085865652,126.0,61.5,-0.4987999141343482,-64.5,False
119,D.Peoples-Jones,CLE,3.0,2.4523385293247695,127.0,61.5,-0.5476614706752305,-65.5,False
3,A.Brown,TEN,5.0,4.416809776592885,52.0,35.0,-0.5831902234071151,-17.0,False
286,N.Westbrook-Ikhine,TEN,4.0,3.362959595198567,85.0,48.0,-0.6370404048014331,-37.0,False
61,C.Hogan,NO,1.0,0.34494152061395644,379.0,116.0,-0.6550584793860436,-263.0,False
291,P.Campbell,IND,1.0,0.3205586805743162,385.0,116.0,-0.6794413194256839,-269.0,False
27,A.Tate,CIN,1.0,0.3068564078620764,391.0,116.0,-0.6931435921379236,-275.0,False
170,J.Guyton,LAC,3.0,2.29816187155244,134.0,61.5,-0.7018381284475601,-72.5,False
200,J.Reynolds,DET,2.0,1.2853415421114252,216.0,84.5,-0.7146584578885748,-131.5,False
148,H.Renfrow,LV,9.0,8.226189997207584,7.0,9.0,-0.7738100027924162,2.0,False
118,D.Patmon,IND,1.0,0.21574793970010137,423.0,116.0,-0.7842520602998986,-307.0,False
6,A.Dulin,IND,2.0,1.2057198704231429,224.0,84.5,-0.7942801295768571,-139.5,False
125,D.Slayton,NYG,2.0,1.2055937785264828,225.0,84.5,-0.7944062214735172,-140.5,False
76,C.Sims,WAS,2.0,1.1839365741968255,230.0,84.5,-0.8160634258031745,-145.5,False
65,C.Kirk,ARI,5.0,4.167395658448467,60.0,35.0,-0.8326043415515327,-25.0,False
207,J.Waddle,MIA,6.0,5.128878766698192,33.0,22.0,-0.8711212333018077,-11.0,False
142,G.Davis,BUF,6.0,5.046493905689642,35.0,22.0,-0.9535060943103577,-13.0,False
280,N.Agholor,NE,3.0,2.04467996432944,154.0,61.5,-0.9553200356705598,-92.5,False
241,L.Humphrey,NO,2.0,1.0322656951277416,239.0,84.5,-0.9677343048722584,-154.5,False
19,A.Miller,PIT,1.0,0.011030099083940923,540.5,116.0,-0.9889699009160591,-424.5,False
360,T.McLaurin,WAS,5.0,4.002974192881261,66.0,35.0,-0.9970258071187388,-31.0,False
167,J.Fortson,KC,2.0,0.9739276716772312,245.0,84.5,-1.0260723283227688,-160.5,False
151,I.Ford,MIA,2.0,0.9524355581952918,249.0,84.5,-1.0475644418047083,-164.5,False
340,T.Boyd,CIN,5.0,3.878311880793096,69.0,35.0,-1.1216881192069041,-34.0,False
146,G.Ward,PHI,3.0,1.81956928137046,167.0,61.5,-1.18043071862954,-105.5,False
363,T.Patrick,DEN,5.0,3.7982077352173866,70.0,35.0,-1.2017922647826134,-35.0,False
279,M.Williams,LAC,9.0,7.77641370980731,10.0,9.0,-1.2235862901926904,-1.0,False
41,B.Pringle,KC,5.0,3.7327530999542606,73.0,35.0,-1.2672469000457394,-38.0,False
260,M.Hollins,MIA,4.0,2.732269038492907,112.0,48.0,-1.2677309615070929,-64.0,False
53,C.Conley,HOU,2.0,0.7296295464546608,283.0,84.5,-1.2703704535453393,-198.5,False
277,M.Turner,DAL,3.0,1.6897099191223155,180.0,61.5,-1.3102900808776845,-118.5,False
195,J.Palmer,LAC,4.0,2.676099105381472,115.0,48.0,-1.3239008946185278,-67.0,False
121,D.Robinson,KC,3.0,1.5828605338310027,187.0,61.5,-1.4171394661689973,-125.5,False
98,D.Felton,CLE,2.0,0.5484482528999532,315.0,84.5,-1.4515517471000468,-230.5,False
348,T.Hilton,IND,3.0,1.5394996057753159,200.0,61.5,-1.4605003942246841,-138.5,False
