player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Leonard Fournette,RB,TB,1,64,64,82,31,8,36,39,13.9,21.7,4,2015
O.J. Howard,TE,TB,1,51,51,65,0,2,0,2,0.0,0.0,4,2015
Mitchell Trubisky,QB,BUF,1,9,9,13,44,0,56,56,7.3,81.1,4,2015
Corey Davis,WR,NYJ,1,50,50,82,0,14,8,14,17.1,34.2,4,2015
John Ross,WR,NYG,1,28,28,44,0,14,11,14,13.7,48.9,4,2015
David Njoku,TE,CLE,1,52,52,67,0,4,4,4,1.7,3.3,4,2015
Chris Godwin,WR,TB,1,73,73,94,0,7,4,7,5.5,7.5,4,2015
Evan Engram,TE,NYG,1,43,43,68,2,14,14,16,2.4,5.6,4,2015
Patrick Mahomes II,QB,KC,1,67,67,100,7,0,52,52,32.3,48.2,4,2015
Joe Mixon,RB,CIN,1,40,40,69,40,5,43,45,12.7,31.8,4,2015
Alvin Kamara,RB,NO,1,59,59,87,44,0,44,44,12.0,20.3,4,2015
Wayne Gallman Jr.,RB,ATL,1,10,10,13,60,10,60,70,2.9,29.0,4,2015
Samaje Perine,RB,CIN,1,16,16,28,19,6,25,25,2.2,13.8,4,2015
Jamaal Williams,RB,DET,1,21,21,30,67,0,67,67,6.6,31.4,4,2015
Kareem Hunt,RB,CLE,1,41,41,53,34,10,39,44,14.6,35.6,4,2015
JuJu Smith-Schuster,WR,PIT,1,57,57,95,0,14,4,14,1.1,1.9,4,2015
Zay Jones,WR,LV,1,8,8,14,0,13,13,13,0.5,6.3,4,2015
Cooper Kupp,WR,LAR,1,65,65,96,0,20,8,20,6.4,9.8,4,2015
Curtis Samuel,WR,WAS,1,25,25,37,0,16,16,16,1.9,7.6,4,2015
Dede Westbrook,WR,MIN,1,8,8,12,0,13,13,13,1.7,21.3,4,2015
Josh Reynolds,WR,TEN,1,78,78,78,0,12,8,12,5.9,7.6,4,2015
Noah Brown,WR,DAL,1,21,21,34,0,0,0,0,0.0,0.0,4,2015
Marlon Mack,RB,IND,1,22,22,31,45,9,50,55,2.3,10.5,4,2015
Jeremy McNichols,RB,TEN,1,40,40,40,3,30,23,33,8.5,21.3,4,2015
James Conner,RB,ARI,1,33,33,42,55,6,61,61,18.6,56.4,4,2015
Adam Shaheen,TE,MIA,1,20,20,38,0,5,0,5,0.0,0.0,4,2015
Jonnu Smith,TE,NE,1,28,28,47,0,18,11,18,7.4,26.4,4,2015
Jeremy Sprinkle,TE,DAL,1,14,14,23,0,0,0,0,0.0,0.0,4,2015
Austin Ekeler,RB,LAC,1,45,45,60,33,11,40,44,26.5,58.9,4,2015
Kenny Golladay,WR,NYG,1,58,58,92,0,12,10,12,11.6,20.0,4,2015
George Kittle,TE,SF,1,70,70,92,0,14,6,14,4.0,5.7,4,2015
Robert Tonyan,TE,GB,1,56,56,78,0,13,4,13,0.8,1.4,4,2015
Jacob Hollister,TE,JAC,1,11,11,20,0,9,9,9,0.5,4.5,4,2015
Cethan Carter,TE,MIA,1,1,1,2,0,0,0,0,0.0,0.0,4,2015
Tim Patrick,WR,DEN,1,56,56,92,0,11,5,11,3.9,7.0,4,2015
Mo Alie-Cox,TE,IND,1,49,49,69,0,10,6,10,16.2,33.1,4,2015
Isaiah McKenzie,WR,BUF,1,4,4,6,0,0,0,0,0.0,0.0,4,2015
Blake Jarwin,TE,DAL,1,33,33,54,0,9,3,9,7.8,23.6,4,2015
Jamal Agnew,WR,JAC,1,8,8,14,13,13,25,25,3.8,47.5,4,2015
Aaron Jones,RB,GB,1,45,45,63,33,9,40,42,7.9,17.6,4,2015
Eric Saubert,TE,DEN,1,8,8,13,0,0,0,0,0.0,0.0,4,2015
Alex Armah Jr.,RB,NO,1,3,3,4,33,0,33,33,0.2,6.7,4,2015
Ricky Seals-Jones,TE,WAS,1,62,62,93,0,6,3,6,1.9,3.1,4,2015
Johnny Mundt,TE,LAR,1,20,20,29,0,5,5,5,0.9,4.5,4,2015
Chris Carson,RB,SEA,1,25,25,45,52,4,56,56,3.1,12.4,4,2015
Anthony Firkser,TE,TEN,1,50,50,50,0,10,6,10,2.3,4.6,4,2015
C.J. Board,WR,NYG,1,19,19,30,0,0,0,0,0.0,0.0,4,2015
Keelan Cole Sr.,WR,NYJ,1,36,36,59,0,11,8,11,9.2,25.6,4,2015
Dare Ogunbowale,RB,JAC,1,3,3,5,67,0,67,67,0.3,10.0,4,2015
Marcus Kemp,WR,KC,1,2,2,3,0,0,0,0,0.0,0.0,4,2015
Pharaoh Brown,TE,HOU,1,34,34,72,0,6,3,6,0.6,1.8,4,2015
Zach Pascal,WR,IND,1,58,58,82,0,9,7,9,4.4,7.6,4,2015
Kendrick Bourne,WR,NE,1,36,36,61,0,14,14,14,5.8,16.1,4,2015
Taysom Hill,QB,NO,1,34,34,50,18,6,32,32,16.8,49.4,4,2015
Greg Ward,WR,PHI,1,22,22,30,0,9,5,9,7.5,34.1,4,2015
Dan Arnold,TE,JAC,1,18,18,32,0,11,11,11,2.9,16.1,4,2015
Patrick Ricard,RB,BAL,1,51,51,70,0,2,2,2,0.4,0.8,4,2015
Colin Thompson,TE,CAR,1,12,12,17,0,0,0,0,0.0,0.0,4,2015
Brandon Zylstra,WR,CAR,1,13,13,19,0,15,15,15,6.3,48.5,4,2015
Lamar Jackson,QB,BAL,1,73,73,100,10,0,60,60,19.4,26.6,4,2015
Sam Darnold,QB,CAR,1,70,70,100,9,0,64,64,33.5,47.9,4,2015
Baker Mayfield,QB,CLE,1,78,78,100,3,0,45,45,9.3,11.9,4,2015
Saquon Barkley,RB,NYG,1,56,56,89,23,11,32,34,24.6,43.9,4,2015
Ronald Jones II,RB,TB,1,13,13,17,46,0,46,46,8.5,65.4,4,2015
Royce Freeman,RB,CAR,1,12,12,17,25,0,25,25,1.2,10.0,4,2015
Nick Chubb,RB,CLE,1,37,37,47,57,3,59,59,10.5,28.4,4,2015
Myles Gaskin,RB,MIA,1,12,12,23,17,0,17,17,0.3,2.5,4,2015
Courtland Sutton,WR,DEN,1,58,58,95,0,14,5,14,4.7,8.1,4,2015
James Washington,WR,PIT,1,49,49,82,0,10,8,10,6.9,14.1,4,2015
Anthony Miller,WR,HOU,1,35,35,74,0,14,3,14,0.3,0.9,4,2015
Calvin Ridley,WR,ATL,1,73,73,96,0,18,10,18,8.0,11.0,4,2015
Cedrick Wilson Jr.,WR,DAL,1,35,35,57,0,6,6,6,9.0,25.7,4,2015
DJ Moore,WR,CAR,1,59,59,84,2,20,15,22,23.9,40.5,4,2015
Christian Kirk,WR,ARI,1,56,56,72,0,2,2,2,0.5,0.9,4,2015
Mark Andrews,TE,BAL,1,46,46,63,0,17,11,17,6.7,14.6,4,2015
Dallas Goedert,TE,PHI,1,55,55,74,0,9,9,9,11.6,21.1,4,2015
Mike Gesicki,TE,MIA,1,36,36,69,0,17,14,17,11.7,32.5,4,2015
Hayden Hurst,TE,ATL,1,49,49,64,0,8,8,8,2.9,5.9,4,2015
Braxton Berrios,WR,NYJ,1,9,9,15,22,11,33,33,1.5,16.7,4,2015
Nyheim Hines,RB,IND,1,22,22,31,9,9,18,18,-0.9,-4.1,4,2015
Josh Allen,QB,BUF,1,63,63,89,10,0,57,57,21.0,33.3,4,2015
Justin Jackson,RB,LAC,1,11,11,15,27,36,64,64,1.3,11.8,4,2015
Allen Lazard,WR,GB,1,57,57,79,0,5,4,5,3.3,5.8,4,2015
Auden Tate,WR,CIN,1,20,20,34,0,5,5,5,1.8,9.0,4,2015
Equanimeous St. Brown,WR,GB,1,11,11,15,0,9,0,9,0.0,0.0,4,2015
Sony Michel,RB,LAR,1,7,7,10,43,0,43,43,-0.9,-12.9,4,2015
Dalton Schultz,TE,DAL,1,48,48,79,0,17,13,17,11.8,24.6,4,2015
Ian Thomas,TE,CAR,1,44,44,63,0,7,7,7,1.5,3.4,4,2015
Jordan Akins,TE,HOU,1,18,18,38,6,6,11,11,-1.3,-7.2,4,2015
Chase Edmonds,RB,ARI,1,52,52,67,23,10,31,33,13.9,26.7,4,2015
Phillip Lindsay,RB,HOU,1,8,8,17,50,0,50,50,-0.1,-1.3,4,2015
Durham Smythe,TE,MIA,1,21,21,40,0,10,10,10,0.6,2.9,4,2015
Darrel Williams,RB,KC,1,24,24,36,42,8,50,50,11.8,49.2,4,2015
Noah Fant,TE,DEN,1,57,57,93,0,18,11,18,10.6,18.6,4,2015
Ray-Ray McCloud,WR,PIT,1,4,4,7,0,25,25,25,0.2,5.0,4,2015
Trenton Cannon,RB,SF,1,1,1,1,0,0,0,0,-2.0,-200.0,4,2015
Tyler Conklin,TE,MIN,1,57,57,85,0,11,7,11,1.8,3.2,4,2015
Byron Pringle,WR,KC,1,17,17,25,0,12,12,12,2.3,13.5,4,2015
Christian Blake,WR,ATL,1,3,3,4,0,0,0,0,0.0,0.0,4,2015
Ross Dwelley,TE,SF,1,8,8,11,0,13,13,13,8.1,101.3,4,2015
Trent Sherfield,WR,SF,1,22,22,29,0,9,0,9,0.0,0.0,4,2015
Codey McElroy,TE,TB,1,4,4,5,0,25,0,25,0.0,0.0,4,2015
Cameron Batson,WR,TEN,1,25,25,25,0,16,4,16,6.2,24.8,4,2015
Cam Sims,WR,WAS,1,5,5,7,0,0,0,0,0.0,0.0,4,2015
Will Dissly,TE,SEA,1,46,46,82,0,4,4,4,0.5,1.1,4,2015
KhaDarel Hodge,WR,DET,1,8,8,11,0,13,13,13,1.3,16.3,4,2015
D.K. Metcalf,WR,SEA,1,46,46,82,0,17,9,17,12.5,27.2,4,2015
N'Keal Harry,WR,NE,1,15,15,25,0,7,7,7,1.0,6.7,4,2015
Drew Lock,QB,DEN,1,30,30,49,0,0,70,70,3.5,11.7,4,2015
Marquise Brown,WR,BAL,1,45,45,62,0,11,9,11,15.1,33.6,4,2015
Damien Harris,RB,NE,1,36,36,61,11,6,17,17,2.6,7.2,4,2015
Daniel Jones,QB,NYG,1,63,63,100,6,0,70,70,27.8,44.1,4,2015
J.J. Arcega-Whiteside,WR,PHI,1,11,11,15,0,0,0,0,0.0,0.0,4,2015
David Montgomery,RB,CHI,1,36,36,62,64,0,64,64,22.6,62.8,4,2015
Deebo Samuel,WR,SF,1,68,68,89,1,19,13,21,27.7,40.7,4,2015
Albert Okwuegbunam,TE,DEN,1,16,16,26,0,13,6,13,1.1,6.9,4,2015
Josh Jacobs,RB,LV,1,36,36,63,36,14,50,50,5.7,15.8,4,2015
Devin Singletary,RB,BUF,1,32,32,45,44,3,47,47,8.6,26.9,4,2015
Miles Sanders,RB,PHI,1,47,47,64,15,6,21,21,4.7,10.0,4,2015
Collin Johnson,WR,NYG,1,5,5,8,0,0,0,0,0.0,0.0,4,2015
T.J. Hockenson,TE,DET,1,58,58,82,0,14,7,14,4.2,7.2,4,2015
Hunter Renfrow,WR,LV,1,38,38,67,0,21,16,21,10.5,27.6,4,2015
Jacques Patrick,RB,SF,1,6,6,8,33,0,33,33,1.2,20.0,4,2015
Ty Johnson,RB,NYJ,1,20,20,33,15,10,25,25,1.3,6.5,4,2015
Parris Campbell,WR,IND,1,31,31,44,0,10,6,10,2.2,7.1,4,2015
Terry McLaurin,WR,WAS,1,65,65,97,0,20,9,20,24.3,37.4,4,2015
Josh Oliver,TE,BAL,1,14,14,19,0,7,0,7,0.0,0.0,4,2015
Trevon Wesco,TE,NYJ,1,18,18,30,0,6,0,6,0.0,0.0,4,2015
Mecole Hardman,WR,KC,1,35,35,52,6,9,11,14,4.1,11.7,4,2015
Darrell Henderson Jr.,RB,LAR,1,61,61,90,23,10,31,33,11.6,19.0,4,2015
Jakobi Meyers,WR,NE,1,56,56,95,0,21,18,25,8.8,15.7,4,2015
Kyler Murray,QB,ARI,1,76,76,97,8,0,50,50,22.6,29.7,4,2015
Benny Snell Jr.,RB,PIT,1,8,8,13,13,13,13,25,0.0,0.0,4,2015
Diontae Johnson,WR,PIT,1,55,55,92,0,24,16,24,15.2,27.6,4,2015
Travis Homer,RB,SEA,1,9,9,16,11,0,11,11,0.5,5.6,4,2015
Alexander Mattison,RB,MIN,1,23,23,34,43,0,43,43,2.0,8.7,4,2015
Dawson Knox,TE,BUF,1,58,58,82,0,14,9,14,15.7,27.1,4,2015
Tyler Johnson,WR,TB,1,17,17,22,0,12,0,12,0.0,0.0,4,2015
Bryan Edwards,WR,LV,1,51,51,89,0,8,2,8,0.4,0.8,4,2015
Justin Herbert,QB,LAC,1,75,75,100,4,0,55,55,21.3,28.4,4,2015
Ashton Dulin,WR,IND,1,12,12,17,0,8,8,8,1.7,14.2,4,2015
Jakob Johnson,RB,NE,1,16,16,27,0,0,0,0,0.0,0.0,4,2015
Zach Gentry,TE,PIT,1,11,11,18,0,9,9,9,1.0,9.1,4,2015
Tony Pollard,RB,DAL,1,18,18,30,56,0,56,56,6.7,37.2,4,2015
Trenton Irwin,WR,CIN,1,16,16,28,0,6,6,6,2.5,15.6,4,2015
Tyron Johnson,WR,JAC,1,9,9,16,0,11,0,11,0.0,0.0,4,2015
Trinity Benson,WR,DET,1,20,20,28,0,15,10,15,1.2,6.0,4,2015
Jody Fortson,WR,KC,1,15,15,22,0,7,7,7,6.2,41.3,4,2015
Donald Parham Jr.,TE,LAC,1,39,39,52,0,8,5,8,7.7,19.7,4,2015
Olamide Zaccheaus,WR,ATL,1,61,61,80,0,5,2,5,1.5,2.5,4,2015
Deonte Harty,WR,NO,1,33,33,49,0,24,15,24,5.2,15.8,4,2015
Jalen Guyton,WR,LAC,1,42,42,56,5,5,7,10,2.9,6.9,4,2015
Joe Burrow,QB,CIN,1,58,58,100,5,0,60,60,22.3,38.4,4,2015
CeeDee Lamb,WR,DAL,1,49,49,80,0,10,4,10,1.3,2.7,4,2015
Henry Ruggs III,WR,LV,1,46,46,81,0,13,7,13,6.0,13.0,4,2015
D'Andre Swift,RB,DET,1,52,52,73,15,12,23,27,4.9,9.4,4,2015
Jonathan Taylor,RB,IND,1,36,36,51,44,8,53,53,17.4,48.3,4,2015
Jalen Reagor,WR,PHI,1,52,52,70,2,2,4,4,2.1,4.0,4,2015
Laviska Shenault Jr.,WR,JAC,1,42,42,75,2,17,17,19,11.0,26.2,4,2015
DeVonta Smith,WR,PHI,1,68,68,92,0,15,10,15,12.2,17.9,4,2015
Cole Kmet,TE,CHI,1,57,57,98,0,5,2,5,0.6,1.1,4,2015
Justin Jefferson,WR,MIN,1,59,59,88,0,12,10,12,14.4,24.4,4,2015
Brandon Aiyuk,WR,SF,1,51,51,67,0,6,2,6,1.5,2.9,4,2015
Zack Moss,RB,BUF,1,40,40,56,35,3,35,38,12.1,30.3,4,2015
Devin Duvernay,WR,BAL,1,33,33,45,0,18,9,18,3.1,9.4,4,2015
Jalen Hurts,QB,PHI,1,74,74,100,11,0,76,76,28.2,38.1,4,2015
Michael Pittman Jr.,WR,IND,1,61,61,86,0,13,10,13,5.9,9.7,4,2015
Donovan Peoples-Jones,WR,CLE,1,46,46,59,0,0,0,0,0.0,0.0,4,2015
Najee Harris,RB,PIT,1,48,48,80,31,15,44,46,15.1,31.5,4,2015
Clyde Edwards-Helaire,RB,KC,1,35,35,52,40,9,46,49,16.3,46.6,4,2015
KJ Hill Jr.,WR,LAC,1,2,2,3,0,0,0,0,0.0,0.0,4,2015
AJ Dillon,RB,GB,1,29,29,40,52,3,55,55,9.7,33.4,4,2015
James Proche II,WR,BAL,1,24,24,33,0,25,21,25,7.4,30.8,4,2015
Harrison Bryant,TE,CLE,1,29,29,37,0,7,3,7,0.3,1.0,4,2015
Quintez Cephus,WR,DET,1,62,62,87,0,8,6,8,8.3,13.4,4,2015
Gabriel Davis,WR,BUF,1,31,31,44,0,3,0,3,0.0,0.0,4,2015
Adam Trautman,TE,NO,1,39,39,57,0,3,3,3,0.3,0.8,4,2015
Trey Sermon,RB,SF,1,39,39,51,49,0,49,49,8.9,22.8,4,2015
J.J. Taylor,RB,NE,1,4,4,7,25,25,50,50,-2.0,-50.0,4,2015
Salvon Ahmed,RB,MIA,1,5,5,10,60,40,100,100,1.3,26.0,4,2015
Josiah Deguara,TE,GB,1,24,24,33,0,0,0,0,0.0,0.0,4,2015
Rodney Smith,RB,CAR,1,26,26,37,0,19,19,19,4.8,18.5,4,2015
Tony Jones Jr.,RB,NO,1,9,9,13,33,33,44,67,0.5,5.6,4,2015
Van Jefferson,WR,LAR,1,46,46,68,0,13,13,13,15.0,32.6,4,2015
Luke Farrell,TE,JAC,1,16,16,29,0,6,6,6,0.7,4.4,4,2015
Marquez Callaway,WR,NO,1,56,56,82,0,4,4,4,7.4,13.2,4,2015
DeeJay Dallas,RB,SEA,1,1,1,2,0,0,0,0,0.0,0.0,4,2015
Larry Rountree III,RB,LAC,1,22,22,29,50,0,50,50,3.1,14.1,4,2015
Noah Gray,TE,KC,1,18,18,27,0,6,0,6,0.0,0.0,4,2015
