player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Devontae Booker,RB,NYG,1,10,10,17,30,10,40,40,2.7,27.0,12,2013
Pharoh Cooper,WR,NYG,1,35,35,58,3,6,6,9,0.9,2.6,12,2013
Hunter Henry,TE,NE,1,41,41,69,0,12,5,12,1.6,3.9,12,2013
Austin Hooper,TE,CLE,1,54,54,90,0,6,0,6,0.0,0.0,12,2013
Tajae Sharpe,WR,ATL,1,46,46,77,0,7,4,7,2.2,4.8,12,2013
Dak Prescott,QB,DAL,1,74,74,100,1,0,65,65,25.3,34.2,12,2013
Tyler Higbee,TE,LAR,1,62,62,100,0,8,2,8,0.3,0.5,12,2013
Kenyan Drake,RB,LV,1,16,16,18,44,13,56,56,3.0,18.8,12,2013
Nick Vannett,TE,NO,1,21,21,37,0,5,5,5,7.1,33.8,12,2013
Chris Moore,WR,HOU,1,11,11,19,0,9,9,9,-0.4,-3.6,12,2013
Jakeem Grant Sr.,WR,CHI,1,19,19,27,5,21,16,26,2.5,13.2,12,2013
Robby Anderson,WR,CAR,1,51,51,93,0,8,2,8,1.5,2.9,12,2013
Alex Erickson,WR,CAR,1,1,1,2,0,100,100,100,1.3,130.0,12,2013
Brandon Allen,QB,CIN,1,10,10,15,10,0,20,20,-0.1,-1.0,12,2013
Stephen Anderson,TE,LAC,1,6,6,8,0,33,33,33,1.8,30.0,12,2013
Derek Watt,RB,PIT,1,2,2,3,0,0,0,0,0.0,0.0,12,2013
Mike Thomas,WR,CIN,1,13,13,19,0,8,0,8,0.0,0.0,12,2013
J.P. Holtz,TE,CHI,1,5,5,7,0,0,0,0,0.0,0.0,12,2013
Chester Rogers,WR,TEN,1,15,15,24,0,20,7,20,0.2,1.3,12,2013
Kalif Raymond,WR,DET,1,39,39,80,0,10,8,10,1.6,4.1,12,2013
C.J. Ham,RB,MIN,1,20,20,36,0,5,5,5,1.6,8.0,12,2013
J.D. McKissic,RB,WAS,1,33,33,39,21,15,36,36,17.6,53.3,12,2013
Elijhaa Penny,RB,NYG,1,5,5,8,0,0,0,0,0.0,0.0,12,2013
Dalvin Cook,RB,MIN,1,29,29,53,34,24,55,59,8.3,28.6,12,2013
Mike Williams,WR,LAC,1,61,61,86,0,13,7,13,3.9,6.4,12,2013
Leonard Fournette,RB,TB,1,54,54,81,31,15,44,46,37.1,68.7,12,2013
John Ross,WR,NYG,1,11,11,18,0,18,18,18,2.8,25.5,12,2013
Christian McCaffrey,RB,CAR,1,20,20,36,50,5,50,55,3.5,17.5,12,2013
David Njoku,TE,CLE,1,43,43,72,0,12,7,12,9.5,22.1,12,2013
Chris Godwin,WR,TB,1,65,65,97,2,8,8,9,0.7,1.1,12,2013
D'Onta Foreman,RB,TEN,1,31,31,49,61,3,65,65,9.2,29.7,12,2013
Evan Engram,TE,NYG,1,54,54,90,0,11,6,11,3.7,6.9,12,2013
Joe Mixon,RB,CIN,1,49,49,72,57,8,65,65,28.3,57.8,12,2013
Wayne Gallman Jr.,RB,ATL,1,5,5,8,80,0,80,80,1.9,38.0,12,2013
Samaje Perine,RB,CIN,1,10,10,15,30,10,40,40,1.5,15.0,12,2013
Jamaal Williams,RB,DET,1,31,31,63,48,16,65,65,8.3,26.8,12,2013
Kareem Hunt,RB,CLE,1,23,23,38,30,4,30,35,2.0,8.7,12,2013
Zay Jones,WR,LV,1,60,60,69,2,12,10,13,6.3,10.5,12,2013
Isaiah Ford,WR,MIA,1,12,12,16,0,17,8,17,1.1,9.2,12,2013
Cooper Kupp,WR,LAR,1,62,62,100,0,16,13,18,11.6,18.7,12,2013
Curtis Samuel,WR,WAS,1,20,20,24,5,5,10,10,1.3,6.5,12,2013
Dede Westbrook,WR,MIN,1,5,5,9,0,0,0,0,0.0,0.0,12,2013
Josh Reynolds,WR,DET,1,43,43,88,0,12,7,12,13.0,30.2,12,2013
Noah Brown,WR,DAL,1,69,69,93,0,13,9,13,5.3,7.7,12,2013
Gerald Everett,TE,SEA,1,37,37,79,0,24,14,24,9.7,26.2,12,2013
Jonnu Smith,TE,NE,1,34,34,58,3,12,12,15,5.8,17.1,12,2013
Austin Ekeler,RB,LAC,1,48,48,68,25,17,38,42,15.9,33.1,12,2013
Kenny Golladay,WR,NYG,1,46,46,77,0,15,7,15,5.0,10.9,12,2013
Mack Hollins,WR,MIA,1,19,19,26,0,5,0,5,0.0,0.0,12,2013
George Kittle,TE,SF,1,65,65,93,0,3,2,3,1.3,2.0,12,2013
Cody Hollister,WR,TEN,1,48,48,76,0,8,4,8,2.2,4.6,12,2013
Tim Patrick,WR,DEN,1,50,50,81,0,6,4,6,2.6,5.2,12,2013
Mo Alie-Cox,TE,IND,1,39,39,57,0,5,3,5,0.8,2.1,12,2013
Aaron Jones,RB,GB,1,40,40,49,25,3,25,28,2.3,5.8,12,2013
Eric Saubert,TE,DEN,1,19,19,31,0,5,5,5,6.1,32.1,12,2013
Anthony Firkser,TE,TEN,1,26,26,41,0,4,4,4,0.7,2.7,12,2013
P.J. Walker,QB,CAR,1,15,15,27,0,0,67,67,2.5,16.7,12,2013
Keelan Cole Sr.,WR,NYJ,1,64,64,96,0,3,3,3,2.4,3.8,12,2013
Dare Ogunbowale,RB,JAC,1,1,1,1,0,100,0,100,0.0,0.0,12,2013
Pharaoh Brown,TE,HOU,1,34,34,60,0,3,0,3,0.0,0.0,12,2013
Zach Pascal,WR,IND,1,64,64,93,0,11,3,11,-0.8,-1.3,12,2013
Matt Breida,RB,BUF,1,21,21,32,43,10,52,52,11.5,54.8,12,2013
Kendrick Bourne,WR,NE,1,33,33,56,0,18,15,18,18.1,54.8,12,2013
Greg Ward,WR,PHI,1,7,7,10,0,14,0,14,0.0,0.0,12,2013
Dan Arnold,TE,JAC,1,5,5,7,0,20,20,20,0.9,18.0,12,2013
Patrick Ricard,RB,BAL,1,60,60,74,0,3,2,3,0.0,0.0,12,2013
Brandon Zylstra,WR,CAR,1,28,28,51,0,7,4,7,2.4,8.6,12,2013
Lamar Jackson,QB,BAL,1,81,81,100,21,0,60,60,13.4,16.5,12,2013
Baker Mayfield,QB,CLE,1,60,60,100,3,0,65,65,12.3,20.5,12,2013
Saquon Barkley,RB,NYG,1,52,52,87,25,10,33,35,5.3,10.2,12,2013
Ronald Jones II,RB,TB,1,12,12,18,58,0,58,58,9.7,80.8,12,2013
Nick Chubb,RB,CLE,1,30,30,50,27,13,33,40,3.9,13.0,12,2013
Kalen Ballage,RB,PIT,1,8,8,13,38,25,50,63,2.7,33.8,12,2013
Myles Gaskin,RB,MIA,1,37,37,50,43,5,49,49,17.2,46.5,12,2013
Courtland Sutton,WR,DEN,1,45,45,73,0,7,4,7,1.7,3.8,12,2013
James Washington,WR,PIT,1,27,27,44,0,7,4,7,0.3,1.1,12,2013
Anthony Miller,WR,PIT,1,25,25,40,0,4,4,4,0.2,0.8,12,2013
Michael Gallup,WR,DAL,1,71,71,96,0,11,7,11,10.6,14.9,12,2013
Tre'Quan Smith,WR,NO,1,45,45,79,0,11,9,11,3.1,6.9,12,2013
Cedrick Wilson Jr.,WR,DAL,1,54,54,73,0,19,13,19,10.4,19.3,12,2013
DJ Moore,WR,CAR,1,53,53,96,0,19,8,19,10.3,19.4,12,2013
Mark Andrews,TE,BAL,1,55,55,68,0,18,7,18,12.5,22.7,12,2013
Dallas Goedert,TE,PHI,1,64,64,96,0,5,2,5,0.0,0.0,12,2013
Mike Gesicki,TE,MIA,1,59,59,80,0,5,5,5,1.7,2.9,12,2013
Braxton Berrios,WR,NYJ,1,13,13,19,0,23,15,23,4.7,36.2,12,2013
Nyheim Hines,RB,IND,1,25,25,36,4,16,16,20,0.9,3.6,12,2013
Josh Allen,QB,BUF,1,63,63,95,13,0,57,57,28.7,45.6,12,2013
Allen Lazard,WR,GB,1,53,53,65,0,11,4,11,1.3,2.5,12,2013
Equanimeous St. Brown,WR,GB,1,26,26,32,0,8,4,8,0.7,2.7,12,2013
Sony Michel,RB,LAR,1,12,12,19,25,8,33,33,2.5,20.8,12,2013
Dalton Schultz,TE,DAL,1,71,71,96,0,10,4,10,12.6,17.7,12,2013
Godwin Igwebuike,RB,DET,1,4,4,8,25,25,25,50,1.1,27.5,12,2013
Ian Thomas,TE,CAR,1,40,40,73,0,8,0,8,0.0,0.0,12,2013
Phillip Lindsay,RB,MIA,1,15,15,20,80,0,80,80,4.2,28.0,12,2013
Durham Smythe,TE,MIA,1,66,66,89,3,8,11,11,3.5,5.3,12,2013
Noah Fant,TE,DEN,1,53,53,85,0,8,6,8,1.2,2.3,12,2013
Marquez Valdes-Scantling,WR,GB,1,57,57,70,0,16,7,16,5.0,8.8,12,2013
Tyler Conklin,TE,MIN,1,44,44,80,0,7,5,7,2.5,5.7,12,2013
Russell Gage,WR,ATL,1,46,46,77,0,15,13,15,12.2,26.5,12,2013
Boston Scott,RB,PHI,1,34,34,51,44,9,50,53,11.2,32.9,12,2013
Trent Sherfield,WR,SF,1,20,20,29,0,5,5,5,0.5,2.5,12,2013
Cam Sims,WR,WAS,1,12,12,14,0,0,0,0,0.0,0.0,12,2013
Jeff Wilson Jr.,RB,SF,1,10,10,14,20,10,30,30,0.7,7.0,12,2013
Dontrell Hilliard,RB,TEN,1,32,32,51,38,6,41,44,17.3,54.1,12,2013
Will Dissly,TE,SEA,1,16,16,34,0,13,13,13,1.9,11.9,12,2013
KhaDarel Hodge,WR,DET,1,3,3,6,0,0,0,0,0.0,0.0,12,2013
D.K. Metcalf,WR,SEA,1,44,44,94,0,9,2,9,1.3,3.0,12,2013
Drew Lock,QB,DEN,1,19,19,31,0,0,37,37,0.0,0.0,12,2013
Marquise Brown,WR,BAL,1,61,61,75,0,16,13,16,5.1,8.4,12,2013
Damien Harris,RB,NE,1,22,22,37,50,5,55,55,11.2,50.9,12,2013
Daniel Jones,QB,NYG,1,60,60,100,15,0,65,65,15.1,25.2,12,2013
J.J. Arcega-Whiteside,WR,PHI,1,15,15,22,0,7,7,7,1.3,8.7,12,2013
David Montgomery,RB,CHI,1,59,59,84,29,5,34,34,7.4,12.5,12,2013
Deebo Samuel,WR,SF,1,46,46,66,13,9,15,22,19.8,43.0,12,2013
Albert Okwuegbunam,TE,DEN,1,28,28,45,0,7,4,7,1.2,4.3,12,2013
Josh Jacobs,RB,LV,1,57,57,66,39,7,42,46,17.2,30.2,12,2013
Devin Singletary,RB,BUF,1,45,45,68,33,2,36,36,4.8,10.7,12,2013
Miles Sanders,RB,PHI,1,22,22,33,41,5,45,45,6.4,29.1,12,2013
T.J. Hockenson,TE,DET,1,37,37,76,0,8,8,8,9.5,25.7,12,2013
Hunter Renfrow,WR,LV,1,64,64,74,2,14,14,16,13.6,21.3,12,2013
Daniel Helm,TE,LV,1,14,14,16,0,7,0,7,0.0,0.0,12,2013
Foster Moreau,TE,LV,1,77,77,89,0,6,1,6,0.3,0.4,12,2013
Ty Johnson,RB,NYJ,1,23,23,34,26,4,26,30,4.2,18.3,12,2013
Terry McLaurin,WR,WAS,1,76,76,90,0,9,5,9,5.1,6.7,12,2013
Trevon Wesco,TE,NYJ,1,21,21,31,0,0,0,0,0.0,0.0,12,2013
Darrell Henderson Jr.,RB,LAR,1,50,50,81,32,8,40,40,13.3,26.6,12,2013
Lil'Jordan Humphrey,WR,NO,1,27,27,47,0,19,11,19,4.7,17.4,12,2013
Jakobi Meyers,WR,NE,1,52,52,88,0,15,10,15,9.8,18.8,12,2013
Benny Snell Jr.,RB,PIT,1,7,7,11,29,0,29,29,0.5,7.1,12,2013
Preston Williams,WR,MIA,1,23,23,31,0,4,4,4,0.4,1.7,12,2013
Diontae Johnson,WR,PIT,1,61,61,98,0,23,15,23,9.5,15.6,12,2013
Alexander Mattison,RB,MIN,1,22,22,40,32,14,41,45,8.8,40.0,12,2013
Stanley Morgan Jr.,WR,CIN,1,22,22,32,0,5,0,5,0.0,0.0,12,2013
Chase Claypool,WR,PIT,1,61,61,98,0,13,5,13,8.2,13.4,12,2013
Dawson Knox,TE,BUF,1,60,60,91,0,5,5,5,15.2,25.3,12,2013
Tyler Johnson,WR,TB,1,48,48,72,0,2,2,2,0.9,1.9,12,2013
Bryan Edwards,WR,LV,1,63,63,72,0,2,2,2,1.2,1.9,12,2013
Justin Herbert,QB,LAC,1,71,71,100,6,0,68,68,21.7,30.6,12,2013
Ashton Dulin,WR,IND,1,4,4,6,0,25,25,25,12.2,305.0,12,2013
Zach Gentry,TE,PIT,1,22,22,35,0,9,5,9,1.0,4.5,12,2013
Tony Pollard,RB,DAL,1,31,31,42,32,13,45,45,12.8,41.3,12,2013
Darius Slayton,WR,NYG,1,44,44,73,2,9,9,11,2.7,6.1,12,2013
Scotty Miller,WR,TB,1,4,4,6,0,25,0,25,0.0,0.0,12,2013
Donald Parham Jr.,TE,LAC,1,28,28,39,0,4,4,4,0.5,1.8,12,2013
Khari Blasingame,RB,TEN,1,5,5,8,60,0,60,60,-1.4,-28.0,12,2013
Olamide Zaccheaus,WR,ATL,1,30,30,50,0,7,3,7,0.5,1.7,12,2013
Deonte Harty,WR,NO,1,23,23,40,0,22,4,22,0.9,3.9,12,2013
Jalen Guyton,WR,LAC,1,39,39,55,0,8,5,8,2.3,5.9,12,2013
Austin Walter,RB,NYJ,1,16,16,24,56,6,56,63,9.8,61.3,12,2013
Parker Hesse,TE,ATL,1,23,23,38,0,4,4,4,0.7,3.0,12,2013
Chris Myarick,TE,NYG,1,24,24,40,0,8,8,8,7.1,29.6,12,2013
Joe Burrow,QB,CIN,1,58,58,85,2,0,43,43,17.4,30.0,12,2013
Tua Tagovailoa,QB,MIA,1,74,74,100,5,0,47,47,13.2,17.8,12,2013
Jerry Jeudy,WR,DEN,1,35,35,56,0,9,6,9,2.5,7.1,12,2013
D'Andre Swift,RB,DET,1,10,10,20,30,30,60,60,0.9,9.0,12,2013
Tee Higgins,WR,CIN,1,43,43,63,0,19,14,19,17.4,40.5,12,2013
Jonathan Taylor,RB,IND,1,49,49,71,33,10,41,43,15.7,32.0,12,2013
Jalen Reagor,WR,PHI,1,45,45,67,0,16,4,16,3.1,6.9,12,2013
Laviska Shenault Jr.,WR,JAC,1,53,53,73,0,17,9,17,3.3,6.2,12,2013
DeVonta Smith,WR,PHI,1,61,61,91,0,7,3,7,2.2,3.6,12,2013
Cole Kmet,TE,CHI,1,60,60,86,0,18,13,18,6.5,10.8,12,2013
Justin Jefferson,WR,MIN,1,51,51,93,0,18,10,20,9.3,18.2,12,2013
Brandon Aiyuk,WR,SF,1,63,63,90,2,10,6,11,9.5,15.1,12,2013
Devin Duvernay,WR,BAL,1,35,35,43,3,6,6,9,1.5,4.3,12,2013
Jalen Hurts,QB,PHI,1,67,67,100,12,0,58,58,9.9,14.8,12,2013
Michael Pittman Jr.,WR,IND,1,65,65,94,0,15,6,15,5.3,8.2,12,2013
Donovan Peoples-Jones,WR,CLE,1,45,45,75,0,11,4,11,1.0,2.2,12,2013
Najee Harris,RB,PIT,1,36,36,58,22,14,31,36,3.7,10.3,12,2013
AJ Dillon,RB,GB,1,42,42,51,48,12,60,60,15.0,35.7,12,2013
Anthony McFarland Jr.,RB,PIT,1,12,12,19,17,8,25,25,1.3,10.8,12,2013
Harrison Bryant,TE,CLE,1,16,16,27,0,19,19,19,5.0,31.3,12,2013
Gabriel Davis,WR,BUF,1,28,28,42,0,11,7,11,4.7,16.8,12,2013
Joshua Kelley,RB,LAC,1,16,16,23,6,19,19,25,2.0,12.5,12,2013
Salvon Ahmed,RB,MIA,1,13,13,18,38,8,46,46,2.6,20.0,12,2013
Josiah Deguara,TE,GB,1,35,35,43,0,11,6,11,1.3,3.7,12,2013
Tony Jones Jr.,RB,NO,1,21,21,37,76,0,76,76,2.7,12.9,12,2013
Van Jefferson,WR,LAR,1,61,61,98,0,15,5,15,15.3,25.1,12,2013
Darius Bradwell,RB,LAC,1,7,7,10,0,14,0,14,0.0,0.0,12,2013
Marquez Callaway,WR,NO,1,34,34,60,0,12,6,12,2.4,7.1,12,2013
DeeJay Dallas,RB,SEA,1,28,28,60,11,18,29,29,3.1,11.1,12,2013
Jauan Jennings,WR,SF,1,26,26,37,0,12,8,12,8.4,32.3,12,2013
Antonio Gibson,RB,WAS,1,57,57,68,51,12,63,63,16.6,29.1,12,2013
James Robinson,RB,JAC,1,38,38,52,45,11,53,55,9.5,25.0,12,2013
Ty'Son Williams,RB,BAL,1,2,2,2,50,50,50,100,0.1,5.0,12,2013
Charlie Woerner,TE,SF,1,19,19,27,0,5,5,5,1.1,5.8,12,2013
K.J. Osborn,WR,MIN,1,30,30,55,0,7,3,7,0.5,1.7,12,2013
Quez Watkins,WR,PHI,1,55,55,82,2,9,5,11,2.6,4.7,12,2013
Sean McKeon,TE,DAL,1,12,12,16,0,8,8,8,7.0,58.3,12,2013
Freddie Swain,WR,SEA,1,31,31,66,0,6,3,6,9.2,29.7,12,2013
Ja'Marcus Bradley,WR,CLE,1,21,21,35,0,10,10,10,1.8,8.6,12,2013
Nick Westbrook-Ikhine,WR,TEN,1,52,52,83,0,12,4,12,8.5,16.3,12,2013
Giovanni Ricci,TE,CAR,1,4,4,7,0,0,0,0,0.0,0.0,12,2013
Isaiah Coulter,WR,CHI,1,14,14,20,0,7,0,7,0.0,0.0,12,2013
Trevor Lawrence,QB,JAC,1,73,73,100,7,0,64,64,18.0,24.7,12,2013
Ja'Marr Chase,WR,CIN,1,52,52,76,0,6,6,6,3.9,7.5,12,2013
Jaylen Waddle,WR,MIA,1,55,55,74,0,18,16,18,19.7,35.8,12,2013
Chuba Hubbard,RB,CAR,1,11,11,20,18,9,18,27,0.6,5.5,12,2013
Rashod Bateman,WR,BAL,1,36,36,44,0,11,11,11,3.1,8.6,12,2013
Amon-Ra St. Brown,WR,DET,1,48,48,98,0,8,8,8,2.3,4.8,12,2013
Tylan Wallace,WR,BAL,1,3,3,4,0,33,0,33,0.0,0.0,12,2013
Darnell Mooney,WR,CHI,1,61,61,87,2,13,10,15,12.5,20.5,12,2013
Kendall Hinton,WR,DEN,1,4,4,6,0,25,0,25,0.0,0.0,12,2013
Jermar Jefferson,RB,DET,1,5,5,10,0,0,0,0,0.0,0.0,12,2013
Demetric Felton,RB,CLE,1,1,1,2,0,100,0,100,0.0,0.0,12,2013
Dez Fitzpatrick,WR,TEN,1,12,12,19,0,8,8,8,1.4,11.7,12,2013
Elijah Moore,WR,NYJ,1,59,59,88,2,14,8,15,5.3,9.0,12,2013
Nico Collins,WR,HOU,1,37,37,65,0,14,5,14,2.8,7.6,12,2013
Amari Rodgers,WR,GB,1,2,2,2,0,0,0,0,0.0,0.0,12,2013
Marquez Stevenson,WR,BUF,1,1,1,2,0,0,0,0,0.0,0.0,12,2013
Jaret Patterson,RB,WAS,1,3,3,4,33,0,33,33,0.0,0.0,12,2013
Mac Jones,QB,NE,1,59,59,100,3,0,58,58,21.5,36.4,12,2013
Brevin Jordan,TE,HOU,1,34,34,60,0,9,9,9,8.3,24.4,12,2013
Pat Freiermuth,TE,PIT,1,47,47,76,0,9,9,9,10.0,21.3,12,2013
Kyle Pitts,TE,ATL,1,47,47,78,0,13,4,13,2.6,5.5,12,2013
Dominique Dafney,TE,GB,1,20,20,24,0,0,0,0,0.0,0.0,12,2013
Zach Wilson,QB,NYJ,1,67,67,100,3,0,39,39,11.1,16.6,12,2013
Rhamondre Stevenson,RB,NE,1,20,20,34,45,5,45,50,4.6,23.0,12,2013
Javonte Williams,RB,DEN,1,36,36,58,39,11,47,50,17.1,47.5,12,2013
Khalil Herbert,RB,CHI,1,10,10,14,40,0,40,40,0.9,9.0,12,2013
D'Wayne Eskridge,WR,SEA,1,13,13,28,0,23,15,23,1.0,7.7,12,2013
Tommy Tremble,TE,CAR,1,25,25,45,0,12,4,12,0.4,1.6,12,2013
Chris Evans,RB,CIN,1,9,9,13,56,11,67,67,2.8,31.1,12,2013
Tre' McKitty,TE,LAC,1,21,21,30,0,5,0,5,0.0,0.0,12,2013
Elijah Mitchell,RB,SF,1,49,49,70,55,12,65,67,22.8,46.5,12,2013
John Bates,TE,WAS,1,48,48,57,0,2,2,2,1.5,3.1,12,2013
Kylen Granson,TE,IND,1,9,9,13,0,22,22,22,2.2,24.4,12,2013
