player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
John Ross,WR,NYG,1,32,32,43,0,6,0,6,0.0,0.0,6,2013
David Njoku,TE,CLE,1,26,26,44,0,8,4,8,0.6,2.3,6,2013
Chris Godwin,WR,TB,1,68,68,91,0,7,7,7,4.3,6.3,6,2013
Evan Engram,TE,NYG,1,55,55,73,0,9,5,9,2.4,4.4,6,2013
Patrick Mahomes II,QB,KC,1,82,82,100,4,0,61,61,25.0,30.5,6,2013
Joe Mixon,RB,CIN,1,45,45,63,40,13,51,53,21.3,47.3,6,2013
Jamaal Williams,RB,DET,1,19,19,30,21,11,26,32,0.9,4.7,6,2013
Kareem Hunt,RB,CLE,1,41,41,69,34,7,41,41,7.8,19.0,6,2013
Isaiah Ford,WR,MIA,1,5,5,7,0,20,0,20,0.0,0.0,6,2013
Cooper Kupp,WR,LAR,1,55,55,83,0,22,16,22,25.0,45.5,6,2013
Dede Westbrook,WR,MIN,1,12,12,13,0,25,17,25,1.3,10.8,6,2013
Noah Brown,WR,DAL,1,18,18,20,0,11,11,11,4.7,26.1,6,2013
Marlon Mack,RB,IND,1,9,9,19,56,0,56,56,1.2,13.3,6,2013
James Conner,RB,ARI,1,41,41,55,39,2,41,41,7.1,17.3,6,2013
Gerald Everett,TE,SEA,1,31,31,48,0,10,6,10,4.0,12.9,6,2013
Jonnu Smith,TE,NE,1,39,39,72,0,5,3,5,0.9,2.3,6,2013
Jeremy Sprinkle,TE,DAL,1,8,8,9,0,0,0,0,0.0,0.0,6,2013
Austin Ekeler,RB,LAC,1,34,34,61,18,21,29,38,5.5,16.2,6,2013
Mack Hollins,WR,MIA,1,68,68,97,0,7,6,7,6.1,9.0,6,2013
Robert Tonyan,TE,GB,1,37,37,63,0,8,5,8,1.0,2.7,6,2013
Jacob Hollister,TE,JAC,1,5,5,8,0,20,0,20,0.0,0.0,6,2013
Cethan Carter,TE,MIA,1,4,4,6,0,25,25,25,0.8,20.0,6,2013
Tim Patrick,WR,DEN,1,72,72,89,0,8,4,8,10.2,14.2,6,2013
Mo Alie-Cox,TE,IND,1,24,24,50,0,13,4,13,8.8,36.7,6,2013
Darrell Daniels,TE,ARI,1,25,25,33,0,4,0,4,0.0,0.0,6,2013
Isaiah McKenzie,WR,BUF,1,4,4,5,25,25,50,50,0.8,20.0,6,2013
Blake Jarwin,TE,DAL,1,47,47,53,0,4,2,4,6.1,13.0,6,2013
Jamal Agnew,WR,JAC,1,39,39,59,0,15,13,15,7.8,20.0,6,2013
Aaron Jones,RB,GB,1,35,35,59,37,11,49,49,17.0,48.6,6,2013
Eric Saubert,TE,DEN,1,28,28,35,0,18,11,18,2.3,8.2,6,2013
Ricky Seals-Jones,TE,WAS,1,59,59,100,0,10,7,10,11.8,20.0,6,2013
Anthony Firkser,TE,TEN,1,15,15,28,0,7,7,7,1.1,7.3,6,2013
C.J. Board,WR,NYG,1,6,6,8,0,0,0,0,0.0,0.0,6,2013
Marcus Kemp,WR,KC,1,6,6,7,0,0,0,0,0.0,0.0,6,2013
Pharaoh Brown,TE,HOU,1,40,40,53,0,8,5,8,0.8,2.0,6,2013
Zach Pascal,WR,IND,1,41,41,85,0,2,0,2,0.0,0.0,6,2013
Kendrick Bourne,WR,NE,1,25,25,46,0,8,4,8,13.5,54.0,6,2013
Dan Arnold,TE,JAC,1,41,41,62,0,12,5,12,2.7,6.6,6,2013
Brandon Zylstra,WR,CAR,1,36,36,49,0,8,8,8,3.2,8.9,6,2013
Lamar Jackson,QB,BAL,1,65,65,94,12,0,54,54,13.8,21.2,6,2013
Sam Darnold,QB,CAR,1,74,74,100,5,0,61,61,16.1,21.8,6,2013
Baker Mayfield,QB,CLE,1,55,55,93,5,0,56,56,13.2,24.0,6,2013
Ronald Jones II,RB,TB,1,14,14,19,36,7,43,43,2.9,20.7,6,2013
Royce Freeman,RB,CAR,1,23,23,31,4,0,4,4,0.3,1.3,6,2013
Kalen Ballage,RB,PIT,1,12,12,16,17,0,17,17,1.5,12.5,6,2013
Myles Gaskin,RB,MIA,1,25,25,36,20,24,28,44,1.4,5.6,6,2013
Courtland Sutton,WR,DEN,1,71,71,88,0,20,11,20,15.4,21.7,6,2013
James Washington,WR,PIT,1,8,8,11,0,13,13,13,0.9,11.3,6,2013
Cedrick Wilson Jr.,WR,DAL,1,44,44,49,0,16,9,16,4.2,9.5,6,2013
Dante Pettis,WR,NYG,1,46,46,61,0,24,11,24,4.8,10.4,6,2013
DJ Moore,WR,CAR,1,68,68,92,1,19,9,21,5.9,8.7,6,2013
Christian Kirk,WR,ARI,1,64,64,85,0,13,8,13,13.5,21.1,6,2013
Mark Andrews,TE,BAL,1,37,37,54,0,16,14,16,12.8,34.6,6,2013
Mike Gesicki,TE,MIA,1,49,49,70,0,18,16,18,11.5,23.5,6,2013
Nyheim Hines,RB,IND,1,11,11,23,36,18,45,55,2.2,20.0,6,2013
Josh Allen,QB,BUF,1,77,77,100,12,0,73,73,29.7,38.6,6,2013
Justin Jackson,RB,LAC,1,8,8,14,0,13,13,13,0.7,8.8,6,2013
Allen Lazard,WR,GB,1,50,50,85,0,10,6,10,8.7,17.4,6,2013
Auden Tate,WR,CIN,1,24,24,33,0,4,4,4,6.7,27.9,6,2013
Equanimeous St. Brown,WR,GB,1,12,12,20,0,0,0,0,0.0,0.0,6,2013
Sony Michel,RB,LAR,1,12,12,18,75,0,75,75,4.2,35.0,6,2013
Dalton Schultz,TE,DAL,1,75,75,84,0,8,7,8,7.9,10.5,6,2013
Ian Thomas,TE,CAR,1,40,40,54,0,5,3,5,4.1,10.3,6,2013
Jordan Akins,TE,HOU,1,32,32,43,0,19,13,19,4.1,12.8,6,2013
Chase Edmonds,RB,ARI,1,28,28,37,14,14,25,29,5.0,17.9,6,2013
Phillip Lindsay,RB,HOU,1,11,11,15,64,18,82,82,5.4,49.1,6,2013
Durham Smythe,TE,MIA,1,58,58,83,0,10,9,10,5.9,10.2,6,2013
Darrel Williams,RB,KC,1,59,59,72,36,7,41,42,20.9,35.4,6,2013
Noah Fant,TE,DEN,1,72,72,89,0,15,13,15,15.7,21.8,6,2013
Ray-Ray McCloud,WR,PIT,1,52,52,69,0,4,4,4,1.8,3.5,6,2013
Chris Herndon IV,TE,MIN,1,24,24,27,0,4,4,4,6.2,25.8,6,2013
Tyler Conklin,TE,MIN,1,76,76,85,0,7,4,7,7.1,9.3,6,2013
Byron Pringle,WR,KC,1,32,32,39,0,9,9,9,5.5,17.2,6,2013
Mike Boone,RB,DEN,1,6,6,7,0,17,17,17,0.3,5.0,6,2013
Will Dissly,TE,SEA,1,47,47,72,0,4,4,4,6.8,14.5,6,2013
Johnny Stanton,RB,CLE,1,2,2,3,0,50,50,50,0.6,30.0,6,2013
KhaDarel Hodge,WR,DET,1,52,52,83,0,8,4,8,0.9,1.7,6,2013
Malik Turner,WR,DAL,1,1,1,1,0,100,0,100,0.0,0.0,6,2013
John Wolford,QB,LAR,1,10,10,15,20,0,40,40,-1.1,-11.0,6,2013
A.J. Brown,WR,TEN,1,42,42,79,0,21,17,21,9.1,21.7,6,2013
D.K. Metcalf,WR,SEA,1,49,49,75,0,14,12,14,5.8,11.8,6,2013
Marquise Brown,WR,BAL,1,51,51,74,0,10,8,10,3.5,6.9,6,2013
Damien Harris,RB,NE,1,26,26,48,69,4,73,73,16.8,64.6,6,2013
Daniel Jones,QB,NYG,1,75,75,100,4,0,72,72,7.1,9.5,6,2013
Josh Jacobs,RB,LV,1,36,36,64,44,3,47,47,14.2,39.4,6,2013
Devin Singletary,RB,BUF,1,35,35,45,14,14,29,29,4.3,12.3,6,2013
Miles Sanders,RB,PHI,1,43,43,83,21,9,26,30,6.6,15.3,6,2013
Collin Johnson,WR,NYG,1,43,43,57,0,12,5,12,2.1,4.9,6,2013
T.J. Hockenson,TE,DET,1,52,52,83,0,21,15,21,7.4,14.2,6,2013
Tommy Sweeney,TE,BUF,1,11,11,14,0,9,9,9,6.1,55.5,6,2013
Hunter Renfrow,WR,LV,1,32,32,57,0,16,9,16,3.6,11.3,6,2013
Foster Moreau,TE,LV,1,25,25,45,0,4,4,4,1.1,4.4,6,2013
Parris Campbell,WR,IND,1,5,5,10,0,20,20,20,11.1,222.0,6,2013
Terry McLaurin,WR,WAS,1,56,56,95,0,14,7,14,2.8,5.0,6,2013
Josh Oliver,TE,BAL,1,19,19,28,0,5,5,5,0.2,1.1,6,2013
Drew Sample,TE,CIN,1,39,39,54,0,3,0,3,0.0,0.0,6,2013
Alec Ingold,RB,LV,1,15,15,27,0,7,0,7,0.0,0.0,6,2013
Mecole Hardman,WR,KC,1,49,49,60,2,10,10,12,4.8,9.8,6,2013
Darrell Henderson Jr.,RB,LAR,1,54,54,82,39,6,43,44,22.7,42.0,6,2013
Jakobi Meyers,WR,NE,1,34,34,63,0,18,15,18,6.4,18.8,6,2013
Kyler Murray,QB,ARI,1,68,68,91,10,0,54,54,25.8,37.9,6,2013
Trayveon Williams,RB,CIN,1,12,12,17,50,0,50,50,1.3,10.8,6,2013
Diontae Johnson,WR,PIT,1,69,69,92,1,19,14,20,9.6,13.9,6,2013
Travis Homer,RB,SEA,1,5,5,8,40,20,60,60,5.4,108.0,6,2013
Alexander Mattison,RB,MIN,1,12,12,13,25,0,25,25,1.0,8.3,6,2013
Chase Claypool,WR,PIT,1,63,63,84,0,11,3,11,1.7,2.7,6,2013
Dawson Knox,TE,BUF,1,61,61,79,0,5,5,5,4.5,7.4,6,2013
Bryan Edwards,WR,LV,1,43,43,77,0,9,5,9,6.7,15.6,6,2013
Justin Herbert,QB,LAC,1,56,56,100,4,0,73,73,12.0,21.4,6,2013
Miles Boykin,WR,BAL,1,4,4,6,0,25,25,25,0.6,15.0,6,2013
Ashton Dulin,WR,IND,1,13,13,27,0,8,8,8,0.7,5.4,6,2013
Tony Pollard,RB,DAL,1,26,26,29,38,12,50,50,6.3,24.2,6,2013
Trenton Irwin,WR,CIN,1,11,11,15,0,0,0,0,0.0,0.0,6,2013
Penny Hart,WR,SEA,1,11,11,17,0,9,9,9,1.2,10.9,6,2013
Jody Fortson,WR,KC,1,10,10,12,0,10,10,10,2.7,27.0,6,2013
Donald Parham Jr.,TE,LAC,1,26,26,46,0,8,8,8,1.0,3.8,6,2013
Khari Blasingame,RB,TEN,1,9,9,17,0,0,0,0,0.0,0.0,6,2013
Jalen Guyton,WR,LAC,1,40,40,71,0,13,3,13,1.5,3.8,6,2013
Tom Kennedy,WR,DET,1,8,8,13,0,13,13,13,1.5,18.8,6,2013
Gunner Olszewski,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0,6,2013
D'Ernest Johnson,RB,CLE,1,12,12,20,8,8,17,17,0.9,7.5,6,2013
Joe Burrow,QB,CIN,1,59,59,82,8,0,58,58,23.8,40.3,6,2013
Tua Tagovailoa,QB,MIA,1,69,69,99,4,0,72,72,22.4,32.5,6,2013
CeeDee Lamb,WR,DAL,1,77,77,87,1,14,13,16,27.1,35.2,6,2013
Henry Ruggs III,WR,LV,1,37,37,66,0,11,8,11,15.7,42.4,6,2013
D'Andre Swift,RB,DET,1,49,49,78,27,14,37,41,12.7,25.9,6,2013
Tee Higgins,WR,CIN,1,41,41,57,0,15,7,15,4.4,10.7,6,2013
Jonathan Taylor,RB,IND,1,31,31,65,45,6,48,52,27.8,89.7,6,2013
Jalen Reagor,WR,PHI,1,43,43,83,0,7,0,7,0.0,0.0,6,2013
Laviska Shenault Jr.,WR,JAC,1,52,52,79,0,19,12,19,5.4,10.4,6,2013
DeVonta Smith,WR,PHI,1,51,51,98,0,8,4,8,3.1,6.1,6,2013
Cole Kmet,TE,CHI,1,48,48,79,2,10,10,13,4.9,10.2,6,2013
Justin Jefferson,WR,MIN,1,84,84,94,0,17,10,17,6.0,7.1,6,2013
Zack Moss,RB,BUF,1,42,42,55,19,10,24,29,3.9,9.3,6,2013
Devin Duvernay,WR,BAL,1,34,34,49,3,9,9,12,2.6,7.6,6,2013
Jalen Hurts,QB,PHI,1,52,52,100,19,0,69,69,26.0,50.0,6,2013
Michael Pittman Jr.,WR,IND,1,46,46,96,2,7,7,9,3.8,8.3,6,2013
Tyler Huntley,QB,BAL,1,4,4,6,75,0,75,75,1.0,25.0,6,2013
Donovan Peoples-Jones,WR,CLE,1,46,46,78,0,11,9,11,22.1,48.0,6,2013
Najee Harris,RB,PIT,1,63,63,84,38,11,48,49,18.7,29.7,6,2013
KJ Hill Jr.,WR,LAC,1,1,1,2,0,0,0,0,0.0,0.0,6,2013
AJ Dillon,RB,GB,1,25,25,42,44,0,44,44,5.9,23.6,6,2013
James Proche II,WR,BAL,1,5,5,7,0,20,0,20,0.0,0.0,6,2013
Gabriel Davis,WR,BUF,1,26,26,34,0,8,8,8,2.5,9.6,6,2013
Joshua Kelley,RB,LAC,1,18,18,32,22,0,22,22,0.7,3.9,6,2013
Salvon Ahmed,RB,MIA,1,19,19,27,37,11,42,47,3.7,19.5,6,2013
Josiah Deguara,TE,GB,1,15,15,25,0,7,7,7,0.4,2.7,6,2013
Van Jefferson,WR,LAR,1,42,42,64,0,10,7,10,1.9,4.5,6,2013
Luke Farrell,TE,JAC,1,17,17,26,0,6,6,6,2.1,12.4,6,2013
DeeJay Dallas,RB,SEA,1,22,22,34,18,23,41,41,5.0,22.7,6,2013
Artavis Pierce,RB,CHI,1,3,3,5,0,0,0,0,0.0,0.0,6,2013
Antonio Gibson,RB,WAS,1,23,23,39,43,13,52,57,2.4,10.4,6,2013
James Robinson,RB,JAC,1,56,56,85,30,7,36,38,16.1,28.8,6,2013
Tyrie Cleveland,WR,DEN,1,10,10,12,0,0,0,0,0.0,0.0,6,2013
K.J. Osborn,WR,MIN,1,48,48,54,0,15,13,15,13.8,28.8,6,2013
Quez Watkins,WR,PHI,1,40,40,77,0,13,8,13,6.4,16.0,6,2013
Freddie Swain,WR,SEA,1,51,51,78,0,6,4,6,-0.4,-0.8,6,2013
Nick Westbrook-Ikhine,WR,TEN,1,29,29,55,0,10,10,10,2.7,9.3,6,2013
Trevor Lawrence,QB,JAC,1,66,66,100,3,0,65,65,15.9,24.1,6,2013
Justin Fields,QB,CHI,1,61,61,100,10,0,54,54,14.3,23.4,6,2013
Ja'Marr Chase,WR,CIN,1,57,57,79,0,11,7,11,9.7,17.0,6,2013
Jaylen Waddle,WR,MIA,1,65,65,93,0,20,15,20,19.0,29.2,6,2013
Chuba Hubbard,RB,CAR,1,48,48,65,33,6,35,40,12.5,26.0,6,2013
Rashod Bateman,WR,BAL,1,45,45,65,0,13,9,13,2.9,6.4,6,2013
Rondale Moore,WR,ARI,1,42,42,56,7,10,14,17,2.6,6.2,6,2013
Amon-Ra St. Brown,WR,DET,1,49,49,78,0,14,10,14,4.6,9.4,6,2013
Tylan Wallace,WR,BAL,1,2,2,3,0,0,0,0,0.0,0.0,6,2013
Darnell Mooney,WR,CHI,1,57,57,93,0,14,9,14,10.5,18.4,6,2013
Reggie Gilliam,RB,BUF,1,4,4,5,0,0,0,0,0.0,0.0,6,2013
Kendall Hinton,WR,DEN,1,51,51,63,0,10,10,10,3.7,7.3,6,2013
Jonathan Ward,RB,ARI,1,7,7,9,57,0,57,57,1.4,20.0,6,2013
Gabe Nabers,RB,LAC,1,3,3,5,0,33,33,33,0.6,20.0,6,2013
Demetric Felton,RB,CLE,1,12,12,20,0,17,17,17,1.4,11.7,6,2013
Dyami Brown,WR,WAS,1,47,47,80,0,13,6,13,3.0,6.4,6,2013
Kadarius Toney,WR,NYG,1,6,6,8,0,50,50,50,3.6,60.0,6,2013
Anthony Schwartz,WR,CLE,1,26,26,44,4,12,12,15,0.8,3.1,6,2013
Tutu Atwell,WR,LAR,1,7,7,11,0,0,0,0,0.0,0.0,6,2013
Shi Smith,WR,CAR,1,8,8,11,0,25,25,25,2.0,25.0,6,2013
Nico Collins,WR,HOU,1,43,43,57,0,14,9,14,4.4,10.2,6,2013
Amari Rodgers,WR,GB,1,6,6,10,0,17,17,17,1.4,23.3,6,2013
Jaret Patterson,RB,WAS,1,2,2,3,50,50,100,100,0.3,15.0,6,2013
Mac Jones,QB,NE,1,54,54,100,4,0,43,43,15.8,29.3,6,2013
Pat Freiermuth,TE,PIT,1,45,45,60,0,16,16,16,5.8,12.9,6,2013
Rhamondre Stevenson,RB,NE,1,18,18,33,28,17,44,44,12.2,67.8,6,2013
Javonte Williams,RB,DEN,1,38,38,47,29,8,37,37,6.8,17.9,6,2013
Khalil Herbert,RB,CHI,1,54,54,89,35,6,39,41,17.2,31.9,6,2013
Hunter Long,TE,MIA,1,9,9,13,0,11,0,11,0.0,0.0,6,2013
Tommy Tremble,TE,CAR,1,38,38,51,3,5,3,8,2.0,5.3,6,2013
Chris Evans,RB,CIN,1,16,16,22,25,19,44,44,12.7,79.4,6,2013
Davis Mills,QB,HOU,1,75,75,100,3,0,60,60,8.2,10.9,6,2013
Dax Milne,WR,WAS,1,12,12,20,0,8,0,8,0.0,0.0,6,2013
John Bates,TE,WAS,1,13,13,22,0,8,8,8,0.7,5.4,6,2013
Ben Skowronek,WR,LAR,1,11,11,17,0,0,0,0,0.0,0.0,6,2013
Joshua Palmer,WR,LAC,1,29,29,52,0,14,3,14,0.8,2.8,6,2013
Terrace Marshall Jr.,WR,CAR,1,23,23,31,0,9,4,9,0.9,3.9,6,2013
Kenneth Gainwell,RB,PHI,1,12,12,23,0,17,8,17,0.1,0.8,6,2013
