,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
59,Rhamondre StevensonNE,4.0,15.0,0.0,0.0,0.0,0.0,0.0,1.5
60,Wayne Gallman Jr.MIN,2.0,9.0,0.1,0.0,0.0,0.0,0.0,1.5
61,Chuba HubbardCAR,1.8,6.5,0.0,0.7,5.0,0.0,0.0,1.4
62,Kalen BallagePIT,1.1,7.2,0.1,0.4,2.9,0.0,0.0,1.4
63,Jaret PattersonWAS,1.5,7.2,0.1,0.3,2.4,0.0,0.0,1.3
64,Damarea CrockettDEN,1.0,6.8,0.0,0.4,2.7,0.0,0.0,1.2
65,Ameer AbdullahCAR,1.2,5.0,0.0,0.6,4.0,0.0,0.0,1.2
66,Patrick RicardBAL,0.1,0.1,0.0,1.0,7.6,0.1,0.0,1.2
67,Travis HomerSEA,0.7,4.7,0.0,0.5,3.8,0.0,0.0,1.2
68,Brandon BoldenNE,0.9,3.7,0.1,0.3,3.4,0.0,0.0,1.1
69,C.J. HamMIN,0.3,1.2,0.0,0.7,6.0,0.0,0.0,1.0
70,Dare OgunbowaleJAC,0.4,4.5,0.0,0.4,3.4,0.0,0.0,1.0
71,Chris EvansCIN,0.8,4.7,0.0,0.3,2.1,0.0,0.0,0.9
72,Keith SmithATL,0.6,2.4,0.0,0.7,5.2,0.0,0.0,0.9
73,Trey EdmundsPIT,0.8,3.3,0.0,0.4,2.9,0.0,0.0,0.9
74,Khalil HerbertCHI,0.7,3.8,0.0,0.2,1.5,0.0,0.0,0.8
75,Jerick McKinnonKC,0.7,3.6,0.0,0.4,2.8,0.0,0.0,0.8
76,Demetric FeltonCLE,0.7,3.8,0.0,0.2,1.7,0.0,0.0,0.8
77,Jake FunkLAR,0.3,3.8,0.0,0.2,1.5,0.0,0.0,0.7
78,Derek WattPIT,0.4,2.6,0.0,0.1,1.1,0.0,0.0,0.6
79,Mekhi SargentJAC,0.3,3.6,0.0,0.2,1.3,0.0,0.0,0.6
80,Gabe NabersLAC,0.5,1.8,0.0,0.3,1.9,0.0,0.0,0.6
81,Gary BrightwellNYG,0.4,3.0,0.0,0.2,1.7,0.0,0.0,0.6
82,Corey ClementDAL,0.6,3.1,0.0,0.1,1.2,0.0,0.0,0.6
83,Royce FreemanHOU,0.7,3.5,0.0,0.2,1.3,0.0,0.0,0.5
84,Trenton CannonSF,0.3,1.5,0.0,0.3,2.1,0.0,0.0,0.5
85,Andy JanovichCLE,0.1,0.5,0.0,0.3,3.3,0.0,0.0,0.5
86,D'Ernest JohnsonCLE,0.8,3.4,0.0,0.1,1.2,0.0,0.0,0.5
87,Taiwan JonesBUF,0.4,1.7,0.0,0.1,1.7,0.0,0.0,0.4
88,Alex Armah Jr.WAS,0.0,0.8,0.0,0.3,1.8,0.0,0.0,0.3
89,Jakob JohnsonNE,0.0,0.2,0.0,0.3,1.6,0.0,0.0,0.3
90,Michael BurtonKC,0.2,0.9,0.0,0.3,1.7,0.0,0.0,0.3
91,Elijhaa PennyNYG,0.5,1.7,0.0,0.2,0.9,0.0,0.0,0.3
92,Godwin IgwebuikeDET,0.4,1.5,0.0,0.1,1.0,0.0,0.0,0.3
93,Dwayne WashingtonNO,0.3,0.8,0.0,0.1,1.2,0.0,0.0,0.2
94,Khari BlasingameTEN,0.0,0.2,0.0,0.2,1.9,0.0,0.0,0.2
95,Cullen GillaspiaNYG,0.3,1.3,0.0,0.1,0.9,0.0,0.0,0.2
96,Nick BelloreSEA,0.3,0.9,0.0,0.1,1.0,0.0,0.0,0.2
97,Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
98,Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
99,Adrian Killins Jr.DEN,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
100,Austin WalterNYJ,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
101,Alfred MorrisNYG,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1
102,Dontrell HilliardTEN,0.0,0.2,0.0,0.1,0.4,0.0,0.0,0.1
103,Antonio WilliamsNYG,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
104,Mike BooneDEN,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
105,Jonathan WilliamsWAS,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
106,Josh JacobsLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Ke'Shawn VaughnTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Jalen RichardLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
