,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
79,C.J. HamMIN,0.5,2.2,0.0,0.8,6.1,0.0,0.0,1.0
80,Darius BradwellCAR,0.0,5.2,0.0,0.4,1.7,0.0,0.0,1.0
81,Benny Snell Jr.PIT,1.3,4.5,0.0,0.3,1.9,0.0,0.0,0.8
82,Rashaad PennySEA,1.4,5.5,0.0,0.3,2.5,0.0,0.0,0.8
83,Keith SmithATL,1.1,2.8,0.0,0.5,3.9,0.0,0.0,0.8
84,Buddy HowellLAR,1.0,5.1,0.0,0.2,1.2,0.0,0.0,0.8
85,Khari BlasingameTEN,0.6,2.5,0.0,0.4,3.8,0.0,0.0,0.7
86,Dare OgunbowaleJAC,1.0,3.6,0.0,0.4,3.1,0.0,0.0,0.7
87,Ke'Shawn VaughnTB,1.4,6.0,0.0,0.1,1.0,0.0,0.0,0.7
88,La'Mical PerineNYJ,1.6,5.0,0.0,0.2,2.0,0.0,0.0,0.7
89,Deon JacksonIND,0.2,2.1,0.0,0.3,2.5,0.0,0.0,0.6
90,Tory CarterTEN,0.7,2.9,0.0,0.4,3.3,0.0,0.0,0.6
91,Nick BawdenNYJ,0.4,0.9,0.0,0.6,4.9,0.0,0.0,0.6
92,Kene NwangwuMIN,0.6,3.4,0.0,0.2,1.5,0.0,0.0,0.6
93,Taiwan JonesBUF,0.5,2.2,0.0,0.3,2.5,0.0,0.0,0.5
94,Ryan NallCHI,0.6,1.6,0.0,0.4,2.8,0.0,0.0,0.5
95,Gary BrightwellNYG,0.4,1.8,0.0,0.2,1.3,0.0,0.0,0.4
96,Reggie GilliamBUF,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4
97,Jakob JohnsonNE,0.2,0.4,0.0,0.4,2.8,0.0,0.0,0.4
98,Damarea CrockettDEN,0.4,2.0,0.0,0.1,1.0,0.0,0.0,0.3
99,Alex Armah Jr.WAS,0.4,1.0,0.0,0.2,2.0,0.0,0.0,0.3
100,Giovanni RicciCAR,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3
101,Trenton CannonSF,0.2,0.5,0.0,0.2,1.9,0.0,0.0,0.3
102,Derek WattPIT,0.2,0.6,0.0,0.2,1.1,0.0,0.0,0.2
103,Andy JanovichCLE,0.2,1.0,0.0,0.1,1.0,0.0,0.0,0.2
104,Nick BelloreSEA,0.3,1.1,0.0,0.1,0.7,0.0,0.0,0.2
