,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
53,Trenton CannonSF,2.5,8.3,0.1,0.8,6.7,0.0,0.0,2.1
54,Alex CollinsSEA,2.5,11.5,0.1,0.4,3.6,0.0,0.0,2.1
55,Buddy HowellLAR,0.0,12.6,0.1,0.4,2.9,0.0,0.0,2.1
56,Travis HomerSEA,1.5,6.6,0.0,1.1,9.6,0.0,0.0,1.9
57,Dare OgunbowaleJAC,2.6,10.5,0.1,0.7,5.4,0.0,0.1,1.9
58,Demetric FeltonCLE,1.3,5.1,0.0,0.8,8.5,0.1,0.0,1.8
59,Ty MontgomeryNO,2.0,7.1,0.0,0.8,7.7,0.0,0.0,1.8
60,Chris EvansCIN,0.8,4.1,0.0,0.7,5.6,0.0,0.0,1.3
61,Gary BrightwellNYG,2.2,6.4,0.1,0.4,3.2,0.0,0.0,1.3
62,Jake FunkLAR,1.0,5.2,0.0,0.4,3.7,0.0,0.0,1.3
63,Patrick RicardBAL,0.2,0.4,0.0,1.0,7.7,0.1,0.0,1.2
64,Benny Snell Jr.PIT,1.8,7.4,0.0,0.2,1.6,0.0,0.0,1.2
65,Keith SmithATL,1.0,3.5,0.0,0.8,6.4,0.0,0.0,1.2
66,DeeJay DallasSEA,1.2,4.9,0.1,0.4,2.8,0.0,0.0,1.1
67,Rex BurkheadHOU,0.7,3.7,0.0,0.7,5.6,0.0,0.0,1.1
68,Ameer AbdullahCAR,1.4,5.8,0.0,0.4,3.2,0.0,0.1,1.0
69,C.J. HamMIN,0.4,1.2,0.0,0.6,5.5,0.0,0.0,1.0
70,Jaret PattersonWAS,0.8,4.2,0.0,0.2,1.8,0.0,0.0,0.8
71,Devontae BookerNYG,1.0,4.9,0.0,0.3,2.0,0.0,0.0,0.8
72,Kalen BallagePIT,0.7,4.3,0.0,0.3,1.2,0.0,0.0,0.8
73,Jerick McKinnonKC,0.8,3.5,0.0,0.4,3.1,0.0,0.0,0.8
74,Derek WattPIT,0.8,2.2,0.0,0.3,2.6,0.0,0.0,0.8
75,Damarea CrockettDEN,0.6,3.2,0.0,0.3,2.5,0.0,0.0,0.7
76,Gabe NabersLAC,1.0,2.4,0.0,0.3,2.2,0.0,0.0,0.7
77,Khalil HerbertCHI,0.7,3.2,0.0,0.2,1.6,0.0,0.0,0.7
78,Khari BlasingameTEN,1.0,4.0,0.0,0.2,3.0,0.0,0.0,0.7
79,Taiwan JonesBUF,0.7,3.0,0.0,0.2,2.8,0.0,0.0,0.7
80,Joshua KelleyLAC,1.0,3.7,0.1,0.0,0.1,0.0,0.0,0.7
81,Wayne Gallman Jr.MIN,0.9,3.4,0.0,0.1,1.1,0.0,0.0,0.6
82,Alex Armah Jr.WAS,0.8,2.2,0.0,0.3,3.0,0.0,0.0,0.6
83,Jalen RichardLV,0.3,1.6,0.0,0.3,3.0,0.0,0.0,0.6
84,Giovanni RicciCAR,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.6
85,D'Ernest JohnsonCLE,0.7,2.7,0.0,0.2,2.0,0.0,0.0,0.6
86,Corey ClementDAL,0.7,3.2,0.0,0.1,1.0,0.0,0.0,0.6
87,Elijhaa PennyNYG,1.0,2.9,0.0,0.2,1.5,0.0,0.0,0.5
88,Andy JanovichCLE,0.4,0.1,0.0,0.2,2.2,0.0,0.0,0.4
89,Jakob JohnsonNE,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.4
90,Marlon MackIND,0.4,1.6,0.0,0.2,1.5,0.0,0.0,0.4
91,Spencer BrownBUF,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.4
92,Nick BelloreSEA,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4
93,Dwayne WashingtonNO,0.4,0.7,0.0,0.2,2.8,0.0,0.0,0.4
94,Ke'Shawn VaughnTB,0.5,2.0,0.0,0.2,1.5,0.0,0.0,0.4
95,Michael BurtonKC,0.3,0.6,0.0,0.3,2.0,0.0,0.0,0.3
96,Mekhi SargentJAC,0.4,1.5,0.0,0.1,1.5,0.0,0.0,0.3
97,Cullen GillaspiaNYG,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3
98,Godwin IgwebuikeDET,0.3,0.7,0.0,0.0,0.7,0.0,0.0,0.1
99,Reggie GilliamBUF,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.1
100,Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Matt BreidaBUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Jonathan WilliamsWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Giovani BernardTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Mike BooneDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
