,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
53,Travis HomerSEA,2.1,8.3,0.0,1.0,8.2,0.0,0.0,2.0
54,Gary BrightwellNYG,2.2,9.1,0.1,0.6,5.2,0.0,0.0,2.0
55,Ty MontgomeryNO,1.0,6.5,0.0,1.0,9.3,0.0,0.0,2.0
56,Josh AdamsNO,1.5,11.1,0.1,0.6,4.1,0.0,0.0,1.9
57,DeeJay DallasSEA,1.8,7.4,0.0,0.7,5.4,0.0,0.0,1.8
58,Benny Snell Jr.PIT,3.0,11.6,0.1,0.3,2.0,0.0,0.0,1.7
59,Demetric FeltonCLE,1.4,5.0,0.0,0.6,6.6,0.1,0.0,1.7
60,Alex CollinsSEA,1.8,9.5,0.1,0.3,2.9,0.0,0.0,1.6
61,J.J. TaylorNE,2.1,9.4,0.1,0.3,2.0,0.0,0.0,1.6
62,C.J. HamMIN,1.0,3.3,0.0,0.9,7.7,0.1,0.0,1.6
63,Matt BreidaBUF,3.0,12.0,0.0,0.5,3.5,0.0,0.0,1.6
64,Wayne Gallman Jr.MIN,2.0,9.0,0.1,0.0,0.0,0.0,0.0,1.5
65,Buddy HowellLAR,1.0,7.1,0.1,0.4,3.6,0.0,0.0,1.5
66,Keith SmithATL,1.3,5.1,0.0,0.9,6.5,0.0,0.0,1.4
67,Rex BurkheadHOU,0.8,4.3,0.0,0.6,5.1,0.0,0.0,1.3
68,Patrick RicardBAL,0.2,0.4,0.0,1.0,7.8,0.1,0.0,1.2
69,Brandon BoldenNE,0.9,4.1,0.1,0.3,3.3,0.0,0.0,1.2
70,Kalen BallagePIT,1.1,5.6,0.0,0.4,2.2,0.0,0.0,1.1
71,Jerick McKinnonKC,1.0,4.1,0.0,0.5,4.0,0.0,0.0,1.0
72,Trey RagasLV,1.3,5.4,0.0,0.3,2.0,0.0,0.0,0.9
73,Rhamondre StevensonNE,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9
74,Chris EvansCIN,0.9,3.7,0.0,0.3,2.5,0.0,0.0,0.9
75,Jaret PattersonWAS,0.9,4.5,0.0,0.2,1.6,0.0,0.0,0.8
76,La'Mical PerineNYJ,1.3,5.2,0.0,0.1,0.9,0.0,0.0,0.8
77,Dare OgunbowaleJAC,0.4,3.7,0.0,0.2,2.4,0.0,0.0,0.8
78,Marlon MackIND,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.8
79,Andy JanovichCLE,0.6,1.2,0.0,0.3,3.1,0.0,0.0,0.7
80,Damarea CrockettDEN,0.5,3.7,0.0,0.2,1.5,0.0,0.0,0.7
81,Royce FreemanHOU,0.7,3.7,0.0,0.2,1.0,0.0,0.0,0.6
82,Elijhaa PennyNYG,0.7,3.5,0.0,0.2,1.2,0.0,0.0,0.6
83,Godwin IgwebuikeDET,0.3,2.2,0.0,0.2,2.0,0.0,0.0,0.5
84,Mekhi SargentJAC,0.6,3.1,0.0,0.1,1.1,0.0,0.0,0.5
85,Alex Armah Jr.WAS,0.5,1.5,0.0,0.3,2.8,0.0,0.0,0.5
86,Michael BurtonKC,0.4,1.5,0.0,0.3,2.5,0.0,0.0,0.5
87,Scottie PhillipsHOU,0.1,2.2,0.0,0.1,1.3,0.0,0.0,0.5
88,Gabe NabersLAC,0.7,2.0,0.0,0.2,1.2,0.0,0.0,0.5
89,Corey ClementDAL,0.6,2.6,0.0,0.1,1.0,0.0,0.0,0.5
90,Derek WattPIT,0.4,1.2,0.0,0.1,1.2,0.0,0.0,0.4
91,Khalil HerbertCHI,0.7,2.6,0.0,0.2,1.3,0.0,0.0,0.4
92,Taiwan JonesBUF,0.5,1.9,0.0,0.1,1.6,0.0,0.0,0.4
93,Jakob JohnsonNE,0.0,0.1,0.0,0.2,1.2,0.0,0.0,0.3
94,Giovanni RicciCAR,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.3
95,Cullen GillaspiaNYG,0.4,1.1,0.0,0.2,1.3,0.0,0.0,0.3
96,Dwayne WashingtonNO,0.2,0.6,0.0,0.2,1.7,0.0,0.0,0.3
97,D'Ernest JohnsonCLE,0.3,0.8,0.0,0.1,1.3,0.0,0.0,0.2
98,Nick BelloreSEA,0.3,0.6,0.0,0.1,1.0,0.0,0.0,0.2
99,Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
100,Andrew BeckDEN,0.1,0.3,0.0,0.1,0.3,0.0,0.0,0.1
101,Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
102,Jalen RichardLV,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0
103,Mike BooneDEN,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
104,Jonathan WilliamsWAS,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
105,Ke'Shawn VaughnTB,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
106,JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Josh JacobsLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,JaMycal HastySF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
