,Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
55,DeeJay DallasSEA,1.7,6.2,0.0,1.2,9.2,0.0,0.0,1.9
56,Jalen RichardLV,1.2,4.9,0.0,1.1,9.5,0.0,0.0,1.8
57,Ty MontgomeryNO,1.5,7.5,0.0,0.8,6.5,0.0,0.0,1.8
58,Wayne Gallman Jr.MIN,2.0,10.4,0.1,0.4,2.5,0.0,0.0,1.7
59,Tevin ColemanNYJ,2.1,9.4,0.1,0.5,3.6,0.0,0.0,1.7
60,Kalen BallagePIT,2.7,8.1,0.1,0.5,3.3,0.0,0.0,1.7
61,Marlon MackIND,4.0,17.0,0.0,0.0,0.0,0.0,0.0,1.7
62,Patrick RicardBAL,0.4,1.3,0.0,1.0,8.1,0.1,0.0,1.6
63,Tavien FeasterARI,1.8,9.4,0.0,0.2,2.1,0.0,0.0,1.4
64,Ameer AbdullahCAR,1.0,5.1,0.0,0.8,6.4,0.0,0.0,1.3
65,Benny Snell Jr.PIT,1.9,6.6,0.1,0.3,2.4,0.0,0.0,1.3
66,Alex Armah Jr.WAS,1.4,4.7,0.0,0.5,3.8,0.0,0.0,1.2
67,Matt BreidaBUF,1.4,6.7,0.0,0.4,2.8,0.0,0.0,1.1
68,Dare OgunbowaleJAC,1.4,4.5,0.0,0.6,4.9,0.0,0.0,1.1
69,Buddy HowellLAR,1.2,7.1,0.0,0.3,1.9,0.0,0.0,1.1
70,Trevon WescoNYJ,0.0,0.0,0.0,1.2,8.9,0.0,0.0,1.0
71,C.J. HamMIN,0.7,2.6,0.0,0.7,6.0,0.0,0.0,1.0
72,Patrick LairdMIA,0.7,2.9,0.0,0.6,5.5,0.0,0.0,1.0
73,Patrick Taylor Jr.GB,0.5,5.1,0.0,0.3,2.6,0.0,0.0,0.9
74,Damarea CrockettDEN,0.0,3.5,0.0,0.4,3.5,0.0,0.0,0.9
75,Deon JacksonIND,0.5,3.4,0.0,0.4,3.6,0.0,0.0,0.9
76,Kene NwangwuMIN,0.6,5.1,0.0,0.3,2.0,0.0,0.0,0.9
77,Corey ClementDAL,1.1,4.2,0.0,0.2,1.4,0.0,0.0,0.8
78,Derek WattPIT,0.9,2.9,0.0,0.3,2.4,0.0,0.0,0.7
79,Andy JanovichCLE,0.5,0.6,0.1,0.3,3.0,0.0,0.0,0.7
80,Keith SmithATL,0.6,1.7,0.0,0.5,3.2,0.0,0.0,0.6
81,Taiwan JonesBUF,0.5,2.7,0.0,0.2,2.3,0.0,0.0,0.6
82,Jakob JohnsonNE,0.4,1.1,0.0,0.4,3.8,0.0,0.0,0.5
83,Nick BelloreSEA,0.3,1.0,0.0,0.3,2.8,0.0,0.0,0.5
84,Qadree OllisonATL,0.4,1.0,0.0,0.2,3.0,0.0,0.0,0.4
85,Trenton CannonSF,1.0,1.0,0.0,0.2,1.8,0.0,0.0,0.3
86,Michael BurtonKC,0.6,1.5,0.0,0.2,1.2,0.0,0.0,0.3
87,Reggie GilliamBUF,0.5,2.0,0.0,0.1,1.0,0.0,0.0,0.3
88,Mike BooneDEN,0.3,2.0,0.0,0.2,1.0,0.0,0.0,0.3
89,Nick BawdenNYJ,0.1,0.2,0.0,0.2,1.4,0.0,0.0,0.3
90,Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
91,Ke'Shawn VaughnTB,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2
92,Tory CarterTEN,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
