rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,year,team
37.0,Devin Singletary,156.0,687.0,4.4,51.0,0.0,2.0,38.0,50.0,269.0,7.1,0.0,1.0,16.0,105.6,6.6,89.1,RB,2020,team
38.0,Jamaal Williams,119.0,505.0,4.2,25.0,0.0,2.0,31.0,35.0,236.0,7.6,1.0,0.0,14.0,96.1,6.9,58.2,RB,2020,team
39.0,Leonard Fournette,97.0,367.0,3.8,46.0,0.0,6.0,36.0,47.0,233.0,6.5,0.0,0.0,13.0,96.0,7.4,74.8,RB,2020,team
40.0,Jerick McKinnon,81.0,319.0,3.9,55.0,0.0,5.0,33.0,46.0,253.0,7.7,1.0,0.0,16.0,93.2,5.8,0.8,RB,2020,team
41.0,Tony Pollard,101.0,435.0,4.3,42.0,0.0,4.0,28.0,40.0,193.0,6.9,1.0,0.0,16.0,92.8,5.8,75.3,RB,2020,team
42.0,Cam Akers,145.0,625.0,4.3,61.0,0.0,2.0,11.0,14.0,123.0,11.2,1.0,1.0,12.0,90.8,7.6,13.8,RB,2020,team
43.0,Zack Moss,112.0,481.0,4.3,31.0,0.0,4.0,14.0,18.0,95.0,6.8,1.0,0.0,13.0,87.6,6.7,36.8,RB,2020,team
44.0,Damien Harris,137.0,691.0,5.0,41.0,0.0,2.0,5.0,7.0,52.0,10.4,0.0,0.0,10.0,86.3,8.6,89.8,RB,2020,team
45.0,Malcolm Brown,101.0,419.0,4.1,19.0,0.0,5.0,23.0,33.0,162.0,7.0,0.0,1.0,16.0,86.1,5.4,3.6,RB,2020,team
46.0,Frank Gore,187.0,653.0,3.5,17.0,0.0,2.0,16.0,19.0,89.0,5.6,0.0,1.0,15.0,84.2,5.6,12.2,RB,2020,team
47.0,Raheem Mostert,104.0,521.0,5.0,80.0,0.0,2.0,16.0,19.0,156.0,9.8,1.0,1.0,8.0,83.7,10.5,13.0,RB,2020,team
48.0,Rex Burkhead,67.0,274.0,4.1,18.0,0.0,3.0,25.0,33.0,192.0,7.7,3.0,0.0,10.0,82.6,8.3,31.5,RB,2020,team
49.0,Joe Mixon,119.0,428.0,3.6,34.0,0.0,3.0,21.0,26.0,138.0,6.6,1.0,1.0,6.0,78.6,13.1,98.1,RB,2020,team
50.0,Alexander Mattison,96.0,434.0,4.5,25.0,0.0,2.0,13.0,15.0,125.0,9.6,1.0,0.0,13.0,73.9,5.7,75.0,RB,2020,team
51.0,Christian McCaffrey,59.0,225.0,3.8,15.0,0.0,5.0,17.0,19.0,149.0,8.8,1.0,0.0,3.0,73.3,24.4,47.2,RB,2020,team
52.0,Boston Scott,80.0,374.0,4.7,56.0,0.0,1.0,25.0,36.0,212.0,8.5,1.0,0.0,16.0,70.6,4.4,27.7,RB,2020,team
53.0,Brian Hill,100.0,465.0,4.7,62.0,0.0,1.0,25.0,30.0,199.0,8.0,0.0,1.0,16.0,70.4,4.4,0.1,RB,2020,team
54.0,Carlos Hyde,81.0,356.0,4.4,50.0,0.0,4.0,16.0,20.0,93.0,5.8,0.0,0.0,10.0,68.9,6.9,6.9,RB,2020,team
55.0,Devontae Booker,93.0,423.0,4.5,43.0,0.0,3.0,17.0,21.0,84.0,4.9,0.0,0.0,16.0,68.7,4.3,23.3,RB,2020,team
56.0,Sony Michel,79.0,449.0,5.7,48.0,0.0,1.0,7.0,9.0,114.0,16.3,1.0,0.0,9.0,68.3,7.6,89.4,RB,2020,team
57.0,James White,35.0,121.0,3.5,10.0,0.0,2.0,49.0,62.0,375.0,7.7,1.0,0.0,14.0,67.6,4.8,7.9,RB,2020,team
58.0,Benny Snell Jr.,111.0,368.0,3.3,30.0,0.0,4.0,10.0,14.0,61.0,6.1,0.0,1.0,16.0,64.9,4.1,0.9,RB,2020,team
59.0,Kalen Ballage,91.0,303.0,3.3,17.0,0.0,3.0,29.0,37.0,166.0,5.7,0.0,0.0,11.0,64.9,5.9,0.1,RB,2020,team
60.0,Kyle Juszczyk,17.0,64.0,3.8,10.0,0.0,2.0,19.0,29.0,202.0,10.6,4.0,0.0,16.0,62.6,3.9,1.0,RB,2020,team
61.0,Phillip Lindsay,118.0,502.0,4.3,55.0,0.0,1.0,7.0,14.0,28.0,4.0,0.0,0.0,11.0,59.0,5.4,9.0,RB,2020,team
62.0,Le'Veon Bell,82.0,328.0,4.0,16.0,0.0,2.0,16.0,20.0,138.0,8.6,0.0,0.0,11.0,58.6,5.3,5.4,RB,2020,team
63.0,Joshua Kelley,111.0,354.0,3.2,33.0,0.0,2.0,23.0,23.0,148.0,6.4,0.0,2.0,14.0,58.2,4.2,1.1,RB,2020,team
64.0,Salvon Ahmed,75.0,319.0,4.3,31.0,0.0,3.0,11.0,14.0,61.0,5.5,0.0,0.0,6.0,58.0,9.7,1.6,RB,2020,team
66.0,Samaje Perine,63.0,301.0,4.8,46.0,0.0,3.0,11.0,12.0,66.0,6.0,0.0,0.0,16.0,54.7,3.4,15.2,RB,2020,team
67.0,Kerryon Johnson,52.0,181.0,3.5,14.0,0.0,2.0,19.0,26.0,187.0,9.8,1.0,1.0,16.0,52.8,3.3,0.1,RB,2020,team
68.0,Peyton Barber,94.0,258.0,2.7,15.0,0.0,4.0,4.0,7.0,12.0,3.0,0.0,0.0,16.0,51.0,3.2,1.2,RB,2020,team
69.0,Jordan Wilkins,84.0,308.0,3.7,22.0,0.0,1.0,12.0,16.0,105.0,8.8,0.0,0.0,15.0,49.3,3.3,0.0,RB,2020,team
70.0,Ty Johnson,54.0,254.0,4.7,34.0,0.0,1.0,16.0,21.0,99.0,6.2,1.0,0.0,13.0,47.3,3.6,15.8,RB,2020,team
72.0,Justin Jackson,59.0,270.0,4.6,36.0,0.0,0.0,19.0,24.0,173.0,9.1,0.0,0.0,9.0,46.3,5.1,42.5,RB,2020,team
73.0,La'Mical Perine,64.0,232.0,3.6,20.0,0.0,2.0,11.0,15.0,63.0,5.7,0.0,0.0,10.0,41.5,4.2,0.2,RB,2020,team
74.0,Ito Smith,63.0,268.0,4.3,24.0,0.0,1.0,17.0,26.0,75.0,4.4,0.0,0.0,14.0,40.3,2.9,0.0,RB,2020,team
75.0,DeeJay Dallas,34.0,108.0,3.2,13.0,0.0,2.0,17.0,20.0,111.0,6.5,1.0,0.0,12.0,39.9,3.3,2.3,RB,2020,team
76.0,AJ Dillon,46.0,242.0,5.3,30.0,0.0,2.0,2.0,2.0,21.0,10.5,0.0,0.0,11.0,38.3,3.5,87.4,RB,2020,team
77.0,Dion Lewis,29.0,115.0,4.0,19.0,0.0,2.0,19.0,30.0,127.0,6.7,1.0,2.0,16.0,38.2,2.4,2.0,RB,2020,team
78.0,Alfred Morris,55.0,238.0,4.3,20.0,0.0,1.0,3.0,4.0,19.0,6.3,1.0,0.0,9.0,37.7,4.2,0.0,RB,2020,team
79.0,Darrel Williams,39.0,169.0,4.3,13.0,0.0,1.0,18.0,26.0,116.0,6.4,0.0,0.0,16.0,36.5,2.3,79.6,RB,2020,team
80.0,Matt Breida,59.0,254.0,4.3,24.0,0.0,0.0,9.0,10.0,96.0,10.7,0.0,1.0,12.0,33.0,2.8,8.2,RB,2020,team
81.0,Jalen Richard,22.0,123.0,5.6,20.0,0.0,1.0,19.0,23.0,138.0,7.3,0.0,0.0,13.0,32.1,2.5,0.7,RB,2020,team
82.0,Jeremy McNichols,47.0,204.0,4.3,20.0,0.0,1.0,12.0,17.0,55.0,4.6,0.0,0.0,16.0,31.9,2.0,7.6,RB,2020,team
83.0,Josh Adams,29.0,157.0,5.4,25.0,0.0,2.0,6.0,8.0,29.0,4.8,0.0,0.0,8.0,30.6,3.8,0.0,RB,2020,team
84.0,Jordan Howard,35.0,60.0,1.7,11.0,0.0,4.0,1.0,1.0,-3.0,-3.0,0.0,0.0,7.0,29.7,4.2,18.7,RB,2020,team
85.0,Devonta Freeman,54.0,172.0,3.2,14.0,0.0,1.0,7.0,10.0,58.0,8.3,0.0,0.0,5.0,29.0,5.8,74.2,RB,2020,team
86.0,Rodney Smith,41.0,156.0,3.8,13.0,0.0,1.0,9.0,11.0,59.0,6.6,0.0,0.0,7.0,27.5,3.9,0.1,RB,2020,team
87.0,Darwin Thompson,27.0,97.0,3.6,14.0,0.0,1.0,7.0,11.0,65.0,9.3,1.0,1.0,13.0,26.2,2.0,0.0,RB,2020,team
88.0,Royce Freeman,35.0,170.0,4.9,23.0,0.0,0.0,12.0,13.0,81.0,6.8,0.0,0.0,16.0,25.1,1.6,5.2,RB,2020,team
90.0,Travis Homer,25.0,88.0,3.5,12.0,0.0,0.0,9.0,10.0,90.0,10.0,1.0,0.0,9.0,23.8,2.6,0.3,RB,2020,team
91.0,Chris Thompson,7.0,20.0,2.9,5.0,0.0,0.0,20.0,23.0,146.0,7.3,1.0,0.0,8.0,22.6,2.8,0.0,RB,2020,team
92.0,Ameer Abdullah,8.0,42.0,5.3,13.0,0.0,0.0,8.0,9.0,58.0,7.3,2.0,0.0,16.0,22.0,1.4,10.4,RB,2020,team
93.0,Antonio Williams,12.0,63.0,5.3,18.0,0.0,2.0,1.0,1.0,20.0,20.0,0.0,0.0,1.0,20.3,20.3,0.0,RB,2020,team
94.0,Alex Collins,18.0,77.0,4.3,13.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,20.1,6.7,18.8,RB,2020,team
95.0,Dare Ogunbowale,32.0,145.0,4.5,25.0,0.0,0.0,10.0,20.0,54.0,5.4,0.0,0.0,14.0,19.9,1.4,31.1,RB,2020,team
96.0,Ke'Shawn Vaughn,26.0,109.0,4.2,19.0,0.0,0.0,5.0,10.0,34.0,6.8,1.0,1.0,10.0,18.3,1.8,7.8,RB,2020,team
97.0,D'Ernest Johnson,33.0,166.0,5.0,28.0,0.0,0.0,3.0,4.0,14.0,4.7,0.0,0.0,16.0,18.0,1.1,18.7,RB,2020,team
98.0,C.J. Ham,5.0,18.0,3.6,10.0,0.0,0.0,8.0,14.0,97.0,12.1,1.0,0.0,15.0,17.5,1.2,0.1,RB,2020,team
99.0,Alec Ingold,3.0,4.0,1.3,3.0,0.0,0.0,12.0,17.0,110.0,9.2,1.0,0.0,16.0,17.4,1.1,0.1,RB,2020,team
100.0,Trayveon Williams,26.0,157.0,6.0,55.0,0.0,0.0,5.0,5.0,30.0,6.0,0.0,1.0,10.0,16.7,1.7,0.1,RB,2020,team
101.0,Anthony McFarland Jr.,33.0,113.0,3.4,20.0,0.0,0.0,6.0,10.0,54.0,9.0,0.0,0.0,11.0,16.7,1.5,0.2,RB,2020,team
102.0,Corey Clement,21.0,75.0,3.6,7.0,0.0,1.0,5.0,6.0,25.0,5.0,0.0,0.0,15.0,16.0,1.1,0.8,RB,2020,team
103.0,D'Onta Foreman,22.0,95.0,4.3,15.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,6.0,16.0,2.7,66.5,RB,2020,team
104.0,T.J. Yeldon,10.0,70.0,7.0,34.0,0.0,0.0,1.0,4.0,22.0,22.0,1.0,0.0,3.0,15.2,5.1,0.0,RB,2020,team
105.0,Tyler Ervin,13.0,67.0,5.2,21.0,0.0,0.0,11.0,15.0,84.0,7.6,0.0,0.0,8.0,15.1,1.9,0.0,RB,2020,team
106.0,Reggie Bonnafon,12.0,69.0,5.8,22.0,0.0,0.0,2.0,2.0,18.0,9.0,1.0,0.0,2.0,14.7,7.4,0.0,RB,2020,team
107.0,Darrynton Evans,14.0,54.0,3.9,9.0,0.0,0.0,2.0,4.0,27.0,13.5,1.0,0.0,5.0,14.1,2.8,0.9,RB,2020,team
108.0,LeSean McCoy,10.0,31.0,3.1,14.0,0.0,0.0,15.0,19.0,101.0,6.7,0.0,0.0,10.0,13.2,1.3,2.0,RB,2020,team
109.0,Mike Boone,11.0,59.0,5.4,19.0,0.0,1.0,2.0,2.0,10.0,5.0,0.0,0.0,16.0,12.9,0.8,1.5,RB,2020,team
110.0,Ty Montgomery,19.0,101.0,5.3,36.0,0.0,0.0,3.0,6.0,27.0,9.0,0.0,0.0,6.0,12.8,2.1,0.6,RB,2020,team
111.0,Ryan Nall,3.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,67.0,8.4,1.0,0.0,15.0,12.7,0.8,0.0,RB,2020,team
112.0,DeAndre Washington,31.0,91.0,2.9,16.0,0.0,0.0,5.0,10.0,30.0,6.0,0.0,0.0,4.0,12.1,3.0,11.0,RB,2020,team
113.0,Patrick Laird,13.0,72.0,5.5,17.0,0.0,0.0,10.0,12.0,68.0,6.8,0.0,1.0,16.0,12.0,0.8,0.0,RB,2020,team
114.0,Troymaine Pope,15.0,76.0,5.1,26.0,0.0,0.0,8.0,10.0,42.0,5.3,0.0,0.0,6.0,11.8,2.0,0.0,RB,2020,team
115.0,Tarik Cohen,14.0,74.0,5.3,17.0,0.0,0.0,6.0,9.0,41.0,6.8,0.0,0.0,3.0,11.5,3.8,3.0,RB,2020,team
116.0,J.J. Taylor,23.0,110.0,4.8,28.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,6.0,11.4,1.9,0.7,RB,2020,team
117.0,Jakob Johnson,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,35.0,4.4,1.0,0.0,16.0,9.5,0.6,0.0,RB,2020,team
118.0,Saquon Barkley,19.0,34.0,1.8,18.0,0.0,0.0,6.0,9.0,60.0,10.0,0.0,0.0,2.0,9.4,4.7,97.6,RB,2020,team
119.0,Artavis Pierce,6.0,34.0,5.7,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,1.9,0.0,RB,2020,team
120.0,Tevin Coleman,28.0,53.0,1.9,12.0,0.0,0.0,4.0,5.0,34.0,8.5,0.0,0.0,8.0,8.7,1.1,18.5,RB,2020,team
121.0,Justice Hill,12.0,60.0,5.0,19.0,0.0,0.0,5.0,5.0,20.0,4.0,0.0,0.0,12.0,8.0,0.7,0.1,RB,2020,team
122.0,Patrick Ricard,1.0,-1.0,-1.0,0.0,0.0,0.0,9.0,12.0,45.0,5.0,1.0,1.0,15.0,8.0,0.5,0.1,RB,2020,team
123.0,C.J. Prosise,10.0,19.0,1.9,7.0,0.0,0.0,5.0,5.0,18.0,3.6,1.0,1.0,10.0,7.7,0.8,0.0,RB,2020,team
125.0,Jaylen Samuels,9.0,28.0,3.1,6.0,0.0,0.0,9.0,14.0,46.0,5.1,0.0,0.0,14.0,7.4,0.5,0.1,RB,2020,team
126.0,Anthony Sherman,3.0,8.0,2.7,6.0,0.0,0.0,1.0,2.0,5.0,5.0,1.0,0.0,12.0,7.3,0.6,0.0,RB,2020,team
127.0,Jonathan Ward,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,14.0,7.1,0.5,0.1,RB,2020,team
128.0,Buddy Howell,16.0,64.0,4.0,9.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,14.0,6.7,0.5,0.0,RB,2020,team
129.0,Keith Smith,4.0,7.0,1.8,3.0,0.0,0.0,11.0,15.0,59.0,5.4,0.0,0.0,16.0,6.6,0.4,0.0,RB,2020,team
130.0,Theo Riddick,6.0,14.0,2.3,11.0,0.0,0.0,5.0,6.0,43.0,8.6,0.0,0.0,5.0,5.7,1.1,0.0,RB,2020,team
131.0,Marlon Mack,4.0,26.0,6.5,18.0,0.0,0.0,3.0,3.0,30.0,10.0,0.0,0.0,1.0,5.6,5.6,1.6,RB,2020,team
132.0,Dontrell Hilliard,9.0,48.0,5.3,19.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,5.0,0.7,27.5,RB,2020,team
133.0,Trenton Cannon,10.0,33.0,3.3,13.0,0.0,0.0,3.0,3.0,16.0,5.3,0.0,0.0,14.0,4.9,0.4,0.1,RB,2020,team
134.0,Michael Burton,7.0,18.0,2.6,7.0,0.0,0.0,4.0,4.0,28.0,7.0,0.0,0.0,15.0,4.6,0.3,0.1,RB,2020,team
135.0,Devine Ozigbo,1.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,42.0,4.7,0.0,0.0,8.0,4.3,0.5,0.0,RB,2020,team
136.0,Khari Blasingame,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,39.0,9.8,0.0,0.0,15.0,3.9,0.3,0.0,RB,2020,team
137.0,Elijhaa Penny,6.0,15.0,2.5,5.0,0.0,0.0,2.0,3.0,20.0,10.0,0.0,0.0,14.0,3.5,0.3,0.1,RB,2020,team
138.0,Rashaad Penny,11.0,34.0,3.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,1.1,78.9,RB,2020,team
139.0,Bo Scarbrough,6.0,31.0,5.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,0.0,RB,2020,team
140.0,Austin Walter,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,27.0,27.0,0.0,0.0,4.0,3.0,0.8,1.4,RB,2020,team
142.0,Rico Dowdle,7.0,24.0,3.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.4,0.2,0.0,RB,2020,team
143.0,Jason Huntley,5.0,19.0,3.8,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.9,0.4,0.2,RB,2020,team
144.0,Andy Janovich,2.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,13.0,6.5,0.0,0.0,14.0,1.7,0.1,0.1,RB,2020,team
145.0,Scottie Phillips,2.0,9.0,4.5,5.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,8.0,1.6,0.2,0.0,RB,2020,team
146.0,LeVante Bellamy,4.0,11.0,2.8,8.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,1.6,0.3,0.0,RB,2020,team
147.0,Dwayne Washington,8.0,15.0,1.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.5,0.1,0.1,RB,2020,team
149.0,Senorise Perry,2.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9,0.1,0.0,RB,2020,team
150.0,D.J. Foster,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,10.0,0.9,0.1,0.0,RB,2020,team
151.0,Chandler Cox,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,8.0,0.9,0.1,0.0,RB,2020,team
152.0,Dexter Williams,2.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,0.3,0.0,RB,2020,team
153.0,Gabe Nabers,2.0,7.0,3.5,4.0,0.0,0.0,5.0,7.0,25.0,5.0,2.0,0.0,16.0,0.8,0.1,0.0,RB,2020,team
154.0,Craig Reynolds,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.7,0.4,12.7,RB,2020,team
155.0,Lamar Miller,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,0.6,0.6,0.0,RB,2020,team
156.0,Cullen Gillaspia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,7.0,0.6,0.1,0.0,RB,2020,team
157.0,Jonathan Williams,1.0,5.0,5.0,5.0,0.0,0.0,4.0,4.0,21.0,5.3,0.0,1.0,5.0,0.6,0.1,0.6,RB,2020,team
158.0,Tony Brooks-James,3.0,4.0,1.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,RB,2020,team
159.0,Qadree Ollison,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.1,0.3,RB,2020,team
162.0,Malcolm Perry,3.0,5.0,1.7,6.0,0.0,0.0,9.0,13.0,92.0,10.2,1.0,0.0,9.0,0.0,0.0,0.0,RB,2020,team
229.0,Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,RB,2020,team
230.0,Nick Bellore,1.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,RB,2020,team
