player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Darren Waller,TE,LV,1.0,,,,,,,3.9,,5,2019,4.0,5.0,39.0,9.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Derek Carrier,TE,LV,1.0,,,,,,,2.2,,5,2019,2.0,2.0,22.0,11.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Travis Kelce,TE,KC,1.0,56.0,92.0,0.0,18.0,7.0,18.0,7.0,12.5,5,2019,4.0,10.0,70.0,17.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,IND,True
Blake Bell,TE,KC,1.0,28.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Deon Yelder,TE,KC,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,IND,True
James Winchester,TE,KC,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Zach Ertz,TE,PHI,1.0,56.0,84.0,0.0,13.0,9.0,13.0,11.7,20.9,5,2019,,,,,,,,,,,,NYJ,True
Dallas Goedert,TE,PHI,1.0,49.0,73.0,0.0,6.0,2.0,6.0,1.1,2.2,5,2019,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Tyler Eifert,TE,CIN,1.0,18.0,27.0,0.0,22.0,11.0,22.0,1.4,7.8,5,2019,,,,,,,,,,,,ARI,True
C.J. Uzomah,TE,CIN,1.0,42.0,64.0,0.0,5.0,5.0,5.0,1.6,3.8,5,2019,2.0,2.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Drew Sample,TE,CIN,1.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Levine Toilolo,TE,SF,1.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,CLE,True
George Kittle,TE,SF,1.0,72.0,95.0,1.0,11.0,10.0,13.0,14.8,20.6,5,2019,6.0,8.0,70.0,11.7,22.0,1.0,1.0,1.0,18.0,0.0,0.0,CLE,True
Ross Dwelley,TE,SF,1.0,27.0,36.0,0.0,7.0,7.0,7.0,-0.3,-1.1,5,2019,2.0,2.0,-3.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Vance McDonald,TE,PIT,1.0,35.0,60.0,0.0,9.0,9.0,9.0,3.4,9.7,5,2019,,,,,,,,,,,,BAL,True
Nick Vannett,TE,PIT,1.0,30.0,52.0,0.0,3.0,0.0,3.0,0.0,0.0,5,2019,,,,,,,,,,,,BAL,True
Luke Willson,TE,SEA,1.0,42.0,57.0,0.0,2.0,2.0,2.0,1.0,2.4,5,2019,,,,,,,,,,,,LAR,True
Will Dissly,TE,SEA,1.0,65.0,88.0,2.0,6.0,8.0,8.0,8.8,13.5,5,2019,4.0,4.0,81.0,20.3,38.0,2.0,0.0,1.0,7.0,0.0,0.0,LAR,True
Tyler Ott,TE,SEA,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Ryan Griffin,TE,NYJ,1.0,56.0,97.0,0.0,2.0,2.0,2.0,0.2,0.4,5,2019,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Daniel Brown,TE,NYJ,1.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Trevon Wesco,TE,NYJ,1.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Demetrius Harris,TE,CLE,1.0,25.0,53.0,0.0,8.0,4.0,8.0,0.0,0.0,5,2019,,,,,,,,,,,,SF,False
Ricky Seals-Jones,TE,CLE,1.0,14.0,30.0,0.0,7.0,0.0,7.0,0.0,0.0,5,2019,,,,,,,,,,,,SF,False
Pharaoh Brown,TE,CLE,1.0,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,SF,False
Austin Hooper,TE,CLE,1.0,,,,,,,7.6,,5,2019,6.0,9.0,56.0,9.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Jack Doyle,TE,IND,1.0,59.0,73.0,0.0,5.0,5.0,5.0,1.9,3.2,5,2019,3.0,3.0,19.0,6.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Eric Ebron,TE,IND,1.0,27.0,33.0,0.0,15.0,4.0,15.0,0.8,3.0,5,2019,,,,,,,,,,,,KC,False
Mo Alie-Cox,TE,IND,1.0,37.0,46.0,0.0,5.0,3.0,5.0,1.0,2.7,5,2019,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Trey Burton,TE,CHI,1.0,42.0,75.0,0.0,7.0,7.0,7.0,1.6,3.8,5,2019,,,,,,,,,,,,LV,False
J.P. Holtz,TE,CHI,1.0,9.0,16.0,0.0,22.0,11.0,22.0,1.6,17.8,5,2019,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Adam Shaheen,TE,CHI,1.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,LV,False
Jimmy Graham,TE,CHI,1.0,,,,,,,4.1,,5,2019,3.0,3.0,41.0,13.7,23.0,1.0,0.0,0.0,0.0,0.0,0.0,LV,False
Patrick Scales,TE,CHI,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Beau Brinkley,TE,CHI,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Cameron Brate,TE,TB,1.0,14.0,25.0,0.0,7.0,7.0,7.0,1.1,7.9,5,2019,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
O.J. Howard,TE,TB,1.0,46.0,81.0,0.0,4.0,2.0,4.0,1.0,2.2,5,2019,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Antony Auclair,TE,TB,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,NO,False
Darren Fells,TE,HOU,1.0,55.0,77.0,0.0,4.0,4.0,4.0,14.0,25.5,5,2019,,,,,,,,,,,,ATL,True
Jordan Akins,TE,HOU,1.0,47.0,66.0,0.0,2.0,2.0,2.0,2.1,4.5,5,2019,1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Pharaoh Brown,TE,HOU,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Antony Auclair,TE,HOU,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Maxx Williams,TE,ARI,1.0,42.0,56.0,0.0,2.0,2.0,2.0,0.7,1.7,5,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Zach Ertz,TE,ARI,1.0,,,,,,,11.7,,5,2019,5.0,7.0,57.0,11.4,21.0,1.0,1.0,0.0,0.0,0.0,0.0,CIN,False
Deon Yelder,TE,ARI,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Demetrius Harris,TE,ARI,1.0,,,,,,,0.0,,5,2019,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Darrell Daniels,TE,ARI,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Nick Boyle,TE,BAL,1.0,51.0,65.0,0.0,4.0,0.0,4.0,0.0,0.0,5,2019,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Mark Andrews,TE,BAL,1.0,41.0,52.0,0.0,17.0,12.0,17.0,4.5,11.0,5,2019,5.0,7.0,45.0,9.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Hayden Hurst,TE,BAL,1.0,32.0,41.0,0.0,13.0,13.0,13.0,3.2,10.0,5,2019,,,,,,,,,,,,PIT,False
MyCole Pruitt,TE,TEN,1.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Beau Brinkley,TE,TEN,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,BUF,True
Jonnu Smith,TE,TEN,1.0,35.0,60.0,0.0,6.0,3.0,6.0,5.7,16.3,5,2019,,,,,,,,,,,,BUF,True
Anthony Firkser,TE,TEN,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Ryan Izzo,TE,TEN,1.0,,,,,,,9.9,,5,2019,2.0,2.0,39.0,19.5,29.0,1.0,1.0,0.0,0.0,0.0,0.0,BUF,True
Geoff Swaim,TE,TEN,1.0,,,,,,,0.4,,5,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
James O'Shaughnessy,TE,JAC,1.0,37.0,45.0,0.0,11.0,8.0,11.0,5.7,15.4,5,2019,3.0,4.0,57.0,19.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Geoff Swaim,TE,JAC,1.0,43.0,52.0,0.0,2.0,2.0,2.0,0.4,0.9,5,2019,,,,,,,,,,,,CAR,False
Seth DeValve,TE,JAC,1.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,,,,,,,,,,,,CAR,False
Matt LaCosse,TE,NE,1.0,72.0,94.0,0.0,6.0,1.0,6.0,2.2,3.1,5,2019,,,,,,,,,,,,WAS,False
Ryan Izzo,TE,NE,1.0,20.0,26.0,0.0,10.0,10.0,10.0,9.9,49.5,5,2019,,,,,,,,,,,,WAS,False
Jonnu Smith,TE,NE,1.0,,,,,,,5.7,,5,2019,1.0,2.0,57.0,57.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Tyler Higbee,TE,LAR,1.0,39.0,55.0,0.0,8.0,8.0,8.0,4.7,12.1,5,2019,3.0,3.0,47.0,15.7,20.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Gerald Everett,TE,LAR,1.0,57.0,80.0,0.0,19.0,12.0,19.0,13.6,23.9,5,2019,,,,,,,,,,,,SEA,False
Johnny Mundt,TE,LAR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Matthew Orzech,TE,LAR,1.0,,,,,,,0.0,,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Jeremy Sprinkle,TE,WAS,1.0,25.0,45.0,0.0,12.0,8.0,12.0,1.7,6.8,5,2019,,,,,,,,,,,,NE,True
Ricky Seals-Jones,TE,WAS,1.0,,,,,,,0.0,,5,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Noah Fant,TE,DEN,1.0,40.0,67.0,0.0,3.0,3.0,3.0,0.6,1.5,5,2019,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Andrew Beck,TE,DEN,1.0,15.0,25.0,0.0,7.0,7.0,7.0,1.0,6.7,5,2019,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Greg Olsen,TE,CAR,1.0,61.0,88.0,0.0,11.0,7.0,11.0,5.2,8.5,6,2019,,,,,,,,,,,,TB,False
Chris Manhertz,TE,CAR,1.0,37.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,TB,False
Ian Thomas,TE,CAR,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Jared Cook,TE,NO,1.0,38.0,58.0,0.0,8.0,8.0,8.0,9.7,25.5,6,2019,,,,,,,,,,,,JAC,False
Josh Hill,TE,NO,1.0,41.0,62.0,0.0,5.0,2.0,5.0,0.8,2.0,6,2019,,,,,,,,,,,,JAC,False
Nick Vannett,TE,NO,1.0,,,,,,,0.5,,6,2019,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Zach Wood,TE,NO,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Jason Witten,TE,DAL,1.0,72.0,88.0,0.0,10.0,7.0,10.0,5.7,7.9,6,2019,,,,,,,,,,,,NYJ,False
Blake Jarwin,TE,DAL,1.0,35.0,43.0,0.0,11.0,6.0,11.0,0.6,1.7,6,2019,2.0,4.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Dalton Schultz,TE,DAL,1.0,6.0,7.0,0.0,17.0,17.0,17.0,0.6,10.0,6,2019,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Jeremy Sprinkle,TE,DAL,1.0,,,,,,,2.4,,6,2019,2.0,3.0,24.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Marcedes Lewis,TE,GB,1.0,30.0,40.0,0.0,7.0,7.0,7.0,5.0,16.7,6,2019,2.0,2.0,50.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,DET,True
Jimmy Graham,TE,GB,1.0,54.0,72.0,0.0,9.0,4.0,9.0,1.7,3.1,6,2019,,,,,,,,,,,,DET,True
Evan Baylis,TE,GB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,DET,True
Kyle Rudolph,TE,MIN,1.0,68.0,96.0,0.0,4.0,4.0,4.0,3.6,5.3,6,2019,,,,,,,,,,,,PHI,True
Tyler Conklin,TE,MIN,1.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Irv Smith Jr.,TE,MIN,1.0,38.0,54.0,0.0,5.0,5.0,5.0,2.9,7.6,6,2019,2.0,2.0,29.0,14.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Luke Stocker,TE,MIN,1.0,,,,,,,0.0,,6,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Lance Kendricks,TE,LAC,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,PIT,True
Virgil Green,TE,LAC,1.0,23.0,37.0,0.0,9.0,4.0,9.0,1.5,6.5,6,2019,,,,,,,,,,,,PIT,True
Hunter Henry,TE,LAC,1.0,41.0,66.0,0.0,22.0,20.0,22.0,22.0,53.7,6,2019,,,,,,,,,,,,PIT,True
Jared Cook,TE,LAC,1.0,,,,,,,9.7,,6,2019,3.0,3.0,37.0,12.3,20.0,1.0,1.0,0.0,0.0,0.0,0.0,PIT,True
Luke Stocker,TE,ATL,1.0,36.0,54.0,0.0,3.0,3.0,3.0,0.0,0.0,6,2019,,,,,,,,,,,,ARI,False
Austin Hooper,TE,ATL,1.0,52.0,78.0,0.0,15.0,15.0,15.0,17.7,34.0,6,2019,,,,,,,,,,,,ARI,False
Jaeden Graham,TE,ATL,1.0,8.0,12.0,0.0,13.0,13.0,13.0,2.1,26.3,6,2019,1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Hayden Hurst,TE,ATL,1.0,,,,,,,0.4,,6,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Rhett Ellison,TE,NYG,1.0,50.0,100.0,0.0,14.0,6.0,14.0,3.0,6.0,6,2019,,,,,,,,,,,,NE,False
Kaden Smith,TE,NYG,1.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Kyle Rudolph,TE,NYG,1.0,,,,,,,3.6,,6,2019,3.0,3.0,36.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Levine Toilolo,TE,NYG,1.0,,,,,,,0.8,,6,2019,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Travis Kelce,TE,KC,1.0,53.0,95.0,0.0,11.0,8.0,11.0,5.8,10.9,6,2019,4.0,6.0,58.0,14.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Blake Bell,TE,KC,1.0,19.0,34.0,0.0,5.0,0.0,5.0,0.0,0.0,6,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Deon Yelder,TE,KC,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,HOU,True
James Winchester,TE,KC,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Zach Ertz,TE,PHI,1.0,51.0,78.0,0.0,18.0,8.0,18.0,3.4,6.7,6,2019,,,,,,,,,,,,MIN,False
Dallas Goedert,TE,PHI,1.0,45.0,69.0,0.0,18.0,11.0,18.0,4.8,10.7,6,2019,5.0,8.0,48.0,9.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Tyler Eifert,TE,CIN,1.0,29.0,49.0,0.0,7.0,7.0,7.0,1.3,4.5,6,2019,,,,,,,,,,,,BAL,False
C.J. Uzomah,TE,CIN,1.0,26.0,44.0,0.0,12.0,8.0,12.0,2.6,10.0,6,2019,2.0,3.0,26.0,13.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Drew Sample,TE,CIN,1.0,15.0,25.0,0.0,7.0,7.0,7.0,-0.1,-0.7,6,2019,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Levine Toilolo,TE,SF,1.0,37.0,48.0,0.0,3.0,3.0,3.0,0.8,2.2,6,2019,,,,,,,,,,,,LAR,False
George Kittle,TE,SF,1.0,64.0,83.0,0.0,13.0,13.0,13.0,10.3,16.1,6,2019,8.0,8.0,103.0,12.9,45.0,1.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Ross Dwelley,TE,SF,1.0,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Vance McDonald,TE,PIT,1.0,39.0,66.0,0.0,3.0,3.0,3.0,0.5,1.3,6,2019,,,,,,,,,,,,LAC,False
Nick Vannett,TE,PIT,1.0,36.0,61.0,0.0,3.0,3.0,3.0,0.5,1.4,6,2019,,,,,,,,,,,,LAC,False
Zach Gentry,TE,PIT,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
Luke Willson,TE,SEA,1.0,56.0,68.0,0.0,5.0,4.0,5.0,1.6,2.9,6,2019,,,,,,,,,,,,CLE,False
Jacob Hollister,TE,SEA,1.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,CLE,False
Will Dissly,TE,SEA,1.0,18.0,22.0,0.0,6.0,0.0,6.0,0.0,0.0,6,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Tyler Ott,TE,SEA,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Ryan Griffin,TE,NYJ,1.0,50.0,82.0,0.0,6.0,6.0,6.0,8.8,17.6,6,2019,3.0,3.0,28.0,9.3,12.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,True
Daniel Brown,TE,NYJ,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Trevon Wesco,TE,NYJ,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Demetrius Harris,TE,CLE,1.0,18.0,26.0,0.0,0.0,0.0,0.0,2.0,11.1,6,2019,,,,,,,,,,,,SEA,True
Ricky Seals-Jones,TE,CLE,1.0,46.0,67.0,0.0,13.0,7.0,13.0,10.7,23.3,6,2019,,,,,,,,,,,,SEA,True
Pharaoh Brown,TE,CLE,1.0,22.0,32.0,0.0,5.0,5.0,5.0,0.9,4.1,6,2019,,,,,,,,,,,,SEA,True
Austin Hooper,TE,CLE,1.0,,,,,,,17.7,,6,2019,8.0,8.0,117.0,14.6,30.0,2.0,1.0,0.0,0.0,0.0,0.0,SEA,True
Logan Thomas,TE,DET,1.0,18.0,32.0,0.0,6.0,0.0,6.0,0.0,0.0,6,2019,,,,,,,,,,,,GB,False
Jesse James,TE,DET,1.0,33.0,59.0,0.0,3.0,3.0,3.0,0.8,2.4,6,2019,,,,,,,,,,,,GB,False
T.J. Hockenson,TE,DET,1.0,31.0,55.0,0.0,19.0,13.0,19.0,2.1,6.8,6,2019,4.0,6.0,21.0,5.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Cameron Brate,TE,TB,1.0,30.0,37.0,0.0,13.0,7.0,13.0,10.7,35.7,6,2019,2.0,4.0,47.0,23.5,37.0,1.0,1.0,0.0,0.0,0.0,0.0,CAR,True
O.J. Howard,TE,TB,1.0,60.0,74.0,0.0,7.0,3.0,7.0,3.5,5.8,6,2019,2.0,4.0,35.0,17.5,30.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,True
Antony Auclair,TE,TB,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,,,,,,,,,,,,CAR,True
Darren Fells,TE,HOU,1.0,79.0,89.0,0.0,9.0,8.0,9.0,6.9,8.7,6,2019,,,,,,,,,,,,KC,False
Jordan Akins,TE,HOU,1.0,65.0,73.0,0.0,5.0,5.0,5.0,3.9,6.0,6,2019,3.0,3.0,39.0,13.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,False
Pharaoh Brown,TE,HOU,1.0,,,,,,,0.9,,6,2019,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Antony Auclair,TE,HOU,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
Maxx Williams,TE,ARI,1.0,40.0,58.0,0.0,8.0,8.0,8.0,9.4,23.5,6,2019,3.0,3.0,34.0,11.3,20.0,1.0,1.0,0.0,0.0,0.0,0.0,ATL,True
Darrell Daniels,TE,ARI,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Zach Ertz,TE,ARI,1.0,,,,,,,3.4,,6,2019,4.0,9.0,54.0,13.5,20.0,1.0,0.0,0.0,0.0,0.0,1.0,ATL,True
Demetrius Harris,TE,ARI,1.0,,,,,,,2.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Deon Yelder,TE,ARI,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Nick O'Leary,TE,MIA,1.0,19.0,25.0,0.0,5.0,5.0,5.0,0.3,1.6,6,2019,,,,,,,,,,,,WAS,True
Mike Gesicki,TE,MIA,1.0,44.0,59.0,0.0,16.0,7.0,16.0,5.1,11.6,6,2019,3.0,7.0,51.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Durham Smythe,TE,MIA,1.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Cethan Carter,TE,MIA,1.0,,,,,,,0.0,,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Nick Boyle,TE,BAL,1.0,53.0,67.0,0.0,8.0,4.0,8.0,1.8,3.4,6,2019,2.0,4.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Mark Andrews,TE,BAL,1.0,37.0,47.0,0.0,22.0,16.0,22.0,7.9,21.4,6,2019,6.0,8.0,99.0,16.5,39.0,2.0,0.0,0.0,0.0,0.0,1.0,CIN,True
Hayden Hurst,TE,BAL,1.0,32.0,41.0,0.0,3.0,3.0,3.0,0.4,1.3,6,2019,,,,,,,,,,,,CIN,True
MyCole Pruitt,TE,TEN,1.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Jonnu Smith,TE,TEN,1.0,28.0,42.0,0.0,4.0,4.0,4.0,0.8,2.9,6,2019,,,,,,,,,,,,DEN,False
Anthony Firkser,TE,TEN,1.0,5.0,8.0,0.0,20.0,20.0,20.0,2.5,50.0,6,2019,1.0,1.0,25.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Ryan Izzo,TE,TEN,1.0,,,,,,,3.1,,6,2019,2.0,4.0,31.0,15.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Geoff Swaim,TE,TEN,1.0,,,,,,,0.5,,6,2019,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Geoff Swaim,TE,JAC,1.0,31.0,53.0,0.0,6.0,3.0,6.0,0.5,1.6,6,2019,,,,,,,,,,,,NO,True
