player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Jalen Richard,4.0,17.0,4.3,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.8,RB,4,2019,LV,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Alec Ingold,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,RB,4,2019,LV,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Damien Williams,9.0,23.0,2.6,6.0,0.0,0.0,3.0,4.0,15.0,5.0,0.0,0.0,1.0,3.8,RB,5,2019,KC,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,1.0,1.0,0.3,RB,5,2019,KC,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Anthony Sherman,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,RB,5,2019,KC,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Carlos Hyde,12.0,35.0,2.9,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.5,RB,7,2019,HOU,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Royce Freeman,12.0,40.0,3.3,10.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,10.5,RB,8,2019,DEN,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Phillip Lindsay,14.0,59.0,4.2,11.0,0.0,0.0,5.0,5.0,17.0,3.4,0.0,0.0,1.0,7.6,RB,8,2019,DEN,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,0.9,RB,8,2019,DEN,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Jaylen Samuels,8.0,10.0,1.3,6.0,0.0,0.0,13.0,13.0,73.0,5.6,0.0,1.0,1.0,6.3,RB,9,2019,PIT,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Tony Brooks-James,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,9,2019,PIT,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Kalen Ballage,20.0,43.0,2.2,7.0,0.0,0.0,4.0,4.0,2.0,0.5,0.0,0.0,1.0,4.5,RB,10,2019,MIA,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Patrick Laird,2.0,4.0,2.0,3.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,1.9,RB,10,2019,MIA,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Myles Gaskin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,10,2019,MIA,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Leonard Fournette,8.0,23.0,2.9,10.0,0.0,0.0,7.0,7.0,34.0,4.9,0.0,0.0,1.0,5.7,RB,11,2019,JAC,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Ryquell Armstead,1.0,6.0,6.0,6.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,1.9,RB,11,2019,JAC,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Carlos Hyde,16.0,67.0,4.2,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,RB,12,2019,HOU,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Derrick Henry,26.0,149.0,5.7,34.0,1.0,1.0,3.0,3.0,17.0,5.7,0.0,1.0,1.0,20.6,RB,13,2019,TEN,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.9,RB,13,2019,TEN,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Peyton Barber,11.0,34.0,3.1,11.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,5.3,RB,14,2019,TB,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Dare Ogunbowale,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,48.0,9.6,0.0,1.0,1.0,2.8,RB,14,2019,TB,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Alvin Kamara,14.0,66.0,4.7,15.0,0.0,0.0,5.0,5.0,23.0,4.6,0.0,0.0,1.0,8.9,RB,15,2019,NO,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Latavius Murray,9.0,29.0,3.2,8.0,0.0,0.0,2.0,3.0,20.0,10.0,0.0,0.0,1.0,4.9,RB,15,2019,NO,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Dwayne Washington,3.0,20.0,6.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,RB,15,2019,NO,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Zach Line,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,RB,15,2019,NO,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Christian McCaffrey,13.0,54.0,4.2,14.0,0.0,0.0,15.0,15.0,119.0,7.9,0.0,0.0,1.0,17.3,RB,16,2019,CAR,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Reggie Bonnafon,2.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,RB,16,2019,CAR,IND,False,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Ryquell Armstead,10.0,33.0,3.3,9.0,0.0,0.0,5.0,9.0,52.0,10.4,1.0,0.0,1.0,14.5,RB,17,2019,JAC,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Devine Ozigbo,9.0,27.0,3.0,9.0,0.0,0.0,3.0,5.0,23.0,7.7,0.0,0.0,1.0,5.0,RB,17,2019,JAC,IND,True,394.0,562.0,70.1,3982.0,7.5,248.9,61.0,29.0,15.0,41.0,249.0,98.0,383.0,1567.0,4.1,97.9,60.0,8.0,4.0,2.0,394.0,4231.0,10.7,264.4,61.0,29.0,4.0,4.0,323.0,93.0,207.0,23.0,85.0,199.0,42.7,8.0,19.0,42.1,111.0,1040.0
Christian McCaffrey,19.0,128.0,6.7,23.0,1.0,2.0,10.0,11.0,81.0,8.1,0.0,0.0,1.0,32.9,RB,1,2019,CAR,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Alvin Kamara,13.0,45.0,3.5,12.0,0.0,0.0,1.0,3.0,15.0,15.0,0.0,0.0,1.0,6.0,RB,2,2019,NO,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Latavius Murray,5.0,7.0,1.4,4.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,1.0,2.3,RB,2,2019,NO,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Nick Chubb,23.0,96.0,4.2,13.0,0.0,0.0,4.0,7.0,35.0,8.8,0.0,0.0,1.0,13.1,RB,3,2019,CLE,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Peyton Barber,9.0,19.0,2.1,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.9,RB,4,2019,TB,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Dare Ogunbowale,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,1.0,1.6,RB,4,2019,TB,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Chris Carson,27.0,118.0,4.4,14.0,0.0,0.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,18.3,RB,5,2019,SEA,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Rashaad Penny,6.0,18.0,3.0,8.0,0.0,0.0,2.0,2.0,31.0,15.5,0.0,0.0,1.0,4.9,RB,5,2019,SEA,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Tevin Coleman,18.0,45.0,2.5,9.0,0.0,1.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,12.1,RB,6,2019,SF,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Matt Breida,13.0,36.0,2.8,9.0,0.0,0.0,4.0,4.0,27.0,6.8,0.0,0.0,1.0,6.3,RB,6,2019,SF,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Raheem Mostert,4.0,13.0,3.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,RB,6,2019,SF,LAR,False,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Brian Hill,5.0,11.0,2.2,5.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,2.5,RB,7,2019,ATL,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
Devonta Freeman,7.0,19.0,2.7,9.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,2.5,RB,7,2019,ATL,LAR,True,348.0,562.0,61.9,3625.0,7.0,226.6,67.0,23.0,13.0,50.0,303.0,86.8,444.0,1809.0,4.1,113.1,44.0,15.0,8.0,3.0,348.0,3928.0,11.3,245.5,67.0,23.0,5.0,4.0,324.0,100.0,194.0,30.0,86.0,218.0,39.5,14.0,24.0,58.3,105.0,829.0
