rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
25.0,Jalen Hurts,9.0,14.0,64.3,103.0,7.4,0.0,0.0,0.0,7.0,71.0,0.0,0.0,1.0,11.2,11.2,94.4,QB,8,2021,PHI
26.0,Kyler Murray,22.0,33.0,66.7,274.0,8.3,0.0,2.0,2.0,6.0,21.0,0.0,0.0,1.0,11.1,11.1,99.3,QB,8,2021,ARI
27.0,Trevor Siemian,16.0,29.0,55.2,159.0,5.5,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,10.6,10.6,1.1,QB,8,2021,NO
28.0,Jameis Winston,6.0,10.0,60.0,56.0,5.6,1.0,0.0,0.0,4.0,40.0,0.0,0.0,1.0,10.2,10.2,5.2,QB,8,2021,NO
29.0,Baker Mayfield,20.0,31.0,64.5,225.0,7.3,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,9.5,9.5,26.4,QB,8,2021,CLE
30.0,Jared Goff,25.0,34.0,73.5,222.0,6.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,5.3,QB,8,2021,DET
31.0,Matt Ryan,20.0,27.0,74.1,146.0,5.4,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,8.1,8.1,36.3,QB,8,2021,ATL
32.0,Josh Johnson,2.0,4.0,50.0,17.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,1.1,QB,8,2021,NYJ
33.0,David Blough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.6,0.6,0.0,QB,8,2021,DET
34.0,Gardner Minshew II,2.0,2.0,100.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,2.2,QB,8,2021,PHI
35.0,John Wolford,1.0,2.0,50.0,5.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,QB,8,2021,LAR
119.0,Logan Woodside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-0.1,-0.1,0.0,QB,8,2021,TEN
120.0,P.J. Walker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-0.1,-0.1,0.1,QB,8,2021,CAR
