rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
24.0,Derek Carr,21.0,34.0,61.8,196.0,5.8,2.0,1.0,4.0,3.0,6.0,0.0,0.0,1.0,15.4,15.4,58.1,QB,4,2021,LV
25.0,Jacoby Brissett,20.0,30.0,66.7,199.0,6.6,2.0,0.0,3.0,3.0,8.0,0.0,1.0,1.0,14.8,14.8,0.6,QB,4,2021,MIA
26.0,Jameis Winston,17.0,23.0,73.9,226.0,9.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,5.2,QB,4,2021,NO
27.0,Kirk Cousins,20.0,38.0,52.6,203.0,5.3,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,11.1,11.1,70.7,QB,4,2021,MIN
28.0,Tom Brady,22.0,43.0,51.2,269.0,6.3,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,11.1,11.1,99.1,QB,4,2021,TB
29.0,Ben Roethlisberger,26.0,40.0,65.0,232.0,5.8,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,10.3,10.3,23.8,QB,4,2021,PIT
30.0,Jimmy Garoppolo,14.0,23.0,60.9,165.0,7.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,23.3,QB,4,2021,SF
31.0,Baker Mayfield,15.0,33.0,45.5,155.0,4.7,0.0,0.0,3.0,2.0,11.0,0.0,0.0,1.0,9.3,9.3,26.4,QB,4,2021,CLE
32.0,Justin Fields,11.0,17.0,64.7,209.0,12.3,0.0,1.0,1.0,3.0,9.0,0.0,0.0,1.0,8.3,8.3,21.0,QB,4,2021,CHI
33.0,Mitchell Trubisky,1.0,1.0,100.0,8.0,8.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,1.0,7.3,7.3,0.4,QB,4,2021,BUF
34.0,Teddy Bridgewater,7.0,16.0,43.8,65.0,4.1,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,6.8,6.8,15.6,QB,4,2021,DEN
35.0,Drew Lock,12.0,21.0,57.1,113.0,5.4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,1.5,QB,4,2021,DEN
36.0,Feleipe Franks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.3,0.3,0.0,QB,4,2021,ATL
119.0,Colt McCoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,1.0,-0.2,-0.2,0.4,QB,4,2021,ARI
120.0,Davis Mills,11.0,21.0,52.4,87.0,4.1,0.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,-0.3,-0.3,3.7,QB,4,2021,HOU
