rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
18.0,Tyler Huntley,26.0,36.0,72.2,219.0,6.1,0.0,1.0,6.0,7.0,40.0,0.0,0.0,1.0,11.8,11.8,28.7,QB,11,2021,BAL
19.0,Mac Jones,22.0,26.0,84.6,207.0,8.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,11.4,11.4,28.5,QB,11,2021,NE
20.0,Carson Wentz,11.0,20.0,55.0,106.0,5.3,1.0,0.0,0.0,2.0,18.0,0.0,0.0,1.0,10.0,10.0,44.0,QB,11,2021,IND
21.0,Baker Mayfield,15.0,29.0,51.7,176.0,6.1,1.0,2.0,1.0,4.0,9.0,0.0,0.0,1.0,9.9,9.9,26.4,QB,11,2021,CLE
22.0,Daniel Jones,23.0,38.0,60.5,167.0,4.4,1.0,2.0,2.0,3.0,10.0,0.0,0.0,1.0,9.7,9.7,13.6,QB,11,2021,NYG
23.0,Derek Carr,19.0,27.0,70.4,215.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,9.6,9.6,58.1,QB,11,2021,LV
24.0,Joe Burrow,20.0,29.0,69.0,148.0,5.1,1.0,0.0,3.0,3.0,11.0,0.0,1.0,1.0,9.0,9.0,88.3,QB,11,2021,CIN
25.0,Trevor Lawrence,16.0,25.0,64.0,158.0,6.3,0.0,0.0,3.0,3.0,23.0,0.0,0.0,1.0,8.6,8.6,23.9,QB,11,2021,JAC
26.0,Russell Wilson,14.0,26.0,53.8,207.0,8.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,8.5,8.5,90.4,QB,11,2021,SEA
27.0,Patrick Mahomes II,23.0,37.0,62.2,260.0,7.0,0.0,1.0,3.0,7.0,11.0,0.0,1.0,1.0,8.5,8.5,100.0,QB,11,2021,KC
28.0,Dak Prescott,28.0,43.0,65.1,216.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,4.6,4.6,98.2,QB,11,2021,DAL
29.0,Matt Ryan,19.0,28.0,67.9,153.0,5.5,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,36.3,QB,11,2021,ATL
30.0,Justin Fields,4.0,11.0,36.4,79.0,7.2,0.0,0.0,2.0,4.0,23.0,0.0,1.0,1.0,3.5,3.5,21.0,QB,11,2021,CHI
31.0,Tim Boyle,15.0,23.0,65.2,77.0,3.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,0.2,QB,11,2021,DET
32.0,Sam Ehlinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.9,0.9,0.1,QB,11,2021,IND
33.0,Trey Lance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.4,0.4,26.3,QB,11,2021,SF
34.0,Blaine Gabbert,2.0,2.0,100.0,11.0,5.5,0.0,0.0,1.0,2.0,-2.0,0.0,0.0,1.0,0.2,0.2,0.1,QB,11,2021,TB
117.0,Jordan Love,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-0.1,-0.1,1.3,QB,11,2021,GB
118.0,Mitchell Trubisky,3.0,5.0,60.0,19.0,3.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,-0.2,0.4,QB,11,2021,BUF
119.0,Josh Rosen,1.0,3.0,33.3,5.0,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8,-0.8,0.0,QB,11,2021,ATL
120.0,Feleipe Franks,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,QB,11,2021,ATL
