player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Brandin Cooks,WR,1.0,66.0,97.0,0.0,14.0,9.0,14.0,9.3,14.1,6,2017,6.0,9.0,93.0,15.5,42.0,1.0,0.0,0.0,0.0,0.0,0.0,NE,NYJ,False
Phillip Dorsett II,WR,1.0,11.0,16.0,0.0,27.0,0.0,27.0,0.0,0.0,6,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,NYJ,False
DeSean Jackson,WR,1.0,53.0,76.0,0.0,11.0,6.0,11.0,9.8,18.5,6,2017,3.0,6.0,38.0,12.7,27.0,1.0,1.0,0.0,0.0,0.0,0.0,TB,ARI,False
Mike Evans,WR,1.0,64.0,91.0,0.0,13.0,5.0,13.0,15.5,24.2,6,2017,3.0,8.0,95.0,31.7,41.0,2.0,1.0,0.0,0.0,0.0,0.0,TB,ARI,False
Adam Humphries,WR,1.0,48.0,69.0,0.0,15.0,13.0,15.0,5.1,10.6,6,2017,6.0,7.0,51.0,8.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,TB,ARI,False
Chris Godwin,WR,1.0,14.0,20.0,0.0,7.0,7.0,7.0,0.9,6.4,6,2017,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,ARI,False
Larry Fitzgerald,WR,1.0,58.0,89.0,0.0,19.0,17.0,19.0,17.8,30.7,6,2017,10.0,11.0,138.0,13.8,29.0,3.0,1.0,0.0,0.0,0.0,1.0,ARI,TB,True
John Brown,WR,1.0,47.0,72.0,0.0,9.0,6.0,9.0,12.3,26.2,6,2017,3.0,4.0,63.0,21.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,ARI,TB,True
J.J. Nelson,WR,1.0,12.0,18.0,8.0,8.0,8.0,17.0,1.6,13.3,6,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,ARI,TB,True
Jaron Brown,WR,1.0,,,,,,,3.0,,6,2017,1.0,1.0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,ARI,TB,True
Michael Crabtree,WR,1.0,49.0,84.0,0.0,20.0,12.0,20.0,11.2,22.9,6,2017,6.0,10.0,52.0,8.7,23.0,1.0,1.0,0.0,0.0,0.0,0.0,LV,LAC,True
Seth Roberts,WR,1.0,42.0,72.0,0.0,7.0,7.0,7.0,3.5,8.3,6,2017,3.0,3.0,35.0,11.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Amari Cooper,WR,1.0,55.0,95.0,0.0,11.0,9.0,11.0,2.8,5.1,6,2017,5.0,6.0,28.0,5.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Johnny Holton,WR,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Ted Ginn Jr.,WR,1.0,37.0,52.0,3.0,11.0,14.0,14.0,12.9,34.9,6,2017,4.0,4.0,66.0,16.5,24.0,2.0,1.0,1.0,3.0,0.0,0.0,NO,DET,True
Willie Snead IV,WR,1.0,21.0,30.0,0.0,14.0,5.0,14.0,1.1,5.2,6,2017,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,DET,True
Michael Thomas,WR,1.0,59.0,83.0,0.0,10.0,5.0,10.0,1.1,1.9,6,2017,3.0,6.0,11.0,3.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,DET,True
Ty Montgomery,WR,1.0,,,,,,,0.0,,6,2017,1.0,3.0,3.0,3.0,3.0,0.0,0.0,10.0,28.0,0.0,0.0,NO,DET,True
Golden Tate,WR,1.0,46.0,57.0,0.0,15.0,15.0,15.0,15.6,33.9,6,2017,7.0,7.0,96.0,13.7,45.0,1.0,1.0,0.0,0.0,0.0,0.0,DET,NO,False
Marvin Jones Jr.,WR,1.0,80.0,99.0,0.0,18.0,8.0,18.0,15.6,19.5,6,2017,6.0,14.0,96.0,16.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,DET,NO,False
Andre Roberts,WR,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,MIA,True
Julio Jones,WR,1.0,45.0,79.0,0.0,16.0,13.0,16.0,7.2,16.0,6,2017,6.0,7.0,72.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,MIA,True
Taylor Gabriel,WR,1.0,48.0,84.0,0.0,17.0,8.0,17.0,3.9,8.1,6,2017,4.0,8.0,39.0,9.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,MIA,True
Justin Hardy,WR,1.0,42.0,74.0,0.0,7.0,7.0,7.0,3.4,8.1,6,2017,3.0,3.0,34.0,11.3,22.0,1.0,0.0,0.0,0.0,0.0,0.0,ATL,MIA,True
Marvin Hall,WR,1.0,12.0,21.0,0.0,17.0,8.0,17.0,10.0,83.3,6,2017,1.0,2.0,40.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,ATL,MIA,True
Cordarrelle Patterson,WR,1.0,,,,,,,12.0,,6,2017,1.0,1.0,5.0,5.0,4.0,0.0,0.0,3.0,55.0,1.0,0.0,ATL,MIA,True
Emmanuel Sanders,WR,1.0,50.0,62.0,0.0,16.0,10.0,16.0,7.6,15.2,6,2017,5.0,8.0,76.0,15.2,33.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,NYG,True
Bennie Fowler III,WR,1.0,61.0,75.0,0.0,13.0,5.0,13.0,2.1,3.4,6,2017,3.0,8.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,NYG,True
Isaiah McKenzie,WR,1.0,12.0,15.0,0.0,17.0,8.0,17.0,0.0,0.0,6,2017,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,NYG,True
Antonio Brown,WR,1.0,57.0,89.0,0.0,18.0,14.0,18.0,21.5,37.7,6,2017,8.0,10.0,155.0,19.4,51.0,3.0,1.0,0.0,0.0,0.0,0.0,PIT,KC,False
JuJu Smith-Schuster,WR,1.0,43.0,67.0,0.0,7.0,7.0,7.0,3.2,7.4,6,2017,3.0,3.0,32.0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,KC,False
Randall Cobb,WR,1.0,53.0,80.0,0.0,6.0,6.0,6.0,2.8,5.3,6,2017,3.0,3.0,28.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,MIN,False
Davante Adams,WR,1.0,65.0,98.0,0.0,15.0,8.0,15.0,11.4,17.5,6,2017,5.0,10.0,54.0,10.8,19.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,MIN,False
Geronimo Allison,WR,1.0,8.0,12.0,0.0,25.0,13.0,25.0,0.7,8.8,6,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,MIN,False
Alshon Jeffery,WR,1.0,57.0,92.0,0.0,18.0,7.0,18.0,7.1,12.5,6,2017,4.0,10.0,71.0,17.8,37.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,CAR,False
Nelson Agholor,WR,1.0,48.0,77.0,0.0,15.0,8.0,15.0,11.5,24.0,6,2017,4.0,7.0,55.0,13.8,24.0,2.0,1.0,0.0,0.0,0.0,0.0,PHI,CAR,False
Marcus Johnson,WR,1.0,6.0,10.0,0.0,17.0,17.0,17.0,1.6,26.7,6,2017,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,CAR,False
Mack Hollins,WR,1.0,9.0,15.0,0.0,22.0,22.0,22.0,3.8,42.2,6,2017,2.0,2.0,38.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,CAR,False
T.Y. Hilton,WR,1.0,54.0,93.0,0.0,7.0,2.0,7.0,1.9,3.5,6,2017,1.0,4.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,TEN,False
Donte Moncrief,WR,1.0,42.0,72.0,0.0,17.0,12.0,17.0,6.7,16.0,6,2017,5.0,7.0,67.0,13.4,23.0,1.0,0.0,0.0,0.0,0.0,0.0,IND,TEN,False
Chester Rogers,WR,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,TEN,False
Travis Benjamin,WR,1.0,21.0,32.0,0.0,5.0,0.0,5.0,0.0,0.0,6,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,LV,False
Keenan Allen,WR,1.0,55.0,85.0,0.0,16.0,9.0,16.0,4.5,8.2,6,2017,5.0,9.0,45.0,9.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,LAC,LV,False
Tyrell Williams,WR,1.0,44.0,68.0,0.0,7.0,7.0,7.0,0.7,1.6,6,2017,3.0,3.0,27.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,LAC,LV,False
Mike Williams,WR,1.0,11.0,17.0,0.0,9.0,9.0,9.0,1.5,13.6,6,2017,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,LV,False
Jermaine Kearse,WR,1.0,61.0,80.0,0.0,7.0,7.0,7.0,7.9,13.0,6,2017,4.0,4.0,79.0,19.8,44.0,1.0,0.0,0.0,0.0,0.0,0.0,NYJ,NE,True
Robby Anderson,WR,1.0,58.0,76.0,0.0,21.0,7.0,21.0,7.6,13.1,6,2017,4.0,12.0,76.0,19.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,NYJ,NE,True
Chad Hansen,WR,1.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NE,True
Justin Hardee,WR,1.0,,,,,,,0.0,,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NE,True
Josh Bellamy,WR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,BAL,False
Tanner Gentry,WR,1.0,76.0,95.0,0.0,1.0,0.0,1.0,0.0,0.0,6,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,BAL,False
Marquise Goodwin,WR,1.0,62.0,86.0,2.0,8.0,5.0,10.0,3.2,5.2,6,2017,2.0,5.0,26.0,13.0,19.0,0.0,0.0,1.0,6.0,0.0,0.0,SF,WAS,False
Trent Taylor,WR,1.0,44.0,61.0,0.0,11.0,5.0,11.0,1.1,2.5,6,2017,2.0,5.0,11.0,5.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,WAS,False
Victor Bolden Jr.,WR,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,WAS,False
Russell Shepard,WR,1.0,52.0,63.0,0.0,12.0,4.0,12.0,1.2,2.3,6,2017,2.0,6.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,PHI,True
Devin Funchess,WR,1.0,69.0,84.0,0.0,13.0,4.0,13.0,3.6,5.2,6,2017,3.0,9.0,36.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,PHI,True
Curtis Samuel,WR,1.0,23.0,28.0,4.0,0.0,4.0,4.0,0.8,3.5,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,CAR,PHI,True
DeAndre Hopkins,WR,1.0,63.0,95.0,0.0,6.0,3.0,6.0,7.9,12.5,6,2017,2.0,4.0,19.0,9.5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,CLE,True
William Fuller V,WR,1.0,54.0,82.0,0.0,9.0,4.0,9.0,12.2,22.6,6,2017,2.0,5.0,62.0,31.0,39.0,2.0,1.0,0.0,0.0,0.0,0.0,HOU,CLE,True
Robert Woods,WR,1.0,51.0,88.0,0.0,14.0,10.0,14.0,5.0,9.8,6,2017,5.0,7.0,70.0,14.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,LAR,JAC,False
Tavon Austin,WR,1.0,9.0,16.0,22.0,0.0,22.0,22.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,LAR,JAC,False
Sammy Watkins,WR,1.0,47.0,81.0,0.0,9.0,2.0,9.0,1.1,2.3,6,2017,1.0,4.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,JAC,False
Pharoh Cooper,WR,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,JAC,False
Mike Thomas,WR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,JAC,False
Cooper Kupp,WR,1.0,35.0,60.0,0.0,9.0,6.0,9.0,3.5,10.0,6,2017,2.0,3.0,35.0,17.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,LAR,JAC,False
Josh Reynolds,WR,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,JAC,False
Kenny Stills,WR,1.0,60.0,90.0,0.0,7.0,7.0,7.0,10.9,18.2,6,2017,4.0,4.0,49.0,12.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,ATL,False
Jarvis Landry,WR,1.0,65.0,97.0,0.0,22.0,12.0,22.0,12.2,18.8,6,2017,8.0,14.0,62.0,7.8,11.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,ATL,False
Jakeem Grant Sr.,WR,1.0,6.0,9.0,0.0,17.0,17.0,17.0,0.4,6.7,6,2017,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,ATL,False
Ryan Grant,WR,1.0,40.0,54.0,0.0,13.0,8.0,13.0,3.9,9.8,6,2017,3.0,5.0,39.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,SF,True
Jamison Crowder,WR,1.0,53.0,72.0,2.0,9.0,8.0,11.0,2.6,4.9,6,2017,3.0,5.0,15.0,5.0,8.0,0.0,0.0,1.0,11.0,0.0,0.0,WAS,SF,True
Josh Doctson,WR,1.0,19.0,26.0,0.0,16.0,5.0,16.0,7.1,37.4,6,2017,1.0,3.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,SF,True
Allen Hurns,WR,1.0,56.0,81.0,0.0,5.0,5.0,5.0,3.7,6.6,6,2017,3.0,3.0,37.0,12.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,LAR,True
Keelan Cole Sr.,WR,1.0,41.0,59.0,0.0,5.0,2.0,5.0,0.7,1.7,6,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,LAR,True
Jamal Agnew,WR,1.0,,,,,,,0.0,,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,LAR,True
Adam Thielen,WR,1.0,72.0,94.0,0.0,18.0,13.0,18.0,9.7,13.5,6,2017,9.0,13.0,96.0,10.7,23.0,2.0,0.0,0.0,0.0,0.0,0.0,MIN,GB,True
Laquon Treadwell,WR,1.0,44.0,57.0,0.0,7.0,7.0,7.0,5.1,11.6,6,2017,3.0,3.0,51.0,17.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,MIN,GB,True
Breshad Perriman,WR,1.0,20.0,27.0,0.0,10.0,0.0,10.0,0.0,0.0,6,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,CHI,True
Chris Moore,WR,1.0,34.0,47.0,0.0,21.0,9.0,21.0,4.4,12.9,6,2017,3.0,7.0,44.0,14.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,CHI,True
Rashard Higgins,WR,1.0,45.0,67.0,0.0,4.0,2.0,4.0,1.3,2.9,6,2017,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,HOU,False
Demarcus Robinson,WR,1.0,49.0,91.0,0.0,10.0,2.0,10.0,1.6,3.3,6,2017,1.0,5.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PIT,True
Tyreek Hill,WR,1.0,42.0,78.0,2.0,17.0,14.0,19.0,2.5,6.0,6,2017,5.0,7.0,34.0,6.8,10.0,0.0,0.0,1.0,-9.0,0.0,0.0,KC,PIT,True
Marcus Kemp,WR,1.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,PIT,True
Taywan Taylor,WR,1.0,30.0,43.0,0.0,13.0,7.0,13.0,12.1,40.3,6,2017,2.0,4.0,61.0,30.5,53.0,1.0,1.0,0.0,0.0,0.0,0.0,TEN,IND,True
Danny Amendola,WR,1.0,38.0,51.0,0.0,11.0,8.0,11.0,1.7,4.5,7,2017,3.0,4.0,17.0,5.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,ATL,True
Matthew Slater,WR,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,ATL,True
Chris Hogan,WR,1.0,60.0,81.0,0.0,10.0,7.0,10.0,7.1,11.8,7,2017,4.0,6.0,71.0,17.8,30.0,2.0,0.0,0.0,0.0,0.0,0.0,NE,ATL,True
Brandin Cooks,WR,1.0,70.0,95.0,0.0,7.0,6.0,7.0,12.5,17.9,7,2017,4.0,5.0,65.0,16.3,27.0,1.0,1.0,0.0,0.0,0.0,0.0,NE,ATL,True
Phillip Dorsett II,WR,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,ATL,True
DeSean Jackson,WR,1.0,52.0,72.0,0.0,15.0,10.0,15.0,7.3,14.0,7,2017,5.0,8.0,73.0,14.6,20.0,1.0,0.0,0.0,0.0,0.0,0.0,TB,BUF,False
Mike Evans,WR,1.0,63.0,88.0,0.0,16.0,11.0,16.0,14.8,23.5,7,2017,7.0,10.0,88.0,12.6,23.0,1.0,1.0,0.0,0.0,0.0,0.0,TB,BUF,False
Adam Humphries,WR,1.0,52.0,72.0,0.0,6.0,4.0,6.0,-0.7,-1.3,7,2017,2.0,3.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,1.0,TB,BUF,False
Chris Godwin,WR,1.0,22.0,31.0,0.0,5.0,5.0,5.0,0.5,2.3,7,2017,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,BUF,False
Larry Fitzgerald,WR,1.0,47.0,94.0,0.0,6.0,6.0,6.0,2.9,6.2,7,2017,3.0,3.0,29.0,9.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,LAR,False
John Brown,WR,1.0,43.0,86.0,0.0,9.0,2.0,9.0,0.6,1.4,7,2017,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,LAR,False
J.J. Nelson,WR,1.0,28.0,56.0,0.0,18.0,7.0,18.0,3.5,12.5,7,2017,2.0,5.0,39.0,19.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,ARI,LAR,False
Jaron Brown,WR,1.0,,,,,,,3.7,,7,2017,2.0,5.0,37.0,18.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,ARI,LAR,False
Michael Crabtree,WR,1.0,72.0,87.0,0.0,10.0,4.0,10.0,8.4,11.7,7,2017,3.0,7.0,24.0,8.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,LV,KC,True
Seth Roberts,WR,1.0,72.0,87.0,0.0,8.0,1.0,8.0,1.5,2.1,7,2017,1.0,6.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,KC,True
Amari Cooper,WR,1.0,78.0,94.0,0.0,24.0,14.0,24.0,33.0,42.3,7,2017,11.0,19.0,210.0,19.1,45.0,4.0,2.0,0.0,0.0,0.0,0.0,LV,KC,True
Johnny Holton,WR,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,KC,True
Ted Ginn Jr.,WR,1.0,39.0,51.0,0.0,18.0,18.0,18.0,14.1,36.2,7,2017,7.0,7.0,141.0,20.1,47.0,2.0,0.0,0.0,0.0,0.0,0.0,NO,GB,False
Michael Thomas,WR,1.0,60.0,79.0,0.0,18.0,12.0,18.0,8.2,13.7,7,2017,7.0,11.0,82.0,11.7,21.0,2.0,0.0,0.0,0.0,0.0,0.0,NO,GB,False
Tommylee Lewis,WR,1.0,12.0,16.0,0.0,8.0,0.0,8.0,0.0,0.0,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,GB,False
Ty Montgomery,WR,1.0,,,,,,,0.0,,7,2017,1.0,2.0,9.0,9.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,NO,GB,False
Dez Bryant,WR,1.0,54.0,72.0,0.0,19.0,13.0,19.0,12.3,22.8,7,2017,7.0,10.0,63.0,9.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,DAL,SF,False
Cole Beasley,WR,1.0,34.0,45.0,0.0,6.0,3.0,6.0,2.4,7.1,7,2017,1.0,2.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,DAL,SF,False
Noah Brown,WR,1.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,SF,False
Ryan Switzer,WR,1.0,11.0,15.0,9.0,9.0,18.0,18.0,0.5,4.5,7,2017,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,DAL,SF,False
Andre Roberts,WR,1.0,4.0,7.0,0.0,25.0,0.0,25.0,0.0,0.0,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NE,False
Julio Jones,WR,1.0,50.0,88.0,0.0,26.0,18.0,26.0,15.9,31.8,7,2017,9.0,13.0,99.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,NE,False
Mohamed Sanu Sr.,WR,1.0,51.0,89.0,0.0,20.0,12.0,20.0,6.5,12.7,7,2017,6.0,10.0,65.0,10.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NE,False
Taylor Gabriel,WR,1.0,35.0,61.0,3.0,6.0,9.0,9.0,1.9,5.4,7,2017,2.0,2.0,24.0,12.0,18.0,0.0,0.0,1.0,-5.0,0.0,0.0,ATL,NE,False
Justin Hardy,WR,1.0,9.0,16.0,0.0,22.0,22.0,22.0,2.1,23.3,7,2017,2.0,2.0,21.0,10.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,ATL,NE,False
Cordarrelle Patterson,WR,1.0,,,,,,,0.9,,7,2017,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NE,False
Antonio Brown,WR,1.0,64.0,93.0,0.0,16.0,6.0,16.0,12.5,19.5,7,2017,4.0,10.0,65.0,16.3,23.0,1.0,1.0,0.0,0.0,0.0,0.0,PIT,CIN,True
JuJu Smith-Schuster,WR,1.0,31.0,45.0,0.0,10.0,6.0,10.0,9.9,31.9,7,2017,2.0,3.0,39.0,19.5,31.0,1.0,1.0,0.0,0.0,0.0,0.0,PIT,CIN,True
A.J. Green,WR,1.0,45.0,88.0,0.0,13.0,7.0,13.0,4.1,9.1,7,2017,3.0,6.0,41.0,13.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,PIT,False
Cody Core,WR,1.0,20.0,39.0,0.0,10.0,0.0,10.0,0.0,0.0,7,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,PIT,False
Alex Erickson,WR,1.0,9.0,18.0,0.0,11.0,11.0,11.0,2.2,24.4,7,2017,1.0,1.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,CIN,PIT,False
Josh Malone,WR,1.0,13.0,25.0,0.0,8.0,0.0,8.0,0.0,0.0,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,PIT,False
Randall Cobb,WR,1.0,37.0,67.0,0.0,11.0,5.0,11.0,1.5,4.1,7,2017,2.0,4.0,15.0,7.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,NO,True
Davante Adams,WR,1.0,48.0,87.0,0.0,10.0,4.0,10.0,1.2,2.5,7,2017,2.0,5.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,NO,True
Geronimo Allison,WR,1.0,5.0,9.0,0.0,40.0,20.0,40.0,1.4,28.0,7,2017,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,NO,True
Alshon Jeffery,WR,1.0,53.0,82.0,0.0,11.0,4.0,11.0,3.7,7.0,7,2017,2.0,6.0,37.0,18.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,WAS,True
Nelson Agholor,WR,1.0,47.0,72.0,0.0,11.0,9.0,11.0,10.5,22.3,7,2017,4.0,5.0,45.0,11.3,14.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,WAS,True
Marcus Johnson,WR,1.0,10.0,15.0,0.0,10.0,0.0,10.0,0.0,0.0,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,WAS,True
Mack Hollins,WR,1.0,8.0,12.0,0.0,13.0,13.0,13.0,12.4,155.0,7,2017,1.0,1.0,64.0,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,PHI,WAS,True
T.Y. Hilton,WR,1.0,57.0,85.0,0.0,14.0,4.0,14.0,2.7,4.7,7,2017,2.0,8.0,27.0,13.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,JAC,True
Donte Moncrief,WR,1.0,52.0,78.0,0.0,8.0,4.0,8.0,3.0,5.8,7,2017,2.0,4.0,30.0,15.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,IND,JAC,True
Chester Rogers,WR,1.0,34.0,51.0,0.0,6.0,6.0,6.0,2.1,6.2,7,2017,2.0,2.0,21.0,10.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,JAC,True
Travis Benjamin,WR,1.0,22.0,38.0,5.0,5.0,9.0,9.0,10.6,48.2,7,2017,1.0,1.0,42.0,42.0,42.0,1.0,1.0,1.0,4.0,0.0,0.0,LAC,DEN,True
