player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Mike Williams,WR,1.0,35.0,49.0,0.0,9.0,3.0,9.0,0.3,0.9,14,2017,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,WAS,True
Andre Roberts,WR,1.0,,,,,,,0.0,,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,WAS,True
Josh Gordon,WR,1.0,53.0,91.0,0.0,11.0,6.0,11.0,12.9,24.3,14,2017,3.0,6.0,69.0,23.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,CLE,GB,True
Corey Coleman,WR,1.0,39.0,67.0,0.0,15.0,13.0,15.0,12.2,31.3,14,2017,5.0,6.0,62.0,12.4,20.0,1.0,1.0,0.0,0.0,0.0,0.0,CLE,GB,True
Rashard Higgins,WR,1.0,28.0,48.0,0.0,4.0,0.0,4.0,0.0,0.0,14,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,GB,True
Jermaine Kearse,WR,1.0,44.0,88.0,0.0,14.0,2.0,14.0,0.4,0.9,14,2017,1.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,DEN,False
Robby Anderson,WR,1.0,34.0,68.0,0.0,18.0,9.0,18.0,2.7,7.9,14,2017,3.0,6.0,27.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,DEN,False
Chad Hansen,WR,1.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,DEN,False
JoJo Natson,WR,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,DEN,False
Justin Hardee,WR,1.0,,,,,,,0.0,,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,DEN,False
Josh Bellamy,WR,1.0,48.0,63.0,0.0,8.0,4.0,8.0,5.2,10.8,14,2017,2.0,4.0,52.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,CHI,CIN,False
Dontrelle Inman,WR,1.0,67.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,CIN,False
Marquise Goodwin,WR,1.0,52.0,71.0,0.0,23.0,12.0,23.0,10.6,20.4,14,2017,6.0,12.0,106.0,17.7,32.0,2.0,0.0,0.0,0.0,0.0,0.0,SF,HOU,False
Trent Taylor,WR,1.0,31.0,42.0,0.0,10.0,6.0,10.0,1.1,3.5,14,2017,2.0,3.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,HOU,False
Kendrick Bourne,WR,1.0,31.0,42.0,0.0,6.0,6.0,6.0,2.9,9.4,14,2017,2.0,2.0,29.0,14.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,HOU,False
Russell Shepard,WR,1.0,23.0,35.0,4.0,0.0,4.0,4.0,0.8,3.5,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,CAR,MIN,True
Devin Funchess,WR,1.0,45.0,69.0,0.0,16.0,7.0,16.0,11.9,26.4,14,2017,3.0,7.0,59.0,19.7,22.0,1.0,1.0,0.0,0.0,0.0,0.0,CAR,MIN,True
Damiere Byrd,WR,1.0,38.0,58.0,0.0,13.0,13.0,13.0,3.7,9.7,14,2017,5.0,5.0,37.0,7.4,21.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,MIN,True
Shelton Gibson,WR,1.0,,,,,,,0.0,,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,MIN,True
DeAndre Hopkins,WR,1.0,67.0,100.0,0.0,24.0,16.0,24.0,24.9,37.2,14,2017,11.0,16.0,149.0,13.5,29.0,3.0,2.0,0.0,0.0,0.0,1.0,HOU,SF,True
DeAndrew White,WR,1.0,48.0,72.0,0.0,13.0,2.0,13.0,2.4,5.0,14,2017,1.0,6.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,HOU,SF,True
William Fuller V,WR,1.0,67.0,100.0,0.0,7.0,4.0,7.0,2.6,3.9,14,2017,3.0,5.0,26.0,8.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,SF,True
Kenny Stills,WR,1.0,61.0,84.0,0.0,7.0,3.0,7.0,1.8,3.0,14,2017,2.0,4.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Jarvis Landry,WR,1.0,66.0,90.0,0.0,12.0,12.0,12.0,16.6,25.2,14,2017,8.0,8.0,46.0,5.8,10.0,0.0,2.0,0.0,0.0,0.0,0.0,MIA,NE,True
DeVante Parker,WR,1.0,61.0,84.0,0.0,10.0,7.0,10.0,4.0,6.6,14,2017,4.0,6.0,40.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Jakeem Grant Sr.,WR,1.0,9.0,12.0,0.0,44.0,22.0,44.0,10.2,113.3,14,2017,2.0,4.0,42.0,21.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,MIA,NE,True
Cody Core,WR,1.0,,,,,,,0.0,,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Tavon Austin,WR,1.0,14.0,29.0,7.0,0.0,7.0,7.0,-2.3,-16.4,14,2017,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,LAR,PHI,True
Sammy Watkins,WR,1.0,45.0,94.0,0.0,16.0,7.0,16.0,8.1,18.0,14,2017,3.0,7.0,21.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,PHI,True
Pharoh Cooper,WR,1.0,7.0,15.0,0.0,29.0,14.0,29.0,0.1,1.4,14,2017,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,PHI,True
Mike Thomas,WR,1.0,5.0,10.0,0.0,20.0,20.0,20.0,0.6,12.0,14,2017,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,PHI,True
Cooper Kupp,WR,1.0,45.0,94.0,0.0,16.0,11.0,16.0,17.8,39.6,14,2017,5.0,7.0,118.0,23.6,64.0,2.0,1.0,0.0,0.0,0.0,0.0,LAR,PHI,True
Josh Reynolds,WR,1.0,26.0,54.0,0.0,8.0,8.0,8.0,1.7,6.5,14,2017,2.0,2.0,17.0,8.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,PHI,True
Paul Richardson Jr.,WR,1.0,58.0,94.0,0.0,12.0,5.0,12.0,13.2,22.8,14,2017,3.0,7.0,72.0,24.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,SEA,JAC,False
Tyler Lockett,WR,1.0,39.0,63.0,3.0,13.0,13.0,15.0,16.0,41.0,14,2017,4.0,5.0,90.0,22.5,74.0,1.0,1.0,1.0,10.0,0.0,0.0,SEA,JAC,False
Amara Darboh,WR,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,JAC,False
Ryan Grant,WR,1.0,30.0,60.0,0.0,3.0,3.0,3.0,2.8,9.3,14,2017,1.0,1.0,28.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,LAC,False
Jamison Crowder,WR,1.0,41.0,82.0,0.0,15.0,7.0,15.0,3.4,8.3,14,2017,3.0,6.0,34.0,11.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,LAC,False
Josh Doctson,WR,1.0,46.0,92.0,0.0,13.0,7.0,13.0,3.4,7.4,14,2017,3.0,6.0,34.0,11.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,LAC,False
Albert Wilson,WR,1.0,66.0,88.0,0.0,11.0,8.0,11.0,7.2,10.9,14,2017,5.0,7.0,72.0,14.4,36.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,LV,True
Demarcus Robinson,WR,1.0,44.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,LV,True
Tyreek Hill,WR,1.0,69.0,92.0,0.0,9.0,6.0,9.0,7.5,10.9,14,2017,4.0,6.0,75.0,18.8,44.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,LV,True
Adam Thielen,WR,1.0,69.0,93.0,0.0,17.0,9.0,17.0,16.5,23.9,14,2017,6.0,12.0,105.0,17.5,52.0,1.0,1.0,0.0,0.0,0.0,0.0,MIN,CAR,False
Stefon Diggs,WR,1.0,70.0,95.0,0.0,14.0,9.0,14.0,6.4,9.1,14,2017,6.0,10.0,64.0,10.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,MIN,CAR,False
Laquon Treadwell,WR,1.0,32.0,43.0,0.0,13.0,6.0,13.0,2.3,7.2,14,2017,2.0,4.0,23.0,11.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CAR,False
Sterling Shepard,WR,1.0,77.0,96.0,1.0,4.0,4.0,5.0,0.7,0.9,14,2017,2.0,3.0,16.0,8.0,11.0,0.0,0.0,1.0,-9.0,0.0,0.0,NYG,DAL,True
Kalif Raymond,WR,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,DAL,True
Chris Moore,WR,1.0,24.0,38.0,0.0,13.0,13.0,13.0,10.8,45.0,14,2017,3.0,3.0,48.0,16.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,BAL,PIT,False
Jaydon Mickens,WR,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,SEA,True
Dede Westbrook,WR,1.0,50.0,76.0,0.0,16.0,10.0,16.0,14.1,28.2,14,2017,5.0,8.0,81.0,16.2,29.0,2.0,1.0,0.0,0.0,0.0,0.0,JAC,SEA,True
Keelan Cole Sr.,WR,1.0,40.0,61.0,0.0,8.0,8.0,8.0,15.9,39.8,14,2017,3.0,3.0,99.0,33.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,JAC,SEA,True
Corey Davis,WR,1.0,46.0,77.0,0.0,13.0,7.0,13.0,2.9,6.3,14,2017,3.0,6.0,29.0,9.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,TEN,ARI,False
Taywan Taylor,WR,1.0,6.0,10.0,0.0,17.0,0.0,17.0,0.0,0.0,14,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,ARI,False
Zay Jones,WR,1.0,41.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,IND,True
Danny Amendola,WR,1.0,37.0,63.0,0.0,11.0,5.0,11.0,2.3,6.2,15,2017,2.0,4.0,23.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,PIT,False
Matthew Slater,WR,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,PIT,False
Brandin Cooks,WR,1.0,56.0,95.0,0.0,13.0,7.0,13.0,12.0,21.4,15,2017,4.0,7.0,60.0,15.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,NE,PIT,False
Phillip Dorsett II,WR,1.0,25.0,42.0,0.0,4.0,4.0,4.0,0.4,1.6,15,2017,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,PIT,False
DeSean Jackson,WR,1.0,22.0,37.0,5.0,5.0,9.0,9.0,1.8,8.2,15,2017,1.0,1.0,11.0,11.0,11.0,0.0,0.0,1.0,7.0,0.0,0.0,TB,ATL,True
Mike Evans,WR,1.0,50.0,85.0,0.0,16.0,10.0,16.0,13.9,27.8,15,2017,5.0,8.0,79.0,15.8,42.0,1.0,1.0,0.0,0.0,0.0,0.0,TB,ATL,True
Adam Humphries,WR,1.0,38.0,64.0,3.0,13.0,16.0,16.0,10.9,28.7,15,2017,5.0,5.0,43.0,8.6,16.0,0.0,1.0,1.0,6.0,0.0,0.0,TB,ATL,True
Chris Godwin,WR,1.0,33.0,56.0,0.0,6.0,3.0,6.0,1.8,5.5,15,2017,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,ATL,True
Larry Fitzgerald,WR,1.0,81.0,99.0,0.0,12.0,6.0,12.0,6.0,7.4,15,2017,5.0,10.0,60.0,12.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,ARI,WAS,False
J.J. Nelson,WR,1.0,57.0,70.0,2.0,5.0,4.0,7.0,5.3,9.3,15,2017,1.0,3.0,46.0,46.0,46.0,1.0,0.0,1.0,7.0,0.0,0.0,ARI,WAS,False
Chad Williams,WR,1.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,WAS,False
Jaron Brown,WR,1.0,,,,,,,0.9,,15,2017,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,WAS,False
Michael Crabtree,WR,1.0,59.0,89.0,0.0,29.0,12.0,29.0,15.9,26.9,15,2017,7.0,17.0,39.0,5.6,14.0,0.0,2.0,0.0,0.0,0.0,0.0,LV,DAL,True
Seth Roberts,WR,1.0,63.0,95.0,0.0,8.0,5.0,8.0,5.2,8.3,15,2017,3.0,5.0,52.0,17.3,28.0,1.0,0.0,0.0,0.0,0.0,0.0,LV,DAL,True
Johnny Holton,WR,1.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,DAL,True
Isaac Whitney,WR,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,DAL,True
Dez Bryant,WR,1.0,58.0,89.0,2.0,7.0,5.0,9.0,5.5,9.5,15,2017,2.0,4.0,59.0,29.5,40.0,1.0,0.0,1.0,-4.0,0.0,0.0,DAL,LV,False
Cole Beasley,WR,1.0,41.0,63.0,0.0,12.0,2.0,12.0,1.5,3.7,15,2017,1.0,5.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,LV,False
Noah Brown,WR,1.0,18.0,28.0,0.0,6.0,6.0,6.0,0.8,4.4,15,2017,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,LV,False
Ryan Switzer,WR,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,LV,False
Golden Tate,WR,1.0,47.0,75.0,0.0,11.0,6.0,11.0,3.3,7.0,15,2017,3.0,5.0,33.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,CHI,True
Marvin Jones Jr.,WR,1.0,62.0,98.0,0.0,8.0,5.0,8.0,8.5,13.7,15,2017,3.0,5.0,85.0,28.3,58.0,1.0,0.0,0.0,0.0,0.0,0.0,DET,CHI,True
Kenny Golladay,WR,1.0,50.0,79.0,0.0,10.0,8.0,10.0,2.9,5.8,15,2017,4.0,5.0,29.0,7.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,CHI,True
Jamal Agnew,WR,1.0,2.0,3.0,0.0,50.0,50.0,50.0,0.0,0.0,15,2017,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,CHI,True
Emmanuel Sanders,WR,1.0,39.0,49.0,0.0,23.0,18.0,23.0,6.8,17.4,15,2017,7.0,9.0,68.0,9.7,26.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,IND,False
Cody Latimer,WR,1.0,44.0,56.0,0.0,9.0,7.0,9.0,14.0,31.8,15,2017,3.0,4.0,60.0,20.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,DEN,IND,False
Bennie Fowler III,WR,1.0,39.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,IND,False
Antonio Brown,WR,1.0,21.0,32.0,0.0,14.0,10.0,14.0,2.4,11.4,15,2017,2.0,3.0,24.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,NE,True
JuJu Smith-Schuster,WR,1.0,65.0,98.0,0.0,9.0,9.0,9.0,11.4,17.5,15,2017,6.0,6.0,114.0,19.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,PIT,NE,True
A.J. Green,WR,1.0,42.0,81.0,0.0,10.0,5.0,10.0,3.0,7.1,15,2017,2.0,4.0,30.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,MIN,False
Alex Erickson,WR,1.0,13.0,25.0,0.0,15.0,8.0,15.0,1.1,8.5,15,2017,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,MIN,False
Josh Malone,WR,1.0,23.0,44.0,4.0,13.0,4.0,17.0,0.4,1.7,15,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,CIN,MIN,False
Julio Jones,WR,1.0,53.0,76.0,0.0,15.0,6.0,15.0,5.4,10.2,15,2017,3.0,8.0,54.0,18.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,ATL,TB,False
Mohamed Sanu Sr.,WR,1.0,51.0,73.0,2.0,10.0,6.0,12.0,2.6,5.1,15,2017,2.0,5.0,23.0,11.5,21.0,1.0,0.0,1.0,3.0,0.0,0.0,ATL,TB,False
Taylor Gabriel,WR,1.0,32.0,46.0,3.0,6.0,9.0,9.0,1.9,5.9,15,2017,2.0,2.0,16.0,8.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,ATL,TB,False
Justin Hardy,WR,1.0,21.0,30.0,0.0,19.0,10.0,19.0,9.3,44.3,15,2017,2.0,4.0,33.0,16.5,27.0,1.0,1.0,0.0,0.0,0.0,0.0,ATL,TB,False
Marvin Hall,WR,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,TB,False
Cordarrelle Patterson,WR,1.0,,,,,,,0.3,,15,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,1.0,-4.0,0.0,0.0,ATL,TB,False
Randall Cobb,WR,1.0,67.0,97.0,0.0,21.0,10.0,21.0,14.4,21.5,15,2017,7.0,14.0,84.0,12.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,GB,CAR,False
Davante Adams,WR,1.0,27.0,39.0,0.0,26.0,19.0,26.0,11.7,43.3,15,2017,5.0,7.0,57.0,11.4,13.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,CAR,False
Trevor Davis,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CAR,False
Geronimo Allison,WR,1.0,45.0,65.0,0.0,18.0,11.0,18.0,1.3,2.9,15,2017,5.0,8.0,33.0,6.6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,GB,CAR,False
Alshon Jeffery,WR,1.0,60.0,90.0,0.0,17.0,7.0,17.0,10.9,18.2,15,2017,4.0,10.0,49.0,12.3,19.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,NYG,False
Nelson Agholor,WR,1.0,48.0,72.0,0.0,19.0,15.0,19.0,11.9,24.8,15,2017,7.0,9.0,59.0,8.4,16.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,NYG,False
Mack Hollins,WR,1.0,13.0,19.0,0.0,8.0,0.0,8.0,0.0,0.0,15,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,NYG,False
T.Y. Hilton,WR,1.0,51.0,94.0,0.0,14.0,10.0,14.0,4.1,8.0,15,2017,5.0,7.0,41.0,8.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,DEN,True
Chester Rogers,WR,1.0,53.0,98.0,2.0,6.0,2.0,8.0,0.7,1.3,15,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,IND,DEN,True
Travis Benjamin,WR,1.0,36.0,56.0,3.0,11.0,6.0,14.0,1.4,3.9,15,2017,1.0,4.0,7.0,7.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,LAC,KC,False
Keenan Allen,WR,1.0,47.0,73.0,0.0,17.0,11.0,17.0,5.4,11.5,15,2017,5.0,8.0,54.0,10.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,False
Tyrell Williams,WR,1.0,53.0,83.0,0.0,13.0,6.0,13.0,3.1,5.8,15,2017,3.0,7.0,31.0,10.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,False
Mike Williams,WR,1.0,30.0,47.0,0.0,3.0,0.0,3.0,0.0,0.0,15,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,False
Andre Roberts,WR,1.0,,,,,,,0.0,,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,False
Josh Gordon,WR,1.0,54.0,86.0,0.0,19.0,9.0,19.0,4.7,8.7,15,2017,5.0,10.0,47.0,9.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,BAL,True
Corey Coleman,WR,1.0,50.0,79.0,0.0,8.0,2.0,8.0,1.6,3.2,15,2017,1.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,BAL,True
Rashard Higgins,WR,1.0,51.0,81.0,0.0,4.0,4.0,4.0,1.0,2.0,15,2017,2.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,BAL,True
Jermaine Kearse,WR,1.0,47.0,65.0,0.0,11.0,6.0,11.0,2.8,6.0,15,2017,3.0,5.0,28.0,9.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,False
Robby Anderson,WR,1.0,57.0,79.0,0.0,21.0,9.0,21.0,4.0,7.0,15,2017,5.0,12.0,40.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,False
Chad Hansen,WR,1.0,34.0,47.0,0.0,12.0,9.0,12.0,2.1,6.2,15,2017,3.0,4.0,21.0,7.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,False
JoJo Natson,WR,1.0,8.0,11.0,13.0,25.0,25.0,38.0,3.4,42.5,15,2017,1.0,2.0,19.0,19.0,19.0,0.0,0.0,1.0,15.0,0.0,0.0,NYJ,NO,False
Justin Hardee,WR,1.0,,,,,,,0.0,,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,False
Josh Bellamy,WR,1.0,53.0,77.0,0.0,13.0,9.0,13.0,7.0,13.2,15,2017,5.0,7.0,70.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,DET,False
Dontrelle Inman,WR,1.0,48.0,70.0,0.0,4.0,2.0,4.0,0.5,1.0,15,2017,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,DET,False
Marquise Goodwin,WR,1.0,63.0,90.0,2.0,21.0,17.0,22.0,12.4,19.7,15,2017,10.0,13.0,114.0,11.4,18.0,0.0,0.0,1.0,10.0,0.0,0.0,SF,TEN,True
Trent Taylor,WR,1.0,34.0,49.0,0.0,15.0,12.0,15.0,4.0,11.8,15,2017,4.0,5.0,40.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,TEN,True
Kendrick Bourne,WR,1.0,31.0,44.0,0.0,19.0,13.0,19.0,8.5,27.4,15,2017,4.0,6.0,85.0,21.3,54.0,1.0,0.0,0.0,0.0,0.0,0.0,SF,TEN,True
Russell Shepard,WR,1.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,GB,True
Devin Funchess,WR,1.0,60.0,85.0,0.0,7.0,2.0,7.0,1.9,3.2,15,2017,1.0,4.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,GB,True
Damiere Byrd,WR,1.0,47.0,66.0,0.0,9.0,6.0,9.0,14.5,30.9,15,2017,3.0,4.0,25.0,8.3,13.0,0.0,2.0,0.0,0.0,0.0,0.0,CAR,GB,True
Shelton Gibson,WR,1.0,,,,,,,0.0,,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,GB,True
DeAndre Hopkins,WR,1.0,53.0,93.0,0.0,25.0,8.0,25.0,14.0,26.4,15,2017,4.0,13.0,80.0,20.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,HOU,JAC,False
DeAndrew White,WR,1.0,41.0,72.0,0.0,2.0,0.0,2.0,0.0,0.0,15,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
William Fuller V,WR,1.0,54.0,95.0,0.0,9.0,9.0,9.0,4.4,8.1,15,2017,5.0,5.0,44.0,8.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Robert Woods,WR,1.0,51.0,75.0,0.0,14.0,12.0,14.0,10.5,20.6,15,2017,6.0,7.0,45.0,7.5,14.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,SEA,False
Tavon Austin,WR,1.0,14.0,21.0,71.0,0.0,71.0,71.0,4.4,31.4,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,0.0,0.0,LAR,SEA,False
Sammy Watkins,WR,1.0,51.0,75.0,0.0,10.0,4.0,10.0,1.4,2.7,15,2017,2.0,5.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,False
Pharoh Cooper,WR,1.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,False
Mike Thomas,WR,1.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,False
Cooper Kupp,WR,1.0,49.0,72.0,0.0,6.0,4.0,6.0,2.1,4.3,15,2017,2.0,3.0,21.0,10.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,False
