player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,9,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,9,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,9,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,9,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,9,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,9,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,9,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,9,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,9,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,9,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,9,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,9,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,9,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,9,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,9,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,9,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,9,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,9,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,9,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,9,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,9,K
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.5,LAC,9,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,9,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,9,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,9,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,9,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,9,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,9,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,9,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,9,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,9,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,9,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,9,K
Dustin Hopkins,4,4,100.0,50,0,1,2,0,1,2,2,1,16.0,16.0,14.5,LAC,10,K
Dan Bailey,3,3,100.0,53,0,0,1,1,1,2,2,1,14.0,14.0,0.0,FA,10,K
Stephen Hauschka,4,4,100.0,41,0,2,1,1,0,1,2,1,14.0,14.0,0.0,FA,10,K
Ryan Succop,2,2,100.0,51,0,1,0,0,1,5,5,1,13.0,13.0,57.4,TB,10,K
Cairo Santos,4,4,100.0,47,0,0,3,1,0,0,0,1,13.0,13.0,2.1,CHI,10,K
Brandon McManus,3,4,75.0,50,0,1,1,0,1,2,2,1,13.0,13.0,44.3,DEN,10,K
Phil Dawson,2,2,100.0,53,0,0,0,1,1,2,2,1,11.0,11.0,0.1,FA,10,K
Matt Bryant,3,4,75.0,46,0,0,1,2,0,0,1,1,11.0,11.0,1.1,FA,10,K
Chandler Catanzaro,3,3,100.0,39,1,0,2,0,0,2,2,1,11.0,11.0,0.0,FA,10,K
Caleb Sturgis,3,5,60.0,48,0,2,0,1,0,1,1,1,11.0,11.0,0.0,FA,10,K
Jason Myers,2,2,100.0,54,0,0,0,1,1,1,1,1,10.0,10.0,22.1,SEA,10,K
Roberto Aguayo,2,2,100.0,30,0,1,1,0,0,4,4,1,9.0,9.0,0.1,FA,10,K
Greg Zuerlein,3,3,100.0,38,0,1,2,0,0,0,0,1,9.0,9.0,74.2,DAL,10,K
Justin Tucker,2,2,100.0,40,0,1,0,1,0,2,2,1,9.0,9.0,98.0,BAL,10,K
Nick Novak,1,3,33.3,51,0,0,0,0,1,3,3,1,8.0,8.0,0.1,FA,10,K
Mike Nugent,2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,1.0,FA,10,K
Mason Crosby,2,2,100.0,38,0,1,1,0,0,1,2,1,7.0,7.0,40.7,GB,10,K
Andrew Franks,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.0,FA,10,K
Josh Lambo,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,3.2,FA,10,K
Connor Barth,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,0.0,FA,10,K
Stephen Gostkowski,1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,0.1,FA,10,K
Chris Boswell,2,3,66.7,39,0,1,1,0,0,0,0,1,6.0,6.0,51.0,PIT,10,K
Graham Gano,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,31.4,NYG,10,K
Wil Lutz,1,1,100.0,30,0,0,1,0,0,2,3,1,5.0,5.0,3.3,NO,10,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.5,SF,10,K
Blair Walsh,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1,FA,10,K
Cody Parkey,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.4,FA,10,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,10,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,10,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,10,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,10,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,10,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,10,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,10,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,10,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,10,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,10,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,10,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,10,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,10,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,10,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,10,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,10,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,10,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,10,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,10,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,10,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,10,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,10,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,10,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,10,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,10,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,10,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,10,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,10,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,10,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,10,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,10,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,10,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,10,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,10,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,10,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,10,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,10,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,10,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,10,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,10,K
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,81.8,NE,10,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,10,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,10,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,10,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,10,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,10,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,10,K
Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,52.8,ARI,10,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,10,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,10,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,10,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,10,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,10,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,10,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,10,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,10,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,10,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,10,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,10,K
Roberto Aguayo,4,4,100.0,41,0,1,2,1,0,1,1,1,14.0,14.0,0.1,FA,11,K
Graham Gano,3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,31.4,NYG,11,K
Dan Carpenter,3,3,100.0,54,0,2,0,0,1,1,1,1,12.0,12.0,0.2,FA,11,K
Chris Boswell,3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,51.0,PIT,11,K
Sebastian Janikowski,2,2,100.0,20,1,1,0,0,0,3,3,1,9.0,9.0,20.0,FA,11,K
Jason Myers,2,2,100.0,52,0,1,0,0,1,1,2,1,9.0,9.0,22.1,SEA,11,K
Matt Prater,2,2,100.0,43,0,1,0,1,0,2,3,1,9.0,9.0,52.8,ARI,11,K
Dan Bailey,2,2,100.0,30,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,11,K
Nick Novak,2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.1,FA,11,K
Stephen Hauschka,2,3,66.7,35,0,1,1,0,0,2,3,1,8.0,8.0,0.0,FA,11,K
Wil Lutz,2,3,66.7,30,0,1,1,0,0,2,2,1,8.0,8.0,3.3,NO,11,K
Adam Vinatieri,1,2,50.0,49,0,0,0,1,0,3,3,1,7.0,7.0,0.2,FA,11,K
Dustin Hopkins,1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,14.5,LAC,11,K
Justin Tucker,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,98.0,BAL,11,K
Ryan Succop,1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,6.0,57.4,TB,11,K
Mason Crosby,1,2,50.0,36,0,0,1,0,0,3,3,1,6.0,6.0,40.7,GB,11,K
Chandler Catanzaro,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.0,FA,11,K
Stephen Gostkowski,1,1,100.0,38,0,0,1,0,0,3,4,1,6.0,6.0,0.1,FA,11,K
Kai Forbath,1,1,100.0,27,0,1,0,0,0,3,4,1,6.0,6.0,3.0,LAR,11,K
Robbie Gould,1,1,100.0,46,0,0,0,1,0,1,3,1,5.0,5.0,22.5,SF,11,K
Greg Zuerlein,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,74.2,DAL,11,K
Phil Dawson,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,0.1,FA,11,K
Connor Barth,1,2,50.0,40,0,0,0,1,0,1,2,1,5.0,5.0,0.0,FA,11,K
Cairo Santos,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,2.1,CHI,11,K
Cody Parkey,1,1,100.0,24,0,1,0,0,0,0,1,1,3.0,3.0,0.4,FA,11,K
Andrew Franks,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,11,K
Caleb Sturgis,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,FA,11,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,11,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,11,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,11,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,11,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,11,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,11,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,11,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,11,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,11,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,11,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,11,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,11,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,11,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,11,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,11,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,11,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,11,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,11,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,11,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,11,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,11,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,11,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,11,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,11,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,11,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,11,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,11,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,11,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,11,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,11,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,11,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,11,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,11,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,11,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,11,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,11,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,11,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,11,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,11,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,11,K
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.8,NE,11,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,11,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,11,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,11,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,11,K
Mike Nugent,0,0,0.0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,FA,11,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,11,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,11,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,11,K
Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.3,DEN,11,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,11,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,11,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3,MIA,11,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,11,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,11,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,11,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,11,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,11,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,11,K
Justin Tucker,4,4,100.0,57,0,0,1,0,3,1,1,1,19.0,19.0,98.0,BAL,12,K
Matt Prater,3,3,100.0,48,0,1,0,2,0,1,1,1,12.0,12.0,52.8,ARI,12,K
Stephen Gostkowski,3,4,75.0,41,0,2,0,1,0,1,1,1,11.0,11.0,0.1,FA,12,K
Caleb Sturgis,2,2,100.0,50,0,0,0,1,1,1,1,1,10.0,10.0,0.0,FA,12,K
Brandon McManus,2,3,66.7,44,0,0,1,1,0,3,3,1,10.0,10.0,44.3,DEN,12,K
Ryan Succop,2,2,100.0,31,1,0,1,0,0,3,3,1,9.0,9.0,57.4,TB,12,K
Sebastian Janikowski,2,2,100.0,23,0,2,0,0,0,3,3,1,9.0,9.0,20.0,FA,12,K
Mason Crosby,2,2,100.0,33,0,0,2,0,0,3,3,1,9.0,9.0,40.7,GB,12,K
Matt Bryant,1,1,100.0,45,0,0,0,1,0,5,5,1,9.0,9.0,1.1,FA,12,K
Chandler Catanzaro,2,2,100.0,54,0,1,0,0,1,1,1,1,9.0,9.0,0.0,FA,12,K
Dustin Hopkins,2,4,50.0,24,0,2,0,0,0,2,2,1,8.0,8.0,14.5,LAC,12,K
Cairo Santos,2,2,100.0,37,0,0,2,0,0,2,2,1,8.0,8.0,2.1,CHI,12,K
Dan Bailey,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,0.0,FA,12,K
Nick Novak,2,2,100.0,45,1,0,0,1,0,1,1,1,8.0,8.0,0.1,FA,12,K
Wil Lutz,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,3.3,NO,12,K
Kai Forbath,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,7.0,3.0,LAR,12,K
Andrew Franks,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,0.0,FA,12,K
Nick Folk,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,81.8,NE,12,K
Cody Parkey,2,2,100.0,25,0,2,0,0,0,1,1,1,7.0,7.0,0.4,FA,12,K
Phil Dawson,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,0.1,FA,12,K
Mike Nugent,2,2,100.0,36,0,1,1,0,0,0,1,1,6.0,6.0,1.0,FA,12,K
Chris Boswell,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,51.0,PIT,12,K
Stephen Hauschka,1,1,100.0,43,0,0,0,1,0,0,0,1,4.0,4.0,0.0,FA,12,K
Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.1,SEA,12,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,22.5,SF,12,K
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,74.2,DAL,12,K
Connor Barth,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0,FA,12,K
Josh Lambo,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.2,FA,12,K
Graham Gano,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,31.4,NYG,12,K
Dan Carpenter,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.2,FA,12,K
Roberto Aguayo,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1,FA,12,K
Adam Vinatieri,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.2,FA,12,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,12,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,12,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,12,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,12,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,12,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,12,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,12,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,12,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,12,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,12,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,12,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,12,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,12,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,12,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,12,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,12,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,12,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,12,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,12,K
