player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
Dan Bailey,4,4,100.0,56,0,2,0,0,2,1,1,1,17.0,17.0,0.0,FA,1,K
Blair Walsh,4,6,66.7,50,0,0,2,1,1,1,2,1,16.0,16.0,0.1,FA,1,K
Stephen Gostkowski,3,3,100.0,53,0,0,1,1,1,2,2,1,14.0,14.0,0.1,FA,1,K
Jason Myers,3,3,100.0,50,0,1,1,0,1,2,2,1,13.0,13.0,22.1,SEA,1,K
Adam Vinatieri,2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,0.2,FA,1,K
Mike Nugent,3,4,75.0,47,0,1,1,1,0,2,2,1,12.0,12.0,1.0,FA,1,K
Wil Lutz,2,4,50.0,42,0,1,0,1,0,4,4,1,11.0,11.0,3.3,NO,1,K
Dustin Hopkins,3,3,100.0,40,0,0,2,1,0,1,1,1,11.0,11.0,14.5,LAC,1,K
Nick Folk,3,4,75.0,45,0,2,0,1,0,1,2,1,11.0,11.0,81.8,NE,1,K
Nick Novak,3,3,100.0,38,0,2,1,0,0,2,2,1,11.0,11.0,0.1,FA,1,K
Matt Bryant,3,3,100.0,34,0,1,2,0,0,1,1,1,10.0,10.0,1.1,FA,1,K
Cairo Santos,2,2,100.0,47,0,0,1,1,0,3,3,1,10.0,10.0,2.1,CHI,1,K
Caleb Sturgis,2,3,66.7,38,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,1,K
Chris Boswell,1,1,100.0,46,0,0,0,1,0,5,5,1,9.0,9.0,51.0,PIT,1,K
Graham Gano,2,3,66.7,44,0,0,1,1,0,2,2,1,9.0,9.0,31.4,NYG,1,K
Josh Lambo,2,3,66.7,29,0,2,0,0,0,3,3,1,9.0,9.0,3.2,FA,1,K
Justin Tucker,2,2,100.0,50,0,0,1,0,1,1,1,1,9.0,9.0,98.0,BAL,1,K
Mason Crosby,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,40.7,GB,1,K
Sebastian Janikowski,2,2,100.0,47,0,0,1,1,0,1,1,1,8.0,8.0,20.0,FA,1,K
Matt Prater,1,1,100.0,43,0,0,0,1,0,4,5,1,8.0,8.0,52.8,ARI,1,K
Roberto Aguayo,1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,0.1,FA,1,K
Stephen Hauschka,2,2,100.0,39,0,0,2,0,0,0,1,1,6.0,6.0,0.0,FA,1,K
Andrew Franks,1,2,50.0,41,0,0,0,1,0,1,1,1,5.0,5.0,0.0,FA,1,K
Phil Dawson,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1,FA,1,K
Ryan Succop,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,57.4,TB,1,K
Patrick Murray,1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,1.0,FA,1,K
Brandon McManus,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,44.3,DEN,1,K
Chandler Catanzaro,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0,FA,1,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,10.8,TEN,1,K
Connor Barth,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,1,K
Dan Carpenter,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.2,FA,1,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,1,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,1,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,1,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,1,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,1,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,1,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,1,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,1,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,1,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,1,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,1,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,1,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,1,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,1,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,1,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,1,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,1,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,1,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,1,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,1,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,1,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,1,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,1,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,1,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,1,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,1,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,1,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,1,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,1,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,1,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,1,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,1,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,1,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,1,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,1,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,1,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,1,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,1,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,1,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,1,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,1,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,1,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,1,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,1,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,1,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,1,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,1,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,1,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,1,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,1,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,1,K
Jordan Gay,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,1,K
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,74.2,DAL,1,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,1,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,1,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,1,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,1,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,1,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,1,K
Graham Gano,4,4,100.0,49,0,0,2,2,0,4,5,1,18.0,18.0,31.4,NYG,2,K
Cairo Santos,4,4,100.0,54,0,0,2,1,1,0,0,1,15.0,15.0,2.1,CHI,2,K
Brandon McManus,4,5,80.0,43,0,1,2,1,0,2,2,1,15.0,15.0,44.3,DEN,2,K
Justin Tucker,3,3,100.0,52,0,0,0,2,1,2,2,1,15.0,15.0,98.0,BAL,2,K
Nick Novak,4,5,80.0,43,0,1,2,1,0,1,1,1,14.0,14.0,0.1,FA,2,K
Caleb Sturgis,3,3,100.0,53,0,2,0,0,1,2,3,1,13.0,13.0,0.0,FA,2,K
Nick Folk,3,3,100.0,36,0,2,1,0,0,4,4,1,13.0,13.0,81.8,NE,2,K
Adam Vinatieri,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,11.0,0.2,FA,2,K
Chandler Catanzaro,2,2,100.0,40,0,1,0,1,0,4,5,1,11.0,11.0,0.0,FA,2,K
Dustin Hopkins,3,3,100.0,36,0,2,1,0,0,2,2,1,11.0,11.0,14.5,LAC,2,K
Josh Brown,3,4,75.0,48,1,1,0,1,0,1,1,1,11.0,11.0,0.0,FA,2,K
Mike Nugent,3,3,100.0,33,0,2,1,0,0,1,1,1,10.0,10.0,1.0,FA,2,K
Greg Zuerlein,3,3,100.0,47,0,1,1,1,0,0,0,1,10.0,10.0,74.2,DAL,2,K
Phil Dawson,2,2,100.0,39,0,1,1,0,0,3,3,1,9.0,9.0,0.1,FA,2,K
Dan Bailey,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,2,K
Matt Bryant,2,2,100.0,21,0,2,0,0,0,3,3,1,9.0,9.0,1.1,FA,2,K
Wil Lutz,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,3.3,NO,2,K
Matt Prater,2,2,100.0,42,0,1,0,1,0,1,1,1,8.0,8.0,52.8,ARI,2,K
Josh Lambo,1,1,100.0,25,0,1,0,0,0,5,5,1,8.0,8.0,3.2,FA,2,K
Chris Boswell,1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,7.0,51.0,PIT,2,K
Stephen Gostkowski,1,2,50.0,34,0,0,1,0,0,4,4,1,7.0,7.0,0.1,FA,2,K
Dan Carpenter,1,1,100.0,39,0,0,1,0,0,4,4,1,7.0,7.0,0.2,FA,2,K
Blair Walsh,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.1,FA,2,K
Andrew Franks,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,0.0,FA,2,K
Ryan Succop,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,57.4,TB,2,K
Sebastian Janikowski,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0,FA,2,K
Stephen Hauschka,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,0.0,FA,2,K
Mason Crosby,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,40.7,GB,2,K
Connor Barth,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,2,K
Jason Myers,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.1,SEA,2,K
Patrick Murray,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,1.0,FA,2,K
Roberto Aguayo,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,FA,2,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,2,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,2,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,2,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,2,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,2,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,2,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,2,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,2,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,2,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,2,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,2,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,2,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,2,K
Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,2,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,2,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,2,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,2,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,2,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,2,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,2,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,2,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,2,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,2,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,2,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,2,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,2,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,2,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,2,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,2,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,2,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,2,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,2,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,2,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,2,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,2,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,2,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,2,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,2,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,2,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,2,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,2,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,2,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,2,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,2,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,2,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,2,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,2,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,2,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,2,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,2,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,2,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,2,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,2,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,2,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,2,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,2,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,2,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,2,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,2,K
Dustin Hopkins,5,5,100.0,49,0,1,2,2,0,2,2,1,19.0,19.0,14.5,LAC,3,K
Justin Tucker,4,4,100.0,53,0,0,1,2,1,1,1,1,17.0,17.0,98.0,BAL,3,K
Stephen Hauschka,3,3,100.0,33,0,1,2,0,0,4,4,1,13.0,13.0,0.0,FA,3,K
Cody Parkey,3,6,50.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.4,FA,3,K
Matt Prater,2,3,66.7,50,0,0,0,1,1,3,3,1,12.0,12.0,52.8,ARI,3,K
Mason Crosby,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,11.0,40.7,GB,3,K
Josh Lambo,3,3,100.0,42,0,1,1,1,0,1,2,1,11.0,11.0,3.2,FA,3,K
Caleb Sturgis,2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,0.0,FA,3,K
Dan Carpenter,2,2,100.0,45,1,0,0,1,0,3,4,1,10.0,10.0,0.2,FA,3,K
Josh Brown,2,2,100.0,30,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,3,K
Greg Zuerlein,1,1,100.0,53,0,0,0,0,1,4,4,1,9.0,9.0,74.2,DAL,3,K
Stephen Gostkowski,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,0.1,FA,3,K
Matt Bryant,1,1,100.0,21,0,1,0,0,0,6,6,1,9.0,9.0,1.1,FA,3,K
Adam Vinatieri,2,2,100.0,38,0,0,2,0,0,2,2,1,8.0,8.0,0.2,FA,3,K
Dan Bailey,1,2,50.0,49,0,0,0,1,0,4,4,1,8.0,8.0,0.0,FA,3,K
Wil Lutz,1,1,100.0,57,0,0,0,0,1,3,3,1,8.0,8.0,3.3,NO,3,K
Sebastian Janikowski,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,20.0,FA,3,K
Chandler Catanzaro,1,1,100.0,60,0,0,0,0,1,1,1,1,6.0,6.0,0.0,FA,3,K
Andrew Franks,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,0.0,FA,3,K
Blair Walsh,2,2,100.0,31,0,1,1,0,0,0,1,1,6.0,6.0,0.1,FA,3,K
Jason Myers,1,2,50.0,49,0,0,0,1,0,2,2,1,6.0,6.0,22.1,SEA,3,K
Cairo Santos,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,2.1,CHI,3,K
Connor Barth,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,0.0,FA,3,K
Brandon McManus,1,1,100.0,20,0,1,0,0,0,2,3,1,5.0,5.0,44.3,DEN,3,K
Graham Gano,1,2,50.0,48,0,0,0,1,0,1,1,1,5.0,5.0,31.4,NYG,3,K
Mike Nugent,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,1.0,FA,3,K
Ryan Succop,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,57.4,TB,3,K
Chris Boswell,1,2,50.0,40,0,0,0,1,0,0,0,1,4.0,4.0,51.0,PIT,3,K
Phil Dawson,1,2,50.0,22,0,1,0,0,0,1,1,1,4.0,4.0,0.1,FA,3,K
Nick Folk,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,81.8,NE,3,K
Roberto Aguayo,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1,FA,3,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,3,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,3,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,3,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,3,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,3,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,3,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,3,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,3,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,3,K
Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,3,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,3,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,3,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,3,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,3,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,3,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,3,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,3,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,3,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,3,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,3,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,3,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,3,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,3,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,3,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,3,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,3,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,3,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,3,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,3,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,3,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,3,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,3,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,3,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,3,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,3,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,3,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,3,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,3,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,3,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,3,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,3,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,3,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,3,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,3,K
