player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Jaret Patterson,RB,WAS,1,13,13,19,54,0,54,54,2.3,17.7,11,2014
Mac Jones,QB,NE,1,64,64,100,9,0,50,50,11.4,17.8,11,2014
Brevin Jordan,TE,HOU,1,18,18,28,0,17,6,17,0.7,3.9,11,2014
Pat Freiermuth,TE,PIT,1,39,39,57,0,18,10,18,7.1,18.2,11,2014
Kyle Pitts,TE,ATL,1,44,44,81,0,11,7,11,2.9,6.6,11,2014
Dominique Dafney,TE,GB,1,16,16,27,0,6,6,6,0.8,5.0,11,2014
Rhamondre Stevenson,RB,NE,1,22,22,34,55,5,59,59,7.5,34.1,11,2014
Michael Carter,RB,NYJ,1,20,20,33,45,5,50,50,6.5,32.5,11,2014
Khalil Herbert,RB,CHI,1,7,7,12,14,0,14,14,0.0,0.0,11,2014
Tommy Tremble,TE,CAR,1,24,24,47,0,8,8,8,3.5,14.6,11,2014
Jaelon Darden,WR,TB,1,8,8,10,0,13,13,13,0.3,3.8,11,2014
Chris Evans,RB,CIN,1,10,10,14,0,10,10,10,0.7,7.0,11,2014
Dax Milne,WR,WAS,1,12,12,18,0,8,8,8,0.5,4.2,11,2014
Tre' McKitty,TE,LAC,1,18,18,24,0,6,6,6,0.7,3.9,11,2014
John Bates,TE,WAS,1,66,66,99,0,5,5,5,2.3,3.5,11,2014
Kylen Granson,TE,IND,1,24,24,35,0,8,4,8,0.8,3.3,11,2014
Joshua Palmer,WR,LAC,1,23,23,30,4,4,9,9,2.3,10.0,11,2014
Jack Stoll,TE,PHI,1,17,17,22,0,0,0,0,0.0,0.0,11,2014
Terrace Marshall Jr.,WR,CAR,1,14,14,27,0,7,0,7,0.0,0.0,11,2014
Gary Brightwell,RB,NYG,1,1,1,2,0,0,0,0,0.0,0.0,11,2014
Tory Carter,RB,TEN,1,9,9,11,0,0,0,0,0.0,0.0,11,2014
Brock Wright,TE,DET,1,13,13,27,0,8,8,8,1.2,9.2,11,2014
