,Player,REC,YDS,TDS,FL,FPTS
31,Brock WrightDET,2.0,20.5,0.1,0.0,2.8
32,Tyler KroftNYJ,1.8,19.5,0.1,0.0,2.7
33,Zach GentryPIT,2.1,20.8,0.1,0.0,2.6
34,Marcedes LewisGB,1.7,18.9,0.1,0.0,2.5
35,Mo Alie-CoxIND,1.6,18.0,0.1,0.0,2.5
36,Jordan AkinsHOU,1.9,20.2,0.1,0.0,2.5
37,Pharaoh BrownHOU,1.9,19.5,0.1,0.0,2.4
38,Eric EbronPIT,1.8,17.3,0.1,0.0,2.4
39,Luke FarrellJAC,1.8,16.6,0.1,0.0,2.3
40,Geoff SwaimTEN,1.8,16.7,0.1,0.0,2.3
41,Tommy TrembleCAR,1.6,16.7,0.1,0.0,2.2
42,Kyle RudolphNYG,1.7,16.0,0.1,0.0,2.1
43,John BatesWAS,1.6,17.7,0.1,0.0,2.1
44,Will DisslySEA,1.3,14.6,0.1,0.0,2.0
45,Anthony FirkserTEN,1.6,15.8,0.1,0.0,2.0
46,Adam TrautmanNO,1.5,15.5,0.1,0.0,2.0
47,Blake BellKC,1.3,12.8,0.1,0.0,1.9
48,Durham SmytheMIA,1.6,14.9,0.1,0.0,1.9
49,Stephen AndersonLAC,1.2,12.9,0.1,0.0,1.9
50,MyCole PruittTEN,1.1,10.8,0.1,0.0,1.9
51,Jimmy GrahamCHI,1.3,13.7,0.1,0.0,1.8
52,Jesse JamesCHI,1.4,12.3,0.1,0.0,1.8
53,Chris ManhertzJAC,1.0,11.2,0.1,0.0,1.8
54,O.J. HowardTB,1.2,13.8,0.1,0.0,1.8
55,Ian ThomasCAR,1.4,13.2,0.1,0.0,1.7
56,Harrison BryantCLE,1.2,12.8,0.1,0.0,1.6
57,Kevin RaderPIT,1.2,12.4,0.1,0.0,1.6
58,Nakia Griffin-StewartKC,0.8,9.4,0.1,0.0,1.5
59,Tre' McKittyLAC,0.9,9.8,0.1,0.0,1.5
60,Tyree JacksonPHI,0.7,9.0,0.1,0.0,1.5
61,Jacob HollisterJAC,1.0,8.5,0.1,0.0,1.4
62,Jesper HorstedCHI,0.6,6.5,0.1,0.0,1.3
63,Kendall BlantonLAR,0.8,8.8,0.1,0.0,1.2
64,Chris Herndon IVMIN,0.7,6.1,0.1,0.1,1.1
65,Daniel HelmATL,0.9,8.7,0.0,0.0,1.1
66,Adam ShaheenMIA,0.9,8.5,0.0,0.0,1.0
67,Travis KelceKC,1.0,10.0,0.0,0.0,1.0
68,Kylen GransonIND,0.7,7.3,0.0,0.0,0.9
69,Brycen HopkinsLAR,0.5,6.1,0.1,0.0,0.9
70,Nick BoyleBAL,0.6,6.0,0.1,0.0,0.9
71,Dominique DafneyGB,0.5,5.6,0.1,0.0,0.9
72,Colby ParkinsonSEA,0.6,6.2,0.0,0.0,0.9
73,Jeremy SprinkleDAL,0.5,5.1,0.1,0.0,0.8
74,Nick BowersLV,0.8,8.0,0.0,0.0,0.8
75,Drew SampleCIN,0.6,5.9,0.0,0.0,0.8
76,Antony AuclairHOU,0.5,4.5,0.1,0.0,0.8
77,Ross DwelleySF,0.4,4.2,0.1,0.0,0.7
78,Eric SaubertDEN,0.4,3.0,0.1,0.0,0.6
79,Ethan WolfNO,0.5,6.0,0.0,0.0,0.6
80,Demetrius HarrisARI,0.4,4.4,0.0,0.0,0.6
81,Hunter LongMIA,0.5,5.0,0.0,0.0,0.5
82,Charlie WoernerSF,0.4,4.3,0.0,0.0,0.4
83,Trevon WescoNYJ,0.4,4.1,0.0,0.0,0.4
84,Sean McKeonDAL,0.3,4.0,0.0,0.0,0.4
85,Josh OliverBAL,0.4,3.7,0.0,0.0,0.4
86,Eric TomlinsonBAL,0.4,3.5,0.0,0.0,0.4
87,Chris MyarickCIN,0.3,3.0,0.0,0.0,0.3
88,Reggie GilliamBUF,0.4,2.8,0.0,0.0,0.3
89,Tyler MabrySEA,0.2,2.0,0.0,0.0,0.2
90,Cethan CarterMIA,0.2,2.0,0.0,0.0,0.2
91,Daniel BrownNYJ,0.2,2.0,0.0,0.0,0.2
92,J.P. HoltzCHI,0.2,2.0,0.0,0.0,0.2
93,Darrell DanielsARI,0.2,2.0,0.0,0.0,0.2
94,Luke StockerMIN,0.1,1.0,0.0,0.0,0.1
95,Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
96,Giovanni RicciCAR,0.1,0.3,0.0,0.0,0.0
