,Player,REC,YDS,TDS,FL,FPTS
59,Jesse JamesCHI,1.0,9.5,0.1,0.0,1.3
60,Eric SaubertDEN,0.9,8.1,0.1,0.0,1.1
61,Jacob HollisterJAC,0.7,5.0,0.1,0.0,1.1
62,Kylen GransonIND,0.7,6.2,0.1,0.0,1.0
63,Antony AuclairHOU,0.7,7.0,0.1,0.0,1.0
64,Darrell DanielsARI,0.8,6.8,0.1,0.0,1.0
65,Reggie GilliamBUF,0.4,3.6,0.1,0.0,1.0
66,Blake BellKC,0.6,6.1,0.1,0.0,0.9
67,Luke FarrellJAC,0.8,7.4,0.0,0.0,0.9
68,Stephen AndersonLAC,0.7,7.4,0.0,0.0,0.9
69,Noah GrayKC,0.6,6.5,0.0,0.0,0.8
70,Tre' McKittyLAC,0.6,5.4,0.1,0.0,0.8
71,Daniel BrownNYJ,0.5,5.3,0.1,0.0,0.8
72,Chris ManhertzJAC,0.6,6.3,0.0,0.0,0.8
73,Drew SampleCIN,0.5,4.6,0.1,0.0,0.8
74,Jacob HarrisLAR,0.4,4.6,0.1,0.0,0.8
75,Andrew BeckDEN,0.4,4.3,0.1,0.0,0.7
76,Jesper HorstedCHI,0.4,3.7,0.1,0.0,0.7
77,Colin ThompsonCAR,0.4,3.4,0.1,0.0,0.6
78,Kendall BlantonLAR,0.4,5.0,0.0,0.0,0.5
79,Garrett GriffinNO,0.5,5.0,0.0,0.0,0.5
80,Matt BushmanKC,0.4,5.0,0.0,0.0,0.5
81,Trevon WescoNYJ,0.3,3.5,0.0,0.0,0.4
82,Demetrius HarrisARI,0.4,4.0,0.0,0.0,0.4
83,Kaden SmithNYG,0.5,3.7,0.0,0.0,0.4
84,J.P. HoltzCHI,0.3,3.2,0.0,0.0,0.3
85,Cethan CarterMIA,0.2,2.0,0.0,0.0,0.2
86,Luke StockerMIN,0.2,2.0,0.0,0.0,0.2
87,Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
88,Giovanni RicciCAR,0.1,0.5,0.0,0.0,0.1
89,Jeremy SprinkleDAL,0.0,0.0,0.0,0.0,0.0
