,Player,REC,YDS,TDS,FL,FPTS
62,Josh OliverBAL,0.7,6.9,0.0,0.0,1.0
63,Ben EllefsonMIN,0.6,6.7,0.1,0.0,1.0
64,Blake BellKC,0.8,7.2,0.0,0.0,0.9
65,Stephen AndersonLAC,0.7,7.4,0.0,0.0,0.8
66,Jacob HarrisLAR,0.5,5.4,0.1,0.0,0.8
67,Josiah DeguaraGB,0.7,6.1,0.0,0.0,0.8
68,Colin ThompsonCAR,0.5,4.6,0.1,0.0,0.8
69,Shane ZylstraDET,0.7,7.5,0.0,0.0,0.8
70,Andrew BeckDEN,0.4,4.1,0.1,0.0,0.7
71,Trevon WescoNYJ,0.5,5.5,0.0,0.0,0.7
72,Tanner HudsonSF,0.6,6.5,0.0,0.0,0.7
73,Drew SampleCIN,0.4,4.3,0.0,0.0,0.6
74,Reggie GilliamBUF,0.5,4.8,0.0,0.0,0.6
75,Garrett GriffinNO,0.5,5.0,0.0,0.0,0.5
76,Kaden SmithNYG,0.5,4.3,0.0,0.0,0.4
77,Zach GentryPIT,0.5,4.0,0.0,0.0,0.4
78,Antony AuclairHOU,0.3,4.0,0.0,0.0,0.4
79,Noah GrayKC,0.3,4.0,0.0,0.0,0.4
80,Eric TomlinsonBAL,0.3,3.0,0.0,0.0,0.3
81,Jesper HorstedCHI,0.2,3.0,0.0,0.0,0.3
82,Codey McElroyTB,0.3,3.0,0.0,0.0,0.3
83,Tyler MabrySEA,0.2,2.0,0.0,0.0,0.2
84,Demetrius HarrisARI,0.1,2.0,0.0,0.0,0.2
85,Darrell DanielsARI,0.2,2.0,0.0,0.0,0.2
86,Nick RalstonDAL,0.2,2.0,0.0,0.0,0.2
87,Mitchell WilcoxCIN,0.1,2.0,0.0,0.0,0.2
88,Nick BowersLV,0.2,2.0,0.0,0.0,0.2
89,Cethan CarterMIA,0.2,2.0,0.0,0.0,0.2
90,Jeremy SprinkleDAL,0.0,1.0,0.0,0.0,0.1
