,Player,REC,YDS,TDS,FL,FPTS
50,Jacob HollisterJAC,1.5,13.5,0.1,0.0,1.7
51,Brock WrightDET,1.3,14.1,0.0,0.0,1.6
52,Jordan AkinsHOU,1.2,13.7,0.0,0.0,1.6
53,Zach GentryPIT,1.1,10.7,0.1,0.0,1.6
54,Luke FarrellJAC,1.4,15.3,0.0,0.0,1.6
55,Garrett GriffinNO,1.2,11.6,0.1,0.0,1.6
56,Ian ThomasCAR,1.4,13.1,0.0,0.0,1.6
57,Jimmy GrahamCHI,1.0,11.7,0.1,0.0,1.5
58,Kendall BlantonLAR,0.6,8.0,0.1,0.0,1.4
59,Chris ManhertzJAC,1.2,12.4,0.0,0.0,1.3
60,Harrison BryantCLE,0.9,10.2,0.0,0.0,1.3
61,O.J. HowardTB,1.2,12.0,0.0,0.0,1.2
62,Eric EbronPIT,0.8,7.2,0.1,0.0,1.1
63,Adam ShaheenMIA,0.8,9.1,0.0,0.0,1.1
64,Drew SampleCIN,0.8,7.7,0.1,0.0,1.1
65,Kylen GransonIND,0.6,6.7,0.1,0.0,1.0
66,MyCole PruittTEN,0.7,7.1,0.0,0.0,0.8
67,Tyree JacksonPHI,0.6,8.0,0.0,0.0,0.8
68,Chris MyarickCIN,0.6,6.2,0.0,0.0,0.8
69,Darrell DanielsARI,0.6,6.1,0.0,0.0,0.8
70,Blake BellKC,0.4,4.1,0.0,0.0,0.5
71,Kevin RaderPIT,0.4,5.0,0.0,0.0,0.5
72,David WellsARI,0.4,5.0,0.0,0.0,0.5
73,Sean McKeonDAL,0.3,4.0,0.0,0.0,0.4
74,Nick BoyleBAL,0.4,3.0,0.0,0.0,0.3
75,Dominique DafneyGB,0.3,3.0,0.0,0.0,0.3
76,Brycen HopkinsLAR,0.2,3.0,0.0,0.0,0.3
77,Jesse JamesCHI,0.3,3.0,0.0,0.0,0.3
78,Chris Herndon IVMIN,0.2,2.0,0.0,0.0,0.2
79,Hunter KampmoyerLAC,0.2,2.0,0.0,0.0,0.2
80,Colby ParkinsonSEA,0.2,2.0,0.0,0.0,0.2
81,Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
82,Sammis ReyesWAS,0.2,2.0,0.0,0.0,0.2
83,Eric SaubertDEN,0.2,2.0,0.0,0.0,0.2
84,Colin ThompsonCAR,0.1,1.0,0.0,0.0,0.1
85,Luke StockerMIN,0.1,1.0,0.0,0.0,0.1
86,Mitchell WilcoxCIN,0.1,1.0,0.0,0.0,0.1
87,Jeremy SprinkleDAL,0.1,1.0,0.0,0.0,0.1
88,Charlie WoernerSF,0.1,1.0,0.0,0.0,0.1
89,Ross DwelleySF,0.0,0.0,0.0,0.0,0.0
90,Cethan CarterMIA,0.0,0.0,0.0,0.0,0.0
