,Player,REC,YDS,TDS,FL,FPTS
54,Drew SampleCIN,1.1,10.3,0.1,0.0,1.3
55,Chris ManhertzJAC,0.9,10.3,0.0,0.0,1.2
56,Chris Herndon IVMIN,0.8,7.3,0.1,0.1,1.2
57,Tommy SweeneyBUF,0.9,8.7,0.1,0.0,1.2
58,MyCole PruittTEN,0.6,7.5,0.1,0.0,1.2
59,Noah GrayKC,0.8,8.6,0.1,0.0,1.2
60,Luke FarrellJAC,0.8,7.6,0.1,0.0,1.1
61,Adam ShaheenMIA,0.8,8.4,0.1,0.1,1.0
62,Reggie GilliamBUF,0.5,4.8,0.1,0.0,1.0
63,Ross DwelleySF,0.6,7.7,0.0,0.0,1.0
64,Blake BellKC,0.8,6.8,0.0,0.0,0.9
65,Stephen AndersonLAC,0.7,6.3,0.1,0.0,0.9
66,Josiah DeguaraGB,0.7,6.9,0.0,0.0,0.9
67,Ben EllefsonMIN,0.5,6.1,0.1,0.0,0.9
68,Colin ThompsonCAR,0.6,5.6,0.1,0.0,0.9
69,Josh OliverBAL,0.7,7.2,0.0,0.0,0.8
70,Tyler MabrySEA,0.7,8.0,0.0,0.0,0.8
71,John BatesWAS,0.7,6.8,0.0,0.1,0.8
72,Jacob HarrisLAR,0.5,4.3,0.1,0.0,0.7
73,Andrew BeckDEN,0.4,4.0,0.1,0.0,0.7
74,Kaden SmithNYG,0.6,5.7,0.0,0.0,0.7
75,Eric SaubertDEN,0.7,6.2,0.0,0.0,0.6
76,Cethan CarterMIA,0.3,2.4,0.1,0.0,0.5
77,Zach GentryPIT,0.7,5.2,0.0,0.0,0.5
78,Charlie WoernerSF,0.4,5.0,0.0,0.0,0.5
79,J.P. HoltzCHI,0.4,4.7,0.0,0.0,0.5
80,Derek CarrierLV,0.4,4.0,0.0,0.0,0.4
81,Kylen GransonIND,0.3,4.0,0.0,0.0,0.4
82,Jesse JamesCHI,0.5,4.0,0.0,0.0,0.4
83,Trevon WescoNYJ,0.3,3.6,0.0,0.0,0.4
84,Deon YelderARI,0.3,3.0,0.0,0.0,0.3
85,Demetrius HarrisARI,0.3,3.0,0.0,0.0,0.3
86,Antony AuclairHOU,0.3,3.0,0.0,0.0,0.3
87,Daniel BrownNYJ,0.2,2.0,0.0,0.0,0.2
88,Nick RalstonDAL,0.2,2.0,0.0,0.0,0.2
89,Eric TomlinsonBAL,0.2,2.0,0.0,0.0,0.2
90,Mitchell WilcoxCIN,0.2,2.0,0.0,0.0,0.2
91,Jordan FranksCLE,0.2,2.0,0.0,0.0,0.2
92,Hunter LongMIA,0.0,2.0,0.0,0.0,0.2
93,Darrell DanielsARI,0.2,1.6,0.0,0.0,0.2
94,Jeremy SprinkleDAL,0.1,1.0,0.0,0.0,0.1
