Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
Baker MayfieldCLE,32.2,20.6,240.9,1.4,0.8,3.7,14.7,0.1,0.1,16.3
Zach WilsonNYJ,33.7,20.9,243.8,1.4,1.1,2.5,11.1,0.1,0.1,15.8
Teddy BridgewaterDEN,34.4,22.4,251.5,1.1,0.7,3.5,14.6,0.1,0.1,15.7
Carson WentzWAS,35.3,22.2,239.0,1.3,0.8,3.4,14.7,0.1,0.3,15.7
Jacoby BrissettMIA,37.2,23.6,239.9,1.3,0.8,3.6,13.6,0.2,0.2,15.7
Jameis WinstonNO,30.3,18.7,217.5,1.5,0.9,3.6,16.2,0.1,0.1,15.6
Davis MillsHOU,31.8,18.9,213.2,1.0,1.2,2.2,7.8,0.0,0.2,11.8
Taysom HillNO,1.9,1.2,11.7,0.0,0.0,3.6,17.0,0.2,0.0,3.4
Nate SudfeldSF,0.0,0.0,22.5,0.1,0.1,0.0,0.6,0.0,0.0,1.2
Jordan LoveGB,1.3,0.9,18.5,0.1,0.1,0.2,0.1,0.0,0.0,1.1
Brian HoyerNE,1.5,1.1,17.0,0.1,0.0,0.2,0.3,0.0,0.0,1.0
Mitchell TrubiskyBUF,1.5,1.0,11.3,0.1,0.0,0.3,1.4,0.0,0.0,1.0
David BloughDET,1.5,1.0,10.9,0.1,0.0,0.2,1.0,0.0,0.0,0.9
Chad HenneKC,1.5,0.9,10.1,0.1,0.0,0.2,1.1,0.0,0.0,0.9
Joe FlaccoNYJ,1.4,0.9,9.4,0.1,0.0,0.2,1.2,0.0,0.0,0.9
Blaine GabbertTB,1.7,0.9,13.6,0.1,0.0,0.2,0.2,0.0,0.0,0.9
Josh RosenATL,1.6,1.0,9.5,0.1,0.0,0.2,0.8,0.0,0.0,0.9
Drew LockSEA,1.4,0.8,12.8,0.1,0.1,0.3,0.6,0.0,0.0,0.8
P.J. WalkerCAR,1.4,0.9,10.5,0.1,0.0,0.3,0.2,0.0,0.0,0.8
Chase DanielLAC,1.6,1.0,10.8,0.1,0.1,0.3,1.0,0.0,0.0,0.8
Case KeenumCLE,1.2,0.8,8.7,0.1,0.0,0.1,0.8,0.0,0.0,0.8
Mason RudolphPIT,1.6,1.0,8.7,0.1,0.0,0.2,0.7,0.0,0.0,0.8
Brandon AllenCIN,1.3,0.9,11.2,0.1,0.0,0.3,0.6,0.0,0.0,0.8
C.J. BeathardJAC,1.5,0.8,10.6,0.1,0.0,0.2,0.5,0.0,0.0,0.8
Kyle AllenWAS,1.5,0.9,13.2,0.1,0.1,0.1,0.2,0.0,0.0,0.8
Colt McCoyARI,1.4,0.9,10.0,0.1,0.1,0.2,0.5,0.0,0.0,0.8
Andy DaltonCHI,1.8,1.2,12.3,0.1,0.1,0.1,0.4,0.0,0.0,0.7
Mike GlennonNYG,1.4,0.9,10.2,0.1,0.0,0.2,1.2,0.0,0.1,0.7
Cooper RushDAL,1.1,0.7,11.0,0.1,0.0,0.1,0.2,0.0,0.0,0.7
Geno SmithSEA,1.2,0.8,10.8,0.1,0.0,0.2,0.1,0.0,0.0,0.7
Tyler HuntleyBAL,1.2,0.8,12.3,0.0,0.0,0.3,0.9,0.0,0.0,0.7
Trevor SiemianNO,0.0,0.0,15.4,0.0,0.1,0.0,0.0,0.0,0.0,0.7
Jeff DriskelHOU,0.0,0.0,13.7,0.0,0.1,0.0,0.1,0.0,0.0,0.6
John WolfordLAR,1.6,0.9,11.9,0.0,0.0,0.2,0.5,0.0,0.0,0.6
Reid SinnettPHI,1.1,0.7,11.5,0.0,0.0,0.1,0.2,0.0,0.0,0.6
Logan WoodsideTEN,0.8,0.6,6.2,0.0,0.0,0.3,0.8,0.0,0.0,0.3
Jacob EasonSEA,1.4,0.7,6.6,0.0,0.0,0.1,0.2,0.0,0.0,0.3
Sean MannionMIN,0.6,0.3,4.9,0.0,0.0,0.1,0.1,0.0,0.0,0.2
