Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
Taysom HillNO,1.4,0.8,24.0,0.1,0.1,3.5,15.1,0.1,0.1,3.2
Jacoby BrissettMIA,0.8,0.5,5.1,0.1,0.1,3.6,14.5,0.0,0.0,1.8
Justin FieldsCHI,1.9,1.1,14.3,0.0,0.0,3.8,9.2,0.0,0.0,1.8
Tyler HuntleyBAL,1.1,0.7,18.3,0.0,0.1,0.3,3.8,0.0,0.0,1.3
Jacob EasonSEA,1.8,1.0,15.5,0.1,0.1,0.1,0.2,0.0,0.0,0.9
Davis MillsHOU,0.0,0.0,12.3,0.0,0.1,0.0,1.5,0.0,0.0,0.8
David BloughDET,1.3,0.8,8.2,0.1,0.0,0.2,0.8,0.0,0.0,0.8
Brian HoyerNE,0.0,0.0,16.5,0.0,0.1,0.0,0.0,0.0,0.0,0.7
Cooper RushDAL,1.1,0.7,11.4,0.1,0.1,0.1,0.1,0.0,0.0,0.7
C.J. BeathardJAC,0.8,0.5,10.8,0.1,0.0,0.1,0.4,0.0,0.0,0.7
Mason RudolphPIT,1.8,1.0,11.6,0.1,0.0,0.1,0.4,0.0,0.0,0.7
Drew LockSEA,0.9,0.6,9.9,0.1,0.1,0.1,0.2,0.0,0.0,0.6
Josh RosenATL,0.8,0.5,9.1,0.0,0.0,0.1,0.3,0.0,0.0,0.6
Joe FlaccoNYJ,1.0,0.7,10.1,0.0,0.0,0.2,0.5,0.0,0.0,0.6
Mitchell TrubiskyBUF,0.7,0.4,8.2,0.1,0.0,0.2,0.4,0.0,0.0,0.5
P.J. WalkerCAR,0.7,0.5,8.6,0.0,0.0,0.1,0.3,0.0,0.0,0.5
Mike GlennonNYG,1.1,0.9,10.4,0.1,0.0,0.1,0.4,0.0,0.1,0.5
Jordan LoveGB,0.5,0.4,8.3,0.1,0.0,0.1,0.1,0.0,0.0,0.5
Chad HenneKC,0.8,0.5,5.6,0.1,0.0,0.1,0.5,0.0,0.0,0.5
Blaine GabbertTB,0.8,0.5,5.5,0.1,0.0,0.1,0.5,0.0,0.0,0.5
Brandon AllenCIN,0.8,0.5,5.4,0.1,0.0,0.1,0.5,0.0,0.0,0.5
Marcus MariotaLV,0.7,0.5,4.9,0.1,0.0,0.2,0.6,0.0,0.0,0.5
Colt McCoyARI,0.7,0.5,5.1,0.1,0.0,0.1,0.5,0.0,0.0,0.5
Chase DanielLAC,0.8,0.5,5.1,0.1,0.0,0.2,0.5,0.0,0.0,0.5
Geno SmithSEA,0.7,0.5,5.4,0.1,0.0,0.1,0.1,0.0,0.0,0.4
Case KeenumCLE,0.7,0.4,4.6,0.1,0.0,0.1,0.4,0.0,0.0,0.4
Mike WhiteNYJ,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4
John WolfordLAR,0.8,0.5,7.6,0.0,0.0,0.2,0.4,0.0,0.0,0.4
Taylor HeinickeWAS,0.8,0.5,4.5,0.1,0.1,0.1,0.5,0.0,0.0,0.4
Logan WoodsideTEN,0.4,0.3,2.5,0.0,0.0,0.2,0.4,0.0,0.0,0.1
Tim BoyleDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen MondMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorleyARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett GilbertWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gardner Minshew IIPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
